,,,,,,,Playing Time,,,,Performance,,,,,,
67,Marc Bertrán,es ESP,DF,Osasuna,31,1982,29,28,"2,454",27.3,0,3,0,0,0,5,0
68,Beto,pt POR,GK,Sevilla,31,1982,33,33,"2,925",32.5,0,0,0,0,0,3,0
69,Thievy Bifouma,cg CGO,"FW,MF",Espanyol,21,1992,11,2,390,4.3,3,0,3,0,0,0,0
70,Richmond Boakye,gh GHA,FW,Elche,20,1993,31,12,"1,219",13.5,6,1,6,0,0,2,0
71,Richard Boateng,gh GHA,MF,Granada,21,1992,1,0,16,0.2,0,0,0,0,0,0,0
72,Alberto Botía,es ESP,DF,Elche,24,1989,33,33,"2,872",31.9,0,1,0,0,0,15,1
73,Yacine Brahimi,dz ALG,"FW,MF",Granada,23,1990,35,33,"2,770",30.8,3,4,2,1,1,7,1
74,Christian Bravo,cl CHI,"FW,MF",Granada,19,1993,2,0,66,0.7,0,0,0,0,0,0,0
75,Claudio Bravo,cl CHI,GK,Real Sociedad,30,1983,37,37,"3,330",37,0,0,0,0,0,3,0
76,Alberto Bueno,es ESP,"FW,MF",Rayo Vallecano,25,1988,37,31,"2,475",27.5,11,4,11,0,0,3,0
77,Diego Buonanotte,ar ARG,"FW,MF",Granada,25,1988,24,9,"1,054",11.7,0,1,0,0,0,6,0
78,Sergio Busquets,es ESP,MF,Barcelona,25,1988,32,30,"2,649",29.4,1,1,1,0,0,11,0
79,Willy Caballero,ar ARG,GK,Málaga,31,1981,38,38,"3,420",38,0,0,0,0,0,3,0
80,Gustavo Cabral,ar ARG,DF,Celta Vigo,27,1985,23,23,"1,950",21.7,1,0,1,0,0,8,0
81,Liassine Cadamuro,dz ALG,DF,Real Sociedad,25,1988,4,4,360,4,0,0,0,0,0,0,0
82,Cala,es ESP,DF,Sevilla,23,1989,9,9,770,8.6,1,0,1,0,0,6,2
83,Ignacio Camacho,es ESP,MF,Málaga,23,1990,33,27,"2,383",26.5,5,0,5,0,0,7,0
84,Víctor Camarasa,es ESP,MF,Levante,19,1994,3,0,96,1.1,0,0,0,0,0,0,0
85,Sergio Canales,es ESP,"FW,MF",Real Sociedad,22,1991,16,13,"1,032",11.5,2,0,2,0,0,3,0
86,Sergio Canales,es ESP,"FW,MF",Valencia,22,1991,19,7,835,9.3,0,2,0,0,0,1,0
87,Cani,es ESP,MF,Villarreal,31,1981,26,24,"1,996",22.2,3,6,3,0,0,4,0
88,Joan Capdevila,es ESP,DF,Espanyol,35,1978,5,2,237,2.6,0,0,0,0,0,0,0
89,José Carlos,es ESP,"FW,MF",Rayo Vallecano,26,1987,3,1,126,1.4,0,0,0,0,0,0,0
90,Juan Carlos,es ESP,GK,Villarreal,26,1987,3,3,270,3,0,0,0,0,0,0,0
91,Daniel Carriço,pt POR,"DF,MF",Sevilla,24,1988,22,22,"1,934",21.5,2,0,2,0,0,8,0
92,Federico Cartabia,ar ARG,"FW,MF",Valencia,20,1993,25,16,"1,410",15.7,0,1,0,0,0,4,0
93,Dani Carvajal,es ESP,DF,Real Madrid,21,1992,31,25,"2,238",24.9,2,2,2,0,0,5,0
94,Víctor Casadesús,es ESP,FW,Levante,28,1985,14,13,"1,042",11.6,1,2,1,0,0,1,2
95,Casemiro,br BRA,MF,Real Madrid,21,1992,12,1,290,3.2,0,0,0,0,0,0,0
96,Kiko Casilla,es ESP,GK,Espanyol,26,1986,37,37,"3,323",36.9,0,0,0,0,0,1,1
97,Iker Casillas,es ESP,GK,Real Madrid,32,1981,2,2,180,2,0,0,0,0,0,0,0
98,Nery Castillo,mx MEX,"DF,FW",Rayo Vallecano,29,1984,11,5,456,5.1,2,0,1,1,1,0,0
99,Chory Castro,uy URU,"FW,MF",Real Sociedad,28,1984,23,12,"1,026",11.4,2,3,2,0,0,1,0
100,Diego Castro,es ESP,"FW,MF",Getafe,31,1982,32,27,"2,270",25.2,1,6,0,1,2,3,0
101,Jonny Castro,es ESP,"DF,MF",Celta Vigo,19,1994,26,23,"2,169",24.1,0,2,0,0,0,4,0
102,Rubén Castro,es ESP,"FW,MF",Betis,32,1981,25,22,"2,014",22.4,10,1,10,0,2,4,0
103,Zé Castro,pt POR,DF,Rayo Vallecano,30,1983,19,19,"1,700",18.9,0,0,0,0,0,5,0
104,Dani Ceballos,es ESP,MF,Betis,16,1996,1,0,11,0.1,0,0,0,0,0,0,0
105,Álvaro Cejudo,es ESP,MF,Osasuna,29,1984,30,27,"2,019",22.4,2,0,2,0,0,5,1
106,Júlio César,br BRA,GK,Getafe,26,1986,5,5,448,5,0,0,0,0,0,0,0
107,Charles,br BRA,FW,Celta Vigo,29,1984,30,29,"2,315",25.7,12,3,12,0,1,5,1
108,Chechu,es ESP,DF,Villarreal,31,1982,19,17,"1,525",16.9,0,1,0,0,0,2,0
109,Roberto Chen,pa PAN,"DF,MF",Málaga,19,1994,2,2,180,2,0,0,0,0,0,1,0
110,Denis Cheryshev,ru RUS,"FW,MF",Sevilla,22,1990,4,1,90,1,0,0,0,0,0,2,1
111,Javier Chica,es ESP,DF,Betis,28,1985,25,22,"1,944",21.6,2,0,2,0,0,8,1
112,Christian,es ESP,DF,Almería,27,1985,4,4,324,3.6,0,0,0,0,0,2,1
113,Chuli,es ESP,"FW,MF",Betis,22,1991,11,4,445,4.9,0,1,0,0,0,2,0
114,Domingo Cisma,es ESP,DF,Elche,31,1982,19,18,"1,611",17.9,0,1,0,0,0,8,1
115,Carlos Clerc,es ESP,DF,Espanyol,21,1992,1,1,66,0.7,0,0,0,0,0,0,0
116,David Cobeño,es ESP,GK,Rayo Vallecano,31,1982,5,4,426,4.7,0,0,0,0,0,0,0
117,Jordi Codina,es ESP,GK,Getafe,31,1982,9,7,665,7.4,0,0,0,0,0,0,0
118,Alexandre Coeff,fr FRA,"DF,MF",Granada,21,1992,13,8,780,8.7,0,0,0,0,0,1,0
119,Fábio Coentrão,pt POR,DF,Real Madrid,25,1988,10,8,654,7.3,0,0,0,0,0,1,0
120,Coke,es ESP,DF,Sevilla,26,1987,25,23,"2,082",23.1,3,1,3,0,0,7,0
121,Diego Colotto,ar ARG,DF,Espanyol,32,1981,31,30,"2,733",30.4,4,1,4,0,0,5,0
122,Adrián Colunga,es ESP,"FW,MF",Getafe,28,1984,27,16,"1,479",16.4,4,1,4,0,0,4,0
123,Jhon Córdoba,co COL,FW,Espanyol,20,1993,28,15,"1,360",15.1,4,0,4,0,0,7,0
124,Ferran Corominas,es ESP,"FW,MF",Elche,30,1983,36,33,"2,960",32.9,6,4,6,0,1,8,0
125,Corona,es ESP,MF,Almería,32,1981,23,12,"1,114",12.4,1,2,1,0,0,4,0
126,Diego Costa,es ESP,FW,Atlético Madrid,24,1988,35,34,"2,948",32.8,27,3,22,5,8,7,0
127,Jaume Costa,es ESP,DF,Villarreal,25,1988,30,26,"2,465",27.4,1,1,1,0,0,12,0
128,Ricardo Costa,pt POR,DF,Valencia,32,1981,20,20,"1,710",19,3,0,3,0,0,7,1
129,David Costas,es ESP,DF,Celta Vigo,18,1995,17,13,"1,210",13.4,0,0,0,0,0,1,0
130,Antonio Cotán,es ESP,MF,Sevilla,17,1995,2,2,180,2,0,0,0,0,0,1,0
131,Thibaut Courtois,be BEL,GK,Atlético Madrid,21,1992,37,37,"3,330",37,0,0,0,0,0,3,0
132,Sebastián Cristóforo,uy URU,MF,Sevilla,19,1993,12,4,531,5.9,0,0,0,0,0,3,0
133,Christian Cueva,pe PER,MF,Rayo Vallecano,21,1991,1,0,29,0.3,0,0,0,0,0,0,0
134,Sergi Darder,es ESP,MF,Málaga,19,1993,29,25,"2,216",24.6,2,2,2,0,0,6,0
135,Manu del Moral,es ESP,FW,Elche,29,1984,24,19,"1,423",15.8,2,1,2,0,0,3,0
136,Moisés Delgado,es ESP,DF,Sevilla,19,1994,2,1,95,1.1,0,0,0,0,0,0,0
137,Ángel Di María,ar ARG,"FW,MF",Real Madrid,25,1988,34,27,"2,357",26.2,4,17,4,0,0,6,0
138,Pape Diakhaté,sn SEN,DF,Granada,29,1984,14,14,"1,114",12.4,0,1,0,0,0,5,1
139,Baba Diawara,sn SEN,FW,Levante,25,1988,20,11,947,10.5,3,2,3,0,0,0,0
140,Óscar Díaz,es ESP,"FW,MF",Almería,29,1984,30,13,"1,212",13.5,4,0,4,0,0,4,0
141,Diego,br BRA,MF,Atlético Madrid,28,1985,13,4,518,5.8,1,1,1,0,0,2,0
142,Papakouli Diop,sn SEN,MF,Levante,27,1986,34,33,"2,743",30.5,4,0,4,0,1,10,1
143,Giovani dos Santos,mx MEX,"FW,MF",Villarreal,24,1989,31,26,"2,195",24.4,11,8,10,1,2,2,0
144,Jonathan dos Santos,mx MEX,MF,Barcelona,23,1990,3,0,22,0.2,0,0,0,0,0,0,0
145,Sebastián Dubarbier,ar ARG,"DF,FW",Almería,27,1986,27,26,"2,297",25.5,1,0,1,0,0,11,1
146,Duda,pt POR,"DF,FW",Málaga,33,1980,24,20,"1,741",19.3,2,5,1,1,1,10,2
147,Patrick Ebert,de GER,"FW,MF",Valladolid,26,1987,13,13,990,11,3,5,3,0,1,7,1
148,Borja Ekiza,es ESP,DF,Athletic Club,25,1988,1,1,35,0.4,0,0,0,0,0,0,0
149,Eliseu,pt POR,"DF,MF",Málaga,29,1983,28,18,"1,650",18.3,2,2,2,0,0,9,0
150,Gorka Elustondo,es ESP,"DF,MF",Real Sociedad,26,1987,20,11,"1,077",12,0,0,0,0,0,2,0
151,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,21,1992,11,0,351,3.9,0,1,0,0,0,0,0
152,Sergio Escudero,es ESP,"DF,MF",Getafe,23,1989,19,18,"1,480",16.4,2,2,2,0,0,11,1
153,Esteban,es ESP,GK,Almería,38,1975,38,38,"3,420",38,0,0,0,0,0,2,0
154,Dani Estrada,es ESP,"DF,MF",Real Sociedad,26,1987,3,3,225,2.5,0,0,0,0,0,0,0
155,Beñat Etxebarria,es ESP,MF,Athletic Club,26,1987,23,12,"1,018",11.3,1,3,1,0,1,3,0
156,Xabier Etxeita,es ESP,DF,Athletic Club,25,1987,3,2,187,2.1,0,0,0,0,0,0,0
157,Cesc Fàbregas,es ESP,"FW,MF",Barcelona,26,1987,36,28,"2,460",27.3,8,14,6,2,2,4,0
158,Iago Falque,es ESP,"FW,MF",Rayo Vallecano,23,1990,28,26,"1,972",21.9,3,2,3,0,0,2,0
159,Mohammed Fatau,gh GHA,MF,Granada,20,1992,9,6,496,5.5,0,0,0,0,0,1,0
160,Federico Fazio,ar ARG,DF,Sevilla,26,1987,27,27,"2,383",26.5,2,1,2,0,0,8,0
161,Sofiane Feghouli,dz ALG,"FW,MF",Valencia,23,1989,32,22,"2,066",23,4,8,4,0,0,4,0
162,Álex Fernández,es ESP,"DF,MF",Espanyol,20,1992,24,3,639,7.1,0,1,0,0,0,0,0
163,Andrés Fernández,es ESP,GK,Osasuna,26,1986,37,37,"3,299",36.7,0,0,0,0,0,2,1
164,Augusto Fernández,ar ARG,MF,Celta Vigo,27,1986,33,29,"2,317",25.7,2,4,2,0,0,6,0
165,Borja Fernández,es ESP,MF,Getafe,32,1981,28,24,"1,956",21.7,0,1,0,0,0,9,1
166,Carlos Fernández,es ESP,FW,Sevilla,17,1996,4,2,210,2.3,0,0,0,0,0,0,0
167,Seba Fernández,uy URU,FW,Rayo Vallecano,28,1985,9,2,303,3.4,1,0,1,0,0,0,0
168,Seba Fernández,uy URU,FW,Málaga,28,1985,2,0,26,0.3,0,0,0,0,0,0,0
169,Flávio Ferreira,pt POR,"DF,MF",Málaga,21,1991,16,14,"1,329",14.8,0,0,0,0,0,6,0
170,Fidel,es ESP,MF,Elche,23,1989,35,20,"1,827",20.3,2,2,2,0,0,3,0
171,Diogo Figueiras,pt POR,"DF,MF",Sevilla,22,1991,22,19,"1,766",19.6,1,1,1,0,0,9,1
172,Miguel Flaño,es ESP,DF,Osasuna,28,1984,13,10,962,10.7,0,0,0,0,0,2,0
173,Javi Flores,es ESP,MF,Elche,27,1986,1,1,71,0.8,0,0,0,0,0,0,0
174,Andreu Fontàs,es ESP,DF,Celta Vigo,23,1989,35,35,"3,086",34.3,0,0,0,0,0,4,1
175,Dimitri Foulquier,fr FRA,"DF,MF",Granada,20,1993,24,9,"1,145",12.7,0,0,0,0,0,0,0
176,Javi Fuego,es ESP,MF,Valencia,29,1984,27,25,"2,220",24.7,2,0,2,0,0,6,0
177,Gabi,es ESP,MF,Atlético Madrid,30,1983,36,35,"3,111",34.6,3,8,3,0,0,11,0
178,Leonel Galeano,ar ARG,DF,Rayo Vallecano,21,1991,7,7,486,5.4,0,0,0,0,0,4,0
179,Álex Gálvez,es ESP,"DF,MF",Rayo Vallecano,24,1989,26,26,"2,209",24.5,2,1,2,0,0,14,1
180,Kévin Gameiro,fr FRA,FW,Sevilla,26,1987,35,20,"1,887",21,15,3,13,2,2,2,0
181,Jesús Gámez,es ESP,DF,Málaga,28,1985,28,28,"2,440",27.1,0,2,0,0,0,10,1
182,Álvaro García,es ESP,"FW,MF",Granada,20,1992,4,1,105,1.2,0,0,0,0,0,0,0
183,Gilberto García,co COL,"DF,MF",Valladolid,26,1987,8,4,377,4.2,1,0,1,0,0,0,0
184,José García,es ESP,"FW,MF",Osasuna,16,1997,1,0,26,0.3,0,0,0,0,0,0,0
185,Raúl García,es ESP,DF,Almería,24,1989,5,2,176,2,0,0,0,0,0,0,0
186,Raúl García,es ESP,"FW,MF",Atlético Madrid,27,1986,34,18,"1,703",18.9,9,3,9,0,0,10,0
187,Rubén García,es ESP,"FW,MF",Levante,20,1993,32,27,"2,343",26,2,0,2,0,0,7,0
188,Samu García,es ESP,"FW,MF",Málaga,23,1990,27,20,"1,570",17.4,4,2,4,0,0,4,0
189,Sergio García,es ESP,"FW,MF",Espanyol,30,1983,37,37,"3,244",36,12,9,7,5,6,8,0
190,Mario Gaspar,es ESP,DF,Villarreal,22,1990,36,36,"3,240",36,1,2,1,0,0,4,0
191,Jaime Gavilán,es ESP,MF,Getafe,28,1985,20,5,760,8.4,0,2,0,0,0,4,0
192,Jon Gaztañaga,es ESP,"DF,MF",Real Sociedad,22,1991,3,1,143,1.6,0,0,0,0,0,1,0
193,David Generelo,es ESP,MF,Elche,30,1982,1,1,65,0.7,0,0,0,0,0,0,0
194,Carles Gil,es ESP,"FW,MF",Elche,20,1992,33,29,"2,538",28.2,1,3,1,0,0,2,0
195,Álvaro Giménez,es ESP,"FW,MF",Elche,22,1991,2,0,27,0.3,0,0,0,0,0,0,0
196,Diego Godín,uy URU,DF,Atlético Madrid,27,1986,34,34,"3,060",34,4,2,4,0,0,11,0
197,David Goldar,es ESP,DF,Celta Vigo,18,1994,1,0,15,0.2,0,0,0,0,0,0,0
198,Ibai Gómez,es ESP,"FW,MF",Athletic Club,23,1989,18,6,695,7.7,8,2,7,1,1,0,0
199,Moi Gómez,es ESP,"FW,MF",Villarreal,19,1994,19,15,"1,241",13.8,2,2,2,0,0,0,0
200,Abraham González,es ESP,MF,Espanyol,28,1985,21,13,997,11.1,0,1,0,0,0,3,0
201,Adrián González,es ESP,MF,Rayo Vallecano,25,1988,17,10,982,10.9,1,0,1,0,0,5,0
202,Mikel González,es ESP,DF,Real Sociedad,27,1985,21,20,"1,733",19.3,0,0,0,0,0,7,1
203,Esteban Granero,es ESP,MF,Real Sociedad,26,1987,4,2,246,2.7,0,1,0,0,0,1,0
204,Antoine Griezmann,fr FRA,"FW,MF",Real Sociedad,22,1991,35,31,"2,651",29.5,16,3,16,0,0,5,0
205,Vicente Guaita,es ESP,GK,Valencia,26,1987,13,11,"1,140",12.7,0,0,0,0,0,1,0
206,Andrés Guardado,mx MEX,"DF,FW",Valencia,26,1986,16,12,"1,045",11.6,0,0,0,0,0,3,0
207,Javi Guerra,es ESP,FW,Valladolid,31,1982,37,37,"3,132",34.8,15,1,14,1,1,9,0
208,Josuha Guilavogui,fr FRA,"DF,MF",Atlético Madrid,22,1990,1,0,2,0,0,0,0,0,0,0,0
209,Guillermo,es ESP,FW,Athletic Club,20,1993,9,4,326,3.6,1,0,1,0,0,0,0
210,Carlos Gurpegui,es ESP,"DF,MF",Athletic Club,32,1980,27,27,"2,384",26.5,2,0,2,0,0,8,0
211,Mounir El Hamdaoui,ma MAR,FW,Málaga,29,1984,13,6,542,6,3,2,3,0,0,0,0
212,Ander Herrera,es ESP,MF,Athletic Club,23,1989,33,31,"2,547",28.3,5,5,5,0,0,7,0
213,Cristian Herrera,es ESP,"FW,MF",Elche,22,1991,21,12,"1,078",12,3,1,3,0,0,2,0
214,Manu Herrera,es ESP,GK,Elche,31,1981,30,29,"2,625",29.2,0,0,0,0,0,4,0
215,Iago Herrerín,es ESP,GK,Athletic Club,25,1988,6,5,495,5.5,0,0,0,0,0,1,0
216,Pablo Hervías,es ESP,MF,Real Sociedad,20,1993,1,0,17,0.2,0,0,0,0,0,0,0
217,Charlie I'Anson,eng ENG,DF,Elche,20,1993,2,2,180,2,0,0,0,0,0,0,0
218,Vicente Iborra,es ESP,MF,Sevilla,25,1988,27,25,"2,107",23.4,3,1,3,0,0,12,1
219,Odion Ighalo,ng NGA,FW,Granada,24,1989,16,2,367,4.1,2,0,2,0,0,3,1
220,Nosa Igiebor,ng NGA,MF,Betis,22,1990,12,6,663,7.4,1,0,1,0,0,3,0
221,Asier Illarramendi,es ESP,MF,Real Madrid,23,1990,29,15,"1,404",15.6,2,1,2,0,0,3,0
222,Tiago Ilori,pt POR,DF,Granada,20,1993,9,9,810,9,0,1,0,0,0,2,0
223,Andrés Iniesta,es ESP,"FW,MF",Barcelona,29,1984,35,27,"2,482",27.6,3,7,2,1,1,0,0
224,Pablo Íñiguez,es ESP,"DF,MF",Villarreal,19,1994,3,3,219,2.4,0,0,0,0,0,0,1
225,Emiliano Insúa,ar ARG,DF,Atlético Madrid,24,1989,6,5,452,5,0,0,0,0,0,0,0
226,Gorka Iraizoz,es ESP,GK,Athletic Club,32,1981,33,33,"2,925",32.5,0,0,0,0,0,0,0
227,Andoni Iraola,es ESP,"DF,MF",Athletic Club,31,1982,34,28,"2,625",29.2,1,4,1,0,0,3,0
228,Isco,es ESP,"FW,MF",Real Madrid,21,1992,32,23,"1,984",22,8,6,8,0,0,1,0
229,Manuel Iturra,cl CHI,MF,Granada,29,1984,34,34,"2,946",32.7,1,0,1,0,0,11,2
230,Ander Iturraspe,es ESP,MF,Athletic Club,24,1989,33,31,"2,702",30,0,3,0,0,0,8,0
231,Andreas Ivanschitz,at AUT,MF,Levante,29,1983,29,20,"1,693",18.8,3,5,3,0,1,8,0
232,Ivi,es ESP,"FW,MF",Getafe,19,1994,1,0,22,0.2,0,0,0,0,0,0,0
233,Jaime,es ESP,GK,Valladolid,32,1980,10,10,900,10,0,0,0,0,0,1,0
234,Jason,es ESP,"FW,MF",Levante,19,1994,1,0,2,0,0,0,0,0,0,0,0
235,Jesé,es ESP,"FW,MF",Real Madrid,20,1993,18,4,614,6.8,5,4,5,0,0,0,0
236,Javi Jiménez,es ESP,GK,Levante,26,1987,2,1,170,1.9,0,0,0,0,0,0,0
237,Bojan Joki?,si SVN,"DF,MF",Villarreal,27,1986,15,14,"1,283",14.3,0,1,0,0,0,6,0
238,Jonas,br BRA,FW,Valencia,29,1984,31,23,"2,097",23.3,10,1,9,1,1,4,0
239,Jordi,es ESP,DF,Betis,26,1987,25,20,"2,006",22.3,1,0,1,0,0,5,0
240,Willian José,br BRA,FW,Real Madrid,21,1991,1,0,23,0.3,0,0,0,0,0,0,0
241,Juanfran,es ESP,DF,Levante,37,1976,35,35,"3,104",34.5,0,1,0,0,0,6,1
242,Juanfran,es ESP,"DF,MF",Atlético Madrid,28,1985,35,35,"3,149",35,0,5,0,0,0,6,1
243,Juanfran,es ESP,"DF,FW",Betis,24,1988,34,28,"2,551",28.3,1,2,1,0,0,2,0
244,Juankar,es ESP,"DF,FW",Betis,23,1990,20,18,"1,392",15.5,0,2,0,0,0,4,1
245,Juanma,es ESP,FW,Betis,20,1993,3,1,82,0.9,0,0,0,0,0,0,0
