,,,,,,,Playing Time,,,,Performance,,,,,,
24,Miguel Ángel Guerrero,es ESP,FW,Leganés,26,1990,31,25,"2,139",23.8,5,1,4,1,1,3,0
25,José Ángel,es ESP,DF,Villarreal,26,1989,7,7,630,7,0,1,0,0,0,2,0
26,Miguel Ángel Moyá,es ESP,GK,Atlético Madrid,32,1984,9,8,770,8.6,0,0,0,0,0,0,0
27,José Antonio Reyes,es ESP,"MF,FW",Espanyol,32,1983,21,10,869,9.7,3,4,2,1,1,1,0
28,Sergio Araujo,ar ARG,FW,Las Palmas,24,1992,11,5,533,5.9,2,1,2,0,0,2,0
29,Anaitz Arbilla,es ESP,DF,Eibar,29,1987,22,17,"1,574",17.5,0,2,0,0,0,5,0
30,Markel Areitio,es ESP,GK,Eibar,19,1996,1,0,46,0.5,0,0,0,0,0,0,0
31,Alejandro Arribas,es ESP,DF,La Coruña,27,1989,23,20,"1,910",21.2,0,0,0,0,0,7,0
32,Kepa Arrizabalaga,es ESP,GK,Athletic Club,21,1994,23,23,"2,015",22.4,0,0,0,0,0,1,0
33,Aythami Artiles,es ESP,DF,Las Palmas,30,1986,11,8,835,9.3,0,0,0,0,0,5,1
34,Sergio Asenjo,es ESP,GK,Villarreal,27,1989,24,24,"2,104",23.4,0,0,0,0,0,0,0
35,Marco Asensio,es ESP,"FW,MF",Real Madrid,20,1996,23,11,"1,082",12,3,2,3,0,0,0,0
36,Iago Aspas,es ESP,"FW,MF",Celta Vigo,28,1987,32,25,"2,315",25.7,19,3,13,6,6,9,1
37,Omer Atzili,il ISR,MF,Granada,23,1993,9,3,317,3.5,0,0,0,0,0,0,0
38,Ryan Babel,nl NED,"MF,FW",La Coruña,29,1986,11,5,562,6.2,4,1,4,0,1,3,0
39,Jean-Sylvain Babin,mq MTQ,DF,Sporting Gijón,29,1986,22,20,"1,713",19,1,1,1,0,0,2,0
40,Cédric Bakambu,cd COD,FW,Villarreal,25,1991,26,17,"1,567",17.4,11,1,11,0,0,5,0
41,Zakaria Bakkali,be BEL,FW,Valencia,20,1996,18,1,288,3.2,1,0,1,0,0,2,0
42,Gareth Bale,wls WAL,FW,Real Madrid,27,1989,19,17,"1,418",15.8,7,2,7,0,0,3,1
43,Mikel Balenziaga,es ESP,DF,Athletic Club,28,1988,33,33,"2,847",31.6,1,1,1,0,0,3,1
44,Léo Baptistão,br BRA,"FW,MF",Espanyol,23,1992,21,16,"1,424",15.8,6,5,6,0,0,1,0
45,Kike Barja,es ESP,MF,Osasuna,19,1997,1,0,17,0.2,0,0,0,0,0,0,0
46,David Barral,es ESP,FW,Granada,33,1983,8,2,316,3.5,0,1,0,0,0,1,0
47,Diego Barrios,es ESP,GK,Leganés,22,1994,1,0,62,0.7,0,0,0,0,0,0,0
48,Jon Bautista,es ESP,FW,Real Sociedad,21,1995,12,2,312,3.5,3,0,3,0,0,0,0
49,Claudio Beauvue,gp GLP,FW,Celta Vigo,28,1988,13,5,658,7.3,1,2,1,0,0,1,0
50,Bebé,cv CPV,"MF,FW",Eibar,26,1990,20,8,687,7.6,3,2,3,0,0,2,0
51,Wissam Ben Yedder,fr FRA,FW,Sevilla,25,1990,31,20,"1,661",18.5,11,5,10,1,1,0,0
52,Karim Benzema,fr FRA,FW,Real Madrid,28,1987,29,23,"1,903",21.1,11,5,11,0,0,0,0
53,Yuri Berchiche,es ESP,DF,Real Sociedad,26,1990,35,35,"3,088",34.3,3,2,3,0,0,9,0
54,Álex Berenguer,es ESP,"DF,MF",Osasuna,21,1995,29,22,"2,120",23.6,1,6,1,0,0,3,0
55,Álex Bergantiños,es ESP,"MF,DF",La Coruña,31,1985,8,6,553,6.1,1,0,1,0,0,2,0
56,Markel Bergara,es ESP,MF,Real Sociedad,30,1986,6,3,288,3.2,0,0,0,0,0,0,0
57,Pedro Bigas,es ESP,DF,Las Palmas,25,1990,32,31,"2,647",29.4,4,1,4,0,0,5,1
58,Rubén Blanco,es ESP,GK,Celta Vigo,21,1995,11,11,990,11,0,0,0,0,0,2,0
59,Kevin-Prince Boateng,gh GHA,"FW,MF",Las Palmas,29,1987,28,25,"1,979",22,10,4,10,0,0,11,2
60,Jeremie Boga,ci CIV,"MF,FW",Granada,19,1997,26,14,"1,458",16.2,2,1,2,0,0,0,0
61,Daniele Bonera,it ITA,DF,Villarreal,35,1981,6,6,540,6,0,0,0,0,0,2,0
62,Theo Bongonda,cd COD,"MF,FW",Celta Vigo,20,1995,30,26,"2,160",24,1,3,1,0,0,3,0
63,Tano Bonnín,do DOM,DF,Osasuna,26,1990,11,9,734,8.2,0,1,0,0,0,2,1
64,Celso Borges,cr CRC,MF,La Coruña,28,1988,34,30,"2,722",30.2,6,0,4,2,3,5,0
65,Rafael Borré,co COL,FW,Villarreal,20,1995,17,2,357,4,2,1,2,0,0,0,0
66,Eneko Bóveda,es ESP,DF,Athletic Club,27,1988,19,18,"1,556",17.3,0,0,0,0,0,1,0
67,Denys Boyko,ua UKR,GK,Málaga,28,1988,3,3,270,3,0,0,0,0,0,0,0
68,Darko Brasanac,rs SRB,MF,Betis,24,1992,25,19,"1,621",18,1,1,1,0,0,7,0
69,Claudio Bravo,cl CHI,GK,Barcelona,33,1983,1,1,90,1,0,0,0,0,0,0,0
70,Alberto Brignoli,it ITA,GK,Leganés,24,1991,1,0,61,0.7,0,0,0,0,0,0,0
71,Alberto Bueno,es ESP,"FW,MF",Leganés,28,1988,11,3,381,4.2,1,1,1,0,0,1,0
72,Alberto Bueno,es ESP,MF,Granada,28,1988,13,5,562,6.2,1,2,1,0,0,0,0
73,Aitor Buñuel,es ESP,"DF,MF",Osasuna,18,1998,15,10,"1,030",11.4,0,0,0,0,0,3,0
74,Burgui,es ESP,"MF,FW",Sporting Gijón,22,1993,32,21,"1,992",22.1,2,4,2,0,0,6,0
75,Sergio Busquets,es ESP,MF,Barcelona,28,1988,33,33,"2,687",29.9,0,3,0,0,0,9,0
76,Unai Bustinza,es ESP,DF,Leganés,24,1992,22,21,"1,790",19.9,0,1,0,0,0,10,0
77,Gustavo Cabral,ar ARG,DF,Celta Vigo,30,1985,25,25,"2,177",24.2,2,1,2,0,0,6,0
78,Felipe Caicedo,ec ECU,FW,Espanyol,27,1988,27,14,"1,288",14.3,2,1,2,0,1,4,1
79,Ignacio Camacho,es ESP,MF,Málaga,26,1990,35,35,"3,145",34.9,4,2,4,0,0,14,0
80,Víctor Camarasa,es ESP,MF,Alavés,22,1994,31,28,"2,495",27.7,3,1,3,0,0,4,0
81,Sergio Canales,es ESP,"MF,FW",Real Sociedad,25,1991,31,7,"1,011",11.2,0,4,0,0,0,2,0
82,João Cancelo,pt POR,"DF,MF",Valencia,22,1994,35,27,"2,428",27,1,4,1,0,0,6,1
83,Roberto Canella,es ESP,DF,Sporting Gijón,28,1988,20,20,"1,753",19.5,2,1,2,0,0,3,0
84,Aitor Cantalapiedra,es ESP,"FW,MF",Villarreal,20,1996,1,0,4,0,0,0,0,0,0,0,0
85,Ander Capa,es ESP,DF,Eibar,24,1992,31,29,"2,551",28.3,0,3,0,0,0,9,1
86,Mehdi Carcela,ma MAR,"MF,FW",Granada,27,1989,22,20,"1,747",19.4,5,1,5,0,0,6,0
87,José Carlos,es ESP,DF,Betis,20,1996,6,6,496,5.5,0,0,0,0,0,0,0
88,Carlos Carmona,es ESP,"MF,FW",Sporting Gijón,29,1987,25,21,"1,861",20.7,8,2,8,0,0,5,0
89,Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,22,1993,35,27,"2,257",25.1,10,4,10,0,1,5,0
90,Daniel Carriço,pt POR,DF,Sevilla,27,1988,6,6,452,5,0,0,0,0,0,2,0
91,Federico Cartabia,ar ARG,"MF,FW",Valencia,23,1993,4,2,152,1.7,0,0,0,0,0,0,0
92,Dani Carvajal,es ESP,DF,Real Madrid,24,1992,23,21,"2,016",22.4,0,4,0,0,0,11,0
93,Casemiro,br BRA,MF,Real Madrid,24,1992,25,20,"1,706",19,4,0,4,0,0,10,0
94,Nacho Cases,es ESP,MF,Sporting Gijón,28,1987,21,16,"1,471",16.3,2,1,2,0,0,6,0
95,Kiko Casilla,es ESP,GK,Real Madrid,29,1986,11,11,990,11,0,0,0,0,0,0,0
96,Dani Castellano,es ESP,DF,Las Palmas,28,1987,27,25,"2,107",23.4,0,1,0,0,0,2,0
97,Javi Castellano,es ESP,"DF,MF",Las Palmas,28,1987,5,0,99,1.1,0,0,0,0,0,1,0
98,Samu Castillejo,es ESP,MF,Villarreal,21,1995,33,24,"2,050",22.8,2,2,2,0,0,2,0
99,Carlos Castro,es ESP,FW,Sporting Gijón,21,1995,25,10,"1,024",11.4,4,1,4,0,0,1,0
100,Chory Castro,uy URU,"MF,FW",Málaga,31,1984,29,21,"1,790",19.9,1,3,1,0,0,5,1
101,Jonny Castro,es ESP,DF,Celta Vigo,22,1994,30,23,"2,213",24.6,0,3,0,0,0,8,0
102,Rubén Castro,es ESP,FW,Betis,35,1981,35,32,"2,777",30.9,13,3,11,2,2,3,0
103,Goran Causic,rs SRB,MF,Osasuna,24,1992,26,22,"2,008",22.3,1,2,1,0,0,4,0
104,Dani Ceballos,es ESP,MF,Betis,19,1996,30,24,"2,339",26,2,2,2,0,0,8,0
105,Álvaro Cejudo,es ESP,"MF,FW",Betis,32,1984,17,6,815,9.1,1,1,1,0,0,8,0
106,Alessio Cerci,it ITA,"FW,MF",Atlético Madrid,29,1987,1,0,15,0.2,0,0,0,0,0,0,0
107,Nereo Champagne,ar ARG,GK,Leganés,31,1985,4,4,360,4,0,0,0,0,0,1,0
108,Charles,br BRA,FW,Málaga,32,1984,21,11,"1,141",12.7,3,1,3,0,0,5,0
109,Pape Cheikh Diop,sn SEN,"MF,FW",Celta Vigo,18,1997,16,5,571,6.3,1,0,1,0,0,3,0
110,Denis Cheryshev,ru RUS,MF,Villarreal,25,1990,11,2,340,3.8,0,0,0,0,0,1,0
111,Michaël Ciani,fr FRA,DF,Espanyol,32,1984,1,0,54,0.6,0,0,0,0,0,0,0
112,Jasper Cillessen,nl NED,GK,Barcelona,27,1989,1,1,90,1,0,0,0,0,0,0,0
113,Carlos Clerc,es ESP,"DF,MF",Osasuna,24,1992,25,22,"1,947",21.6,1,0,1,0,0,2,0
114,Fábio Coentrão,pt POR,DF,Real Madrid,28,1988,3,2,169,1.9,0,1,0,0,0,0,0
115,Emre Çolak,tr TUR,MF,La Coruña,25,1991,33,29,"2,466",27.4,3,6,3,0,1,5,0
116,David Concha,es ESP,MF,Real Sociedad,19,1996,8,1,116,1.3,0,0,0,0,0,0,0
117,Duje ?op,hr CRO,FW,Sporting Gijón,26,1990,31,27,"2,273",25.3,9,3,6,3,4,7,0
118,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,21,1995,31,10,"1,229",13.7,4,8,4,0,0,6,0
119,Joaquín Correa,ar ARG,"MF,FW",Sevilla,21,1994,26,15,"1,313",14.6,4,0,4,0,0,6,0
120,Jaume Costa,es ESP,DF,Villarreal,28,1988,31,30,"2,680",29.8,1,3,1,0,0,13,1
121,David Costas,es ESP,DF,Celta Vigo,21,1995,1,1,90,1,0,1,0,0,0,1,0
122,Iván Cuéllar,es ESP,GK,Sporting Gijón,32,1984,36,36,"3,240",36,0,0,0,0,0,5,0
123,Isaac Cuenca,es ESP,"MF,DF",Granada,25,1991,25,18,"1,746",19.4,2,0,2,0,0,4,0
124,Danilo,br BRA,DF,Real Madrid,25,1991,17,17,"1,485",16.5,1,2,1,0,0,2,0
125,Martín Demichelis,ar ARG,DF,Málaga,35,1980,10,7,678,7.5,0,0,0,0,0,3,0
126,Martín Demichelis,ar ARG,DF,Espanyol,35,1980,2,1,99,1.1,0,0,0,0,0,0,0
127,Deyverson,br BRA,FW,Alavés,25,1991,32,29,"2,580",28.7,7,1,7,0,0,14,0
128,Marcelo Díaz,cl CHI,MF,Celta Vigo,29,1986,26,17,"1,648",18.3,1,2,1,0,0,5,0
129,Víctor Díaz,es ESP,DF,Leganés,28,1988,23,20,"1,810",20.1,1,1,1,0,0,6,0
130,Didier Digard,fr FRA,MF,Osasuna,30,1986,3,3,192,2.1,0,0,0,0,0,1,0
131,Lucas Digne,fr FRA,DF,Barcelona,23,1993,17,14,"1,171",13,0,0,0,0,0,3,0
132,Papakouli Diop,sn SEN,MF,Espanyol,30,1986,18,9,906,10.1,0,0,0,0,0,6,0
133,Jaume Doménech,es ESP,GK,Valencia,25,1990,3,3,270,3,0,0,0,0,0,0,0
134,Ryan Donk,sr SUR,"MF,DF",Betis,30,1986,16,9,859,9.5,0,1,0,0,0,3,0
135,Jonathan dos Santos,mx MEX,MF,Villarreal,26,1990,34,22,"2,214",24.6,2,3,2,0,0,4,0
136,Mauro dos Santos,ar ARG,DF,Eibar,27,1989,11,8,763,8.5,0,0,0,0,0,1,0
137,Douglas,br BRA,"DF,MF",Sporting Gijón,25,1990,21,20,"1,717",19.1,3,0,3,0,0,6,0
138,Óscar Duarte,cr CRC,DF,Espanyol,27,1989,15,13,"1,124",12.5,0,0,0,0,0,4,0
139,Rubén Duarte,es ESP,DF,Espanyol,20,1995,3,1,102,1.1,0,0,0,0,0,1,0
140,Duda,pt POR,MF,Málaga,36,1980,16,2,389,4.3,1,2,1,0,0,3,0
141,Riza Durmisi,dk DEN,DF,Betis,22,1994,27,27,"2,385",26.5,1,4,1,0,0,4,0
142,Elderson Echiéjilé,ng NGA,DF,Sporting Gijón,28,1988,3,2,198,2.2,1,0,1,0,0,0,0
143,Aritz Elustondo,es ESP,DF,Real Sociedad,22,1994,9,4,462,5.1,0,0,0,0,0,0,1
144,Gorka Elustondo,es ESP,DF,Athletic Club,29,1987,2,1,106,1.2,0,0,0,0,0,0,0
145,Rodrigo Ely,br BRA,DF,Alavés,22,1993,10,8,789,8.8,1,0,1,0,0,4,0
146,Youssef En-Nesyri,ma MAR,FW,Málaga,19,1997,13,0,336,3.7,1,1,1,0,0,2,0
147,Sergi Enrich,es ESP,FW,Eibar,26,1990,38,31,"2,827",31.4,11,7,11,0,0,4,0
148,Juanan Entrena,es ESP,MF,Granada,20,1996,3,1,103,1.1,0,0,0,0,0,0,0
149,Javier Eraso,es ESP,MF,Athletic Club,26,1990,7,4,379,4.2,0,1,0,0,0,2,0
150,Gonzalo Escalante,ar ARG,MF,Eibar,23,1993,30,24,"2,016",22.4,2,1,2,0,0,9,1
151,Sergio Escudero,es ESP,"DF,MF",Sevilla,26,1989,26,25,"2,282",25.4,0,3,0,0,0,7,0
152,Cristian Espinoza,ar ARG,MF,Alavés,21,1995,6,1,163,1.8,0,0,0,0,0,1,0
153,Pervis Estupiñán,ec ECU,DF,Granada,18,1998,2,2,180,2,0,0,0,0,0,1,0
154,Beñat Etxebarria,es ESP,MF,Athletic Club,29,1987,32,28,"2,399",26.7,1,5,1,0,0,9,0
155,Xabier Etxeita,es ESP,DF,Athletic Club,28,1987,10,7,713,7.9,0,0,0,0,0,2,0
156,Edu Expósito,es ESP,MF,La Coruña,19,1996,1,1,44,0.5,0,0,0,0,0,0,0
157,Erik Expósito,es ESP,FW,Las Palmas,20,1996,2,2,166,1.8,0,0,0,0,0,0,0
158,Fayçal Fajr,ma MAR,MF,La Coruña,27,1988,24,14,"1,207",13.4,0,2,0,0,1,3,1
159,Zouhair Feddal,ma MAR,DF,Alavés,27,1989,27,27,"2,242",24.9,2,1,2,0,0,8,2
160,Kiko Femenía,es ESP,DF,Alavés,25,1991,31,28,"2,500",27.8,0,2,0,0,0,5,0
161,Álvaro Fernández,es ESP,GK,Osasuna,18,1998,1,0,45,0.5,0,0,0,0,0,0,0
162,Andrés Fernández,es ESP,GK,Villarreal,29,1986,15,14,"1,316",14.6,0,0,0,0,0,2,0
163,Augusto Fernández,ar ARG,MF,Atlético Madrid,30,1986,3,2,141,1.6,0,0,0,0,0,0,0
164,Carlos Fernández,es ESP,FW,Sevilla,20,1996,3,1,89,1,1,0,1,0,0,0,0
165,Mario Fernández,es ESP,GK,Osasuna,28,1988,7,7,585,6.5,0,0,0,0,0,3,0
166,Pablo Fernández,es ESP,MF,Sporting Gijón,19,1996,2,0,22,0.2,0,0,0,0,0,0,0
167,Javier Flaño,es ESP,DF,Osasuna,31,1984,4,2,131,1.5,0,0,0,0,0,0,0
168,Miguel Flaño,es ESP,DF,Osasuna,31,1984,12,12,"1,035",11.5,1,0,1,0,0,3,0
169,Andreu Fontàs,es ESP,DF,Celta Vigo,26,1989,17,17,"1,460",16.2,1,1,1,0,0,7,1
170,Pablo Fornals,es ESP,MF,Málaga,20,1996,32,31,"2,666",29.6,6,2,6,0,0,6,0
171,Dimitri Foulquier,fr FRA,DF,Granada,23,1993,22,21,"1,873",20.8,0,2,0,0,0,4,0
172,Javi Fuego,es ESP,MF,Espanyol,32,1984,31,29,"2,564",28.5,1,0,1,0,0,9,1
173,Gabi,es ESP,MF,Atlético Madrid,33,1983,34,33,"2,892",32.1,0,0,0,0,1,9,0
174,Gabriel,br BRA,"MF,FW",Leganés,22,1993,34,33,"2,741",30.5,5,2,5,0,0,8,0
175,Nicolás Gaitán,ar ARG,MF,Atlético Madrid,28,1988,23,11,"1,027",11.4,3,2,3,0,0,1,0
176,Álex Gálvez,es ESP,DF,Eibar,27,1989,19,14,"1,333",14.8,0,0,0,0,0,4,0
177,Bruno Gama,pt POR,MF,La Coruña,28,1987,22,18,"1,442",16,0,0,0,0,0,3,0
178,Kévin Gameiro,fr FRA,FW,Atlético Madrid,29,1987,31,21,"1,707",19,12,5,11,1,1,0,0
179,Ganso,br BRA,MF,Sevilla,26,1989,10,5,486,5.4,2,1,2,0,0,0,0
180,Ezequiel Garay,ar ARG,DF,Valencia,29,1986,27,27,"2,338",26,4,0,4,0,0,7,0
181,Dani García,es ESP,MF,Eibar,26,1990,36,36,"3,182",35.4,1,1,1,0,0,9,1
182,David García,es ESP,DF,Osasuna,22,1994,25,23,"2,191",24.3,1,0,1,0,0,8,0
183,David García,es ESP,DF,Las Palmas,34,1982,22,17,"1,651",18.3,1,1,1,0,0,5,0
184,Imanol García,es ESP,"MF,DF",Osasuna,20,1995,8,6,526,5.8,0,0,0,0,0,1,0
185,Manu García,es ESP,MF,Alavés,30,1986,25,23,"2,011",22.3,3,1,2,1,1,8,0
186,Mateo García,ar ARG,"FW,MF",Las Palmas,19,1996,19,8,724,8,2,0,2,0,0,0,0
187,Raúl García,es ESP,MF,Athletic Club,30,1986,36,34,"2,869",31.9,10,4,7,3,3,11,0
188,Raúl García,es ESP,DF,Alavés,27,1989,18,14,"1,270",14.1,0,0,0,0,0,6,0
189,Samu García,es ESP,MF,Leganés,26,1990,11,5,531,5.9,0,1,0,0,0,0,0
190,Unai García,es ESP,DF,Osasuna,24,1992,22,20,"1,872",20.8,0,0,0,0,0,4,0
191,Mario Gaspar,es ESP,DF,Villarreal,25,1990,36,36,"3,240",36,0,3,0,0,0,6,0
192,Jon Gaztañaga,es ESP,"DF,MF",Real Sociedad,25,1991,2,0,26,0.3,0,0,0,0,0,1,0
193,Carles Gil,es ESP,MF,La Coruña,23,1992,23,16,"1,408",15.6,1,4,1,0,0,7,0
194,Nacho Gil,es ESP,MF,Valencia,20,1995,2,0,4,0,0,0,0,0,0,0,0
195,Dani Giménez,es ESP,GK,Betis,33,1983,1,1,90,1,0,0,0,0,0,1,1
196,Diego Godín,uy URU,DF,Atlético Madrid,30,1986,31,30,"2,706",30.1,3,1,3,0,0,11,1
197,André Gomes,pt POR,MF,Barcelona,23,1993,30,17,"1,591",17.7,3,1,3,0,0,3,0
198,Ibai Gómez,es ESP,MF,Alavés,26,1989,29,23,"1,815",20.2,5,2,5,0,0,2,0
199,Moi Gómez,es ESP,MF,Sporting Gijón,22,1994,26,24,"1,864",20.7,2,5,1,1,1,4,0
200,Sergi Gómez,es ESP,DF,Celta Vigo,24,1992,25,21,"1,904",21.2,0,0,0,0,0,4,2
201,Vicente Gómez,es ESP,MF,Las Palmas,27,1988,29,28,"2,311",25.7,2,0,2,0,0,3,0
202,Adrián González,es ESP,MF,Eibar,28,1988,28,19,"1,531",17,7,1,2,5,5,3,0
203,Álvaro González,es ESP,DF,Villarreal,26,1990,23,20,"1,887",21,1,1,1,0,0,7,0
204,Álvaro González,es ESP,DF,Espanyol,26,1990,2,2,180,2,0,0,0,0,0,2,0
205,Bruno González,es ESP,DF,Betis,26,1990,16,15,"1,331",14.8,1,0,1,0,0,9,0
206,Diego González,es ESP,DF,Sevilla,21,1995,3,0,35,0.4,0,0,0,0,0,0,0
207,Mario González,es ESP,FW,Villarreal,20,1996,2,0,24,0.3,0,0,0,0,0,0,0
208,Mikel González,es ESP,DF,Real Sociedad,30,1985,9,8,664,7.4,0,0,0,0,0,2,0
209,Esteban Granero,es ESP,MF,Real Sociedad,29,1987,19,8,696,7.7,0,1,0,0,0,5,1
210,Antoine Griezmann,fr FRA,FW,Atlético Madrid,25,1991,36,36,"3,053",33.9,16,7,16,0,2,3,0
211,John Guidetti,se SWE,FW,Celta Vigo,24,1992,23,14,"1,065",11.8,4,1,3,1,1,9,0
212,Guilherme,br BRA,MF,La Coruña,25,1991,30,26,"2,277",25.3,2,1,2,0,0,6,0
213,Jon Guridi,es ESP,MF,Real Sociedad,21,1995,1,1,75,0.8,0,0,0,0,0,0,0
214,Felipe Gutiérrez,cl CHI,MF,Betis,25,1990,14,9,757,8.4,1,0,1,0,0,3,0
215,Munir El Haddadi,ma MAR,"FW,MF",Valencia,20,1995,33,22,"2,031",22.6,6,3,6,0,0,5,1
216,Munir El Haddadi,ma MAR,"FW,MF",Barcelona,20,1995,1,0,21,0.2,0,0,0,0,0,0,0
217,Alen Halilovi?,hr CRO,"MF,FW",Las Palmas,20,1996,18,6,652,7.2,0,2,0,0,0,2,0
218,Uche Henry Agbo,ng NGA,MF,Granada,20,1995,31,28,"2,377",26.4,0,0,0,0,0,13,2
219,Hernán,es ESP,MF,Las Palmas,25,1990,10,3,292,3.2,0,0,0,0,0,2,1
220,Héctor Hernández,es ESP,DF,Real Sociedad,25,1991,4,2,254,2.8,0,0,0,0,0,0,0
221,Héctor Hernández,es ESP,"DF,MF",Granada,25,1991,13,11,908,10.1,0,2,0,0,0,2,0
222,Lucas Hernández,fr FRA,DF,Atlético Madrid,20,1996,15,13,"1,255",13.9,0,0,0,0,0,2,0
223,Luis Hernández,es ESP,DF,Málaga,27,1989,19,19,"1,678",18.6,1,1,1,0,0,3,0
224,Pablo Hernández,cl CHI,MF,Celta Vigo,29,1986,26,20,"1,901",21.1,1,0,1,0,0,10,1
225,Theo Hernández,fr FRA,DF,Alavés,18,1997,32,30,"2,725",30.3,1,3,1,0,0,12,1
226,Iago Herrerín,es ESP,GK,Leganés,28,1988,21,21,"1,825",20.3,0,0,0,0,0,0,1
227,Andrew Hjulsager,dk DEN,MF,Celta Vigo,21,1995,7,3,260,2.9,1,0,1,0,0,0,0
228,Martin Hongla,cm CMR,"DF,MF",Granada,18,1998,10,8,794,8.8,0,0,0,0,0,2,0
229,Robert Ibáñez,es ESP,MF,Leganés,23,1993,5,1,171,1.9,2,1,2,0,0,0,0
230,Vicente Iborra,es ESP,MF,Sevilla,28,1988,31,12,"1,481",16.5,7,2,6,1,1,9,0
231,Asier Illarramendi,es ESP,MF,Real Sociedad,26,1990,34,33,"3,006",33.4,1,2,1,0,0,13,0
232,Sverrir Ingi Ingason,is ISL,DF,Granada,22,1993,17,17,"1,472",16.4,1,0,1,0,0,7,0
233,Andrés Iniesta,es ESP,MF,Barcelona,32,1984,23,13,"1,336",14.8,0,3,0,0,0,2,0
234,Pablo Insua,es ESP,DF,Leganés,22,1993,29,20,"1,907",21.2,1,0,1,0,0,3,0
235,Takashi Inui,jp JPN,MF,Eibar,28,1988,28,26,"2,071",23,3,2,3,0,0,5,0
236,Gorka Iraizoz,es ESP,GK,Athletic Club,35,1981,16,15,"1,405",15.6,0,0,0,0,0,1,0
237,Isco,es ESP,"MF,FW",Real Madrid,24,1992,30,18,"1,634",18.2,10,9,10,0,0,4,0
238,Ander Iturraspe,es ESP,MF,Athletic Club,27,1989,24,12,"1,159",12.9,0,1,0,0,0,3,0
239,Jesé,es ESP,"MF,FW",Las Palmas,23,1993,16,13,"1,160",12.9,3,1,2,1,1,5,0
240,Joaquín,es ESP,"FW,MF",Betis,35,1981,28,19,"1,673",18.6,3,3,3,0,0,2,0
241,Ola John,nl NED,"MF,FW",La Coruña,24,1992,11,3,353,3.9,0,1,0,0,0,1,0
242,Jony,es ESP,MF,Málaga,25,1991,24,15,"1,245",13.8,2,1,1,1,1,3,0
243,Willian José,br BRA,FW,Real Sociedad,24,1991,28,27,"2,064",22.9,12,4,9,3,3,4,0
244,Joselu,es ESP,FW,La Coruña,26,1990,20,9,901,10,5,1,5,0,0,7,0
245,Jota,es ESP,MF,Eibar,25,1991,5,3,203,2.3,0,0,0,0,0,0,0
246,Stevan Joveti?,me MNE,FW,Sevilla,26,1989,21,12,"1,206",13.4,6,4,6,0,1,4,0
