,,,,,,,Playing Time,,,,Performance,,,,,,
497,Luis Suárez,uy URU,FW,Barcelona,29,1987,35,34,"2,857",31.7,28,12,28,0,0,8,0
498,Mario Suárez,es ESP,MF,Valencia,29,1987,21,17,"1,496",16.6,3,0,3,0,0,3,0
499,Markel Susaeta,es ESP,MF,Athletic Club,28,1987,26,11,"1,112",12.4,1,2,1,0,0,4,0
500,Franck Tabanou,fr FRA,DF,Granada,27,1989,6,6,365,4.1,0,0,0,0,0,3,0
501,Tana,es ESP,"MF,FW",Las Palmas,25,1990,32,25,"2,210",24.6,4,4,4,0,0,3,0
502,Álvaro Tejero,es ESP,DF,Real Madrid,20,1996,1,0,3,0,0,0,0,0,0,0,0
503,Marc-André ter Stegen,de GER,GK,Barcelona,24,1992,36,36,"3,240",36,0,0,0,0,0,1,0
504,Fausto Tienza,es ESP,MF,Osasuna,26,1990,19,16,"1,224",13.6,0,0,0,0,0,8,0
505,David Timor,es ESP,MF,Leganés,26,1989,24,22,"1,870",20.8,2,1,2,0,0,7,1
506,Tito,es ESP,DF,Granada,31,1985,12,11,996,11.1,0,1,0,0,0,1,0
507,Tito,es ESP,"DF,MF",Leganés,31,1985,11,10,877,9.7,0,2,0,0,0,3,0
508,Gaizka Toquero,es ESP,"MF,FW",Alavés,31,1984,23,15,"1,222",13.6,1,1,1,0,0,4,0
509,Jon Toral,es ESP,MF,Granada,21,1995,5,4,265,2.9,0,0,0,0,0,2,0
510,Daniel Torres,co COL,MF,Alavés,26,1989,21,17,"1,436",16,0,0,0,0,0,7,0
511,Fernando Torres,es ESP,FW,Atlético Madrid,32,1984,31,13,"1,424",15.8,8,5,7,1,2,3,0
512,Miguel Torres,es ESP,DF,Málaga,30,1986,22,18,"1,565",17.4,0,0,0,0,0,4,0
513,Roberto Torres,es ESP,MF,Osasuna,27,1989,32,26,"2,307",25.6,7,3,4,3,5,7,0
514,Xavi Torres,es ESP,MF,Sporting Gijón,29,1986,17,8,866,9.6,0,0,0,0,0,6,0
515,Alin Tosca,ro ROU,DF,Betis,24,1992,17,17,"1,501",16.7,0,0,0,0,0,2,0
516,Lacina Traoré,ci CIV,FW,Sporting Gijón,26,1990,8,5,462,5.1,2,0,2,0,1,2,0
517,Manu Trigueros,es ESP,MF,Villarreal,24,1991,37,35,"3,033",33.7,5,1,5,0,0,4,0
518,Arda Turan,tr TUR,"FW,MF",Barcelona,29,1987,18,14,"1,244",13.8,3,3,3,0,0,1,0
519,Tyronne,es ESP,"FW,MF",Las Palmas,25,1991,3,0,44,0.5,0,0,0,0,0,1,0
520,Przemyslaw Tyton,pl POL,GK,La Coruña,29,1987,13,12,"1,126",12.5,0,0,0,0,0,1,0
521,Samuel Umtiti,fr FRA,DF,Barcelona,22,1993,25,24,"2,129",23.7,1,0,1,0,0,4,0
522,Borja Valle,es ESP,MF,La Coruña,24,1992,7,1,207,2.3,0,0,0,0,0,0,0
523,Raphaël Varane,fr FRA,DF,Real Madrid,23,1993,23,23,"1,924",21.4,1,2,1,0,0,1,0
524,Javi Varas,es ESP,GK,Las Palmas,33,1982,25,25,"2,250",25,0,0,0,0,0,0,0
525,Álvaro Vázquez,es ESP,"MF,FW",Espanyol,25,1991,10,2,318,3.5,0,1,0,0,0,0,0
526,Franco Vázquez,ar ARG,MF,Sevilla,27,1989,30,26,"2,076",23.1,7,4,7,0,0,8,0
527,Lucas Vázquez,es ESP,"FW,MF",Real Madrid,25,1991,33,12,"1,403",15.6,2,7,2,0,0,4,0
528,Carlos Vela,mx MEX,"FW,MF",Real Sociedad,27,1989,35,31,"2,545",28.3,9,2,6,3,4,6,0
529,Mikel Vesga,es ESP,MF,Sporting Gijón,23,1993,17,16,"1,410",15.7,1,1,1,0,0,6,0
530,Mikel Vesga,es ESP,MF,Athletic Club,23,1993,6,3,286,3.2,0,0,0,0,0,1,0
531,Rúben Vezo,pt POR,DF,Granada,22,1994,18,17,"1,487",16.5,0,0,0,0,0,3,1
532,Rúben Vezo,pt POR,DF,Valencia,22,1994,1,1,45,0.5,0,1,0,0,0,0,0
533,Aleix Vidal,es ESP,DF,Barcelona,26,1989,6,5,476,5.3,2,2,2,0,0,0,0
534,Jonathan Viera,es ESP,MF,Las Palmas,26,1989,31,30,"2,581",28.7,7,6,3,4,4,4,0
535,Luciano Vietto,ar ARG,FW,Sevilla,22,1993,21,14,"1,310",14.6,6,3,6,0,0,3,0
536,Carlos Vigaray,es ESP,DF,Alavés,21,1994,19,10,949,10.5,0,3,0,0,0,1,0
537,Borja Viguera,es ESP,"FW,MF",Sporting Gijón,29,1987,16,6,748,8.3,1,1,1,0,0,2,0
538,Borja Viguera,es ESP,FW,Athletic Club,29,1987,1,0,27,0.3,1,0,1,0,0,0,0
539,Asier Villalibre,es ESP,FW,Athletic Club,18,1997,6,0,78,0.9,0,1,0,0,0,0,0
540,Mikel Villanueva,ve VEN,DF,Málaga,23,1993,15,14,"1,264",14,0,0,0,0,0,4,0
541,Iván Villar,es ESP,GK,Celta Vigo,19,1997,1,1,90,1,0,0,0,0,0,0,0
542,Vitolo,es ESP,"MF,FW",Sevilla,26,1989,30,25,"2,332",25.9,6,5,6,0,0,6,1
543,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,24,1992,14,11,924,10.3,0,0,0,0,0,1,0
544,Nikola Vujadinovi?,me MNE,DF,Osasuna,30,1986,10,10,787,8.7,0,0,0,0,0,0,0
545,Wakaso,gh GHA,"MF,FW",Granada,26,1990,11,10,866,9.6,1,1,1,0,0,7,1
546,Daniel Wass,dk DEN,MF,Celta Vigo,27,1989,32,29,"2,380",26.4,3,4,3,0,0,4,0
547,Iñaki Williams,gh GHA,"MF,FW",Athletic Club,22,1994,38,31,"2,789",31,5,6,5,0,0,4,0
548,Yoel,es ESP,GK,Eibar,27,1988,25,22,"2,119",23.5,0,0,0,0,0,1,1
549,Joseba Zaldúa,es ESP,DF,Real Sociedad,24,1992,14,12,"1,103",12.3,0,1,0,0,0,2,1
550,Simone Zaza,it ITA,FW,Valencia,25,1991,20,15,"1,377",15.3,6,1,6,0,0,7,0
551,Nabil El Zhar,ma MAR,MF,Leganés,29,1986,14,10,957,10.6,1,2,1,0,0,1,0
552,Nabil El Zhar,ma MAR,"MF,FW",Las Palmas,29,1986,12,8,716,8,3,2,3,0,0,1,0
553,Roman Zozulya,ua UKR,FW,Betis,26,1989,6,1,155,1.7,0,0,0,0,0,1,0
554,Igor Zubeldia,es ESP,MF,Real Sociedad,19,1997,4,3,254,2.8,0,0,0,0,0,1,0
555,David Zurutuza,es ESP,MF,Real Sociedad,30,1986,31,29,"2,496",27.7,3,1,3,0,0,8,1
