,,,,,,,Playing Time,,,,Performance,,,,,,
495,Adnane Tighadouini,ma MAR,"MF,FW",Málaga,22,1992,10,4,388,4.3,1,0,1,0,0,0,0
496,Fernando Tissone,ar ARG,MF,Málaga,29,1986,12,12,994,11,0,0,0,0,0,6,2
497,Tito,es ESP,DF,Rayo Vallecano,30,1985,29,29,"2,483",27.6,1,4,1,0,0,6,2
498,Toño,es ESP,GK,Rayo Vallecano,35,1979,10,10,806,9,0,0,0,0,0,0,1
499,Toño,es ESP,DF,Levante,25,1989,27,26,"2,387",26.5,0,1,0,0,0,8,0
500,Fernando Torres,es ESP,FW,Atlético Madrid,31,1984,30,17,"1,691",18.8,11,4,11,0,0,4,0
501,Miguel Torres,es ESP,DF,Málaga,29,1986,23,22,"1,958",21.8,0,2,0,0,0,9,0
502,Óliver Torres,es ESP,MF,Atlético Madrid,20,1994,21,9,818,9.1,0,2,0,0,0,2,0
503,Xavi Torres,es ESP,MF,Betis,28,1986,12,6,637,7.1,0,0,0,0,0,2,0
504,Roberto Trashorras,es ESP,MF,Rayo Vallecano,34,1981,36,35,"3,116",34.6,2,7,0,2,3,10,0
505,Benoît Trémoulinas,fr FRA,DF,Sevilla,29,1985,24,24,"2,158",24,0,3,0,0,0,3,0
506,Manu Trigueros,es ESP,MF,Villarreal,23,1991,31,24,"2,114",23.5,2,1,2,0,0,5,0
507,Tropi,es ESP,MF,Valencia,20,1995,1,0,3,0,0,0,0,0,0,0,0
508,Ángel Trujillo,es ESP,DF,Levante,27,1987,8,8,667,7.4,0,0,0,0,0,0,0
509,Arda Turan,tr TUR,MF,Barcelona,28,1987,18,9,817,9.1,2,3,2,0,0,5,0
510,Ikechukwu Uche,ng NGA,FW,Málaga,31,1984,3,1,82,0.9,0,0,0,0,0,0,0
511,Álvaro Vadillo,es ESP,MF,Betis,20,1994,3,1,86,1,0,0,0,0,0,0,0
512,Raphaël Varane,fr FRA,DF,Real Madrid,22,1993,26,23,"2,182",24.2,0,0,0,0,0,6,1
513,Javi Varas,es ESP,GK,Las Palmas,32,1982,31,31,"2,710",30.1,0,0,0,0,0,1,1
514,Francisco Varela,es ESP,DF,Betis,20,1994,14,10,911,10.1,0,1,0,0,0,3,0
515,Álvaro Vázquez,es ESP,FW,Getafe,24,1991,34,24,"1,985",22.1,5,4,4,1,1,6,0
516,Lucas Vázquez,es ESP,"FW,MF",Real Madrid,24,1991,25,10,"1,238",13.8,4,6,4,0,0,4,0
517,Carlos Vela,mx MEX,"MF,FW",Real Sociedad,26,1989,35,32,"2,755",30.6,5,4,5,0,0,5,0
518,Emiliano Velázquez,uy URU,DF,Getafe,21,1994,11,11,973,10.8,3,0,3,0,0,7,0
519,Simone Verdi,it ITA,MF,Eibar,23,1992,9,3,293,3.3,0,0,0,0,0,2,0
520,Joan Verdú,es ESP,"MF,FW",Levante,32,1983,13,10,908,10.1,1,1,1,0,0,0,0
521,Santiago Vergini,ar ARG,DF,Getafe,26,1988,26,24,"2,203",24.5,0,0,0,0,0,9,1
522,Thomas Vermaelen,be BEL,DF,Barcelona,29,1985,10,6,508,5.6,1,0,1,0,0,2,0
523,Verza,es ESP,MF,Levante,28,1986,29,23,"2,127",23.6,2,3,1,1,1,13,0
524,Rúben Vezo,pt POR,DF,Valencia,21,1994,15,10,"1,087",12.1,0,0,0,0,0,2,0
525,Aleix Vidal,es ESP,DF,Barcelona,25,1989,9,6,544,6,0,1,0,0,0,1,0
26,Jonathan Viera,es ESP,"MF,FW",Las Palmas,25,1989,36,36,"3,112",34.6,10,8,6,4,5,4,0
527,Luciano Vietto,ar ARG,FW,Atlético Madrid,21,1993,19,12,960,10.7,1,3,1,0,0,3,0
528,Carlos Vigaray,es ESP,DF,Getafe,20,1994,14,14,"1,192",13.2,1,1,1,0,0,7,1
529,Borja Viguera,es ESP,FW,Athletic Club,28,1987,9,3,294,3.3,0,0,0,0,0,0,0
530,Fran Villalba,es ESP,MF,Valencia,17,1998,1,0,4,0,0,0,0,0,0,1,0
531,Vitolo,es ESP,MF,Sevilla,25,1989,28,23,"2,052",22.8,2,4,2,0,0,6,1
532,Ognjen Vranješ,ba BIH,DF,Sporting Gijón,25,1989,11,10,915,10.2,0,0,0,0,0,8,1
533,Wakaso,gh GHA,MF,Las Palmas,25,1990,20,10,931,10.3,1,0,1,0,0,11,0
534,Wanderson,br BRA,MF,Getafe,20,1994,20,6,768,8.5,0,0,0,0,0,2,0
535,Daniel Wass,dk DEN,MF,Celta Vigo,26,1989,36,31,"2,693",29.9,2,5,2,0,0,3,0
536,Heiko Westermann,de GER,DF,Betis,31,1983,20,20,"1,628",18.1,1,0,1,0,0,7,2
537,Iñaki Williams,gh GHA,MF,Athletic Club,21,1994,25,21,"1,622",18,8,3,8,0,0,4,1
538,Ricky van Wolfswinkel,nl NED,FW,Betis,26,1989,16,5,621,6.9,1,2,1,0,0,2,0
539,Jordi Xumetra,es ESP,"MF,FW",Levante,29,1985,13,5,527,5.9,0,0,0,0,0,5,0
540,Karim Yoda,fr FRA,"DF,FW",Getafe,26,1988,18,8,981,10.9,0,0,0,0,0,3,0
541,Yoel,es ESP,GK,Rayo Vallecano,26,1988,9,9,810,9,0,0,0,0,0,1,1
542,Wilfried Zahibo,cf CTA,MF,Valencia,21,1993,2,2,134,1.5,0,0,0,0,0,1,0
543,Joseba Zaldúa,es ESP,DF,Real Sociedad,23,1992,13,10,918,10.2,0,0,0,0,0,5,0
544,Nabil El Zhar,ma MAR,MF,Las Palmas,28,1986,30,17,"1,707",19,2,4,2,0,0,4,0
545,Igor Zubeldia,es ESP,"DF,MF",Real Sociedad,18,1997,1,0,7,0.1,0,0,0,0,0,0,0
546,David Zurutuza,es ESP,"MF,FW",Real Sociedad,29,1986,16,14,"1,122",12.5,1,3,1,0,0,1,0
