,,,,,,,Playing Time,,,,Performance,,,,,,
499,Sergio Segura García,es ESP,DF,Leganés,21,1995,1,0,23,0.3,0,0,0,0,0,0,0
500,Nélson Semedo,pt POR,DF,Barcelona,23,1993,24,17,"1,493",16.6,0,0,0,0,0,1,0
501,Rúben Semedo,pt POR,"DF,MF",Villarreal,23,1994,4,3,231,2.6,0,0,0,0,0,0,0
502,Gaku Shibasaki,jp JPN,"MF,FW",Getafe,25,1992,22,12,"1,002",11.1,1,0,1,0,0,2,0
503,Sidnei,br BRA,DF,La Coruña,27,1989,21,21,"1,778",19.8,1,1,1,0,0,4,0
504,Jaime Sierra Mateos,es ESP,"FW,MF",Leganés,19,1998,2,0,28,0.3,0,0,0,0,0,0,0
505,David Simón,es ESP,DF,Las Palmas,28,1988,11,6,721,8,0,0,0,0,0,3,0
506,Dimitris Siovas,gr GRE,DF,Leganés,28,1988,24,24,"2,057",22.9,1,1,1,0,0,9,1
507,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,22,1995,34,31,"2,517",28,4,10,4,0,0,2,0
508,Antonio Sivera,es ESP,GK,Alavés,20,1996,1,1,62,0.7,0,0,0,0,0,0,0
509,Rubén Sobrino,es ESP,"FW,MF",Alavés,25,1992,28,15,"1,466",16.3,3,2,3,0,0,5,0
510,Carlos Soler,es ESP,"MF,FW",Valencia,20,1997,33,27,"2,365",26.3,1,4,1,0,0,4,0
511,Kévin Soni,cm CMR,MF,Girona,19,1998,2,0,19,0.2,0,0,0,0,0,0,0
512,David Soria,es ESP,GK,Sevilla,24,1993,15,15,"1,264",14,0,0,0,0,0,1,0
513,Roberto Soriano,it ITA,"MF,FW",Villarreal,26,1991,22,11,"1,139",12.7,0,0,0,0,0,3,0
514,Cristhian Stuani,uy URU,FW,Girona,30,1986,33,32,"2,710",30.1,21,0,16,5,5,8,0
515,Damián Suárez,uy URU,DF,Getafe,29,1988,33,33,"2,877",32,1,4,1,0,0,14,1
516,Denis Suárez,es ESP,"MF,FW",Barcelona,23,1994,18,4,595,6.6,2,2,2,0,0,1,0
517,Leonardo Suárez,ar ARG,"MF,FW",Villarreal,21,1996,1,0,29,0.3,0,0,0,0,0,0,0
518,Luis Suárez,uy URU,FW,Barcelona,30,1987,33,32,"2,899",32.2,25,12,24,1,1,9,0
519,Isaac Success,ng NGA,"MF,FW",Málaga,21,1996,9,7,492,5.5,0,1,0,0,0,0,0
520,Markel Susaeta,es ESP,"FW,MF",Athletic Club,29,1987,34,26,"2,264",25.2,3,2,3,0,0,2,0
521,Tana,es ESP,"MF,FW",Las Palmas,26,1990,24,16,"1,552",17.2,1,1,1,0,0,2,0
522,Oussama Tannane,ma MAR,FW,Las Palmas,23,1994,10,7,573,6.4,0,0,0,0,0,1,0
523,Cristian Tello,es ESP,"FW,MF",Betis,25,1991,32,16,"1,693",18.8,4,3,4,0,0,2,0
524,Marc-André ter Stegen,de GER,GK,Barcelona,25,1992,37,37,"3,330",37,0,0,0,0,0,0,0
525,David Timor,es ESP,"MF,DF",Girona,27,1989,17,10,925,10.3,2,0,2,0,0,8,0
526,Tito,es ESP,DF,Leganés,32,1985,9,6,610,6.8,0,0,0,0,0,0,0
527,Hernán Toledo,ar ARG,"FW,MF",Las Palmas,21,1996,15,6,624,6.9,0,1,0,0,0,2,0
528,Toño,es ESP,DF,Levante,27,1989,12,12,"1,080",12,0,1,0,0,0,2,0
529,Daniel Torres,co COL,MF,Alavés,27,1989,18,14,"1,217",13.5,0,0,0,0,0,3,0
530,Fernando Torres,es ESP,FW,Atlético Madrid,33,1984,27,7,982,10.9,5,0,5,0,1,2,0
531,Ferrán Torres,es ESP,"MF,FW",Valencia,17,2000,13,2,311,3.5,0,1,0,0,0,0,0
532,Miguel Torres,es ESP,DF,Málaga,31,1986,8,8,673,7.5,0,0,0,0,0,3,0
533,Pau Torres,es ESP,DF,Villarreal,20,1997,2,0,52,0.6,0,0,0,0,0,0,0
534,Alin Tosca,ro ROU,DF,Betis,25,1992,6,5,423,4.7,0,0,0,0,0,0,0
535,Manu Trigueros,es ESP,MF,Villarreal,25,1991,34,32,"2,698",30,3,4,2,1,2,10,1
536,Przemyslaw Tyton,pl POL,GK,La Coruña,30,1987,2,1,98,1.1,0,0,0,0,0,0,0
537,Samuel Umtiti,fr FRA,DF,Barcelona,23,1993,25,24,"2,189",24.3,1,0,1,0,0,7,0
538,Enes Ünal,tr TUR,FW,Villarreal,20,1997,23,11,"1,127",12.5,5,2,5,0,0,1,0
539,Enes Ünal,tr TUR,FW,Levante,20,1997,7,7,596,6.6,1,1,1,0,0,0,0
540,Francis Uzoho,ng NGA,GK,La Coruña,18,1998,2,2,180,2,0,0,0,0,0,0,0
541,Gerard Valentín,es ESP,"DF,FW",La Coruña,24,1993,3,2,158,1.8,0,0,0,0,0,0,0
542,Borja Valle,es ESP,"FW,MF",La Coruña,25,1992,17,3,486,5.4,3,2,3,0,0,1,0
543,Jesús Vallejo,es ESP,DF,Real Madrid,20,1997,7,7,630,7,0,0,0,0,0,0,0
544,Federico Valverde,uy URU,"MF,FW",La Coruña,19,1998,24,12,"1,233",13.7,0,0,0,0,0,0,0
545,Raphaël Varane,fr FRA,DF,Real Madrid,24,1993,27,27,"2,322",25.8,0,1,0,0,0,3,0
546,Franco Vázquez,ar ARG,"MF,FW",Sevilla,28,1989,30,22,"1,838",20.4,4,6,4,0,0,5,0
547,Lucas Vázquez,es ESP,"MF,FW",Real Madrid,26,1991,33,16,"1,679",18.7,4,7,4,0,0,3,0
548,Koke Vegas,es ESP,GK,Levante,21,1995,1,1,90,1,0,0,0,0,0,0,1
549,Carlos Vela,mx MEX,FW,Real Sociedad,28,1989,13,2,382,4.2,1,0,1,0,0,0,0
550,Thomas Vermaelen,be BEL,DF,Barcelona,31,1985,14,12,"1,018",11.3,0,1,0,0,0,3,0
551,Mikel Vesga,es ESP,MF,Athletic Club,24,1993,12,11,806,9,1,1,1,0,0,6,0
552,Rúben Vezo,pt POR,DF,Valencia,23,1994,19,17,"1,555",17.3,0,0,0,0,0,2,1
553,Aleix Vidal,es ESP,"MF,FW",Barcelona,27,1989,15,4,460,5.1,1,1,1,0,0,0,0
554,Nacho Vidal,es ESP,DF,Valencia,22,1995,7,5,447,5,1,0,1,0,0,1,0
555,Jonathan Viera,es ESP,MF,Las Palmas,27,1989,23,23,"1,993",22.1,4,3,3,1,3,4,0
556,Luciano Vietto,ar ARG,FW,Atlético Madrid,23,1993,6,4,269,3,0,0,0,0,0,1,0
557,Luciano Vietto,ar ARG,FW,Valencia,23,1993,14,5,528,5.9,2,1,2,0,0,1,0
558,Carlos Vigaray,es ESP,DF,Alavés,22,1994,12,9,895,9.9,0,0,0,0,0,6,0
559,Dídac Vilà,es ESP,"DF,MF",Espanyol,28,1989,14,7,731,8.1,0,0,0,0,0,3,0
560,Vitolo,es ESP,"FW,MF",Las Palmas,27,1989,9,8,689,7.7,1,0,1,0,0,0,0
561,Vitolo,es ESP,"MF,FW",Atlético Madrid,27,1989,14,8,618,6.9,1,2,1,0,0,1,1
562,Šime Vrsaljko,hr CRO,"DF,MF",Atlético Madrid,25,1992,21,19,"1,696",18.8,0,4,0,0,0,7,0
563,Wakaso,gh GHA,MF,Alavés,27,1990,21,12,"1,098",12.2,0,1,0,0,0,7,0
564,Daniel Wass,dk DEN,"MF,FW",Celta Vigo,28,1989,35,34,"2,932",32.6,4,8,4,0,0,3,0
565,Axel Werner,ar ARG,GK,Atlético Madrid,21,1996,1,1,90,1,0,0,0,0,0,0,0
566,Iñaki Williams,gh GHA,"FW,MF",Athletic Club,23,1994,38,31,"2,851",31.7,7,6,7,0,0,3,0
567,Yoel,es ESP,GK,Eibar,28,1988,1,1,90,1,0,0,0,0,0,0,0
568,Joseba Zaldúa,es ESP,DF,Leganés,25,1992,30,29,"2,557",28.4,1,0,1,0,0,9,1
569,Simone Zaza,it ITA,FW,Valencia,26,1991,33,23,"2,077",23.1,13,1,13,0,0,9,1
570,Nabil El Zhar,ma MAR,"FW,MF",Leganés,30,1986,30,20,"1,981",22,2,2,2,0,0,2,0
571,Luca Zidane,fr FRA,GK,Real Madrid,19,1998,1,1,90,1,0,0,0,0,0,0,0
572,Igor Zubeldia,es ESP,MF,Real Sociedad,20,1997,25,16,"1,582",17.6,1,2,1,0,0,3,1
573,David Zurutuza,es ESP,MF,Real Sociedad,31,1986,31,26,"2,242",24.9,0,2,0,0,0,2,0
