,,,,,,,Playing Time,,,,Performance,,,,,,
77,Unai Bustinza,es ESP,DF,Athletic Club,22,1992,2,1,98,1.1,0,0,0,0,0,1,1
79,Carlos Caballero,es ESP,MF,Córdoba,29,1984,2,0,9,0.1,0,0,0,0,0,0,0
80,Gustavo Cabral,ar ARG,DF,Celta Vigo,28,1985,35,35,"3,078",34.2,1,0,1,0,0,9,1
81,Felipe Caicedo,ec ECU,"FW,MF",Espanyol,25,1988,35,25,"1,887",21,9,3,9,0,0,2,0
82,Cala,es ESP,DF,Granada,24,1989,7,6,517,5.7,0,0,0,0,0,2,0
83,Ignacio Camacho,es ESP,MF,Málaga,24,1990,25,25,"2,205",24.5,2,2,2,0,0,11,0
84,Víctor Camarasa,es ESP,MF,Levante,20,1994,24,20,"1,805",20.1,2,1,2,0,0,6,0
85,Joel Campbell,cr CRC,"FW,MF",Villarreal,22,1992,16,16,"1,197",13.3,1,0,1,0,0,1,0
86,Sergio Canales,es ESP,"FW,MF",Real Sociedad,23,1991,36,31,"2,532",28.1,4,3,4,0,0,3,0
87,José Cañas,es ESP,MF,Espanyol,27,1987,29,24,"2,212",24.6,0,0,0,0,0,12,1
88,João Cancelo,pt POR,"DF,MF",Valencia,20,1994,10,5,525,5.8,0,0,0,0,0,2,1
89,Daniel Candeias,pt POR,"FW,MF",Granada,26,1988,11,5,530,5.9,0,1,0,0,0,1,0
90,Roberto Canella,es ESP,DF,La Coruña,26,1988,9,5,446,5,0,0,0,0,0,0,0
91,Cani,es ESP,MF,Villarreal,32,1981,9,5,450,5,0,2,0,0,0,1,0
92,Cani,es ESP,MF,Atlético Madrid,32,1981,4,0,72,0.8,0,0,0,0,0,1,0
93,Ander Capa,es ESP,"DF,MF",Eibar,22,1992,34,27,"2,401",26.7,3,1,3,0,0,6,0
94,Eneko Capilla,es ESP,MF,Real Sociedad,19,1995,2,0,13,0.1,0,0,0,0,0,0,0
95,José Carlos,es ESP,"FW,MF",Córdoba,27,1987,1,0,20,0.2,0,0,0,0,0,0,0
96,Juan Carlos,es ESP,"FW,MF",La Coruña,23,1991,2,0,71,0.8,0,0,0,0,0,0,0
97,Juan Carlos,es ESP,GK,Córdoba,26,1988,32,32,"2,880",32,0,0,0,0,0,4,0
98,Juan Carlos,es ESP,GK,Villarreal,27,1987,5,4,367,4.1,0,0,0,0,0,0,0
99,Daniel Carriço,pt POR,"DF,MF",Sevilla,25,1988,28,28,"2,517",28,1,0,1,0,0,9,1
100,Federico Cartabia,ar ARG,"FW,MF",Córdoba,21,1993,30,24,"2,159",24,4,4,4,0,1,11,2
101,Dani Carvajal,es ESP,DF,Real Madrid,22,1992,30,25,"2,271",25.2,0,3,0,0,0,12,0
102,Víctor Casadesús,es ESP,FW,Levante,29,1985,35,26,"2,436",27.1,8,2,8,0,0,6,0
103,Kiko Casilla,es ESP,GK,Espanyol,27,1986,37,37,"3,280",36.4,0,0,0,0,0,4,1
104,Iker Casillas,es ESP,GK,Real Madrid,33,1981,32,32,"2,880",32,0,0,0,0,0,0,0
105,Samu Castillejo,es ESP,"FW,MF",Málaga,19,1995,34,28,"2,339",26,1,5,1,0,0,5,0
106,Chory Castro,uy URU,"FW,MF",Real Sociedad,29,1984,32,22,"1,810",20.1,4,4,4,0,0,2,0
107,Diego Castro,es ESP,"FW,MF",Getafe,32,1982,32,25,"2,253",25,3,0,3,0,1,6,0
108,Jonny Castro,es ESP,"DF,MF",Celta Vigo,20,1994,36,32,"2,970",33,0,1,0,0,0,9,0
109,Zé Castro,pt POR,DF,Rayo Vallecano,31,1983,28,28,"2,409",26.8,0,3,0,0,0,6,0
110,Ivan Cavaleiro,pt POR,"FW,MF",La Coruña,20,1993,34,27,"2,384",26.5,3,3,3,0,1,6,0
111,Alessio Cerci,it ITA,"FW,MF",Atlético Madrid,27,1987,6,0,125,1.4,0,0,0,0,0,1,1
112,Charles,br BRA,FW,Celta Vigo,30,1984,28,12,"1,117",12.4,3,3,3,0,0,6,0
113,Chechu,es ESP,DF,Villarreal,32,1982,15,13,"1,149",12.8,0,0,0,0,0,3,0
114,Denis Cheryshev,ru RUS,"FW,MF",Villarreal,23,1990,26,18,"1,687",18.7,4,9,4,0,0,7,0
115,Domingo Cisma,es ESP,DF,Elche,32,1982,25,24,"2,158",24,0,1,0,0,0,10,1
116,Pablo Clavería,es ESP,MF,Rayo Vallecano,18,1996,1,0,11,0.1,0,0,0,0,0,0,0
117,David Cobeño,es ESP,GK,Rayo Vallecano,32,1982,3,2,246,2.7,0,0,0,0,0,1,0
118,Jordi Codina,es ESP,GK,Getafe,32,1982,5,5,450,5,0,0,0,0,0,0,0
119,Fábio Coentrão,pt POR,DF,Real Madrid,26,1988,9,5,418,4.6,0,0,0,0,0,1,1
120,Coke,es ESP,DF,Sevilla,27,1987,22,21,"1,811",20.1,2,3,2,0,0,6,0
121,Diego Colotto,ar ARG,DF,Espanyol,33,1981,23,22,"1,974",21.9,1,0,1,0,0,2,1
122,Adrián Colunga,es ESP,"FW,MF",Granada,29,1984,4,3,219,2.4,0,0,0,0,0,0,1
123,Jhon Córdoba,co COL,FW,Granada,21,1993,26,16,"1,409",15.7,4,0,4,0,0,7,0
124,Ferran Corominas,es ESP,"FW,MF",Elche,31,1983,34,14,"1,214",13.5,0,1,0,0,0,3,0
125,Corona,es ESP,MF,Almería,33,1981,31,23,"2,025",22.5,0,0,0,0,0,4,0
126,Hélder Costa,ao ANG,"FW,MF",La Coruña,20,1994,6,0,150,1.7,0,0,0,0,0,0,0
127,Jaume Costa,es ESP,DF,Villarreal,26,1988,29,28,"2,427",27,1,0,1,0,0,8,1
128,David Costas,es ESP,DF,Celta Vigo,19,1995,1,1,90,1,0,0,0,0,0,1,0
129,Isaac Cuenca,es ESP,"FW,MF",La Coruña,23,1991,27,14,"1,456",16.2,2,2,1,1,1,1,0
130,Julián Cuesta,es ESP,GK,Almería,23,1991,15,15,"1,350",15,0,0,0,0,0,2,0
131,Teerasil Dangda,th THA,FW,Almería,26,1988,6,0,144,1.6,0,0,0,0,0,0,0
132,Sergi Darder,es ESP,MF,Málaga,20,1993,34,33,"2,743",30.5,4,0,4,0,0,10,1
133,Rodrigo De Paul,ar ARG,"FW,MF",Valencia,20,1994,25,6,743,8.3,1,4,1,0,0,3,1
134,Deivid,es ESP,"DF,MF",Córdoba,25,1989,21,21,"1,797",20,0,0,0,0,0,4,0
135,Manu del Moral,es ESP,FW,Eibar,30,1984,28,21,"1,678",18.6,3,1,3,0,0,2,0
136,Gerard Deulofeu,es ESP,"FW,MF",Sevilla,20,1994,17,10,782,8.7,1,4,1,0,0,0,0
137,Modibo Diakité,fr FRA,DF,La Coruña,27,1987,2,2,180,2,0,0,0,0,0,0,0
138,Baba Diawara,sn SEN,FW,Getafe,26,1988,21,5,585,6.5,1,1,1,0,0,2,0
139,Stole Dimitrievski,mk MKD,GK,Granada,20,1993,1,1,90,1,0,0,0,0,0,0,0
140,Papakouli Diop,sn SEN,MF,Levante,28,1986,19,18,"1,538",17.1,0,1,0,0,0,7,0
141,Juan Domínguez,es ESP,MF,La Coruña,24,1990,22,13,"1,256",14,1,0,1,0,0,3,0
142,Giovani dos Santos,mx MEX,"FW,MF",Villarreal,25,1989,26,15,"1,390",15.4,1,3,1,0,0,5,0
143,Jonathan dos Santos,mx MEX,MF,Villarreal,24,1990,28,17,"1,640",18.2,2,1,2,0,0,5,0
144,Mauro dos Santos,ar ARG,DF,Almería,25,1989,29,27,"2,296",25.5,1,0,1,0,0,7,2
145,Douglas,br BRA,DF,Barcelona,23,1990,2,1,100,1.1,0,0,0,0,0,1,0
146,Rubén Duarte,es ESP,DF,Espanyol,18,1995,11,11,990,11,0,0,0,0,0,4,0
147,Sebastián Dubarbier,ar ARG,"DF,FW",Almería,28,1986,32,32,"2,761",30.7,0,1,0,0,0,14,2
148,Duda,pt POR,"DF,FW",Málaga,34,1980,25,9,882,9.8,1,1,1,0,1,4,1
149,Patrick Ekeng,cm CMR,MF,Córdoba,24,1990,14,8,756,8.4,1,1,1,0,0,3,1
150,Borja Ekiza,es ESP,DF,Eibar,26,1988,11,11,926,10.3,0,0,0,0,0,5,0
151,Aritz Elustondo,es ESP,DF,Real Sociedad,20,1994,4,4,316,3.5,1,0,1,0,0,2,0
152,Gorka Elustondo,es ESP,"DF,MF",Real Sociedad,27,1987,19,12,"1,162",12.9,1,0,1,0,0,1,0
153,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,22,1992,14,9,836,9.3,3,3,3,0,0,1,0
154,Jon Errasti,es ESP,MF,Eibar,26,1988,25,19,"1,725",19.2,0,0,0,0,0,3,0
155,Sergio Escudero,es ESP,"DF,MF",Getafe,24,1989,30,26,"2,207",24.5,2,1,2,0,0,8,1
156,Javier Espinosa,es ESP,MF,Villarreal,21,1992,6,3,291,3.2,1,0,1,0,0,1,0
157,Javier Espinosa,es ESP,MF,Almería,21,1992,15,8,718,8,1,0,1,0,0,3,0
158,Beñat Etxebarria,es ESP,MF,Athletic Club,27,1987,28,20,"1,711",19,2,2,2,0,0,4,0
159,Xabier Etxeita,es ESP,DF,Athletic Club,26,1987,24,22,"1,971",21.9,2,0,2,0,0,5,1
160,Fabricio,es ESP,GK,La Coruña,26,1987,31,31,"2,790",31,0,0,0,0,0,2,0
161,Fayçal Fajr,ma MAR,MF,Elche,25,1988,34,29,"2,564",28.5,1,4,1,0,1,2,1
162,Luis Fariña,ar ARG,"FW,MF",La Coruña,23,1991,21,15,"1,186",13.2,1,0,1,0,0,1,1
163,Mohammed Fatau,gh GHA,MF,Rayo Vallecano,21,1992,10,9,699,7.8,0,0,0,0,0,4,0
164,Sofiane Feghouli,dz ALG,"FW,MF",Valencia,24,1989,33,20,"1,928",21.4,6,6,6,0,0,5,0
165,Alex Felip,es ESP,MF,Getafe,22,1992,10,0,95,1.1,0,0,0,0,0,0,0
166,Álex Fernández,es ESP,"DF,MF",Espanyol,21,1992,5,2,167,1.9,0,0,0,0,0,0,0
167,Augusto Fernández,ar ARG,MF,Celta Vigo,28,1986,30,24,"2,114",23.5,1,0,1,0,0,10,0
168,Borja Fernández,es ESP,MF,Celta Vigo,18,1995,6,1,202,2.2,0,0,0,0,0,1,0
169,Borja Fernández,es ESP,MF,Eibar,33,1981,16,14,"1,125",12.5,1,0,1,0,0,3,0
170,Carlos Fernández,es ESP,FW,Sevilla,18,1996,1,0,9,0.1,0,0,0,0,0,0,0
171,Fidel,es ESP,MF,Córdoba,24,1989,25,17,"1,425",15.8,1,1,1,0,0,1,0
172,Diogo Figueiras,pt POR,"DF,MF",Sevilla,23,1991,24,19,"1,832",20.4,1,2,1,0,0,7,0
173,Alfreð Finnbogason,is ISL,FW,Real Sociedad,25,1989,25,6,817,9.1,2,1,2,0,0,3,0
174,Andreu Fontàs,es ESP,DF,Celta Vigo,24,1989,34,33,"2,985",33.2,0,0,0,0,0,8,1
175,Dimitri Foulquier,fr FRA,"DF,MF",Granada,21,1993,25,18,"1,697",18.9,0,2,0,0,0,6,0
176,Edimar Fraga,br BRA,"DF,MF",Córdoba,28,1986,17,17,"1,497",16.6,0,0,0,0,0,1,0
177,Franco Fragapane,ar ARG,"FW,MF",Elche,21,1993,1,0,26,0.3,0,0,0,0,0,0,0
178,Javi Fuego,es ESP,MF,Valencia,30,1984,35,34,"2,998",33.3,3,1,3,0,0,9,1
179,Gabi,es ESP,MF,Atlético Madrid,31,1983,34,32,"2,589",28.8,0,5,0,0,0,14,1
180,Rafa Gálvez,es ESP,"DF,MF",Elche,21,1993,4,1,122,1.4,0,0,0,0,0,0,0
181,Kévin Gameiro,fr FRA,FW,Sevilla,27,1987,26,7,960,10.7,8,2,6,2,2,0,0
182,Jesús Gámez,es ESP,DF,Atlético Madrid,29,1985,14,12,"1,083",12,0,0,0,0,0,3,0
183,Borja García,es ESP,"FW,MF",Córdoba,23,1990,28,22,"1,970",21.9,1,3,1,0,0,2,1
184,Dani García,es ESP,MF,Eibar,24,1990,34,34,"2,951",32.8,1,2,1,0,0,11,1
185,Raúl García,es ESP,"FW,MF",Atlético Madrid,28,1986,31,17,"1,707",19,5,2,3,2,2,8,0
186,Rubén García,es ESP,"FW,MF",Levante,21,1993,27,13,"1,369",15.2,1,3,1,0,1,2,0
187,Samu García,es ESP,"FW,MF",Málaga,24,1990,32,27,"2,232",24.8,5,1,5,0,0,8,1
188,Sergio García,es ESP,"FW,MF",Espanyol,31,1983,35,34,"3,015",33.5,14,8,12,2,2,9,0
189,Mario Gaspar,es ESP,DF,Villarreal,23,1990,34,31,"2,841",31.6,3,2,3,0,0,5,0
190,Jaime Gavilán,es ESP,MF,Levante,29,1985,2,1,70,0.8,0,0,0,0,0,1,0
191,Jon Gaztañaga,es ESP,"DF,MF",Real Sociedad,23,1991,3,1,149,1.7,0,0,0,0,0,1,0
192,Nabil Ghilas,dz ALG,"FW,MF",Córdoba,24,1990,27,23,"2,100",23.3,7,0,5,2,2,1,0
193,Carles Gil,es ESP,"FW,MF",Valencia,21,1992,8,2,276,3.1,1,0,1,0,0,0,0
194,Álvaro Giménez,es ESP,"FW,MF",Elche,23,1991,17,2,390,4.3,0,0,0,0,0,2,0
195,Diego Godín,uy URU,DF,Atlético Madrid,28,1986,34,34,"3,060",34,3,0,3,0,0,11,0
196,André Gomes,pt POR,MF,Valencia,21,1993,33,31,"2,539",28.2,4,1,4,0,0,9,1
197,Ibai Gómez,es ESP,"FW,MF",Athletic Club,24,1989,21,9,"1,010",11.2,1,2,1,0,0,2,0
198,Moi Gómez,es ESP,"FW,MF",Villarreal,20,1994,31,17,"1,617",18,4,4,4,0,0,6,0
199,Abel Gómez Moreno,es ESP,MF,Córdoba,32,1982,22,14,"1,253",13.9,0,0,0,0,0,2,0
200,Sergi Gómez,es ESP,DF,Celta Vigo,22,1992,22,14,"1,286",14.3,0,0,0,0,0,5,0
201,Abraham González,es ESP,MF,Espanyol,29,1985,22,16,"1,264",14,1,1,1,0,0,2,0
202,Adrián González,es ESP,MF,Elche,26,1988,28,22,"1,906",21.2,0,2,0,0,0,8,0
203,Álvaro González,es ESP,DF,Espanyol,24,1990,36,34,"3,141",34.9,1,0,1,0,0,13,0
204,Mikel González,es ESP,DF,Real Sociedad,28,1985,16,14,"1,240",13.8,0,0,0,0,0,5,1
205,Esteban Granero,es ESP,MF,Real Sociedad,27,1987,33,29,"2,496",27.7,0,3,0,0,0,10,0
206,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,23,1991,37,29,"2,451",27.2,22,1,22,0,0,6,0
207,Vicente Guaita,es ESP,GK,Getafe,27,1987,29,29,"2,610",29,0,0,0,0,0,1,0
208,Javi Guerra,es ESP,FW,Málaga,32,1982,13,7,689,7.7,5,1,5,0,0,0,0
209,Guillermo,es ESP,FW,Athletic Club,21,1993,14,5,567,6.3,0,0,0,0,0,2,0
210,Adrián Gunino,uy URU,DF,Córdoba,25,1989,23,21,"1,944",21.6,0,1,0,0,0,4,0
211,Carlos Gurpegui,es ESP,"DF,MF",Athletic Club,33,1980,23,15,"1,450",16.1,1,0,1,0,0,7,0
212,Munir El Haddadi,ma MAR,"FW,MF",Barcelona,18,1995,10,7,457,5.1,1,1,1,0,0,0,0
213,Mike Havenaar,jp JPN,FW,Córdoba,27,1987,5,4,289,3.2,0,0,0,0,0,1,0
214,Héctor,es ESP,"DF,FW",Atlético Madrid,18,1995,1,0,16,0.2,0,0,0,0,0,0,0
215,Tomer Hemed,il ISR,FW,Almería,27,1987,35,26,"2,326",25.8,8,4,6,2,2,4,1
216,Uche Henry Agbo,ng NGA,MF,Granada,18,1995,1,0,7,0.1,0,0,0,0,0,0,0
217,Iker Hernández,es ESP,FW,Real Sociedad,20,1994,1,0,12,0.1,0,0,0,0,0,0,0
218,Javier Hernández,mx MEX,FW,Real Madrid,26,1988,23,7,872,9.7,7,4,7,0,0,2,0
219,Lucas Hernández,fr FRA,DF,Atlético Madrid,18,1996,1,0,4,0,0,0,0,0,0,0,0
220,Pablo Hernández,cl CHI,"FW,MF",Celta Vigo,27,1986,29,15,"1,349",15,2,1,2,0,0,5,0
221,Cristian Herrera,es ESP,"FW,MF",Elche,23,1991,26,7,884,9.8,1,0,1,0,0,1,0
222,Manu Herrera,es ESP,GK,Elche,32,1981,7,6,559,6.2,0,0,0,0,0,0,0
223,Iago Herrerín,es ESP,GK,Athletic Club,26,1988,4,4,360,4,0,0,0,0,0,0,0
224,Pablo Hervías,es ESP,MF,Real Sociedad,21,1993,15,2,388,4.3,1,0,1,0,0,0,0
225,Fredy Hinestroza,co COL,MF,Getafe,24,1990,34,21,"1,875",20.8,2,3,2,0,0,6,0
226,Ricardo Horta,pt POR,"FW,MF",Málaga,19,1994,31,16,"1,519",16.9,1,1,1,0,0,3,0
227,Robert Ibáñez,es ESP,"FW,MF",Valencia,21,1993,4,0,46,0.5,0,0,0,0,0,0,0
228,Robert Ibáñez,es ESP,"FW,MF",Granada,21,1993,17,12,"1,064",11.8,5,1,5,0,0,0,0
229,Vicente Iborra,es ESP,MF,Sevilla,26,1988,26,24,"2,015",22.4,7,1,7,0,0,7,0
230,Borja Iglesias,es ESP,FW,Celta Vigo,21,1993,1,0,13,0.1,0,0,0,0,0,0,0
231,Asier Illarramendi,es ESP,MF,Real Madrid,24,1990,30,10,"1,248",13.9,0,0,0,0,0,3,0
232,Andrés Iniesta,es ESP,"FW,MF",Barcelona,30,1984,24,19,"1,574",17.5,0,1,0,0,0,3,0
233,Emanuel Insúa,ar ARG,DF,Granada,23,1991,12,12,"1,020",11.3,0,1,0,0,0,4,1
234,Emiliano Insúa,ar ARG,DF,Rayo Vallecano,25,1989,24,21,"1,798",20,1,1,1,0,0,7,0
235,Pablo Insua,es ESP,DF,La Coruña,20,1993,17,14,"1,227",13.6,0,0,0,0,0,6,0
236,Gorka Iraizoz,es ESP,GK,Athletic Club,33,1981,34,34,"3,060",34,0,0,0,0,0,3,0
237,Andoni Iraola,es ESP,"DF,MF",Athletic Club,32,1982,22,16,"1,530",17,1,1,1,0,0,5,0
238,Xabi Irureta,es ESP,GK,Eibar,28,1986,33,33,"2,970",33,0,0,0,0,0,3,0
239,Isco,es ESP,"FW,MF",Real Madrid,22,1992,34,26,"2,329",25.9,4,10,4,0,0,6,1
240,Manuel Iturra,cl CHI,MF,Granada,30,1984,30,27,"2,362",26.2,0,1,0,0,0,5,0
241,Ander Iturraspe,es ESP,MF,Athletic Club,25,1989,25,20,"1,816",20.2,2,0,2,0,0,6,0
242,Andreas Ivanschitz,at AUT,MF,Levante,30,1983,20,16,"1,326",14.7,1,2,0,1,1,3,0
243,Ivi,es ESP,"FW,MF",Getafe,20,1994,8,0,140,1.6,0,0,0,0,0,0,0
244,Jaime,es ESP,GK,Eibar,33,1980,5,5,450,5,0,0,0,0,0,0,0
245,Jason,es ESP,"FW,MF",Levante,20,1994,2,0,56,0.6,0,0,0,0,0,0,0
