,,,,,,,Playing Time,,,,Performance,,,,,,
245,Jaime,es ESP,GK,Valladolid,31,1980,14,14,"1,260",14,0,0,0,0,0,1,0
246,Jesús,es ESP,GK,Real Madrid,24,1988,1,1,90,1,0,0,0,0,0,0,0
247,Joaquín,es ESP,"FW,MF",Málaga,31,1981,34,29,"2,386",26.5,4,5,3,1,2,2,0
248,Jonas,br BRA,FW,Valencia,28,1984,35,30,"2,399",26.7,13,3,12,1,1,5,2
249,Jordi,es ESP,DF,Rayo Vallecano,25,1987,14,13,"1,183",13.1,0,0,0,0,0,5,0
250,Juanfran,es ESP,"DF,MF",Atlético Madrid,27,1985,35,35,"3,150",35,1,2,1,0,0,5,0
251,Juanfran,es ESP,DF,Levante,36,1976,29,28,"2,512",27.9,0,2,0,0,0,8,0
252,Juankar,es ESP,"DF,FW",Betis,22,1990,25,21,"1,485",16.5,0,3,0,0,0,4,0
253,Juanlu,es ESP,MF,Levante,32,1980,25,14,"1,252",13.9,2,1,2,0,0,6,0
254,Juanmi,es ESP,"FW,MF",Málaga,19,1993,1,0,23,0.3,1,0,1,0,0,0,0
255,Kaká,br BRA,"FW,MF",Real Madrid,30,1982,19,12,954,10.6,3,2,2,1,1,2,1
256,Kaká,br BRA,DF,La Coruña,31,1981,6,5,432,4.8,0,0,0,0,0,0,0
257,Carlos Kameni,cm CMR,GK,Málaga,28,1984,3,2,230,2.6,0,0,0,0,0,0,0
258,Nikolaos Karabelas,gr GRE,DF,Levante,27,1984,9,7,621,6.9,0,0,0,0,0,1,1
259,Kevin,es ESP,DF,Mallorca,22,1989,11,8,824,9.2,1,1,1,0,0,2,0
260,Sami Khedira,de GER,MF,Real Madrid,25,1987,25,19,"1,747",19.4,3,2,3,0,0,5,0
261,Koke,es ESP,MF,Atlético Madrid,20,1992,33,29,"2,506",27.8,3,11,3,0,0,5,0
262,Geoffrey Kondogbia,cf CTA,MF,Sevilla,19,1993,31,23,"1,904",21.2,1,1,1,0,0,4,0
263,Michael Krohn-Dehli,dk DEN,"FW,MF",Celta Vigo,29,1983,34,32,"2,812",31.2,1,6,1,0,0,7,0
264,Alberto de la Bella,es ESP,DF,Real Sociedad,26,1985,36,36,"3,202",35.6,3,2,3,0,0,7,0
265,Mikel Labaka,es ESP,DF,Rayo Vallecano,31,1980,10,7,648,7.2,0,0,0,0,0,4,1
266,Mehdi Lacen,dz ALG,MF,Getafe,28,1984,20,10,931,10.3,0,0,0,0,0,2,0
267,Ángel Lafita,es ESP,"FW,MF",Getafe,27,1984,26,17,"1,700",18.9,2,0,2,0,0,5,0
268,Roberto Lago,es ESP,"DF,MF",Celta Vigo,26,1985,34,32,"2,821",31.3,0,3,0,0,0,11,0
269,Roland Lamah,be BEL,"FW,MF",Osasuna,24,1987,15,7,781,8.7,2,2,2,0,0,2,0
270,Maurizio Lanzaro,it ITA,DF,Zaragoza,30,1982,1,0,60,0.7,0,0,0,0,0,1,0
271,Aymeric Laporte,es ESP,DF,Athletic Club,18,1994,15,14,"1,203",13.4,0,0,0,0,0,6,2
272,Daniel Larsson,se SWE,"FW,MF",Valladolid,25,1987,18,17,"1,352",15,0,1,0,0,0,2,0
273,Miguel de las Cuevas,es ESP,MF,Osasuna,26,1986,16,15,"1,123",12.5,1,0,1,0,0,1,0
274,Laure,es ESP,DF,La Coruña,27,1985,11,10,945,10.5,0,1,0,0,0,4,0
275,Christian Lell,de GER,DF,Levante,27,1984,21,20,"1,773",19.7,2,0,2,0,0,3,1
276,Pedro León,es ESP,"FW,MF",Getafe,25,1986,29,26,"2,267",25.2,3,7,3,0,0,5,1
277,Samuel Llorca,es ESP,DF,Celta Vigo,27,1985,1,0,37,0.4,0,0,0,0,0,0,0
278,Diego Llorente,es ESP,DF,Real Madrid,18,1993,1,0,4,0,0,0,0,0,0,0,0
279,Fernando Llorente,es ESP,FW,Athletic Club,27,1985,26,4,901,10,4,0,4,0,0,2,0
280,Joseba Llorente,es ESP,FW,Osasuna,32,1979,24,10,909,10.1,1,0,1,0,0,2,1
281,Raoul Loé,cm CMR,MF,Osasuna,23,1989,23,18,"1,572",17.5,2,1,2,0,0,3,0
282,Lolo,es ESP,"FW,MF",Valladolid,19,1993,7,0,105,1.2,0,0,0,0,0,1,0
283,Lolo,es ESP,"DF,MF",Osasuna,27,1984,22,17,"1,604",17.8,1,1,1,0,0,6,0
284,Samuele Longo,it ITA,FW,Espanyol,20,1992,18,11,996,11.1,3,0,3,0,0,4,1
285,Glenn Loovens,nl NED,DF,Zaragoza,28,1983,21,21,"1,684",18.7,0,0,0,0,0,8,2
286,Adrián López,es ESP,FW,Atlético Madrid,24,1988,32,15,"1,505",16.7,3,1,3,0,0,0,0
287,Álex López,es ESP,MF,Celta Vigo,24,1988,33,30,"2,434",27,2,1,2,0,0,5,0
288,Ángel López,es ESP,"DF,MF",Betis,31,1981,11,8,742,8.2,1,0,1,0,0,3,0
289,Antonio López,es ESP,"DF,MF",Mallorca,30,1981,8,7,663,7.4,0,0,0,0,0,3,0
290,Diego López,es ESP,GK,Sevilla,30,1981,8,8,663,7.4,0,0,0,0,0,0,1
291,Diego López,es ESP,GK,Real Madrid,30,1981,16,16,"1,440",16,0,0,0,0,0,0,0
292,Íñigo López,es ESP,DF,Granada,30,1982,23,21,"1,911",21.2,0,0,0,0,0,8,0
293,Isma López,es ESP,"DF,FW",Athletic Club,22,1990,8,6,477,5.3,0,0,0,0,0,0,0
294,Javi López,es ESP,"DF,MF",Espanyol,26,1986,32,28,"2,553",28.4,1,0,1,0,0,9,1
295,Pedro López Muñoz,es ESP,DF,Levante,28,1983,17,16,"1,448",16.1,0,1,0,0,0,10,2
296,Alberto Lopo,es ESP,DF,Getafe,32,1980,21,17,"1,679",18.7,1,1,1,0,0,9,0
297,Enrique de Lucas,es ESP,"FW,MF",Celta Vigo,33,1978,24,6,738,8.2,3,0,3,0,0,1,0
298,Manuel Lucena,es ESP,DF,Granada,29,1982,2,2,178,2,0,0,0,0,0,0,0
299,Diego Lugano,uy URU,DF,Málaga,31,1980,11,10,929,10.3,0,1,0,0,0,3,0
300,Filipe Luís,br BRA,DF,Atlético Madrid,26,1985,32,32,"2,797",31.1,1,1,1,0,0,7,0
301,José Luis Martí,es ESP,MF,Mallorca,37,1975,29,18,"1,754",19.5,1,1,1,0,0,9,0
302,Antonio Luna,es ESP,DF,Sevilla,21,1991,4,1,108,1.2,0,0,0,0,0,1,0
303,Antonio Luna,es ESP,DF,Mallorca,21,1991,11,11,925,10.3,0,0,0,0,0,4,1
304,Germán Lux,ar ARG,GK,La Coruña,30,1982,4,3,315,3.5,0,0,0,0,0,0,0
305,Darwin Machís,ve VEN,"FW,MF",Granada,19,1993,4,0,48,0.5,0,1,0,0,0,0,0
306,Lévy Madinda,ga GAB,MF,Celta Vigo,20,1992,5,1,165,1.8,0,0,0,0,0,0,0
307,Hedwiges Maduro,nl NED,"DF,MF",Sevilla,27,1985,26,16,"1,317",14.6,0,0,0,0,0,3,1
308,Diego Mainz,es ESP,DF,Granada,29,1982,27,26,"2,369",26.3,1,1,1,0,0,2,0
309,Hugo Mallo,es ESP,DF,Celta Vigo,21,1991,17,17,"1,530",17,0,0,0,0,0,3,0
310,Mané,es ESP,"DF,MF",Getafe,30,1981,13,12,"1,010",11.2,1,1,1,0,0,1,0
311,Javier Manquillo,es ESP,DF,Atlético Madrid,18,1994,3,2,198,2.2,0,1,0,0,0,0,0
312,Manucho,ao ANG,FW,Valladolid,29,1983,25,19,"1,648",18.3,8,2,8,0,0,4,1
313,José Manuel Casado,es ESP,DF,Rayo Vallecano,25,1986,28,28,"2,270",25.2,0,4,0,0,0,12,1
314,José Manuel Fernández,es ESP,DF,Zaragoza,22,1989,11,7,709,7.9,0,1,0,0,0,1,0
315,Juan Manuel Ortiz,es ESP,"DF,MF",Granada,30,1982,22,5,819,9.1,0,2,0,0,0,3,0
316,José Manuel Pinto,es ESP,GK,Barcelona,36,1975,7,7,630,7,0,0,0,0,0,1,0
317,Marcelo,br BRA,"DF,MF",Real Madrid,24,1988,14,13,"1,059",11.8,0,0,0,0,0,2,0
318,Carlos Marchena,es ESP,"DF,MF",La Coruña,33,1979,22,22,"1,849",20.5,2,0,2,0,0,8,1
319,Nélson Marcos,pt POR,DF,Betis,29,1983,10,10,896,10,0,0,0,0,0,2,0
320,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,23,1989,36,36,"3,136",34.8,6,4,6,0,0,14,0
321,José Mari,es ESP,MF,Zaragoza,24,1987,24,16,"1,466",16.3,0,0,0,0,0,11,1
322,José María Movilla,es ESP,MF,Zaragoza,37,1975,29,23,"2,100",23.3,0,3,0,0,0,9,0
323,Mario,es ESP,DF,Betis,30,1982,20,19,"1,590",17.7,1,0,1,0,0,1,1
324,Javi Márquez,es ESP,MF,Mallorca,26,1986,25,19,"1,502",16.7,3,2,2,1,1,8,2
325,Roger Martí,es ESP,FW,Levante,21,1991,15,2,332,3.7,1,0,1,0,0,1,0
326,Álex Martínez,es ESP,"DF,MF",Betis,21,1990,13,11,"1,041",11.6,0,2,0,0,0,1,0
327,Carlos Martínez,es ESP,DF,Real Sociedad,26,1986,29,29,"2,583",28.7,1,4,1,0,0,4,0
328,Igor Martínez,es ESP,"FW,MF",Athletic Club,23,1989,3,0,109,1.2,0,0,0,0,0,1,0
329,Iñigo Martínez,es ESP,DF,Real Sociedad,21,1991,34,34,"3,060",34,4,0,4,0,0,9,0
330,Obafemi Martins,ng NGA,FW,Levante,27,1984,21,18,"1,710",19,7,2,7,0,0,6,0
331,Omar Mascarell,es ESP,MF,Real Madrid,19,1993,1,0,11,0.1,0,0,0,0,0,0,0
332,Javier Mascherano,ar ARG,"DF,MF",Barcelona,28,1984,25,21,"1,934",21.5,0,0,0,0,0,3,1
333,Simão Mate Junior,mz MOZ,"DF,MF",Levante,24,1988,4,2,249,2.8,0,0,0,0,0,1,0
334,Jérémy Mathieu,fr FRA,DF,Valencia,28,1983,17,16,"1,417",15.7,1,0,1,0,0,4,0
335,Felipe Mattioni,br BRA,DF,Espanyol,23,1988,6,4,370,4.1,0,0,0,0,0,2,0
336,Gary Medel,cl CHI,"DF,MF",Sevilla,24,1987,32,31,"2,643",29.4,6,3,6,0,0,7,3
337,Tiago Mendes,pt POR,MF,Atlético Madrid,31,1981,22,14,"1,381",15.3,2,0,2,0,0,5,0
338,Maikel Mesa,es ESP,MF,Osasuna,21,1991,1,0,13,0.1,0,0,0,0,0,0,0
339,Lionel Messi,ar ARG,"FW,MF",Barcelona,25,1987,32,28,"2,650",29.4,46,11,42,4,4,1,0
340,Míchel,es ESP,MF,Levante,24,1988,37,20,"1,939",21.5,5,4,4,1,1,6,0
341,Míchel,es ESP,MF,Getafe,26,1985,17,13,"1,063",11.8,0,0,0,0,0,9,1
342,Miku,ve VEN,FW,Getafe,26,1985,2,2,158,1.8,0,0,0,0,0,0,0
343,Santi Mina,es ESP,FW,Celta Vigo,16,1995,1,0,32,0.4,0,0,0,0,0,0,0
344,Abraham Minero,es ESP,"DF,MF",Zaragoza,26,1986,35,35,"3,122",34.7,0,2,0,0,0,14,1
345,Rubén Miño,es ESP,GK,Mallorca,23,1989,1,0,29,0.3,0,0,0,0,0,0,0
346,Miranda,br BRA,DF,Atlético Madrid,27,1984,35,35,"3,146",35,2,1,2,0,0,10,1
347,Roderick Miranda,pt POR,DF,La Coruña,21,1991,3,3,238,2.6,0,0,0,0,0,0,0
348,Luka Modric,hr CRO,MF,Real Madrid,26,1985,33,25,"2,179",24.2,3,3,3,0,0,8,0
349,Jorge Molina,es ESP,FW,Betis,30,1982,32,22,"2,118",23.5,13,1,12,1,2,3,0
350,Guillermo Molins,se SWE,"FW,MF",Betis,23,1988,4,0,56,0.6,0,0,0,0,0,0,0
351,Nacho Monreal,es ESP,DF,Málaga,26,1986,14,14,"1,186",13.2,1,2,1,0,0,3,0
352,Paco Montañés,es ESP,"FW,MF",Zaragoza,25,1986,38,38,"3,224",35.8,5,1,5,0,0,3,0
353,Martín Montoya,es ESP,DF,Barcelona,21,1991,15,11,"1,154",12.8,1,3,1,0,0,0,0
354,Pedro Morales,cl CHI,MF,Málaga,27,1985,7,5,396,4.4,3,3,3,0,0,0,0
355,Erik Morán,es ESP,MF,Athletic Club,21,1991,1,0,11,0.1,0,0,0,0,0,0,0
356,Álvaro Morata,es ESP,FW,Real Madrid,19,1992,12,5,418,4.6,2,1,2,0,0,3,0
357,Alberto Moreno,es ESP,"DF,MF",Sevilla,20,1992,15,12,"1,110",12.3,0,2,0,0,0,5,0
358,Héctor Moreno,mx MEX,DF,Espanyol,24,1988,32,31,"2,771",30.8,2,2,2,0,0,7,1
359,Iker Muniain,es ESP,"FW,MF",Athletic Club,19,1992,33,27,"2,178",24.2,1,1,1,0,0,7,1
360,Gustavo Munúa,uy URU,GK,Levante,34,1978,29,29,"2,610",29,0,0,0,0,0,3,0
361,Nacho,es ESP,DF,Rayo Vallecano,23,1989,10,8,753,8.4,1,0,1,0,0,3,0
362,Nacho,es ESP,DF,Real Madrid,22,1990,9,6,559,6.2,0,0,0,0,0,1,0
363,Nacho,es ESP,"DF,MF",Betis,32,1980,30,26,"2,368",26.3,0,4,0,0,0,11,0
364,Nano,es ESP,"DF,FW",Osasuna,30,1982,18,16,"1,399",15.5,0,0,0,0,0,5,1
365,David Navarro,es ESP,DF,Levante,32,1980,35,35,"3,084",34.3,1,2,1,0,0,9,1
366,Fernando Navarro,es ESP,DF,Sevilla,30,1982,35,35,"3,122",34.7,0,1,0,0,0,11,1
367,Ximo Navarro,es ESP,DF,Mallorca,22,1990,16,13,995,11.1,0,0,0,0,0,3,2
368,Jesús Navas,es ESP,"DF,MF",Sevilla,26,1985,37,37,"3,314",36.8,0,7,0,0,0,5,0
369,Keylor Navas,cr CRC,GK,Levante,25,1986,9,9,810,9,0,0,0,0,0,0,0
370,Álvaro Negredo,es ESP,FW,Sevilla,26,1985,36,34,"3,025",33.6,25,1,21,4,5,3,0
371,Juan Neira,ar ARG,"FW,MF",Valladolid,23,1989,7,1,108,1.2,0,0,0,0,0,1,0
372,Saúl Ñíguez,es ESP,"DF,MF",Atlético Madrid,17,1994,2,0,15,0.2,0,0,0,0,0,0,0
373,Nino,es ESP,"FW,MF",Osasuna,32,1980,25,17,"1,620",18,3,1,3,0,0,1,0
374,Nolito,es ESP,"FW,MF",Granada,25,1986,17,17,"1,439",16,3,1,3,0,0,2,0
375,Nono,es ESP,MF,Betis,19,1993,15,4,596,6.6,0,0,0,0,0,4,0
376,Emilio Nsue,gq EQG,"DF,FW",Mallorca,22,1989,32,25,"2,159",24,2,2,2,0,0,2,1
377,José Nunes,pt POR,DF,Mallorca,35,1977,23,21,"1,969",21.9,0,0,0,0,0,4,1
378,Allan Nyom,cm CMR,"DF,MF",Granada,24,1988,35,35,"2,942",32.7,0,2,0,0,0,9,0
379,Ivan Obradovic,rs SRB,DF,Zaragoza,24,1988,1,1,71,0.8,0,0,0,0,0,0,0
380,Fabrice Olinga,cm CMR,"FW,MF",Málaga,16,1996,2,1,78,0.9,1,0,1,0,0,0,0
381,Nélson Oliveira,pt POR,FW,La Coruña,20,1991,30,2,878,9.8,4,0,4,0,0,5,0
382,Weligton Oliveira,br BRA,DF,Málaga,32,1979,33,33,"2,970",33,2,1,2,0,0,10,0
383,Manuel Onwu,es ESP,FW,Osasuna,24,1988,6,0,138,1.5,1,1,1,0,0,0,0
384,Oguchi Onyewu,us USA,DF,Málaga,30,1982,2,1,106,1.2,0,0,0,0,0,0,0
385,Fabián Orellana,cl CHI,"FW,MF",Granada,26,1986,17,12,"1,058",11.8,0,1,0,0,0,2,0
386,Fabián Orellana,cl CHI,"FW,MF",Celta Vigo,26,1986,14,7,695,7.7,0,3,0,0,0,2,0
387,Edu Oriol,es ESP,"FW,MF",Zaragoza,25,1986,19,8,779,8.7,0,0,0,0,0,1,0
388,Jorge Ortí,es ESP,FW,Zaragoza,19,1993,6,1,174,1.9,0,1,0,0,0,0,0
389,Óscar,es ESP,MF,Valladolid,29,1982,35,33,"2,937",32.6,12,8,12,0,0,6,0
390,Borja Oubiña,es ESP,MF,Celta Vigo,30,1982,36,36,"3,231",35.9,1,0,1,0,0,9,0
391,Abdelkader Oueslati,tn TUN,"DF,FW",Atlético Madrid,20,1991,1,0,16,0.2,0,0,0,0,0,0,0
392,Mesut Özil,de GER,MF,Real Madrid,23,1988,32,23,"2,035",22.6,9,13,9,0,0,5,0
393,Manuel Pablo,es ESP,DF,La Coruña,36,1976,24,24,"2,106",23.4,0,2,0,0,0,6,1
394,Dorlan Pabón,co COL,"FW,MF",Betis,24,1988,17,14,"1,253",13.9,8,4,8,0,0,0,0
395,Miguel Pallardó,es ESP,MF,Levante,25,1986,5,0,69,0.8,0,0,0,0,0,0,0
396,Andrés Palop,es ESP,GK,Sevilla,38,1973,16,15,"1,407",15.6,0,0,0,0,0,1,0
397,Rubén Pardo,es ESP,MF,Real Sociedad,19,1992,25,10,"1,095",12.2,0,4,0,0,0,4,0
398,Javier Paredes,es ESP,DF,Zaragoza,30,1982,20,16,"1,524",16.9,0,0,0,0,0,6,0
399,Daniel Parejo,es ESP,MF,Valencia,23,1989,27,20,"1,971",21.9,1,3,1,0,0,10,0
400,Paulão,br BRA,DF,Betis,30,1982,22,19,"1,737",19.3,2,0,2,0,0,6,0
401,Pedro,es ESP,"FW,MF",Barcelona,25,1987,28,23,"2,066",23,7,7,7,0,0,3,0
402,Carlos Peña,es ESP,DF,Valladolid,29,1983,17,11,"1,065",11.8,0,1,0,0,0,3,0
403,Rubén Peña,es ESP,"DF,MF",Valladolid,21,1991,4,0,75,0.8,0,0,0,0,0,0,0
404,Pepe,pt POR,"DF,MF",Real Madrid,29,1983,28,26,"2,347",26.1,1,1,0,1,1,7,0
405,Alberto Perea,es ESP,"FW,MF",Rayo Vallecano,21,1990,4,1,142,1.6,0,0,0,0,0,0,0
406,João Pereira,pt POR,"DF,MF",Valencia,28,1984,30,28,"2,502",27.8,0,4,0,0,0,9,0
407,Jonathan Pereira,es ESP,FW,Betis,25,1987,6,1,253,2.8,0,1,0,0,0,2,0
408,Michael Pereira,fr FRA,"FW,MF",Mallorca,24,1987,25,17,"1,453",16.1,1,0,1,0,0,6,0
409,Iñigo Pérez,es ESP,MF,Athletic Club,24,1988,5,5,390,4.3,0,1,0,0,0,2,0
410,Rubén Pérez,es ESP,MF,Betis,23,1989,25,18,"1,624",18,1,1,1,0,0,11,1
411,Víctor Pérez,es ESP,MF,Valladolid,24,1988,25,24,"2,166",24.1,4,1,0,4,5,4,0
412,Diego Perotti,ar ARG,"FW,MF",Sevilla,24,1988,18,8,834,9.3,0,0,0,0,0,2,0
413,Damien Perquis,pl POL,DF,Betis,28,1984,10,7,651,7.2,0,0,0,0,0,2,1
414,Martin Petrov,bg BUL,"FW,MF",Espanyol,33,1979,8,0,142,1.6,0,1,0,0,0,0,0
415,Pablo Piatti,ar ARG,"FW,MF",Valencia,23,1989,14,10,828,9.2,1,2,1,0,0,4,0
416,Lucas Piazon,br BRA,"FW,MF",Málaga,18,1994,11,4,459,5.1,0,2,0,0,0,0,0
417,Tomás Pina Isla,es ESP,MF,Mallorca,24,1987,36,34,"2,869",31.9,0,0,0,0,0,9,0
418,Ádám Pintér,hu HUN,"DF,MF",Zaragoza,24,1988,18,16,"1,352",15,0,0,0,0,0,5,0
419,Tiago Pinto,pt POR,DF,La Coruña,24,1988,1,1,90,1,0,0,0,0,0,1,0
420,Gerard Piqué,es ESP,DF,Barcelona,25,1987,28,27,"2,399",26.7,2,0,2,0,0,5,1
421,Piti,es ESP,"FW,MF",Rayo Vallecano,31,1981,35,33,"2,808",31.2,18,2,13,5,5,9,0
422,Pizzi,pt POR,"FW,MF",La Coruña,22,1989,35,35,"3,084",34.3,8,4,4,4,4,6,1
423,Francisco Portillo,es ESP,MF,Málaga,22,1990,27,20,"1,703",18.9,2,5,2,0,0,2,0
424,Hélder Postiga,pt POR,FW,Zaragoza,29,1982,37,36,"3,151",35,14,3,13,1,1,7,0
425,Alejandro Pozuelo,es ESP,"FW,MF",Betis,20,1991,11,4,433,4.8,1,0,1,0,0,1,0
426,Danijel Pranji?,hr CRO,"DF,MF",Celta Vigo,30,1981,10,4,438,4.9,0,0,0,0,0,0,0
427,Xabi Prieto,es ESP,MF,Real Sociedad,28,1983,35,33,"2,836",31.5,9,3,6,3,3,2,0
428,Israel Puerto,es ESP,DF,Sevilla,19,1993,2,0,28,0.3,0,0,0,0,0,0,0
429,Jorge Pulido,es ESP,DF,Atlético Madrid,21,1991,1,1,90,1,0,0,0,0,0,0,0
430,Francisco Puñal,es ESP,MF,Osasuna,36,1975,22,13,"1,388",15.4,1,1,1,0,0,5,1
431,Carles Puyol,es ESP,DF,Barcelona,34,1978,13,12,963,10.7,1,0,1,0,0,3,0
432,Bryan Rabello,cl CHI,MF,Sevilla,18,1994,3,0,109,1.2,0,0,0,0,0,0,0
433,Rafa,es ESP,"DF,MF",Getafe,27,1985,19,16,"1,572",17.5,1,0,1,0,0,6,0
434,Ivan Rakitic,hr CRO,MF,Sevilla,24,1988,34,34,"2,948",32.8,8,9,7,1,2,10,2
435,Valdet Rama,al ALB,"FW,MF",Valladolid,24,1987,5,1,139,1.5,0,0,0,0,0,0,0
436,Jonás Ramalho,es ESP,DF,Athletic Club,19,1993,6,4,343,3.8,0,0,0,0,0,0,0
437,Adil Rami,fr FRA,DF,Valencia,26,1985,25,24,"2,076",23.1,0,2,0,0,0,6,1
438,Rubén Ramiro,es ESP,FW,Rayo Vallecano,19,1993,1,0,29,0.3,0,0,0,0,0,0,0
439,Omar Ramos,es ESP,"FW,MF",Valladolid,24,1988,34,29,"2,411",26.8,1,3,1,0,0,5,0
440,Sergio Ramos,es ESP,DF,Real Madrid,26,1986,26,26,"2,267",25.2,4,0,4,0,0,9,1
441,Recio,es ESP,MF,Málaga,21,1991,4,1,138,1.5,0,0,0,0,0,1,0
442,Recio,es ESP,MF,Granada,21,1991,15,14,"1,249",13.9,2,0,2,0,0,5,0
443,Ricardo,es ESP,GK,Osasuna,40,1971,1,0,16,0.2,0,0,0,0,0,0,0
444,Mikel Rico,es ESP,MF,Granada,27,1984,38,38,"3,331",37,2,0,2,0,0,5,1
445,Asier Riesgo,es ESP,GK,Osasuna,28,1983,1,1,74,0.8,0,0,0,0,0,0,0
446,Riki,es ESP,FW,La Coruña,31,1980,36,36,"2,673",29.7,13,1,13,0,2,5,0
447,Pedro Ríos,es ESP,MF,Levante,30,1981,25,15,"1,347",15,2,1,2,0,0,3,0
448,Roberto,es ESP,GK,Zaragoza,26,1986,33,33,"2,970",33,0,0,0,0,0,3,0
449,Roberto,es ESP,GK,Granada,33,1979,14,14,"1,260",14,0,0,0,0,0,3,0
450,Sergi Roberto,es ESP,"DF,MF",Barcelona,20,1992,1,0,11,0.1,0,0,0,0,0,0,0
451,Rubén Rochina,es ESP,"FW,MF",Zaragoza,21,1991,15,5,643,7.1,1,0,1,0,0,1,0
452,Héctor Rodas,es ESP,DF,Levante,24,1988,10,5,587,6.5,0,0,0,0,0,2,0
453,Rodri,es ESP,FW,Zaragoza,22,1990,12,8,634,7,2,0,2,0,0,3,0
454,Rodri,es ESP,DF,Rayo Vallecano,27,1984,4,3,211,2.3,0,0,0,0,0,2,0
455,Ángel Rodríguez,es ESP,FW,Levante,25,1987,10,2,294,3.3,1,1,1,0,0,0,0
456,Cristian Rodríguez,uy URU,MF,Atlético Madrid,26,1985,33,12,"1,350",15,1,0,1,0,0,2,0
457,José Rodríguez,es ESP,MF,Real Madrid,17,1994,1,0,2,0,0,0,0,0,0,0,0
458,Juan Rodríguez,es ESP,MF,Getafe,30,1982,9,7,533,5.9,2,1,2,0,0,1,0
459,Raúl Rodríguez,es ESP,DF,Espanyol,24,1987,22,17,"1,605",17.8,0,0,0,0,0,4,0
460,Víctor Rodríguez,es ESP,"FW,MF",Zaragoza,23,1989,33,26,"2,069",23,2,6,2,0,0,3,0
461,Romaric,ci CIV,MF,Zaragoza,29,1983,12,7,472,5.2,0,1,0,0,0,0,1
462,Jaime Romero,es ESP,"FW,MF",Granada,22,1990,11,2,259,2.9,0,0,0,0,0,2,0
463,Cristiano Ronaldo,pt POR,"FW,MF",Real Madrid,27,1985,34,30,"2,716",30.2,34,10,28,6,7,9,0
464,Javier Ros,es ESP,MF,Real Sociedad,22,1990,6,0,77,0.9,0,0,0,0,0,0,0
465,Rubén,es ESP,GK,Rayo Vallecano,28,1984,30,29,"2,614",29,0,0,0,0,0,8,1
466,Rubén,es ESP,DF,Osasuna,30,1982,16,15,"1,325",14.7,1,0,1,0,0,6,1
467,Álex Rubio,es ESP,"FW,MF",Sevilla,19,1993,2,0,30,0.3,0,0,0,0,0,0,0
468,Álvaro Rubio,es ESP,"DF,MF",Valladolid,33,1979,35,34,"2,809",31.2,0,2,0,0,0,8,0
469,Jesús Rueda,es ESP,"DF,MF",Valladolid,25,1987,28,26,"2,414",26.8,0,0,0,0,0,3,0
470,Víctor Ruiz,es ESP,"DF,MF",Valencia,23,1989,26,17,"1,640",18.2,0,2,0,0,0,7,0
471,Antonio Rukavina,rs SRB,DF,Valladolid,28,1984,37,37,"3,314",36.8,1,2,1,0,0,5,1
472,Simão Sabrosa,pt POR,MF,Espanyol,32,1979,26,18,"1,511",16.8,3,2,3,0,0,5,0
473,Diogo Salomão,pt POR,"FW,MF",La Coruña,23,1988,14,2,447,5,2,0,2,0,0,1,0
474,Mikel San José,es ESP,"DF,MF",Athletic Club,23,1989,34,23,"2,239",24.9,5,0,5,0,0,8,0
475,Alexis Sánchez,cl CHI,"FW,MF",Barcelona,23,1988,29,18,"1,706",19,8,9,8,0,0,4,0
476,Sergio Sánchez,es ESP,DF,Málaga,26,1986,18,14,"1,329",14.8,0,1,0,0,0,2,2
477,Víctor Sánchez,es ESP,"DF,MF",Espanyol,24,1987,33,33,"2,725",30.3,1,1,1,0,0,17,1
478,Oier Sanjurjo,es ESP,"DF,MF",Osasuna,26,1986,31,25,"2,311",25.7,0,0,0,0,0,12,0
479,Roque Santa Cruz,py PAR,FW,Málaga,30,1981,31,15,"1,617",18,9,1,9,0,0,2,0
480,André Santos,pt POR,MF,La Coruña,23,1989,13,4,346,3.8,0,0,0,0,0,3,0
481,Cristian S?punaru,ro ROU,DF,Zaragoza,28,1984,29,29,"2,550",28.3,2,0,2,0,0,19,1
482,Pablo Sarabia,es ESP,"FW,MF",Getafe,20,1992,13,3,432,4.8,1,0,1,0,0,2,0
483,Lluís Sastre,es ESP,MF,Valladolid,26,1986,29,13,"1,392",15.5,1,0,1,0,0,10,0
484,Javier Saviola,ar ARG,FW,Málaga,30,1981,27,19,"1,542",17.1,8,3,8,0,0,1,0
485,Henrique Sereno,pt POR,DF,Valladolid,27,1985,20,19,"1,671",18.6,1,0,1,0,0,6,1
486,Sergio,es ESP,MF,Betis,19,1992,1,0,14,0.2,0,0,0,0,0,0,0
487,Salva Sevilla,es ESP,MF,Betis,28,1984,17,15,"1,078",12,2,2,2,0,0,3,0
488,Masoud Shojaei,ir IRN,MF,Osasuna,28,1984,14,2,418,4.6,1,0,1,0,0,1,0
489,Francisco Silva,cl CHI,"DF,MF",Osasuna,26,1986,16,14,"1,301",14.5,1,1,1,0,0,3,1
490,Sílvio,pt POR,DF,La Coruña,24,1987,17,16,"1,340",14.9,2,0,2,0,0,2,1
491,Sílvio,pt POR,DF,Atlético Madrid,24,1987,1,1,74,0.8,0,0,0,0,0,0,0
492,Guilherme Siqueira,br BRA,"DF,MF",Granada,26,1986,35,35,"2,986",33.2,6,2,0,6,7,8,1
493,Sisi,es ESP,"FW,MF",Osasuna,26,1986,11,11,781,8.7,0,0,0,0,0,3,0
