,,,,,,,Playing Time,,,,Performance,,,,,,
51,Iván Balliu,al ALB,DF,Rayo Vallecano,29,1992,35,35,"3,147",35,1,2,1,0,0,10,1
52,Barbero,es ESP,"MF,FW",Osasuna,22,1998,6,0,21,0.2,0,0,0,0,0,0,0
53,Barcia,es ESP,DF,Granada,20,2000,1,1,75,0.8,0,0,0,0,0,0,0
54,Enis Bardhi,mk MKD,"MF,FW",Levante,26,1995,30,17,"1,701",18.9,3,3,1,2,2,3,0
55,Keidi Bare,al ALB,MF,Espanyol,23,1997,25,18,"1,481",16.5,1,1,1,0,0,9,0
56,Kike Barja,es ESP,"MF,FW",Osasuna,24,1997,21,9,865,9.6,2,0,2,0,0,2,0
57,Antonio Barragán,es ESP,DF,Elche,34,1987,16,12,"1,020",11.3,0,0,0,0,0,5,0
58,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,19,2001,11,6,547,6.1,1,1,1,0,0,0,0
59,Marc Bartra,es ESP,DF,Betis,30,1991,23,23,"1,993",22.1,1,0,1,0,0,5,0
60,Álvaro Bastida,es ESP,MF,Cádiz,17,2004,6,2,197,2.2,0,0,0,0,0,1,0
61,Rodrigo Battaglia,ar ARG,MF,Mallorca,30,1991,26,12,"1,179",13.1,0,0,0,0,0,4,0
62,Jon Bautista,es ESP,"FW,MF",Real Sociedad,26,1995,1,0,45,0.5,0,0,0,0,0,0,0
63,Bebé,cv CPV,"FW,MF",Rayo Vallecano,31,1990,29,6,867,9.6,1,2,1,0,0,2,0
64,Héctor Bellerín,es ESP,DF,Betis,26,1995,23,22,"1,979",22,0,2,0,0,0,2,1
65,Fran Beltrán,es ESP,MF,Celta Vigo,22,1999,37,31,"2,597",28.9,1,0,1,0,0,4,0
66,Darío Benedetto,ar ARG,FW,Elche,31,1990,14,6,590,6.6,2,1,2,0,0,1,0
67,Iker Benito,es ESP,"MF,FW",Osasuna,18,2002,4,1,118,1.3,0,0,0,0,0,1,0
68,Pedro Benito,es ESP,FW,Cádiz,21,2000,1,0,31,0.3,0,0,0,0,0,0,0
69,Karim Benzema,fr FRA,FW,Real Madrid,33,1987,32,31,"2,593",28.8,27,12,20,7,11,0,0
70,Yuri Berchiche,es ESP,DF,Athletic Club,31,1990,14,11,"1,015",11.3,1,2,1,0,0,3,0
71,Álex Berenguer,es ESP,"MF,FW",Athletic Club,26,1995,34,24,"2,168",24.1,3,6,3,0,1,8,0
72,Pedro Bigas,es ESP,DF,Elche,30,1990,19,19,"1,551",17.2,1,0,1,0,0,6,0
73,Blanco,es ESP,MF,Real Madrid,21,2000,1,0,31,0.3,0,0,0,0,0,0,0
74,Yassine Bounou,ma MAR,GK,Sevilla,30,1991,31,31,"2,790",31,0,2,0,0,0,2,0
75,Lucas Boyé,ar ARG,FW,Elche,25,1996,24,22,"1,713",19,7,3,7,0,0,3,0
76,Martin Braithwaite,dk DEN,FW,Barcelona,30,1991,4,3,235,2.6,2,1,2,0,0,0,0
77,Darko Brasanac,rs SRB,MF,Osasuna,29,1992,35,27,"2,405",26.7,1,2,1,0,0,8,0
78,Claudio Bravo,cl CHI,GK,Betis,38,1983,17,17,"1,456",16.2,0,0,0,0,0,2,0
79,Yan Brice Eteki,cm CMR,MF,Granada,23,1997,12,2,343,3.8,0,0,0,0,0,3,0
80,Bryan,es ESP,"MF,FW",Valencia,20,2001,13,9,753,8.4,0,1,0,0,0,3,0
81,Ante Budimir,hr CRO,FW,Osasuna,30,1991,28,20,"1,738",19.3,8,2,6,2,2,3,0
82,Sergio Busquets,es ESP,MF,Barcelona,33,1988,36,36,"3,198",35.5,2,0,2,0,0,12,0
83,Adrián Butzke,es ESP,FW,Granada,22,1999,1,0,1,0,0,0,0,0,0,0,0
84,Erick Cabaco,uy URU,DF,Getafe,26,1995,10,5,403,4.5,0,1,0,0,0,4,1
85,Leandro Cabrera,uy URU,DF,Espanyol,30,1991,37,37,"3,330",37,2,0,2,0,0,7,0
86,Martín Cáceres,uy URU,DF,Levante,34,1987,10,9,663,7.4,0,0,0,0,0,2,0
87,Cala,es ESP,DF,Cádiz,31,1989,14,10,947,10.5,0,0,0,0,0,8,1
88,Calderón,es ESP,DF,Betis,21,2000,1,0,65,0.7,0,0,0,0,0,0,0
89,Fernando Calero,es ESP,DF,Espanyol,25,1995,16,13,"1,090",12.1,0,0,0,0,0,3,0
90,Víctor Camarasa,es ESP,"MF,FW",Betis,27,1994,7,0,108,1.2,0,0,0,0,0,0,0
91,Eduardo Camavinga,fr FRA,MF,Real Madrid,18,2002,26,13,"1,236",13.7,2,1,2,0,0,8,0
92,José Campaña,es ESP,MF,Levante,28,1993,20,16,"1,422",15.8,2,2,2,0,1,6,1
93,Sergio Canales,es ESP,"FW,MF",Betis,30,1991,34,33,"2,791",31,5,8,5,0,0,6,0
94,Álex Cantero,es ESP,"FW,MF",Levante,21,2000,25,4,610,6.8,0,1,0,0,0,1,0
95,Ander Capa,es ESP,DF,Athletic Club,29,1992,1,0,4,0,0,0,0,0,0,0,0
96,Étienne Capoue,fr FRA,MF,Villarreal,33,1988,30,26,"2,290",25.4,1,1,1,0,0,9,0
97,Isaac Carcelen,es ESP,"DF,MF",Cádiz,28,1993,25,17,"1,544",17.2,0,1,0,0,0,2,0
98,Cárdenas,es ESP,GK,Levante,24,1997,24,24,"2,160",24,0,0,0,0,0,3,0
99,Carlo,es ESP,MF,Villarreal,20,2001,1,0,7,0.1,0,0,0,0,0,0,0
100,Diego Carlos,br BRA,DF,Sevilla,28,1993,34,34,"2,957",32.9,3,0,3,0,0,4,1
101,Carmona,es ESP,DF,Sevilla,19,2002,1,0,24,0.3,0,0,0,0,0,0,0
102,Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,27,1993,34,28,"2,583",28.7,6,6,4,2,2,5,0
103,Guido Carrillo,ar ARG,FW,Elche,30,1991,29,11,"1,168",13,2,0,2,0,0,3,0
104,Dani Carvajal,es ESP,DF,Real Madrid,29,1992,24,17,"1,551",17.2,1,3,1,0,0,1,0
105,William Carvalho,pt POR,MF,Betis,29,1992,33,20,"1,805",20.1,2,3,2,0,0,6,0
106,Casemiro,br BRA,MF,Real Madrid,29,1992,32,31,"2,569",28.5,1,3,1,0,0,11,0
107,Kiko Casilla,es ESP,GK,Elche,34,1986,14,14,"1,260",14,0,0,0,0,0,3,0
108,Catena,es ESP,DF,Rayo Vallecano,26,1994,36,36,"3,240",36,2,2,2,0,0,8,0
109,Dani Ceballos,es ESP,MF,Real Madrid,24,1996,11,2,276,3.1,0,0,0,0,0,1,0
110,Franco Cervi,ar ARG,MF,Celta Vigo,27,1994,33,21,"1,801",20,4,3,4,0,0,5,0
111,Chapela,es ESP,"MF,FW",Cádiz,22,1999,9,4,398,4.4,0,0,0,0,0,0,0
112,Chema,es ESP,MF,Getafe,29,1992,1,1,45,0.5,0,0,0,0,0,1,1
113,Denis Cheryshev,ru RUS,MF,Valencia,30,1990,17,5,563,6.3,0,1,0,0,0,1,0
114,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,22,1999,27,12,"1,333",14.8,3,3,3,0,0,4,0
115,Víctor Chust,es ESP,DF,Cádiz,21,2000,25,20,"1,830",20.3,0,0,0,0,0,2,0
116,Jasper Cillessen,nl NED,GK,Valencia,32,1989,17,17,"1,457",16.2,0,1,0,0,0,1,0
117,Pathé Ciss,sn SEN,MF,Rayo Vallecano,27,1994,31,11,"1,097",12.2,2,1,2,0,0,5,0
118,Carlos Clerc,es ESP,DF,Levante,29,1992,19,18,"1,514",16.8,0,0,0,0,0,6,0
119,Coke,es ESP,DF,Levante,34,1987,6,1,118,1.3,1,0,1,0,0,1,0
120,Álex Collado,es ESP,"MF,FW",Granada,22,1999,17,13,"1,020",11.3,2,1,2,0,0,1,0
121,Eray Cömert,ch SUI,DF,Valencia,23,1998,8,5,408,4.5,0,0,0,0,0,2,0
122,Santi Comesaña,es ESP,MF,Rayo Vallecano,24,1996,35,32,"2,682",29.8,1,2,1,0,0,12,1
123,Diego Conde,es ESP,GK,Getafe,22,1998,1,0,6,0.1,0,0,0,0,0,0,0
124,Francis Coquelin,fr FRA,MF,Villarreal,30,1991,20,8,830,9.2,2,1,2,0,0,3,0
125,Jesús Corona,mx MEX,"FW,DF",Sevilla,28,1993,18,12,"1,157",12.9,2,4,2,0,0,2,0
126,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,26,1995,36,21,"1,856",20.6,12,5,12,0,0,3,1
127,Thierry Correia,pt POR,DF,Valencia,22,1999,19,18,"1,414",15.7,0,1,0,0,0,5,0
128,Hélder Costa,ao ANG,"MF,FW",Valencia,27,1994,22,13,"1,118",12.4,0,1,0,0,0,3,0
129,Jaume Costa,es ESP,DF,Mallorca,33,1988,25,21,"1,828",20.3,0,4,0,0,0,5,1
130,Thibaut Courtois,be BEL,GK,Real Madrid,29,1992,36,36,"3,240",36,0,0,0,0,0,1,0
131,Philippe Coutinho,br BRA,"MF,FW",Barcelona,29,1992,12,5,503,5.6,2,0,1,1,1,1,0
132,Cristo,es ESP,DF,Real Sociedad,21,2000,1,0,17,0.2,0,0,0,0,0,0,0
133,Juan Cruz Armada,es ESP,DF,Osasuna,29,1992,23,22,"1,934",21.5,0,0,0,0,0,4,0
134,Marc Cucurella,es ESP,"FW,DF",Getafe,23,1998,1,0,23,0.3,0,0,0,0,0,0,0
135,Jorge Cuenca,es ESP,DF,Getafe,21,1999,32,31,"2,683",29.8,1,0,1,0,0,6,2
136,Matheus Cunha,br BRA,FW,Atlético Madrid,22,1999,29,8,"1,063",11.8,6,4,6,0,0,3,0
137,Sergi Darder,es ESP,MF,Espanyol,27,1993,36,36,"3,125",34.7,3,9,3,0,0,4,0
138,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,27,1994,36,24,"2,151",23.9,3,1,3,0,0,7,0
139,Thomas Delaney,dk DEN,MF,Sevilla,29,1991,26,15,"1,549",17.2,2,1,2,0,0,4,1
140,Ousmane Dembélé,fr FRA,FW,Barcelona,24,1997,21,15,"1,409",15.7,1,13,1,0,0,3,0
141,Yusuf Demir,at AUT,FW,Barcelona,18,2003,6,2,192,2.1,0,0,0,0,0,0,0
142,Memphis Depay,nl NED,FW,Barcelona,27,1994,28,20,"1,851",20.6,12,2,8,4,5,3,0
143,Sergiño Dest,us USA,"DF,FW",Barcelona,20,2000,21,17,"1,512",16.8,0,3,0,0,0,2,0
144,Boulaye Dia,sn SEN,FW,Villarreal,24,1996,25,13,"1,269",14.1,5,5,5,0,0,3,0
145,Mouctar Diakhaby,gn GUI,DF,Valencia,24,1996,29,21,"1,948",21.6,0,1,0,0,0,11,0
146,Javier Díaz,es ESP,GK,Sevilla,24,1997,1,1,90,1,0,0,0,0,0,0,0
147,Víctor Díaz,es ESP,DF,Granada,33,1988,22,18,"1,500",16.7,1,0,1,0,0,5,0
148,Landry Dimata,be BEL,"FW,MF",Espanyol,23,1997,17,4,541,6,0,0,0,0,0,0,0
149,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,27,1993,31,30,"2,772",30.8,0,0,0,0,0,0,0
150,Matías Dituro,ar ARG,GK,Celta Vigo,34,1987,38,38,"3,420",38,0,0,0,0,0,1,0
151,Djené,tg TOG,DF,Getafe,29,1991,35,35,"3,115",34.6,0,1,0,0,0,11,1
152,Naïs Djouahra,fr FRA,"FW,MF",Real Sociedad,21,1999,7,1,219,2.4,0,0,0,0,0,0,0
153,Marko Dmitrovi?,rs SRB,GK,Sevilla,29,1992,6,6,540,6,0,0,0,0,0,0,0
154,Jaume Doménech,es ESP,GK,Valencia,30,1990,4,3,343,3.8,0,0,0,0,0,1,0
155,Carlos Dominguez,es ESP,DF,Celta Vigo,20,2001,8,3,344,3.8,0,0,0,0,0,1,0
156,Mario Dominguez,es ESP,FW,Valencia,17,2004,2,0,25,0.3,0,0,0,0,0,0,0
157,John Donald,es ESP,DF,Elche,20,2000,2,2,180,2,0,0,0,0,0,0,0
158,Domingos Duarte,pt POR,DF,Granada,26,1995,21,19,"1,687",18.7,1,0,1,0,0,7,1
159,Óscar Duarte,cr CRC,DF,Levante,32,1989,23,20,"1,773",19.7,2,0,2,0,0,5,0
160,Rubén Duarte,es ESP,DF,Alavés,25,1995,34,31,"2,621",29.1,0,4,0,0,0,12,1
161,Unai Dufur,es ESP,DF,Osasuna,22,1999,1,1,90,1,0,0,0,0,0,0,0
162,Hugo Duro,es ESP,"DF,MF",Getafe,21,1999,1,0,12,0.1,0,0,0,0,0,0,0
163,Hugo Duro,es ESP,"FW,MF",Valencia,21,1999,30,22,"1,834",20.4,7,1,7,0,0,3,1
164,Aritz Elustondo,es ESP,DF,Real Sociedad,27,1994,30,22,"2,105",23.4,4,1,4,0,0,3,1
165,Adri Embarba,es ESP,"FW,MF",Espanyol,29,1992,32,24,"1,986",22.1,0,2,0,0,0,4,0
166,Emerson,br BRA,DF,Barcelona,22,1999,3,1,91,1,0,0,0,0,0,0,0
167,Youssef En-Nesyri,ma MAR,FW,Sevilla,24,1997,23,15,"1,277",14.2,5,1,4,1,1,1,0
168,Gonzalo Escalante,ar ARG,MF,Alavés,28,1993,17,15,"1,300",14.4,5,0,5,0,0,8,1
169,Aarón Escandell,es ESP,GK,Granada,25,1995,4,3,284,3.2,0,0,0,0,0,1,1
170,Sergio Escudero,es ESP,"DF,MF",Granada,31,1989,27,15,"1,434",15.9,2,1,2,0,0,6,0
171,Alfonso Espino,uy URU,DF,Cádiz,29,1992,37,37,"3,329",37,2,2,2,0,0,6,0
172,Estanis,es ESP,FW,Barcelona,17,2003,1,0,11,0.1,0,0,0,0,0,0,0
173,Pervis Estupiñán,ec ECU,DF,Villarreal,23,1998,28,17,"1,575",17.5,0,1,0,0,0,3,0
174,Abdessamad Ezzalzouli,ma MAR,"FW,DF",Barcelona,19,2001,10,6,580,6.4,1,0,1,0,0,4,0
175,Radamel Falcao,co COL,FW,Rayo Vallecano,35,1986,22,8,838,9.3,6,0,6,0,0,1,0
176,Fali,es ESP,"DF,MF",Cádiz,27,1993,28,23,"1,803",20,0,2,0,0,0,6,0
177,Omar Faraj,se SWE,FW,Levante,19,2002,1,0,4,0,0,0,0,0,0,0,0
178,Ansu Fati,es ESP,FW,Barcelona,18,2002,10,3,336,3.7,4,0,4,0,0,0,0
179,Aleix Febas,es ESP,MF,Mallorca,25,1996,4,1,117,1.3,0,0,0,0,0,1,0
180,Nabil Fekir,fr FRA,MF,Betis,28,1993,34,33,"2,794",31,6,8,6,0,0,7,1
181,Felipe,br BRA,DF,Atlético Madrid,32,1989,26,15,"1,504",16.7,2,1,2,0,0,5,1
182,João Félix,pt POR,"FW,MF",Atlético Madrid,21,1999,24,13,"1,263",14,8,4,8,0,0,3,1
183,Aitor Fernández,es ESP,GK,Levante,30,1991,13,13,"1,166",13,0,0,0,0,0,1,1
184,Álex Fernández,es ESP,MF,Cádiz,28,1992,32,22,"2,051",22.8,3,2,2,1,2,2,0
185,Fernando,br BRA,"MF,DF",Sevilla,34,1987,24,21,"1,850",20.6,1,1,1,0,0,6,0
186,Fidel,es ESP,"MF,FW",Elche,31,1989,33,29,"2,261",25.1,5,6,4,1,1,9,0
187,José Fontán,es ESP,DF,Celta Vigo,21,2000,9,3,276,3.1,0,0,0,0,0,3,0
188,Dimitri Foulquier,fr FRA,DF,Valencia,28,1993,29,25,"2,342",26,0,1,0,0,0,11,0
189,Dimitri Foulquier,fr FRA,DF,Granada,28,1993,2,2,180,2,0,0,0,0,0,0,0
190,Juan Foyth,ar ARG,DF,Villarreal,23,1998,25,22,"1,924",21.4,1,1,1,0,0,6,1
191,Enric Franquesa,es ESP,DF,Levante,24,1997,16,6,625,6.9,0,0,0,0,0,1,0
192,Jorge de Frutos,es ESP,"MF,FW",Levante,24,1997,25,20,"1,760",19.6,4,7,4,0,0,4,0
193,Javi Galán,es ESP,DF,Celta Vigo,26,1994,37,37,"3,298",36.6,0,3,0,0,0,8,0
194,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,27,1993,22,17,"1,378",15.3,0,0,0,0,0,4,0
195,Thiago Galhardo,br BRA,"FW,MF",Celta Vigo,32,1989,31,9,"1,148",12.8,2,2,2,0,0,5,0
196,Álvaro García,es ESP,FW,Rayo Vallecano,28,1992,36,34,"2,998",33.3,7,4,7,0,0,6,0
197,Dani García,es ESP,MF,Athletic Club,31,1990,32,27,"2,177",24.2,0,0,0,0,0,9,0
198,David García,es ESP,DF,Osasuna,27,1994,35,35,"3,105",34.5,4,0,4,0,0,8,0
199,Eric García,es ESP,DF,Barcelona,20,2001,26,23,"2,039",22.7,0,0,0,0,0,5,1
200,Francisco Garcia,es ESP,DF,Rayo Vallecano,21,1999,34,34,"3,025",33.6,1,0,1,0,0,4,0
201,Joan García,es ESP,GK,Espanyol,20,2001,2,1,108,1.2,0,0,0,0,0,0,0
202,Manu García,es ESP,MF,Alavés,23,1998,24,10,"1,077",12,0,1,0,0,0,3,0
203,Raúl García,es ESP,FW,Athletic Club,35,1986,35,24,"1,802",20,6,2,6,0,1,3,0
204,Rubén García,es ESP,"FW,MF",Osasuna,28,1993,37,30,"2,375",26.4,1,6,1,0,2,1,0
205,Saúl García,es ESP,FW,Alavés,26,1994,1,0,4,0,0,0,0,0,0,0,0
206,Unai García,es ESP,DF,Osasuna,29,1992,18,15,"1,408",15.6,0,0,0,0,0,5,0
207,Mario Gaspar,es ESP,DF,Villarreal,30,1990,12,7,623,6.9,0,0,0,0,0,1,0
208,Gavi,es ESP,"MF,FW",Barcelona,16,2004,34,28,"2,316",25.7,2,5,2,0,0,11,1
209,Óscar Gil,es ESP,DF,Espanyol,23,1998,22,20,"1,688",18.8,0,2,0,0,0,7,0
210,Mario Gila,es ESP,DF,Real Madrid,20,2000,2,0,25,0.3,0,0,0,0,0,0,0
211,Dani Gómez,es ESP,FW,Levante,23,1998,28,11,"1,063",11.8,4,2,4,0,0,1,0
212,Maxi Gómez,uy URU,FW,Valencia,24,1996,29,21,"1,956",21.7,5,1,5,0,0,7,1
213,Moi Gómez,es ESP,"MF,FW",Villarreal,27,1994,29,13,"1,286",14.3,2,2,2,0,0,2,0
214,Papu Gómez,ar ARG,"MF,FW",Sevilla,33,1988,29,19,"1,784",19.8,5,1,5,0,0,4,0
215,Sergi Gómez,es ESP,DF,Espanyol,29,1992,31,31,"2,720",30.2,1,2,1,0,0,1,1
216,Maxime Gonalons,fr FRA,MF,Granada,32,1989,25,20,"1,550",17.2,0,2,0,0,0,6,0
217,Diego González,es ESP,DF,Elche,26,1995,28,19,"1,793",19.9,0,0,0,0,0,3,1
218,Édgar González,es ESP,DF,Betis,24,1997,21,14,"1,464",16.3,1,1,1,0,0,6,0
219,Giovanni González,uy URU,DF,Mallorca,26,1994,9,3,365,4.1,1,0,1,0,0,1,0
220,Nicolás González,es ESP,MF,Barcelona,19,2002,27,12,"1,114",12.4,2,1,2,0,0,6,0
221,Peter González,do DOM,"MF,DF",Real Madrid,19,2002,3,0,27,0.3,0,0,0,0,0,0,0
222,Roberto González,es ESP,"FW,MF",Betis,20,2001,4,1,135,1.5,0,0,0,0,0,0,0
223,Gori,es ESP,MF,Espanyol,19,2002,1,0,9,0.1,0,0,0,0,0,1,0
224,Andoni Gorosabel,es ESP,DF,Real Sociedad,24,1996,32,25,"2,289",25.4,0,4,0,0,0,4,0
225,Jaume Grau,es ESP,MF,Osasuna,24,1997,1,0,3,0,0,0,0,0,0,0,0
226,Dominik Greif,sk SVK,GK,Mallorca,24,1997,1,1,90,1,0,0,0,0,0,0,0
227,Clément Grenier,fr FRA,MF,Mallorca,30,1991,5,0,60,0.7,1,0,1,0,0,1,0
228,Antoine Griezmann,fr FRA,FW,Barcelona,30,1991,3,3,263,2.9,0,0,0,0,0,0,0
229,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,30,1991,26,21,"1,695",18.8,3,4,3,0,0,3,0
230,Arnaut Groeneveld,nl NED,FW,Villarreal,24,1997,23,17,"1,472",16.4,10,3,7,3,3,1,0
231,Andrés Guardado,mx MEX,MF,Betis,34,1986,28,17,"1,393",15.5,0,1,0,0,0,4,0
232,Sergi Guardiola,es ESP,FW,Rayo Vallecano,30,1991,32,20,"1,710",19,8,2,7,1,1,3,0
233,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,29,1991,21,9,"1,046",11.6,0,0,0,0,0,5,0
234,Gonçalo Guedes,pt POR,"FW,MF",Valencia,24,1996,36,30,"2,606",29,11,6,10,1,2,3,0
235,Ander Guevara,es ESP,MF,Real Sociedad,24,1997,17,11,867,9.6,0,0,0,0,0,2,0
236,John Guidetti,se SWE,"FW,MF",Alavés,29,1992,10,2,279,3.1,0,0,0,0,0,2,0
237,Hugo Guillamón,es ESP,"MF,DF",Valencia,21,2000,31,28,"2,361",26.2,1,0,1,0,0,11,2
238,Gerard Gumbau,es ESP,MF,Elche,26,1994,31,20,"1,890",21,0,4,0,0,0,8,1
239,Jon Guridi,es ESP,MF,Real Sociedad,26,1995,8,1,206,2.3,1,0,1,0,0,0,0
240,Raúl Guti,es ESP,MF,Elche,24,1996,31,17,"1,627",18.1,0,0,0,0,0,4,1
241,Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,30,1991,3,1,136,1.5,0,0,0,0,0,1,0
242,Miguel Gutiérrez,es ESP,DF,Real Madrid,20,2001,3,3,260,2.9,0,1,0,0,0,1,0
243,Munir El Haddadi,ma MAR,"FW,MF",Sevilla,25,1995,16,4,474,5.3,2,0,2,0,0,3,0
244,Varazdat Haroyan,am ARM,DF,Cádiz,28,1992,17,16,"1,437",16,1,0,1,0,0,9,0
245,Eden Hazard,be BEL,"FW,MF",Real Madrid,30,1991,18,7,717,8,0,1,0,0,0,3,0
246,Kike Hermoso,es ESP,DF,Betis,21,1999,1,1,90,1,1,0,1,0,0,0,0
247,Mario Hermoso,es ESP,DF,Atlético Madrid,26,1995,26,21,"1,865",20.7,2,1,2,0,0,6,1
