,,,,,,,,,Standard,,,,,,,,Performance,
32,Miguel ¡Ångel Moy·,es ESP,GK,Getafe,27,1984,36,0,,0,,,0,,,,0,0
33,Xavi Annunziata,es ESP,"FW,MF",Osasuna,23,1987,1.6,0,,0,,,0,,,,0,0
34,Ion Ansotegi,es ESP,DF,Real Sociedad,29,1982,8.3,0,,1,,,0.12,,0,,0,0
35,JosÈ Antonio Reyes,es ESP,MF,Sevilla,27,1983,13.1,1,,13,,,0.99,,0.08,,0,0
36,JosÈ Antonio Reyes,es ESP,MF,AtlÈtico Madrid,27,1983,7.9,0,,11,,,1.38,,0,,0,0
37,Dudu Aouate,il ISR,GK,Mallorca,33,1977,36.4,0,,0,,,0,,,,0,0
38,ApoÒo,es ESP,MF,M·laga,27,1984,2.3,1,,3,,,1.28,,0,,1,1
39,ApoÒo,es ESP,MF,Zaragoza,27,1984,15.3,5,,12,,,0.78,,0.17,,3,3
40,Manuel Arana,es ESP,MF,Racing Sant,26,1984,22.5,2,,8,,,0.36,,0.25,,0,0
41,Mikel Aranburu,es ESP,MF,Real Sociedad,32,1979,23.8,2,,4,,,0.17,,0.5,,0,0
42,Carlos Aranda,es ESP,FW,Levante,31,1980,2.2,0,,2,,,0.92,,0,,0,0
43,Carlos Aranda,es ESP,FW,Zaragoza,31,1980,8.4,3,,5,,,0.6,,0.6,,0,1
44,¡Ålvaro Arbeloa,es ESP,DF,Real Madrid,28,1983,24.6,0,,2,,,0.08,,0,,0,0
45,Javier Arizmendi,es ESP,"FW,MF",Getafe,27,1984,0.6,0,,0,,,0,,,,0,0
46,Emiliano Armenteros,ar ARG,MF,Sevilla,25,1986,5.4,0,,3,,,0.55,,0,,0,0
47,Emiliano Armenteros,ar ARG,MF,Rayo Vallecano,25,1986,10.9,2,,9,,,0.82,,0.22,,0,0
48,GrÈgory Arnolin,mq MTQ,DF,Sporting GijÛn,30,1980,18.2,0,,2,,,0.11,,0,,0,0
49,Alejandro Arribas,es ESP,DF,Rayo Vallecano,22,1989,33.2,1,,4,,,0.12,,0.25,,0,0
50,¡Ålvaro Arroyo,es ESP,DF,Getafe,23,1988,2.8,0,,0,,,0,,,,0,0
51,Sergio Asenjo,es ESP,GK,AtlÈtico Madrid,22,1989,1.8,0,,0,,,0,,,,0,0
52,Paulo AssunÁ„o,br BRA,MF,AtlÈtico Madrid,31,1980,5.7,0,,0,,,0,,,,0,0
53,Jon Aurtenetxe,es ESP,DF,Athletic Club,19,1992,27.7,1,,5,,,0.18,,0.2,,0,0
54,Khouma Babacar,sn SEN,FW,Racing Sant,18,1993,3.8,0,,3,,,0.79,,0,,0,0
55,Bacari,gm GAM,FW,Espanyol,23,1988,0.1,0,,0,,,0,,,,0,0
56,Ra˙l Baena,es ESP,MF,Espanyol,22,1989,23.8,1,,3,,,0.13,,0.33,,0,0
57,Kennedy Bakirciogl¸,se SWE,MF,Racing Sant,30,1980,3.3,0,,2,,,0.6,,0,,0,0
58,Ibrahima BaldÈ,sn SEN,FW,Osasuna,22,1989,15.2,7,,15,,,0.99,,0.47,,0,0
59,Sergio Ballesteros,es ESP,DF,Levante,35,1975,37,1,,5,,,0.14,,0.2,,0,0
60,…ver Banega,ar ARG,MF,Valencia,23,1988,11.7,0,,5,,,0.43,,0,,0,1
61,Lass Bangoura,gn GUI,"FW,MF",Rayo Vallecano,19,1992,17.3,3,,7,,,0.4,,0.43,,0,0
62,J˙lio Baptista,br BRA,"FW,MF",M·laga,29,1981,3.6,1,,5,,,1.39,,0.2,,0,0
63,JosÈ Barkero,es ESP,MF,Levante,32,1979,27.6,7,,19,,,0.69,,0.21,,3,3
64,Abdelaziz Barrada,ma MAR,MF,Getafe,22,1989,24,4,,8,,,0.33,,0.5,,0,0
65,Antonio Barrag·n,es ESP,"DF,MF",Valencia,24,1987,15.7,0,,1,,,0.06,,0,,0,0
66,David Barral,es ESP,FW,Sporting GijÛn,28,1983,24.9,9,,34,,,1.37,,0.26,,0,0
67,Pablo Barrera,mx MEX,"FW,MF",Zaragoza,24,1987,11.7,1,,3,,,0.26,,0.33,,0,0
68,Marc Bartra,es ESP,DF,Barcelona,20,1991,0.3,0,,0,,,0,,,,0,0
69,Edu Bedia,es ESP,MF,Racing Sant,22,1989,7.8,0,,4,,,0.51,,0,,0,0
70,Dani BenÌtez,es ESP,MF,Granada,24,1987,24.9,0,,31,,,1.24,,0,,0,0
71,Diego Benito Rey,es ESP,MF,Rayo Vallecano,22,1988,0.4,0,,0,,,0,,,,0,0
72,Karim Benzema,fr FRA,FW,Real Madrid,23,1987,24.9,21,,53,,,2.13,,0.4,,0,0
73,Markel Bergara,es ESP,MF,Real Sociedad,25,1986,7.8,0,,0,,,0,,,,0,0
74,Juan Bernat,es ESP,"DF,FW",Valencia,18,1993,2.1,0,,1,,,0.47,,0,,0,0
75,Marc Bertr·n,es ESP,DF,Osasuna,29,1982,26.1,0,,1,,,0.04,,0,,0,0
76,Thievy Bifouma,cg CGO,"FW,MF",Espanyol,19,1992,12.8,1,,12,,,0.94,,0.08,,0,0
77,Pedro Bigas,es ESP,"DF,MF",Mallorca,20,1990,11.4,0,,3,,,0.26,,0,,0,0
78,Mate Bili?,hr CRO,FW,Sporting GijÛn,30,1980,5.3,4,,7,,,1.32,,0.57,,0,0
79,Gerard Bordas,es ESP,"FW,MF",Villarreal,29,1981,0.5,0,,0,,,0,,,,0,0
80,Pedro Botelho,br BRA,"DF,MF",Levante,21,1989,10.1,0,,4,,,0.4,,0,,0,0
81,Pedro Botelho,br BRA,"DF,MF",Rayo Vallecano,21,1989,7.9,1,,2,,,0.25,,0.5,,0,0
82,Alberto BotÌa,es ESP,DF,Sporting GijÛn,22,1989,32.9,1,,6,,,0.18,,0.17,,0,0
83,Claudio Bravo,cl CHI,GK,Real Sociedad,28,1983,37,0,,0,,,0,,,,0,0
84,Ra˙l Bravo,es ESP,DF,Rayo Vallecano,30,1981,4.4,0,,2,,,0.46,,0,,0,0
85,Bruno,es ESP,DF,Valencia,30,1980,9.9,0,,0,,,0,,,,0,0
86,Diego Buonanotte,ar ARG,"FW,MF",M·laga,23,1988,4,0,,4,,,0.99,,0,,0,0
87,Sergio Busquets,es ESP,MF,Barcelona,23,1988,27,1,,4,,,0.15,,0.25,,0,0
88,Willy Caballero,ar ARG,GK,M·laga,29,1981,26.7,0,,0,,,0,,,,0,0
89,Gustavo Cabral,ar ARG,DF,Levante,25,1985,15.2,1,,3,,,0.2,,0.33,,0,0
90,MartÌn C·ceres,uy URU,DF,Sevilla,24,1987,13,1,,5,,,0.38,,0.2,,0,0
91,Pablo C·ceres,uy URU,DF,Mallorca,26,1985,26.5,0,,0,,,0,,,,0,0
92,Liassine Cadamuro,dz ALG,DF,Real Sociedad,23,1988,13.7,0,,1,,,0.07,,0,,0,0
93,Cala,es ESP,DF,Sevilla,21,1989,6.8,1,,1,,,0.15,,1,,0,0
94,Juan Calatayud,es ESP,GK,Mallorca,31,1979,1.6,0,,0,,,0,,,,0,0
95,Javier Calleja,es ESP,MF,Osasuna,33,1978,2.2,0,,0,,,0,,,,0,0
96,JosÈ CallejÛn,es ESP,"FW,MF",Real Madrid,24,1987,7.9,5,,11,,,1.39,,0.45,,0,0
97,Ezequiel Calvente,es ESP,"FW,MF",Betis,20,1991,1.2,0,,1,,,0.83,,0,,0,0
98,Ignacio Camacho,es ESP,MF,M·laga,21,1990,9.1,1,,3,,,0.33,,0.33,,0,0
99,JosÈ CampaÒa,es ESP,MF,Sevilla,18,1993,4.9,0,,2,,,0.41,,0,,0,0
100,Javier CamuÒas,es ESP,"FW,MF",Villarreal,31,1980,13.2,1,,7,,,0.53,,0.14,,0,0
101,Sergio Canales,es ESP,"FW,MF",Valencia,20,1991,6.3,1,,6,,,0.95,,0.17,,0,0
102,JosÈ CaÒas,es ESP,MF,Betis,24,1987,17.8,0,,2,,,0.11,,0,,0,0
103,Roberto Canella,es ESP,DF,Sporting GijÛn,23,1988,29.1,0,,2,,,0.07,,0,,0,0
104,Cani,es ESP,MF,Villarreal,29,1981,21,0,,12,,,0.57,,0,,0,0
105,Ricardo Carvalho,pt POR,DF,Real Madrid,33,1978,6.7,0,,1,,,0.15,,0,,0,0
106,VÌctor Casades˙s,es ESP,FW,Mallorca,26,1985,29.7,9,,22,,,0.74,,0.41,,0,0
107,Nacho Cases,es ESP,MF,Sporting GijÛn,23,1987,15.8,0,,5,,,0.32,,0,,0,0
108,Kiko Casilla,es ESP,GK,Espanyol,24,1986,15.1,0,,0,,,0,,,,0,0
109,Iker Casillas,es ESP,GK,Real Madrid,30,1981,37,0,,0,,,0,,,,0,0
110,Javier Casquero,es ESP,MF,Getafe,35,1976,18.8,1,,5,,,0.27,,0.2,,0,0
111,Gonzalo Castellani,ar ARG,MF,Villarreal,23,1987,3,0,,1,,,0.34,,0,,0,0
112,Casto,es ESP,GK,Betis,29,1982,21.8,0,,0,,,0,,,,0,0
113,AndrÈ Castro,pt POR,MF,Sporting GijÛn,23,1988,23.7,2,,11,,,0.47,,0.18,,0,0
114,Chory Castro,uy URU,"FW,MF",Mallorca,26,1984,28.1,6,,30,,,1.07,,0.2,,0,0
115,Diego Castro,es ESP,"FW,MF",Getafe,29,1982,24.6,7,,16,,,0.65,,0.38,,1,1
116,RubÈn Castro,es ESP,"FW,MF",Betis,30,1981,32.8,16,,51,,,1.56,,0.31,,0,0
117,JosÈ Catal·,es ESP,DF,Villarreal,26,1985,12.5,0,,2,,,0.16,,0,,0,0
118,Santi Cazorla,es ESP,MF,M·laga,26,1984,35.8,9,,32,,,0.89,,0.28,,0,1
119,¡Ålvaro Cejudo,es ESP,MF,Osasuna,27,1984,26.2,4,,18,,,0.69,,0.22,,0,0
120,Pau CendrÛs,es ESP,DF,Mallorca,24,1987,20.9,0,,1,,,0.05,,0,,0,0
121,J˙lio CÈsar,br BRA,GK,Granada,24,1986,16,0,,0,,,0,,,,0,0
122,Chechu,es ESP,DF,Betis,29,1982,32.1,1,,2,,,0.06,,0.5,,0,0
123,Javier Chica,es ESP,DF,Betis,26,1985,13.7,0,,0,,,0,,,,0,0
124,Chico,es ESP,DF,Mallorca,24,1987,32.3,0,,3,,,0.09,,0,,0,0
125,Christian,es ESP,DF,Racing Sant,25,1985,15.1,1,,4,,,0.26,,0.25,,0,0
126,Domingo Cisma,es ESP,DF,Racing Sant,29,1982,24.4,0,,2,,,0.08,,0,,0,0
127,David CobeÒo,es ESP,GK,Rayo Vallecano,29,1982,14.4,0,,0,,,0,,,,0,0
128,Jordi Codina,es ESP,GK,Getafe,29,1982,2,0,,0,,,0,,,,0,0
129,F·bio Coentr„o,pt POR,DF,Real Madrid,23,1988,13.7,0,,1,,,0.07,,0,,0,0
130,Coke,es ESP,DF,Sevilla,24,1987,24.1,0,,0,,,0,,,,0,0
131,Gonzalo Colsa,es ESP,MF,Racing Sant,32,1979,13.5,1,,5,,,0.37,,0.2,,0,0
132,Adri·n Colunga,es ESP,"FW,MF",Sporting GijÛn,26,1984,12,3,,15,,,1.25,,0.2,,0,0
133,Adri·n Colunga,es ESP,"FW,MF",Getafe,26,1984,1.3,0,,2,,,1.57,,0,,0,0
134,Rober Correa,es ESP,DF,Rayo Vallecano,18,1992,1,0,,0,,,0,,,,0,0
135,David CortÈs,es ESP,DF,Granada,31,1979,8.1,0,,0,,,0,,,,0,0
136,Diego Costa,es ESP,FW,Rayo Vallecano,22,1988,14.6,9,,23,,,1.58,,0.3,,2,2
137,Jaume Costa,es ESP,DF,Villarreal,23,1988,6,0,,0,,,0,,,,0,0
138,Ricardo Costa,pt POR,DF,Valencia,30,1981,11.2,0,,2,,,0.18,,0,,0,0
139,Tino Costa,ar ARG,MF,Valencia,26,1985,22.5,5,,23,,,1.02,,0.17,,1,1
140,Thibaut Courtois,be BEL,GK,AtlÈtico Madrid,19,1992,36.2,0,,0,,,0,,,,0,0
141,Philippe Coutinho,br BRA,"FW,MF",Espanyol,19,1992,13.1,5,,16,,,1.22,,0.31,,0,0
142,MartÌ CrespÌ,es ESP,DF,Mallorca,24,1987,5.6,0,,0,,,0,,,,0,0
143,Iv·n CuÈllar,es ESP,GK,Sporting GijÛn,27,1984,1,0,,0,,,0,,,,0,0
144,Isaac Cuenca,es ESP,"FW,MF",Barcelona,20,1991,12,2,,7,,,0.59,,0.29,,0,0
145,Jes˙s D·tolo,ar ARG,MF,Espanyol,27,1984,2.7,0,,0,,,0,,,,0,0
146,¡Ångel Dealbert,es ESP,DF,Valencia,28,1983,11,0,,0,,,0,,,,0,0
147,Deivid,es ESP,"DF,MF",Sevilla,22,1989,3.2,0,,0,,,0,,,,0,0
148,Asier del Horno,es ESP,DF,Levante,30,1981,11.7,0,,3,,,0.26,,0,,0,0
149,Manu del Moral,es ESP,FW,Sevilla,27,1984,24.6,10,,35,,,1.42,,0.29,,0,0
150,Andrija Delibaöi?,me MNE,FW,Rayo Vallecano,30,1981,6.9,1,,6,,,0.86,,0.17,,0,0
151,MartÌn Demichelis,ar ARG,"DF,MF",M·laga,30,1980,33.6,2,,5,,,0.15,,0.4,,0,0
152,Vadim Demidov,no NOR,"DF,MF",Real Sociedad,24,1986,20.4,0,,2,,,0.1,,0,,0,0
153,Gerard Deulofeu,es ESP,"FW,MF",Barcelona,17,1994,0.3,0,,0,,,0,,,,0,0
154,¡Ångel Di MarÌa,ar ARG,"FW,MF",Real Madrid,23,1988,14.7,5,,23,,,1.56,,0.22,,0,0
155,Pape DiakhatÈ,sn SEN,DF,Granada,27,1984,10.3,0,,0,,,0,,,,0,0
156,Lassana Diarra,fr FRA,MF,Real Madrid,26,1985,12.6,0,,0,,,0,,,,0,0
157,Baba Diawara,sn SEN,FW,Sevilla,23,1988,4.5,3,,6,,,1.33,,0.5,,0,0
158,Cata DÌaz,ar ARG,DF,Getafe,32,1979,36,0,,2,,,0.06,,0,,0,0
159,Diego,br BRA,MF,AtlÈtico Madrid,26,1985,24.3,3,,22,,,0.91,,0.14,,0,0
160,Papakouli Diop,sn SEN,MF,Racing Sant,25,1986,31.7,1,,10,,,0.32,,0.1,,0,0
161,¡Ålvaro DomÌnguez,es ESP,DF,AtlÈtico Madrid,22,1989,22.6,3,,7,,,0.31,,0.43,,0,0
162,Jonathan dos Santos,mx MEX,MF,Barcelona,21,1990,1.3,0,,0,,,0,,,,0,0
163,Duda,pt POR,"DF,FW",M·laga,31,1980,12.8,1,,4,,,0.31,,0.25,,0,0
164,Tomislav Dujmovi?,hr CRO,MF,Zaragoza,30,1981,7.9,1,,4,,,0.5,,0.25,,0,0
165,Ion Echaide,es ESP,DF,Osasuna,23,1988,1.2,0,,0,,,0,,,,0,0
166,Sebasti·n Eguren,uy URU,MF,Sporting GijÛn,30,1981,11.3,2,,4,,,0.35,,0.5,,0,0
167,Borja Ekiza,es ESP,DF,Athletic Club,23,1988,13.9,0,,1,,,0.07,,0,,0,0
168,Eliseu,pt POR,"DF,MF",M·laga,27,1983,18.2,2,,12,,,0.66,,0.17,,0,0
169,Gorka Elustondo,es ESP,"DF,MF",Real Sociedad,24,1987,15.6,1,,3,,,0.19,,0.33,,0,0
170,Julien EscudÈ,fr FRA,DF,Sevilla,31,1979,23.2,1,,5,,,0.22,,0.2,,0,0
171,Bernardo Espinosa,co COL,DF,Racing Sant,22,1989,24.5,2,,6,,,0.24,,0.33,,0,0
172,Dani Estrada,es ESP,"DF,MF",Real Sociedad,24,1987,25.1,2,,5,,,0.2,,0.4,,0,0
173,BeÒat Etxebarria,es ESP,MF,Betis,24,1987,29.2,6,,27,,,0.93,,0.19,,1,1
174,Cesc F‡bregas,es ESP,"FW,MF",Barcelona,24,1987,21.5,9,,28,,,1.31,,0.32,,0,0
175,Fabricio,es ESP,GK,Betis,23,1987,15,0,,0,,,0,,,,0,0
176,Radamel Falcao,co COL,FW,AtlÈtico Madrid,25,1986,32.6,24,,67,,,2.06,,0.28,,5,6
177,Javier FarinÛs,es ESP,MF,Levante,33,1978,19.2,1,,6,,,0.31,,0,,1,1
178,Federico Fazio,ar ARG,DF,Sevilla,24,1987,25,2,,6,,,0.24,,0.33,,0,0
179,Sofiane Feghouli,dz ALG,"FW,MF",Valencia,21,1989,23.1,6,,13,,,0.56,,0.46,,0,0
180,AndrÈs Fern·ndez,es ESP,GK,Osasuna,24,1986,37.5,0,,0,,,0,,,,0,0
181,Mario Fern·ndez,es ESP,GK,Racing Sant,23,1988,12.5,0,,0,,,0,,,,0,0
182,Ra˙l Fern·ndez,es ESP,GK,Athletic Club,23,1988,1,0,,0,,,0,,,,0,0
183,Seba Fern·ndez,uy URU,FW,M·laga,26,1985,15.9,5,,18,,,1.13,,0.28,,0,0
184,Miguel FlaÒo,es ESP,DF,Osasuna,26,1984,27.7,1,,1,,,0.04,,1,,0,0
185,Andreu Font‡s,es ESP,DF,Barcelona,21,1989,0.9,0,,0,,,0,,,,0,0
186,Rui Fonte,pt POR,"FW,MF",Espanyol,21,1990,8.1,1,,5,,,0.62,,0.2,,0,0
187,Juan ForlÌn,ar ARG,"DF,MF",Espanyol,23,1988,25,0,,1,,,0.04,,0,,0,0
188,Hugo Fraile,es ESP,"FW,MF",Getafe,24,1987,0.2,0,,0,,,0,,,,0,0
189,Francis,es ESP,"DF,MF",Racing Sant,29,1981,20.7,0,,0,,,0,,,,0,0
190,Javi Fuego,es ESP,MF,Rayo Vallecano,27,1984,30.4,0,,4,,,0.13,,0,,0,0
191,Gabi,es ESP,MF,AtlÈtico Madrid,28,1983,29.1,2,,13,,,0.45,,0.15,,0,0
192,Igor Gabilondo,es ESP,MF,Athletic Club,32,1979,8.3,2,,4,,,0.48,,0.5,,0,0
193,Ernesto Gal·n,es ESP,DF,Espanyol,25,1986,10.6,0,,3,,,0.28,,0,,0,0
194,¡Ålex G·lvez,es ESP,"DF,MF",Sporting GijÛn,22,1989,10.9,2,,4,,,0.37,,0.5,,0,0
195,Jes˙s G·mez,es ESP,DF,M·laga,26,1985,24,0,,3,,,0.13,,0,,0,0
196,Ayoze GarcÌa,es ESP,"DF,MF",Sporting GijÛn,25,1985,7.7,0,,2,,,0.26,,0,,0,0
197,Borja GarcÌa,es ESP,DF,Racing Sant,21,1990,0.3,0,,1,,,3.91,,0,,0,0
198,Rayco GarcÌa Dauta,es ESP,FW,Rayo Vallecano,24,1987,2.4,0,,1,,,0.41,,0,,0,0
199,Luis GarcÌa,es ESP,"FW,MF",Zaragoza,30,1981,25.5,4,,19,,,0.75,,0.21,,0,1
200,Luis GarcÌa,es ESP,"FW,MF",Espanyol,30,1981,0.6,0,,0,,,0,,,,0,0
201,MoisÈs GarcÌa,es ESP,DF,Sporting GijÛn,21,1989,3,0,,0,,,0,,,,0,0
202,Rafa GarcÌa,es ESP,MF,Rayo Vallecano,25,1986,1.7,0,,0,,,0,,,,0,0
203,Ra˙l GarcÌa,es ESP,"FW,MF",Osasuna,25,1986,28.5,11,,40,,,1.41,,0.28,,0,1
204,Sergio GarcÌa,es ESP,"FW,MF",Espanyol,28,1983,19.6,5,,22,,,1.12,,0.23,,0,0
205,Mario Gaspar,es ESP,DF,Villarreal,20,1990,20.8,1,,2,,,0.1,,0.5,,0,0
206,Jaime Gavil·n,es ESP,MF,Getafe,26,1985,11.3,1,,14,,,1.24,,0.07,,0,0
207,Alexandre Geijo,es ESP,FW,Granada,29,1982,12.6,2,,6,,,0.48,,0.33,,0,0
208,Abdelkader Ghezzal,dz ALG,FW,Levante,26,1984,9.5,2,,7,,,0.74,,0.29,,0,0
209,¡Ålvaro GimÈnez,es ESP,"FW,MF",Mallorca,20,1991,7.6,2,,5,,,0.66,,0.4,,0,0
210,Dani GimÈnez,es ESP,GK,Rayo Vallecano,28,1983,10.6,0,,0,,,0,,,,0,0
211,Diego GodÌn,uy URU,DF,AtlÈtico Madrid,25,1986,25.1,2,,8,,,0.32,,0.25,,0,0
212,IÒaki Goitia,es ESP,GK,Betis,29,1982,1.2,0,,0,,,0,,,,0,0
213,Cristian GÛmez,es ESP,MF,Espanyol,22,1989,10.2,1,,2,,,0.2,,0.5,,0,0
214,Ibai GÛmez,es ESP,"FW,MF",Athletic Club,21,1989,9.9,0,,11,,,1.11,,0,,0,0
215,Moi GÛmez,es ESP,"FW,MF",Villarreal,17,1994,0.7,0,,0,,,0,,,,0,0
216,Abel GÛmez Moreno,es ESP,MF,Granada,29,1982,16.7,1,,11,,,0.66,,0.09,,0,0
217,Borja GÛmez PÈrez,es ESP,DF,Granada,23,1988,19,0,,0,,,0,,,,0,0
218,Adri·n Gonz·lez,es ESP,MF,Racing Sant,23,1988,26.2,3,,21,,,0.8,,0.14,,0,0
219,¡Ålvaro Gonz·lez,es ESP,DF,Racing Sant,21,1990,33.6,1,,11,,,0.33,,0.09,,0,0
220,Carmelo Gonz·lez,es ESP,MF,Sporting GijÛn,28,1983,6.6,1,,2,,,0.3,,0.5,,0,0
221,Mikel Gonz·lez,es ESP,DF,Real Sociedad,25,1985,24.5,1,,1,,,0.04,,1,,0,0
222,Esteban Granero,es ESP,MF,Real Madrid,24,1987,7.1,0,,5,,,0.7,,0,,0,0
223,Antoine Griezmann,fr FRA,"FW,MF",Real Sociedad,20,1991,29.1,7,,33,,,1.13,,0.21,,0,1
224,Vicente Guaita,es ESP,GK,Valencia,24,1987,26,0,,0,,,0,,,,0,0
225,Tiberio Guarente,it ITA,MF,Sevilla,25,1985,0.4,0,,1,,,2.57,,0,,0,0
226,Dani G¸iza,es ESP,FW,Getafe,30,1980,16.9,4,,26,,,1.54,,0.15,,0,0
227,Marcos GullÛn,es ESP,MF,Racing Sant,22,1989,7.5,0,,1,,,0.13,,0,,0,0
228,Carlos Gurpegui,es ESP,"DF,MF",Athletic Club,30,1980,5.6,0,,0,,,0,,,,0,0
229,Jonathan de Guzm·n,nl NED,MF,Villarreal,23,1987,11,0,,10,,,0.91,,0,,0,0
230,Jonathan de Guzm·n,nl NED,MF,Mallorca,23,1987,1,0,,2,,,2,,0,,0,0
231,Tomer Hemed,il ISR,FW,Mallorca,24,1987,17.7,8,,15,,,0.85,,0.2,,5,5
232,Iv·n Hern·ndez,es ESP,DF,Sporting GijÛn,31,1980,18.8,0,,0,,,0,,,,0,0
233,Pablo Hern·ndez,es ESP,"FW,MF",Valencia,26,1985,19.8,2,,18,,,0.91,,0.11,,0,0
234,Ander Herrera,es ESP,MF,Athletic Club,21,1989,23.7,1,,10,,,0.42,,0.1,,0,0
235,JosÈ HigÛn,es ESP,MF,Levante,20,1991,0.5,0,,0,,,0,,,,0,0
236,Gonzalo HiguaÌn,ar ARG,"FW,MF",Real Madrid,23,1987,19,22,,34,,,1.79,,0.65,,0,0
237,MoisÈs Hurtado,es ESP,MF,Granada,30,1981,13.8,0,,0,,,0,,,,0,0
238,Vicente Iborra,es ESP,MF,Levante,23,1988,25.7,0,,4,,,0.16,,0,,0,0
239,Hiroshi Ibusuki,jp JPN,FW,Sevilla,20,1991,0.1,0,,0,,,0,,,,0,0
240,Akihiro Ienaga,jp JPN,"FW,MF",Mallorca,25,1986,1.8,0,,0,,,0,,,,0,0
241,Diego Ifr·n,uy URU,FW,Real Sociedad,24,1987,5.4,1,,10,,,1.84,,0.1,,0,0
242,Odion Ighalo,ng NGA,FW,Granada,22,1989,18.2,6,,24,,,1.32,,0.25,,0,0
243,Asier Illarramendi,es ESP,MF,Real Sociedad,21,1990,15.6,0,,3,,,0.19,,0,,0,0
244,AndrÈs Iniesta,es ESP,"FW,MF",Barcelona,27,1984,20.6,2,,17,,,0.83,,0.12,,0,0
245,Gorka Iraizoz,es ESP,GK,Athletic Club,30,1981,37,0,,0,,,0,,,,0,0
246,Andoni Iraola,es ESP,"DF,MF",Athletic Club,29,1982,32.7,1,,4,,,0.12,,0.25,,0,0
247,Iriney,br BRA,MF,Betis,30,1981,28.2,0,,6,,,0.21,,0,,0,0
248,Isco,es ESP,"FW,MF",M·laga,19,1992,27.9,5,,34,,,1.22,,0.15,,0,0
249,JosÈ Isidoro,es ESP,DF,Betis,24,1986,9.9,0,,1,,,0.1,,0,,0,0
250,Jaime Isuardi,es ESP,FW,Racing Sant,19,1992,0.4,0,,0,,,0,,,,0,0
