,,,,,,,,,Standard,,,,,,,,Performance,
21,Jon Ander Garrido,es ESP,MF,Cádiz,30,1989,8.9,0,5,1,20,0.56,0.11,0,0,12.7,0,0
22,Ángel,es ESP,GK,Granada,18,2002,1,0,0,0,,0,0,,,,0,0
23,José Ángel,es ESP,DF,Eibar,30,1989,10,0,2,0,0,0.2,0,0,,27.6,0,0
24,Miguel Ángel Rubio,es ESP,DF,Valladolid,22,1998,1.5,0,1,0,0,0.67,0,0,,8.6,0,0
25,José Antonio Miranda,gq EQG,"MF,DF",Getafe,22,1998,0.3,0,2,0,0,6.92,0,0,,7.6,0,0
26,Aritz Arambarri,es ESP,DF,Real Sociedad,22,1998,0.3,0,1,0,0,3.46,0,0,,7,0,0
27,Mauro Arambarri,uy URU,MF,Getafe,24,1995,33.1,3,47,9,19.1,1.42,0.27,0.06,0.33,25.5,0,0
28,Néstor Araujo,mx MEX,DF,Celta Vigo,28,1991,27,0,6,0,0,0.22,0,0,,10.5,0,0
29,Ronald Araújo,uy URU,DF,Barcelona,21,1999,16.8,2,12,4,33.3,0.72,0.24,0.17,0.5,10.2,0,0
30,Anaitz Arbilla,es ESP,DF,Eibar,33,1987,31.2,0,27,2,7.4,0.87,0.06,0,0,26.8,0,0
31,Unai Arietaleanizbeaskoa,es ESP,"FW,MF",Eibar,21,1999,0.5,0,1,0,0,1.91,0,0,,26,0,0
32,Sergio Arribas,es ESP,"FW,DF",Real Madrid,18,2001,1.5,0,1,1,100,0.67,0.67,0,0,25.3,0,0
33,Sergio Asenjo,es ESP,GK,Villarreal,31,1989,36,0,0,0,,0,0,,,,0,0
34,Marco Asensio,es ESP,"FW,MF",Real Madrid,24,1996,20.8,5,42,11,26.2,2.02,0.53,0.12,0.45,18.2,0,0
35,Iago Aspas,es ESP,FW,Celta Vigo,32,1987,31.8,14,43,22,51.2,1.35,0.69,0.21,0.41,15.7,5,5
36,Miguel Atienza,es ESP,MF,Eibar,21,1999,9.3,0,5,0,0,0.54,0,0,,14,0,0
37,Ezequiel Ávila,ar ARG,"MF,FW",Osasuna,26,1994,2.2,0,8,2,25,3.56,0.89,0,0,20.6,0,0
38,Ramon Azeez,ng NGA,"MF,DF",Granada,27,1992,1.1,0,2,0,0,1.78,0,0,,13,0,0
39,Carlos Bacca,co COL,FW,Villarreal,33,1986,8.7,5,20,12,60,2.29,1.37,0.25,0.42,15.2,0,0
40,Édgar Badía,es ESP,GK,Elche,28,1992,30,0,0,0,,0,0,,,,0,0
41,Alex Baena,es ESP,MF,Villarreal,19,2001,1.5,0,2,1,50,1.31,0.66,0,0,24,0,0
42,Miguel Baeza,es ESP,"MF,FW",Celta Vigo,20,2000,6,1,11,2,18.2,1.82,0.33,0.09,0.5,14.1,0,0
43,Mikel Balenziaga,es ESP,DF,Athletic Club,32,1988,18.8,0,3,1,33.3,0.16,0.05,0,0,30.5,0,0
44,Barcia,es ESP,DF,Granada,19,2000,1,0,0,0,,0,0,,,,0,0
45,Enis Bardhi,mk MKD,"MF,FW",Levante,25,1995,18.7,1,36,13,36.1,1.93,0.7,0.03,0.08,20.2,0,0
46,Kike Barja,es ESP,"MF,FW",Osasuna,23,1997,15.9,2,22,12,54.5,1.38,0.75,0.09,0.17,16.8,0,0
47,Marc Baró,es ESP,DF,Cádiz,20,1999,1,0,1,1,100,1,1,0,0,23.6,0,0
48,Antonio Barragán,es ESP,DF,Elche,33,1987,24.8,0,5,0,0,0.2,0,0,,12.6,0,0
49,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,18,2001,14.5,3,23,7,30.4,1.58,0.48,0.13,0.43,19,0,0
50,Marc Bartra,es ESP,DF,Betis,29,1991,18.8,0,11,4,36.4,0.58,0.21,0,0,18,0,0
51,Álvaro Bastida,es ESP,MF,Cádiz,16,2004,0.4,0,0,0,,0,0,,,,0,0
52,Rodrigo Battaglia,ar ARG,MF,Alavés,29,1991,27.7,1,17,5,29.4,0.61,0.18,0.06,0.2,15,0,0
53,Jon Bautista,es ESP,"FW,MF",Real Sociedad,25,1995,4.1,0,12,3,25,2.92,0.73,0,0,12.9,0,0
54,Fran Beltrán,es ESP,MF,Celta Vigo,21,1999,15.5,3,19,7,36.8,1.22,0.45,0.16,0.43,21.1,0,0
55,Sergio Benito,es ESP,FW,Valladolid,21,1999,0,0,0,0,,0,0,,,,0,0
56,Karim Benzema,fr FRA,FW,Real Madrid,32,1987,32.2,23,122,50,41,3.79,1.55,0.18,0.44,15.1,1,1
57,Yuri Berchiche,es ESP,DF,Athletic Club,30,1990,18.7,1,16,6,37.5,0.86,0.32,0.06,0.17,19,0,0
58,Álex Berenguer,es ESP,"MF,FW",Athletic Club,25,1995,25.3,8,48,15,31.3,1.9,0.59,0.17,0.53,17,0,0
59,Pedro Bigas,es ESP,DF,Eibar,29,1990,17,0,10,1,10,0.59,0.06,0,0,12.9,0,0
60,Blanco,es ESP,"MF,DF",Real Madrid,20,2000,2.4,0,2,0,0,0.82,0,0,,29,0,0
61,Alejandro Blanco,es ESP,MF,Valencia,21,1998,6.4,1,7,2,28.6,1.09,0.31,0.14,0.5,15.6,0,0
62,Rubén Blanco,es ESP,GK,Celta Vigo,25,1995,18.2,0,0,0,,0,0,,,,0,0
63,Alejandro Blesa,es ESP,MF,Levante,18,2002,0.1,0,0,0,,0,0,,,,0,0
64,Yann Bodiger,fr FRA,MF,Cádiz,25,1995,2.8,0,0,0,,0,0,,,,0,0
65,Yassine Bounou,ma MAR,GK,Sevilla,29,1991,33,1,1,1,100,0.03,0.03,1,1,8,0,0
66,Lucas Boyé,ar ARG,FW,Elche,24,1996,29.9,7,57,22,38.6,1.9,0.73,0.12,0.32,16,0,0
67,Martin Braithwaite,dk DEN,FW,Barcelona,29,1991,13.1,2,23,7,30.4,1.76,0.54,0.09,0.29,11.4,0,1
68,Darko Brašanac,rs SRB,MF,Osasuna,28,1992,10.1,2,8,4,50,0.79,0.4,0.25,0.5,16.1,0,0
69,Álvaro Bravo,es ESP,MF,Granada,22,1998,0.2,0,0,0,,0,0,,,,0,0
70,Claudio Bravo,cl CHI,GK,Betis,37,1983,20,0,0,0,,0,0,,,,0,0
71,Yan Brice Eteki,cm CMR,MF,Granada,22,1997,14.7,0,7,3,42.9,0.48,0.2,0,0,19.9,0,0
72,Juan Brunet,ar ARG,MF,Granada,22,1998,0.3,0,0,0,,0,0,,,,0,0
73,Bryan,es ESP,FW,Sevilla,19,2001,0.1,0,0,0,,0,0,,,,0,0
74,Bryan,es ESP,"MF,FW",Eibar,19,2001,25.2,4,40,15,37.5,1.59,0.6,0.1,0.27,17.2,0,0
75,Ante Budimir,hr CRO,FW,Osasuna,29,1991,18.1,11,47,23,48.9,2.6,1.27,0.23,0.48,11.2,0,0
76,Esteban Burgos,ar ARG,DF,Eibar,28,1992,12.3,3,3,2,66.7,0.24,0.16,0.33,0.5,18.5,2,3
77,Burgui,es ESP,MF,Alavés,26,1993,0.2,0,0,0,,0,0,,,,0,0
78,Sergio Busquets,es ESP,MF,Barcelona,32,1988,28,0,3,1,33.3,0.11,0.04,0,0,17,0,0
79,Erick Cabaco,uy URU,DF,Getafe,25,1995,14.7,0,4,0,0,0.27,0,0,,10.5,0,0
80,Cala,es ESP,DF,Cádiz,30,1989,25.2,3,14,5,35.7,0.55,0.2,0.21,0.6,12.6,0,0
81,Jonathan Calleri,ar ARG,FW,Osasuna,26,1993,17.2,5,49,17,34.7,2.86,0.99,0.1,0.29,13.6,0,0
82,Dani Calvo,es ESP,DF,Elche,26,1994,19.8,2,7,4,57.1,0.35,0.2,0.29,0.5,8.9,0,0
83,José Campaña,es ESP,MF,Levante,27,1993,8.3,1,12,4,33.3,1.44,0.48,0,0,22.3,1,1
84,Sergio Canales,es ESP,"MF,FW",Betis,29,1991,27.8,8,45,11,24.4,1.62,0.4,0.13,0.55,21.2,2,3
85,Álex Cantero,es ESP,FW,Levante,20,2000,2.6,0,3,0,0,1.14,0,0,,19,0,0
86,Ander Capa,es ESP,DF,Athletic Club,28,1992,23.7,2,12,6,50,0.51,0.25,0.17,0.33,14.8,0,0
87,Étienne Capoue,fr FRA,MF,Villarreal,32,1988,13.2,1,8,3,37.5,0.61,0.23,0.13,0.33,19.3,0,0
88,Isaac Carcelen,es ESP,DF,Cádiz,27,1993,28.7,0,11,3,27.3,0.38,0.1,0,0,24.8,0,0
89,Cárdenas,es ESP,GK,Levante,23,1997,8,0,0,0,,0,0,,,,0,0
90,Marc Cardona,es ESP,"FW,MF",Osasuna,25,1995,0.6,0,1,1,100,1.7,1.7,0,0,8.5,0,0
91,Diego Carlos,br BRA,DF,Sevilla,27,1993,31,1,15,5,33.3,0.48,0.16,0.07,0.2,9.9,0,0
92,Juan Carlos,es ESP,"MF,FW",Huesca,29,1991,3.2,0,4,1,25,1.24,0.31,0,0,11.7,0,0
93,Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,26,1993,24.2,6,43,25,58.1,1.78,1.03,0.14,0.24,16.9,0,0
94,Sergio Carreira,es ESP,DF,Celta Vigo,19,2000,2.9,1,2,1,50,0.69,0.35,0.5,1,8.1,0,0
95,Guido Carrillo,ar ARG,FW,Elche,29,1991,11.1,3,26,7,26.9,2.34,0.63,0.12,0.43,11.8,0,0
96,Dani Carvajal,es ESP,DF,Real Madrid,28,1992,10.6,0,10,2,20,0.95,0.19,0,0,23.4,0,0
97,William Carvalho,pt POR,MF,Betis,28,1992,13.6,2,15,6,40,1.1,0.44,0.13,0.33,16.9,0,0
98,Casemiro,br BRA,MF,Real Madrid,28,1992,32.2,6,45,11,24.4,1.4,0.34,0.13,0.55,17.8,0,0
99,Sofian Chakla,ma MAR,DF,Villarreal,26,1993,0.1,0,1,0,0,6.92,0,0,,11,0,0
100,Sofian Chakla,ma MAR,DF,Getafe,26,1993,10,0,3,1,33.3,0.3,0.1,0,0,8.3,0,0
101,Chema,es ESP,"DF,MF",Getafe,28,1992,6.2,0,3,1,33.3,0.48,0.16,0,0,29.5,0,0
102,Denis Cheryshev,ru RUS,MF,Valencia,29,1990,12.2,0,21,5,23.8,1.72,0.41,0,0,18.6,0,0
103,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,21,1999,15.2,4,31,10,32.3,2.04,0.66,0.13,0.4,16.6,0,0
104,Víctor Chust,es ESP,DF,Real Madrid,20,2000,1.1,0,0,0,,0,0,,,,0,0
105,Cifu,es ESP,DF,Elche,29,1990,5,0,3,0,0,0.6,0,0,,22.4,0,0
106,Alberto Cifuentes,es ESP,GK,Cádiz,41,1979,2,0,0,0,,0,0,,,,0,0
107,Jasper Cillessen,nl NED,GK,Valencia,31,1989,10,0,0,0,,0,0,,,,0,0
108,Carlos Clerc,es ESP,DF,Levante,28,1992,30.9,0,6,4,66.7,0.19,0.13,0,0,19.2,0,0
109,Coke,es ESP,DF,Levante,33,1987,9.3,0,10,2,20,1.08,0.22,0,0,17.5,0,0
110,Francis Coquelin,fr FRA,MF,Villarreal,29,1991,8.2,0,4,0,0,0.49,0,0,,18.2,0,0
111,Iñigo Córdoba,es ESP,MF,Alavés,23,1997,2.4,0,1,0,0,0.42,0,0,,17,0,0
112,Iñigo Córdoba,es ESP,"FW,MF",Athletic Club,23,1997,1.1,0,2,0,0,1.89,0,0,,16.6,0,0
113,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,25,1995,26.6,9,53,23,43.4,1.99,0.87,0.17,0.39,17,0,0
114,Rober Correa,es ESP,DF,Eibar,27,1992,12.6,0,6,0,0,0.48,0,0,,24.1,0,0
115,Thierry Correia,pt POR,DF,Valencia,21,1999,23.7,1,8,2,25,0.34,0.08,0.13,0.5,17.1,0,0
116,Diego Costa,es ESP,FW,Atlético Madrid,31,1988,2.3,2,4,2,50,1.73,0.87,0.25,0.5,13.1,1,1
117,Jaume Costa,es ESP,"DF,MF",Villarreal,32,1988,3.9,0,2,0,0,0.51,0,0,,15.2,0,0
118,Thibaut Courtois,be BEL,GK,Real Madrid,28,1992,38,0,0,0,,0,0,,,,0,0
119,Philippe Coutinho,br BRA,"MF,FW",Barcelona,28,1992,7.3,2,28,9,32.1,3.85,1.24,0.07,0.22,17,0,0
120,Juan Cruz Armada,es ESP,DF,Osasuna,28,1992,21.8,0,1,0,0,0.05,0,0,,20.1,0,0
121,Sergio Cubero Ezcurra,es ESP,MF,Eibar,20,1999,0,0,0,0,,0,0,,,,0,0
122,Cucho,co COL,"FW,MF",Getafe,21,1999,16.3,2,27,11,40.7,1.66,0.68,0.07,0.18,15.6,0,0
123,Marc Cucurella,es ESP,MF,Getafe,22,1998,36,3,27,8,29.6,0.75,0.22,0.11,0.38,17.1,0,0
124,Patrick Cutrone,it ITA,FW,Valencia,22,1998,1.2,0,3,1,33.3,2.5,0.83,0,0,16,0,0
125,Moussa Dembélé,fr FRA,"FW,MF",Atlético Madrid,24,1996,1.1,0,6,2,33.3,5.4,1.8,0,0,10.8,0,0
126,Ousmane Dembélé,fr FRA,"FW,DF",Barcelona,23,1997,19.7,6,55,20,36.4,2.79,1.01,0.11,0.3,17.2,0,0
127,Sergiño Dest,us USA,DF,Barcelona,19,2000,21.2,2,14,5,35.7,0.66,0.24,0.14,0.4,15.6,0,0
128,Deyverson,br BRA,FW,Alavés,29,1991,9.7,1,14,2,14.3,1.44,0.21,0.07,0.5,16.6,0,0
129,Abdoulay Diaby,ml MLI,MF,Getafe,29,1991,0.2,0,1,0,0,5,0,0,,14,0,0
130,Mouctar Diakhaby,gn GUI,DF,Valencia,23,1996,23.1,1,11,4,36.4,0.48,0.17,0.09,0.25,10,0,0
131,Víctor Díaz,es ESP,DF,Granada,32,1988,9.2,0,5,1,20,0.54,0.11,0,0,26.7,0,0
132,Papakouli Diop,sn SEN,MF,Eibar,34,1986,25.8,1,28,9,32.1,1.08,0.35,0.04,0.11,17.8,0,0
133,Djené,tg TOG,DF,Getafe,28,1991,32.7,0,2,0,0,0.06,0,0,,7.2,0,0
134,Marko Dmitrovi?,rs SRB,GK,Eibar,28,1992,34.7,1,1,0,0,0.03,0,0,,44,1,2
135,Jaume Doménech,es ESP,GK,Valencia,29,1990,28,0,0,0,,0,0,,,,0,0
136,Carlos Dominguez,es ESP,DF,Celta Vigo,19,2001,4,0,1,1,100,0.25,0.25,0,0,6,0,0
137,John Donald,es ESP,"DF,FW",Elche,19,2000,0.6,0,0,0,,0,0,,,,0,0
138,Cheick Doukouré,ci CIV,MF,Levante,27,1992,1.1,0,0,0,,0,0,,,,0,0
139,Idrissa Doumbia,ci CIV,MF,Huesca,22,1998,8.7,0,4,0,0,0.46,0,0,,21.1,0,0
140,Domingos Duarte,pt POR,DF,Granada,25,1995,26.3,1,7,2,28.6,0.27,0.08,0.14,0.5,8.2,0,0
141,Óscar Duarte,cr CRC,DF,Levante,31,1989,22.9,1,6,3,50,0.26,0.13,0.17,0.33,7.5,0,0
142,Rubén Duarte,es ESP,DF,Alavés,24,1995,28.3,1,12,1,8.3,0.42,0.04,0.08,1,22.4,0,0
143,Unai Dufur,es ESP,DF,Eibar,21,1999,0.7,0,0,0,,0,0,,,,0,0
144,Hugo Duro,es ESP,FW,Real Madrid,20,1999,0.6,0,1,0,0,1.64,0,0,,1.4,0,0
145,Aritz Elustondo,es ESP,DF,Real Sociedad,26,1994,20.9,1,5,1,20,0.24,0.05,0.2,1,11.1,0,0
146,Rodrigo Ely,br BRA,DF,Alavés,26,1993,5.2,1,3,2,66.7,0.58,0.38,0.33,0.5,7.9,0,0
147,Emerson,br BRA,DF,Betis,21,1999,33.2,1,11,2,18.2,0.33,0.06,0.09,0.5,17,0,0
148,Youssef En-Nesyri,ma MAR,FW,Sevilla,23,1997,25.7,18,77,27,35.1,3,1.05,0.23,0.67,11.8,0,0
149,Sergi Enrich,es ESP,FW,Eibar,30,1990,15.6,3,42,12,28.6,2.69,0.77,0.07,0.25,9.7,0,1
150,Aarón Escandell,es ESP,GK,Granada,24,1995,5,0,0,0,,0,0,,,,0,0
151,Dani Escriche,es ESP,"FW,MF",Huesca,22,1998,9.5,1,10,1,10,1.05,0.11,0.1,1,13.4,0,0
152,Sergio Escudero,es ESP,DF,Sevilla,30,1989,6.3,1,6,1,16.7,0.96,0.16,0.17,1,20.6,0,0
153,Alfonso Espino,uy URU,DF,Cádiz,28,1992,28.9,0,9,4,44.4,0.31,0.14,0,0,23.5,0,0
154,Vicente Esquerdo,es ESP,MF,Valencia,21,1999,2.6,0,1,0,0,0.39,0,0,,28,0,0
155,Pervis Estupiñán,ec ECU,DF,Villarreal,22,1998,13,0,11,5,45.5,0.85,0.39,0,0,17.5,0,0
156,Xabier Etxeita,es ESP,DF,Getafe,32,1987,9.8,0,4,0,0,0.41,0,0,,8.5,0,0
157,Edu Expósito,es ESP,MF,Eibar,23,1996,27.3,0,41,9,22,1.5,0.33,0,0,22.8,0,2
158,Jokin Ezkieta,es ESP,GK,Athletic Club,23,1996,1,0,0,0,,0,0,,,,0,0
159,Fali,es ESP,"DF,MF",Cádiz,26,1993,29.3,0,11,2,18.2,0.38,0.07,0,0,11.8,0,0
160,Ansu Fati,es ESP,FW,Barcelona,17,2002,4.8,4,14,7,50,2.92,1.46,0.29,0.57,15.6,0,0
161,Nabil Fekir,fr FRA,"MF,FW",Betis,27,1993,29.1,5,84,23,27.4,2.88,0.79,0.05,0.17,21.2,1,3
162,Felipe,br BRA,DF,Atlético Madrid,31,1989,22.9,0,11,2,18.2,0.48,0.09,0,0,9.2,0,0
163,João Félix,pt POR,"FW,MF",Atlético Madrid,20,1999,17.5,7,36,14,38.9,2.06,0.8,0.17,0.43,18.8,1,2
164,Aitor Fernández,es ESP,GK,Levante,29,1991,29,0,0,0,,0,0,,,,0,0
165,Álex Fernández,es ESP,MF,Cádiz,27,1992,21.6,4,8,2,25,0.37,0.09,0.25,1,18.9,2,2
166,Álvaro Fernández,es ESP,GK,Huesca,22,1998,22,0,1,0,0,0.05,0,0,,17,0,0
167,Andrés Fernández,es ESP,GK,Huesca,33,1986,16,0,0,0,,0,0,,,,0,0
168,Augusto Fernández,ar ARG,MF,Cádiz,34,1986,4.1,0,0,0,,0,0,,,,0,0
169,Carlos Fernández,es ESP,"FW,MF",Real Sociedad,24,1996,4.3,1,7,4,57.1,1.62,0.92,0.14,0.25,13.6,0,0
170,Carlos Fernández,es ESP,FW,Sevilla,24,1996,1.6,0,2,1,50,1.26,0.63,0,0,8.4,0,0
171,Joaquín Fernández,es ESP,DF,Valladolid,24,1996,23,1,10,4,40,0.43,0.17,0.1,0.25,7.7,0,0
172,Fernando,br BRA,MF,Sevilla,33,1987,28.3,3,5,4,80,0.18,0.14,0.6,0.75,14.9,0,0
173,David Ferreiro,es ESP,"MF,FW",Huesca,32,1988,28.1,2,28,13,46.4,1,0.46,0.07,0.15,19.7,0,0
174,Facundo Ferreyra,ar ARG,FW,Celta Vigo,29,1991,3.3,1,7,2,28.6,2.1,0.6,0.14,0.5,11.2,0,0
175,Fidel,es ESP,"MF,DF",Elche,30,1989,26.6,6,16,7,43.8,0.6,0.26,0.25,0.57,21,2,3
176,Junior Firpo,es ESP,DF,Barcelona,23,1996,3.2,1,1,1,100,0.31,0.31,1,1,3,0,0
177,Kingsley Fobi,gh GHA,DF,Granada,21,1998,0.5,0,0,0,,0,0,,,,0,0
178,Ramón Folch,es ESP,MF,Elche,30,1989,0,0,0,0,,0,0,,,,0,0
179,José Fontán,es ESP,DF,Celta Vigo,20,2000,7.2,0,5,3,60,0.69,0.41,0,0,11.8,0,0
180,Dimitri Foulquier,fr FRA,DF,Granada,27,1993,29.6,0,7,4,57.1,0.24,0.14,0,0,15.7,0,0
181,Juan Foyth,ar ARG,"DF,MF",Villarreal,22,1998,13,0,1,0,0,0.08,0,0,,6,0,0
182,Jorge de Frutos,es ESP,"MF,FW",Levante,23,1997,24.3,4,27,10,37,1.11,0.41,0.15,0.4,17.5,0,0
183,Ramiro Funes Mori,ar ARG,DF,Villarreal,29,1991,8.1,0,4,1,25,0.5,0.12,0,0,11.2,0,0
184,Javi Galán,es ESP,DF,Huesca,25,1994,34.1,1,7,1,14.3,0.21,0.03,0.14,1,24,0,0
185,Enric Gallego,es ESP,FW,Osasuna,33,1986,9,0,14,4,28.6,1.56,0.45,0,0,12,0,0
186,Kévin Gameiro,fr FRA,FW,Valencia,33,1987,12,4,15,7,46.7,1.25,0.58,0.27,0.57,14,0,0
187,Aleix García,es ESP,MF,Eibar,23,1997,4.9,0,5,2,40,1.03,0.41,0,0,19.7,0,0
188,Borja García,es ESP,"MF,FW",Huesca,29,1990,12.4,1,14,2,14.3,1.13,0.16,0.07,0.5,18.6,0,0
189,Dani García,es ESP,MF,Athletic Club,30,1990,21.3,0,7,1,14.3,0.33,0.05,0,0,19.1,0,0
190,David García,es ESP,DF,Osasuna,26,1994,35,1,14,1,7.1,0.4,0.03,0.07,1,11.1,0,0
191,Manu García,es ESP,MF,Alavés,34,1986,12.5,0,11,2,18.2,0.88,0.16,0,0,17.2,0,0
192,Raúl García,es ESP,"FW,MF",Athletic Club,34,1986,19.4,5,44,12,27.3,2.27,0.62,0.07,0.25,17.3,2,3
193,Raúl García,es ESP,"DF,MF",Valladolid,31,1989,5.6,1,3,3,100,0.54,0.54,0.33,0.33,18.8,0,0
194,Rubén García,es ESP,"MF,FW",Osasuna,27,1993,30.2,3,30,7,23.3,0.99,0.23,0.07,0.29,22.9,1,1
195,Sergi García,es ESP,MF,Alavés,21,1999,0.2,0,0,0,,0,0,,,,0,0
196,Unai García,es ESP,DF,Osasuna,28,1992,13.8,0,4,0,0,0.29,0,0,,15,0,0
197,Mario Gaspar,es ESP,DF,Villarreal,29,1990,20.6,0,15,4,26.7,0.73,0.19,0,0,18.9,0,0
198,Paulo Gazzaniga,ar ARG,GK,Elche,28,1992,8,0,0,0,,0,0,,,,0,0
199,David Gil,es ESP,GK,Cádiz,26,1994,4,0,0,0,,0,0,,,,0,0
200,Álvaro Giménez,es ESP,"FW,MF",Cádiz,29,1991,4.5,2,5,2,40,1.11,0.44,0.4,1,10.6,0,0
201,Dani Gómez,es ESP,FW,Levante,22,1998,18.5,2,31,8,25.8,1.67,0.43,0.06,0.25,15.3,0,0
202,Ibai Gómez,es ESP,MF,Athletic Club,30,1989,4.7,0,5,0,0,1.06,0,0,,21.7,0,0
203,Maxi Gómez,uy URU,FW,Valencia,23,1996,29.9,7,54,24,44.4,1.81,0.8,0.13,0.29,16.6,0,0
204,Moi Gómez,es ESP,"MF,FW",Villarreal,26,1994,28.5,4,24,10,41.7,0.84,0.35,0.13,0.3,16.5,1,1
205,Papu Gómez,ar ARG,"MF,FW",Sevilla,32,1988,10.2,3,18,10,55.6,1.77,0.98,0.17,0.3,21.7,0,0
206,Sergi Gómez,es ESP,DF,Sevilla,28,1992,8,0,1,0,0,0.13,0,0,,13,0,0
207,Sergio Gómez,es ESP,"MF,FW",Huesca,19,2000,8.8,0,10,2,20,1.14,0.23,0,0,23.7,0,0
208,Maxime Gonalons,fr FRA,MF,Granada,31,1989,16.4,0,3,1,33.3,0.18,0.06,0,0,9.2,0,0
209,Bruno González,es ESP,DF,Valladolid,30,1990,25.1,1,5,2,40,0.2,0.08,0.2,0.5,11.9,0,0
210,Diego González,es ESP,DF,Elche,25,1995,14.2,1,6,2,33.3,0.42,0.14,0.17,0.5,8.4,0,0
211,Sergio González,es ESP,"MF,DF",Cádiz,23,1997,1,0,1,0,0,1,0,0,,7.6,0,0
212,Urko González,es ESP,MF,Real Sociedad,19,2001,0.5,0,0,0,,0,0,,,,0,0
213,Andoni Gorosabel,es ESP,DF,Real Sociedad,23,1996,26.5,0,9,2,22.2,0.34,0.08,0,0,21,0,0
214,Antoine Griezmann,fr FRA,"FW,MF",Barcelona,29,1991,28.9,13,68,30,44.1,2.35,1.04,0.18,0.4,14.5,1,2
215,Andrés Guardado,mx MEX,MF,Betis,33,1986,14.6,1,11,5,45.5,0.75,0.34,0.09,0.2,23.2,0,0
216,Sergi Guardiola,es ESP,FW,Valladolid,29,1991,19.9,1,34,8,23.5,1.7,0.4,0,0,16.9,1,2
217,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,28,1991,11.6,0,8,1,12.5,0.69,0.09,0,0,30.1,0,0
218,Gonçalo Guedes,pt POR,"MF,FW",Valencia,23,1996,25.4,5,51,15,29.4,2.01,0.59,0.1,0.33,21.3,0,0
219,Ander Guevara,es ESP,MF,Real Sociedad,23,1997,23.1,1,9,2,22.2,0.39,0.09,0.11,0.5,21.1,0,0
220,John Guidetti,se SWE,"FW,MF",Alavés,28,1992,2.3,1,5,1,20,2.16,0.43,0.2,1,14.4,0,0
221,Hugo Guillamón,es ESP,DF,Valencia,20,2000,22.1,1,8,1,12.5,0.36,0.05,0.13,1,10.6,0,0
222,Jon Guridi,es ESP,MF,Real Sociedad,25,1995,9.2,0,8,2,25,0.87,0.22,0,0,20.1,0,0
223,Raúl Guti,es ESP,MF,Elche,23,1996,31.8,3,27,6,22.2,0.85,0.19,0.11,0.5,21.4,0,0
