,,,,,,,,,Standard,,,,,,,,Performance,
444,Portu,es ESP,"FW,MF",Real Sociedad,28,1992,24.3,8,32,12,37.5,1.32,0.49,0.25,0.67,13,0,0
445,Sergio Postigo,es ESP,DF,Levante,31,1988,18,0,1,0,0,0.06,0,0,,11.2,0,0
446,Darío Poveda,es ESP,FW,Getafe,23,1997,0.1,0,0,0,,0,0,,,,0,0
447,Alejandro Pozo Pozo,es ESP,"DF,MF",Eibar,21,1999,24.3,0,11,1,9.1,0.45,0.04,0,0,22.6,0,0
448,Antonio Puertas,es ESP,"FW,MF",Granada,28,1992,24.1,3,28,11,39.3,1.16,0.46,0.11,0.27,15.1,0,0
449,Riqui Puig,es ESP,MF,Barcelona,20,1999,3.2,1,4,2,50,1.23,0.62,0.25,0.5,17,0,0
450,Jorge Pulido,es ESP,DF,Huesca,29,1991,32.1,1,17,2,11.8,0.53,0.06,0.06,0.5,13.2,0,0
451,Domingos Quina,pt POR,MF,Granada,20,1999,3.8,2,8,3,37.5,2.11,0.79,0.25,0.67,21.3,0,0
452,Quini,es ESP,DF,Granada,30,1989,13.2,1,8,3,37.5,0.6,0.23,0.13,0.33,25.2,0,0
453,Quique,es ESP,"FW,MF",Eibar,30,1990,1.9,0,4,1,25,2.16,0.54,0,0,14.5,0,0
454,Dani Raba,es ESP,MF,Villarreal,24,1995,1.7,0,6,1,16.7,3.6,0.6,0,0,17.1,0,0
455,Uros Racic,rs SRB,MF,Valencia,22,1998,24.3,1,35,10,28.6,1.44,0.41,0.03,0.1,22.2,0,0
456,Nemanja Radoja,rs SRB,MF,Levante,27,1993,12.5,0,7,0,0,0.56,0,0,,22.2,0,0
457,Ivan Rakitic,hr CRO,MF,Sevilla,32,1988,24.8,4,38,8,21.1,1.53,0.32,0.05,0.25,19.2,2,2
458,Jonás Ramalho,es ESP,DF,Osasuna,27,1993,3.4,0,2,1,50,0.59,0.3,0,0,14.6,0,0
459,Sandro Ramírez,es ESP,"FW,MF",Huesca,25,1995,14.3,5,30,19,63.3,2.1,1.33,0.17,0.26,19.4,0,0
460,Sergio Ramos,es ESP,DF,Real Madrid,34,1986,14.2,2,15,4,26.7,1.06,0.28,0,0,12.1,2,2
461,Recio,es ESP,MF,Eibar,29,1991,8.2,1,13,2,15.4,1.59,0.25,0,0,21.2,1,1
462,Francisco Reis Ferreira,pt POR,DF,Valencia,23,1997,2,0,0,0,,0,0,,,,0,0
463,Karim Rekik,nl NED,DF,Sevilla,25,1994,7.3,0,3,0,0,0.41,0,0,,8.4,0,0
464,Álex Remiro,es ESP,GK,Real Sociedad,25,1995,38,0,0,0,,0,0,,,,0,0
465,Oriol Rey,es ESP,MF,Valladolid,22,1998,0.2,0,0,0,,0,0,,,,0,0
466,Ricard,es ESP,DF,Atlético Madrid,20,2000,0.3,0,1,0,0,3,0,0,,19.2,0,0
467,Mikel Rico,es ESP,MF,Huesca,35,1984,24.3,1,20,6,30,0.82,0.25,0.05,0.17,15.1,0,0
468,Emiliano Rigoni,ar ARG,"MF,FW",Elche,27,1993,12.7,1,17,7,41.2,1.34,0.55,0.06,0.14,20.3,0,0
469,Luis Rioja,es ESP,"MF,DF",Alavés,26,1993,23.2,4,25,10,40,1.08,0.43,0.16,0.4,17.7,0,0
470,Rober,es ESP,"DF,MF",Levante,25,1995,15.8,0,6,0,0,0.38,0,0,,15.8,0,0
471,Roberto,es ESP,GK,Valladolid,34,1986,13,0,0,0,,0,0,,,,0,0
472,Sergi Roberto,es ESP,"DF,MF",Barcelona,28,1992,10.5,1,5,1,20,0.48,0.1,0.2,1,17.2,0,0
473,Joel Robles,es ESP,GK,Betis,30,1990,18,0,0,0,,0,0,,,,0,0
474,Rubén Rochina,es ESP,MF,Levante,29,1991,15.6,0,36,8,22.2,2.31,0.51,0,0,24.4,0,0
475,Rodrigo,es ESP,"FW,MF",Betis,20,2000,6,0,4,0,0,0.67,0,0,,22.1,0,0
476,Kévin Rodrigues,pt POR,"MF,DF",Eibar,26,1994,12.2,1,9,4,44.4,0.74,0.33,0.11,0.25,22.1,0,0
477,Ángel Rodríguez,es ESP,"FW,MF",Getafe,33,1987,15.3,5,35,12,34.3,2.29,0.79,0.11,0.33,16.2,1,2
478,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Sevilla,22,1998,5.7,0,10,2,20,1.76,0.35,0,0,23.7,0,0
479,Guido Rodríguez,ar ARG,MF,Betis,26,1994,31.8,1,30,9,30,0.94,0.28,0.03,0.11,19,0,0
480,Miguel Rodríguez,es ESP,"FW,MF",Celta Vigo,17,2003,0.3,0,0,0,,0,0,,,,0,0
481,Víctor Rodríguez,es ESP,MF,Elche,31,1989,4.7,0,0,0,,0,0,,,,0,0
482,Rodrygo,br BRA,FW,Real Madrid,19,2001,10.9,1,26,5,19.2,2.38,0.46,0.04,0.2,15.8,0,0
483,Facundo Roncaglia,ar ARG,DF,Osasuna,33,1987,13.7,1,13,2,15.4,0.95,0.15,0.08,0.5,25,0,0
484,Rubén,es ESP,"GK,MF",Osasuna,36,1984,2.1,0,0,0,,0,0,,,,0,0
485,Waldo Rubio,es ESP,"FW,MF",Valladolid,24,1995,4.2,1,8,1,12.5,1.92,0.24,0,0,23.1,1,1
486,Aitor Ruibal,es ESP,"FW,MF",Betis,24,1996,17.7,2,34,13,38.2,1.92,0.73,0.06,0.15,17.3,0,0
487,Isma Ruiz,es ESP,MF,Granada,19,2001,0.7,0,0,0,,0,0,,,,0,0
488,Víctor Ruiz,es ESP,DF,Betis,31,1989,24,2,4,4,100,0.17,0.17,0.5,0.5,10.5,0,0
489,Gerónimo Rulli,ar ARG,GK,Villarreal,28,1992,2,0,0,0,,0,0,,,,0,0
490,Modibo Sagnan,fr FRA,"DF,MF",Real Sociedad,21,1999,6.9,0,5,1,20,0.72,0.14,0,0,24.1,0,0
491,Borja Sainz,es ESP,"MF,FW",Alavés,19,2001,5,1,8,4,50,1.59,0.79,0.13,0.25,16,0,0
492,Salvi,es ESP,"MF,FW",Cádiz,29,1991,21.5,2,16,5,31.3,0.74,0.23,0.13,0.4,18.2,0,0
493,Fede San Emeterio,es ESP,MF,Valladolid,23,1997,16.2,0,3,0,0,0.18,0,0,,23,0,0
494,Antonio Sanabria,py PAR,FW,Betis,24,1996,10.4,3,24,12,50,2.32,1.16,0.13,0.25,11.6,0,0
495,Oihan Sancet,es ESP,"FW,MF",Athletic Club,20,2000,11.5,2,18,6,33.3,1.57,0.52,0.11,0.33,12.1,0,0
496,Germán Sánchez,es ESP,DF,Granada,33,1986,29.3,3,14,5,35.7,0.48,0.17,0.21,0.6,8.4,0,0
497,Javi Sánchez,es ESP,DF,Valladolid,23,1997,10.2,0,3,0,0,0.29,0,0,,8,0,0
498,Manuel Sánchez,es ESP,DF,Osasuna,19,2000,10.8,0,3,1,33.3,0.28,0.09,0,0,18.2,0,0
499,Manuel Sánchez,es ESP,DF,Atlético Madrid,19,2000,0.5,0,0,0,,0,0,,,,0,0
500,Juan Sánchez Miño,ar ARG,"DF,MF",Elche,30,1990,5.5,0,0,0,,0,0,,,,0,0
501,Oier Sanjurjo,es ESP,MF,Osasuna,34,1986,23.2,0,15,4,26.7,0.65,0.17,0,0,14.9,0,0
502,Ivan Šaponjic,rs SRB,FW,Cádiz,22,1997,4.3,1,10,5,50,2.32,1.16,0,0,10.6,1,1
503,Stefan Savi?,me MNE,DF,Atlético Madrid,29,1991,32.8,1,7,2,28.6,0.21,0.06,0.14,0.5,5,0,0
504,Jaime Seoane,es ESP,MF,Huesca,23,1997,22.9,1,24,9,37.5,1.05,0.39,0.04,0.11,20.8,0,0
505,Edgar Sevikyan,ru RUS,MF,Levante,18,2001,0.1,0,0,0,,0,0,,,,0,0
506,Sidnei,br BRA,DF,Betis,30,1989,7.7,0,1,0,0,0.13,0,0,,5.1,0,0
507,David Silva,es ESP,MF,Real Sociedad,34,1986,15.5,2,20,3,15,1.29,0.19,0.1,0.67,13.4,0,0
508,Gastón Silva,uy URU,DF,Huesca,26,1994,6.7,0,0,0,,0,0,,,,0,0
509,Rui Silva,pt POR,GK,Granada,26,1994,32,0,0,0,,0,0,,,,0,0
510,Unai Simón,es ESP,GK,Athletic Club,23,1997,37,0,0,0,,0,0,,,,0,0
511,Dimitris Siovas,gr GRE,DF,Huesca,31,1988,34.1,2,29,8,27.6,0.85,0.23,0.07,0.25,10.5,0,0
512,Antonio Sivera,es ESP,GK,Alavés,23,1996,0.8,0,0,0,,0,0,,,,0,0
513,Rafa Soares,pt POR,DF,Eibar,25,1995,12.6,0,2,0,0,0.16,0,0,,19.9,0,0
514,Rubén Sobrino,es ESP,"MF,FW",Valencia,28,1992,0.5,0,0,0,,0,0,,,,0,0
515,Rubén Sobrino,es ESP,"FW,MF",Cádiz,28,1992,12.4,1,9,5,55.6,0.73,0.4,0.11,0.2,12.1,0,0
516,Augusto Solari,ar ARG,MF,Celta Vigo,28,1992,5.4,2,5,3,60,0.93,0.56,0.4,0.67,23.5,0,0
517,Roberto Soldado,es ESP,FW,Granada,35,1985,16,9,29,10,34.5,1.82,0.63,0.24,0.7,15.9,2,2
518,Carlos Soler,es ESP,MF,Valencia,23,1997,30.4,11,29,9,31,0.95,0.3,0.14,0.44,25.8,7,9
519,Son,es ESP,"DF,MF",Levante,26,1994,12.3,0,8,5,62.5,0.65,0.41,0,0,18.1,0,0
520,David Soria,es ESP,GK,Getafe,27,1993,28,0,0,0,,0,0,,,,0,0
521,Alberto Soro,es ESP,"FW,MF",Granada,21,1999,4.4,1,2,1,50,0.46,0.23,0.5,1,9.9,0,0
522,Hugo Sotelo,es ESP,MF,Celta Vigo,16,2003,0,0,0,0,,0,0,,,,0,0
523,Damián Suárez,uy URU,DF,Getafe,32,1988,27,1,10,2,20,0.37,0.07,0.1,0.5,32.1,0,0
524,Denis Suárez,es ESP,MF,Celta Vigo,26,1994,31.7,0,16,3,18.8,0.5,0.09,0,0,21.8,0,0
525,Luis Suárez,uy URU,FW,Atlético Madrid,33,1987,27.9,21,98,41,41.8,3.52,1.47,0.18,0.44,16.3,3,3
526,Suso,es ESP,FW,Sevilla,26,1993,24.6,3,48,17,35.4,1.95,0.69,0.06,0.18,22.9,0,0
527,Tachi,es ESP,DF,Alavés,22,1997,9.4,0,3,0,0,0.32,0,0,,8.9,0,0
528,Renato Tapia,pe PER,MF,Celta Vigo,25,1995,30,0,18,5,27.8,0.6,0.17,0,0,19,0,0
529,Tomás Tavares,pt POR,"MF,DF",Alavés,19,2001,0.7,0,0,0,,0,0,,,,0,0
530,Álvaro Tejero,es ESP,DF,Eibar,24,1996,1.2,0,2,1,50,1.64,0.82,0,0,26.7,0,0
531,Cristian Tello,es ESP,"FW,MF",Betis,28,1991,14.3,5,35,14,40,2.46,0.98,0.14,0.36,20.4,0,0
532,Marc-André ter Stegen,de GER,GK,Barcelona,28,1992,31,0,1,0,0,0.03,0,0,,18,0,0
533,David Timor,es ESP,"MF,DF",Getafe,30,1989,15.5,0,18,5,27.8,1.16,0.32,0,0,33.3,0,0
534,Toño,es ESP,DF,Levante,30,1989,8.1,0,2,0,0,0.25,0,0,,26.8,0,0
535,Lucas Torreira,uy URU,"MF,FW",Atlético Madrid,24,1996,5.8,1,3,1,33.3,0.52,0.17,0.33,1,34.6,0,0
536,Óliver Torres,es ESP,"MF,FW",Sevilla,25,1994,15.6,0,10,3,30,0.64,0.19,0,0,18.1,0,0
537,Pau Torres,es ESP,DF,Villarreal,23,1997,33,2,8,3,37.5,0.24,0.09,0.25,0.67,7.3,0,0
538,Roberto Torres,es ESP,"MF,FW",Osasuna,31,1989,21,7,42,9,21.4,2,0.43,0.07,0.33,24.3,4,5
539,Lucas Torró,es ESP,MF,Osasuna,26,1994,17.2,0,17,7,41.2,0.99,0.41,0,0,21.2,0,0
540,Manu Trigueros,es ESP,MF,Villarreal,28,1991,28.1,1,30,8,26.7,1.07,0.28,0.03,0.13,21.7,0,0
541,Francisco Trincão,pt POR,"FW,MF",Barcelona,20,1999,7.8,3,23,12,52.2,2.93,1.53,0.13,0.25,16.6,0,0
542,Kieran Trippier,eng ENG,DF,Atlético Madrid,29,1990,27.5,0,3,1,33.3,0.11,0.04,0,0,19,0,0
543,Samuel Umtiti,fr FRA,DF,Barcelona,26,1993,7.2,0,2,1,50,0.28,0.14,0,0,8.5,0,0
544,Enes Ünal,tr TUR,FW,Getafe,23,1997,14.6,4,36,9,25,2.46,0.61,0.08,0.33,13.3,1,1
545,Tomáš Vaclík,cz CZE,GK,Sevilla,31,1989,5,0,0,0,,0,0,,,,0,0
546,Eugeni Valderrama,es ESP,"FW,MF",Huesca,26,1994,1.3,0,0,0,,0,0,,,,0,0
547,Jesús Vallejo,es ESP,DF,Granada,23,1997,15,0,1,0,0,0.07,0,0,,12,0,0
548,Manu Vallejo,es ESP,"FW,MF",Valencia,23,1997,10.6,5,18,13,72.2,1.71,1.23,0.28,0.38,11.7,0,0
549,Federico Valverde,uy URU,MF,Real Madrid,22,1998,14.8,3,23,8,34.8,1.56,0.54,0.13,0.38,21.4,0,0
550,Raphaël Varane,fr FRA,DF,Real Madrid,27,1993,30.2,2,17,4,23.5,0.56,0.13,0.12,0.5,8.9,0,0
551,Denis Vavro,sk SVK,DF,Huesca,24,1996,6.8,0,8,2,25,1.18,0.29,0,0,28.2,0,0
552,Franco Vázquez,ar ARG,"FW,MF",Sevilla,31,1989,1.8,1,3,1,33.3,1.65,0.55,0.33,1,13.8,0,0
553,Kevin Vázquez,es ESP,DF,Celta Vigo,27,1993,6.2,0,1,0,0,0.16,0,0,,23.3,0,0
554,Lucas Vázquez,es ESP,"DF,FW",Real Madrid,29,1991,20.5,2,22,8,36.4,1.07,0.39,0.09,0.25,18.9,0,0
555,Koke Vegas,es ESP,GK,Levante,24,1995,1,0,0,0,,0,0,,,,0,0
556,Gabriel Veiga,es ESP,"MF,DF",Celta Vigo,18,2002,1.3,0,0,0,,0,0,,,,0,0
557,Unai Vencedor Paris,es ESP,MF,Athletic Club,19,2000,18.9,0,9,1,11.1,0.48,0.05,0,0,22.7,0,0
558,Gonzalo Verdú,es ESP,DF,Elche,31,1988,32.7,0,12,4,33.3,0.37,0.12,0,0,12.8,0,0
559,Mikel Vesga,es ESP,MF,Athletic Club,27,1993,19.1,0,23,5,21.7,1.2,0.26,0,0,16,0,0
560,Rúben Vezo,pt POR,DF,Levante,26,1994,25.7,1,5,2,40,0.19,0.08,0.2,0.5,14.1,0,0
561,Iñigo Vicente,es ESP,"FW,MF",Athletic Club,22,1998,0.6,0,1,0,0,1.73,0,0,,21.8,0,0
562,Fede Vico,es ESP,"MF,FW",Granada,26,1994,8.5,0,10,5,50,1.17,0.59,0,0,21.1,0,0
563,Aleix Vidal,es ESP,DF,Sevilla,30,1989,6.6,0,1,0,0,0.15,0,0,,25,0,0
564,Nacho Vidal,es ESP,DF,Osasuna,25,1995,26.1,0,9,2,22.2,0.34,0.08,0,0,16.6,0,0
565,Toni Villa,es ESP,"MF,FW",Valladolid,25,1995,10.8,2,15,5,33.3,1.39,0.46,0.13,0.4,18.5,0,0
566,Asier Villalibre,es ESP,FW,Athletic Club,22,1997,17.7,4,40,15,37.5,2.27,0.85,0.1,0.27,13.5,0,0
567,Iván Villar,es ESP,GK,Celta Vigo,23,1997,19.8,0,0,0,,0,0,,,,0,0
568,Vitolo,es ESP,"MF,FW",Atlético Madrid,30,1989,3.3,0,2,0,0,0.6,0,0,,11.4,0,0
569,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,28,1992,5.8,0,0,0,,0,0,,,,0,0
570,Nikola Vukcevic,me MNE,MF,Levante,28,1991,9,0,2,0,0,0.22,0,0,,5.4,0,0
571,Daniel Wass,dk DEN,"MF,DF",Valencia,31,1989,33.1,4,37,10,27,1.12,0.3,0.08,0.3,24.5,1,1
572,Shon Weissman,il ISR,FW,Valladolid,24,1996,23.7,6,38,16,42.1,1.6,0.68,0.16,0.38,12.3,0,0
573,Iñaki Williams,gh GHA,FW,Athletic Club,26,1994,26.5,6,52,17,32.7,1.96,0.64,0.1,0.29,15.2,1,1
574,Nico Williams,es ESP,MF,Athletic Club,18,2002,0.6,0,1,0,0,1.58,0,0,,13.6,0,0
575,Jawad El Yamiq,ma MAR,DF,Valladolid,28,1992,15.3,0,8,2,25,0.52,0.13,0,0,15.8,0,0
576,Rubén Yáñez,es ESP,GK,Getafe,26,1993,10,0,0,0,,0,0,,,,0,0
577,Yoel,es ESP,GK,Eibar,31,1988,3.3,0,0,0,,0,0,,,,0,0
578,Okay Yokuslu,tr TUR,MF,Celta Vigo,26,1994,5.1,0,3,0,0,0.58,0,0,,16.8,0,0
579,Joseba Zaldúa,es ESP,DF,Real Sociedad,28,1992,7.1,0,2,1,50,0.28,0.14,0,0,26.2,0,0
580,Oier Zarraga,es ESP,MF,Athletic Club,21,1999,1.1,0,1,0,0,0.9,0,0,,16,0,0
581,Igor Zubeldia,es ESP,DF,Real Sociedad,23,1997,21.8,1,9,3,33.3,0.41,0.14,0.11,0.33,16.2,0,0
582,Martín Zubimendi,es ESP,MF,Real Sociedad,21,1999,20.9,0,7,1,14.3,0.33,0.05,0,0,12.3,0,0
