,,,,,,,,,Standard,,,,,,,,Performance,
506,Tato,es†ESP,MF,Racing Sant,18,1992,0.9,0,,1,,,1.15,,0,,0,0
507,Mohamed TchitÈ,bi†BDI,FW,Racing Sant,26,1984,1,0,,1,,,1,,0,,0,1
508,Sergio Tejera,es†ESP,MF,Mallorca,20,1990,9,0,,4,,,0.45,,0,,0,0
509,Olivier Thomert,mq†MTQ,"FW,MF",HÈrcules,30,1980,8.9,1,,3,,,0.34,,0.33,,0,0
510,David Timor,es†ESP,"DF,MF",Osasuna,20,1989,0.1,0,,0,,,0,,,,0,0
511,Antonio Tom·s,es†ESP,MF,La CoruÒa,25,1985,18.6,0,,1,,,0.05,,0,,0,0
512,Carlos Tom·s,es†ESP,DF,Villarreal,22,1988,1,0,,,,,,,,,0,
513,ToÒo,es†ESP,GK,Racing Sant,30,1979,37,0,,0,,,0,,,,0,0
514,Mehmet Topal,tr†TUR,"DF,MF",Valencia,24,1986,20.3,1,,6,,,0.3,,0.17,,0,0
515,Gaizka Toquero,es†ESP,"FW,MF",Athletic Club,25,1984,22.9,7,,21,,,0.92,,0.33,,0,2
516,Marc TorrejÛn,es†ESP,DF,Racing Sant,24,1986,35,1,,5,,,0.14,,0.2,,0,0
517,Manu Torres,es†ESP,DF,M·laga,20,1989,4.7,0,,1,,,0.21,,0,,0,0
518,Miguel Torres,es†ESP,DF,Getafe,24,1986,29.2,0,,1,,,0.03,,0,,0,0
519,Xavi Torres,es†ESP,MF,Levante,23,1986,34.1,0,,5,,,0.15,,0,,0,0
520,Tote,es†ESP,"FW,MF",HÈrcules,31,1978,13.6,1,,4,,,0.29,,0.25,,0,0
521,David Trezeguet,fr†FRA,FW,HÈrcules,32,1977,27.3,12,,31,,,1.14,,0.32,,2,3
522,Alexandros Tziolis,gr†GRE,MF,Racing Sant,25,1985,8.1,0,,2,,,0.25,,0,,0,0
523,Ikechukwu Uche,ng†NGA,FW,Zaragoza,26,1984,10.2,1,,8,,,0.79,,0.13,,0,0
524,Kalu Uche,ng†NGA,"FW,MF",AlmerÌa,27,1982,24.6,7,,28,,,1.14,,0.25,,0,1
525,Tomas Ujfalusi,cz†CZE,DF,AtlÈtico Madrid,32,1978,32,0,,3,,,0.09,,0,,0,0
526,Leonardo Ulloa,ar†ARG,FW,AlmerÌa,24,1986,19.6,7,,16,,,0.82,,0.44,,0,0
527,Jonathan Urretaviscaya,uy†URU,"FW,MF",La CoruÒa,20,1990,4.1,0,,1,,,0.24,,0,,0,0
528,”scar Ustari,ar†ARG,GK,Getafe,24,1986,15.2,0,,0,,,0,,,,0,0
529,Ustaritz,es†ESP,DF,Athletic Club,27,1983,8.1,0,,1,,,0.12,,0,,0,0
530,Kriszti·n VadÛcz,hu†HUN,MF,Osasuna,25,1985,15,3,,10,,,0.67,,0.3,,0,0
531,VÌctor ValdÈs,es†ESP,GK,Barcelona,28,1982,32,0,,0,,,0,,,,0,0
532,Nelson Valdez,py†PAR,FW,HÈrcules,26,1983,20.2,8,,26,,,1.29,,0.31,,0,0
533,Valdo,cv†CPV,"FW,MF",Levante,29,1981,23.3,2,,5,,,0.21,,0.4,,0,0
534,Juan Valera EspÌn,es†ESP,"DF,MF",AtlÈtico Madrid,25,1984,12,1,,3,,,0.25,,0.33,,0,0
535,Diego Valeri,ar†ARG,"FW,MF",AlmerÌa,24,1986,3,0,,4,,,1.32,,0,,0,0
536,Borja Valero,es†ESP,MF,Villarreal,25,1985,32.7,3,,11,,,0.34,,0.27,,0,0
537,Javi Varas,es†ESP,GK,Sevilla,27,1982,19.9,0,,0,,,0,,,,0,0
538,Fabi·n Vargas,co†COL,MF,AlmerÌa,30,1980,12.1,1,,2,,,0.17,,0.5,,0,0
539,¡lvaro V·zquez,es†ESP,FW,Espanyol,19,1991,13.6,4,,13,,,0.96,,0.31,,0,0
540,Ion VÈlez,es†ESP,FW,Athletic Club,25,1985,1.2,0,,1,,,0.8,,0,,0,0
541,Piet Velthuizen,nl†NED,GK,HÈrcules,23,1986,3,0,,0,,,0,,,,0,0
542,Javi Venta,es†ESP,DF,Levante,34,1975,33,0,,1,,,0.03,,0,,0,0
543,Urko Vera,es†ESP,FW,Athletic Club,23,1987,1.1,1,,1,,,0.89,,1,,0,0
544,Joan Verd˙,es†ESP,MF,Espanyol,27,1983,34.7,5,,18,,,0.52,,0.28,,0,0
545,Jo„o Victor,br†BRA,"DF,MF",Mallorca,21,1988,23.5,0,,0,,,0,,,,0,0
546,Borja Viguera,es†ESP,FW,Real Sociedad,23,1987,0.8,0,,3,,,3.7,,0,,0,0
547,DÌdac Vil‡,es†ESP,DF,Espanyol,21,1989,12.4,0,,0,,,0,,,,0,0
548,David Villa,es†ESP,"FW,MF",Barcelona,28,1981,30.5,18,,57,,,1.87,,0.32,,0,0
549,Wakaso,gh†GHA,MF,Villarreal,20,1990,3.3,0,,1,,,0.3,,0,,0,0
550,Pierre WebÛ,cm†CMR,FW,Mallorca,28,1982,29.4,11,,41,,,1.39,,0.27,,0,1
551,Xavi,es†ESP,MF,Barcelona,30,1980,27.2,3,,12,,,0.44,,0.25,,0,0
552,Xisco,es†ESP,FW,La CoruÒa,24,1986,4.4,2,,7,,,1.58,,0.29,,0,0
553,Xisco,es†ESP,"FW,MF",Levante,29,1980,14.7,1,,8,,,0.54,,0.13,,0,0
554,Didier Zokora,ci†CIV,MF,Sevilla,29,1980,17.1,0,,4,,,0.23,,0,,0,0
555,David Zurutuza,es†ESP,MF,Real Sociedad,24,1986,27.8,2,,14,,,0.5,,0.14,,0,0
