,,,,,,,,,Standard,,,,,,,,Performance,
50,Javier Arizmendi,es ESP,"FW,MF",Getafe,26,1984,8.6,2,,7,,,0.82,,0.29,,0,0
51,Francesc Arnau,es ESP,GK,M·laga,35,1975,8,0,,0,,,0,,,,0,0
52,GrÈgory Arnolin,mq MTQ,DF,Sporting GijÛn,29,1980,22.2,1,,6,,,0.27,,0.17,,0,0
53,Aythami Artiles,es ESP,DF,La CoruÒa,24,1986,16.9,2,,4,,,0.24,,0.5,,0,0
54,Sergio Asenjo,es ESP,GK,M·laga,21,1989,4.1,0,,0,,,0,,,,0,0
55,Paulo AssunÁ„o,br BRA,MF,AtlÈtico Madrid,30,1980,16.2,0,,2,,,0.12,,0,,0,0
56,Jon Aurtenetxe,es ESP,DF,Athletic Club,18,1992,8.9,0,,0,,,0,,,,0,0
57,Ra˙l Baena,es ESP,MF,Espanyol,21,1989,12.3,0,,1,,,0.08,,0,,0,0
58,Nabil Baha,ma MAR,FW,M·laga,28,1981,2.9,0,,1,,,0.35,,0,,0,0
59,Kennedy Bakirciogl¸,se SWE,MF,Racing Sant,29,1980,26,6,,26,,,1,,0.23,,0,0
60,Mikel Balenziaga,es ESP,DF,Athletic Club,22,1988,1,0,,0,,,0,,,,0,0
61,Sergio Ballesteros,es ESP,DF,Levante,34,1975,34.8,1,,3,,,0.09,,0.33,,0,0
62,…ver Banega,ar ARG,MF,Valencia,22,1988,19.3,2,,14,,,0.73,,0.14,,0,0
63,J˙lio Baptista,br BRA,"FW,MF",M·laga,28,1981,10.7,8,,14,,,1.31,,0.5,,1,1
64,David Barral,es ESP,FW,Sporting GijÛn,27,1983,25.8,5,,25,,,0.97,,0.16,,1,1
65,Marc Bartra,es ESP,DF,Barcelona,19,1991,2,1,,,,,,,,,0,
66,Edu Bedia,es ESP,MF,Racing Sant,21,1989,0.9,0,,1,,,1.13,,0,,0,0
67,Karim Benzema,fr FRA,FW,Real Madrid,22,1987,21.1,15,,44,,,2.09,,0.34,,0,0
68,Markel Bergara,es ESP,MF,Real Sociedad,24,1986,10.7,0,,0,,,0,,,,0,0
69,Hern·n Bernardello,ar ARG,MF,AlmerÌa,23,1986,31.6,1,,11,,,0.35,,0.09,,0,0
70,Nicol·s Bertolo,ar ARG,MF,Zaragoza,24,1986,24.7,5,,18,,,0.73,,0.28,,0,0
71,Thievy Bifouma,cg CGO,"FW,MF",Espanyol,18,1992,0.3,0,,0,,,0,,,,0,0
72,Mate Bili?,hr CRO,FW,Sporting GijÛn,29,1980,5.6,0,,6,,,1.07,,0,,0,0
73,Nicki Bille Nielsen,dk DEN,FW,Villarreal,22,1988,0.2,0,,0,,,0,,,,0,0
74,Derek Boateng,gh GHA,MF,Getafe,27,1983,29.2,2,,2,,,0.07,,1,,0,0
75,Iv·n Bolado,gq EQG,FW,Racing Sant,21,1989,8.1,1,,3,,,0.37,,0.33,,0,0
76,Alberto BotÌa,es ESP,DF,Sporting GijÛn,21,1989,27.1,1,,7,,,0.26,,0.14,,0,0
77,SaÔd Boutahar,nl NED,MF,Zaragoza,27,1982,11.3,2,,8,,,0.71,,0.25,,0,0
78,Claudio Bravo,cl CHI,GK,Real Sociedad,27,1983,38,0,,0,,,0,,,,0,0
79,Bruno,es ESP,DF,Valencia,29,1980,17,0,,0,,,0,,,,0,0
80,Sergio Busquets,es ESP,MF,Barcelona,22,1988,25.6,1,,2,,,0.08,,0.5,,0,0
81,Willy Caballero,ar ARG,GK,M·laga,28,1981,14.9,0,,0,,,0,,,,0,0
82,MartÌn C·ceres,uy URU,DF,Sevilla,23,1987,23.7,1,,6,,,0.25,,0.17,,0,0
83,Felipe Caicedo,ec ECU,"FW,MF",Levante,21,1988,18.8,13,,24,,,1.28,,0.5,,1,1
84,Cala,es ESP,MF,M·laga,20,1990,0.3,0,,0,,,0,,,,0,0
85,Juan Calatayud,es ESP,GK,HÈrcules,30,1979,33.9,0,,0,,,0,,,,0,0
86,Javier Calleja,es ESP,MF,Osasuna,32,1978,4.7,1,,4,,,0.85,,0.25,,0,0
87,JosÈ CallejÛn,es ESP,"FW,MF",Espanyol,23,1987,32.6,6,,26,,,0.8,,0.23,,0,0
88,Ignacio Camacho,es ESP,MF,M·laga,20,1990,11.8,0,,0,,,0,,,,0,0
89,Javier CamuÒas,es ESP,"FW,MF",Osasuna,30,1980,28.2,4,,14,,,0.5,,0.29,,0,0
90,Sergio Canales,es ESP,"FW,MF",Real Madrid,19,1991,3.2,0,,2,,,0.63,,0,,0,0
91,Roberto Canella,es ESP,DF,Sporting GijÛn,22,1988,14.7,0,,0,,,0,,,,0,0
92,Cani,es ESP,MF,Villarreal,28,1981,23.1,5,,18,,,0.78,,0.28,,0,0
93,Joan Capdevila,es ESP,DF,Villarreal,32,1978,29.2,2,,5,,,0.17,,0.4,,0,0
94,Diego Capel,es ESP,MF,Sevilla,22,1988,17.5,0,,6,,,0.34,,0,,0,0
95,JosÈ Carlos,es ESP,"FW,MF",Sevilla,23,1987,1.9,0,,2,,,1.03,,0,,0,0
96,Luis Carlos MartÌn,es ESP,MF,HÈrcules,19,1990,0.4,0,,0,,,0,,,,0,0
97,Juan Carlos ValerÛn,es ESP,MF,La CoruÒa,35,1975,12,0,,0,,,0,,,,0,0
98,Ricardo Carvalho,pt POR,DF,Real Madrid,32,1978,30.8,3,,5,,,0.16,,0.6,,0,0
99,VÌctor Casades˙s,es ESP,FW,Mallorca,25,1985,9.2,3,,8,,,0.87,,0.38,,0,0
100,Nacho Cases,es ESP,MF,Sporting GijÛn,22,1987,15.7,1,,4,,,0.26,,0.25,,0,0
101,Iker Casillas,es ESP,GK,Real Madrid,29,1981,34,0,,0,,,0,,,,0,0
102,Javier Casquero,es ESP,MF,Getafe,34,1976,14.6,1,,10,,,0.69,,0.1,,0,0
103,Xabier Castillo,hr CRO,DF,Athletic Club,24,1986,9.5,0,,2,,,0.21,,0,,0,0
104,AndrÈ Castro,pt POR,MF,Sporting GijÛn,22,1988,10,2,,5,,,0.5,,0.4,,0,0
105,Chory Castro,uy URU,"FW,MF",Mallorca,25,1984,24.1,5,,21,,,0.87,,0.14,,2,3
106,Diego Castro,es ESP,"FW,MF",Sporting GijÛn,28,1982,26.1,9,,24,,,0.92,,0.17,,5,5
107,ZÈ Castro,pt POR,DF,La CoruÒa,27,1983,4.3,0,,0,,,0,,,,0,0
108,JosÈ Catal·,es ESP,DF,Villarreal,25,1985,10.6,1,,2,,,0.19,,0.5,,0,0
109,Fernando Cavenaghi,ar ARG,FW,Mallorca,26,1983,6.6,2,,3,,,0.46,,0.67,,0,0
110,Santi Cazorla,es ESP,MF,Villarreal,25,1984,32,5,,35,,,1.09,,0.14,,0,0
111,¡Ålvaro Cejudo,es ESP,MF,Osasuna,26,1984,11.2,1,,11,,,0.98,,0.09,,0,0
112,Pau CendrÛs,es ESP,DF,Mallorca,23,1987,27.2,0,,0,,,0,,,,0,0
113,IÒigo DÌaz de Cerio,es ESP,FW,Athletic Club,26,1984,0.4,0,,0,,,0,,,,0,0
114,David CerrajerÌa,es ESP,DF,Levante,27,1983,7.3,0,,0,,,0,,,,0,0
115,Javier Chica,es ESP,DF,Espanyol,25,1985,27.7,0,,6,,,0.22,,0,,0,0
116,Christian,es ESP,DF,Racing Sant,24,1985,13.9,3,,4,,,0.29,,0.75,,0,0
117,Cicinho,br BRA,DF,Villarreal,30,1980,1,0,,1,,,0.98,,0,,0,0
118,Luca Cigarini,it ITA,MF,Sevilla,24,1986,4.2,0,,0,,,0,,,,0,0
119,Domingo Cisma,es ESP,DF,Racing Sant,28,1982,26.8,0,,5,,,0.19,,0,,0,0
120,Jordi Codina,es ESP,GK,Getafe,28,1982,22.8,0,,0,,,0,,,,0,0
121,Diego Colotto,ar ARG,DF,La CoruÒa,29,1981,35.5,2,,8,,,0.23,,0.25,,0,0
122,Gonzalo Colsa,es ESP,MF,Racing Sant,31,1979,29.6,2,,8,,,0.27,,0.25,,0,0
123,Adri·n Colunga,es ESP,"FW,MF",Getafe,25,1984,20.5,8,,26,,,1.27,,0.23,,2,2
124,Matteo Contini,it ITA,DF,Zaragoza,30,1980,22.7,0,,0,,,0,,,,0,0
125,Ferran Corominas,es ESP,"FW,MF",Osasuna,27,1983,3.7,0,,1,,,0.27,,0,,0,0
126,Ferran Corominas,es ESP,"FW,MF",Espanyol,27,1983,0,0,,0,,,0,,,,0,0
127,Corona,es ESP,MF,AlmerÌa,29,1981,19.1,2,,9,,,0.47,,0.22,,0,0
128,Enrique Corrales,es ESP,DF,Mallorca,28,1982,1.4,0,,0,,,0,,,,0,0
129,David CortÈs,es ESP,DF,HÈrcules,30,1979,33.7,0,,0,,,0,,,,0,0
130,Diego Costa,es ESP,FW,AtlÈtico Madrid,21,1988,15.1,6,,16,,,1.06,,0.38,,0,0
131,Ricardo Costa,pt POR,DF,Valencia,29,1981,27.7,0,,4,,,0.14,,0,,0,0
132,Tino Costa,ar ARG,MF,Valencia,25,1985,18.1,4,,16,,,0.88,,0.25,,0,0
133,MartÌ CrespÌ,es ESP,DF,Mallorca,23,1987,3,0,,1,,,0.33,,0,,0,0
134,CristÛbal,es ESP,"DF,MF",Villarreal,26,1984,0.7,0,,0,,,0,,,,0,0
135,Albert Crusat,es ESP,"FW,MF",AlmerÌa,28,1982,28.2,3,,10,,,0.35,,0.3,,0,0
136,Iv·n CuÈllar,es ESP,GK,Sporting GijÛn,26,1984,12.7,0,,0,,,0,,,,0,0
137,Mouhamadou Dabo,fr FRA,DF,Sevilla,23,1986,21.7,0,,1,,,0.05,,0,,0,0
138,Jes˙s D·tolo,ar ARG,MF,Espanyol,26,1984,6.3,2,,4,,,0.64,,0.5,,0,0
139,¡Ångel Dealbert,es ESP,DF,Valencia,27,1983,11.1,0,,1,,,0.09,,0,,0,0
140,Asier del Horno,es ESP,DF,Levante,29,1981,21,2,,4,,,0.19,,0.5,,0,0
141,Manu del Moral,es ESP,FW,Getafe,26,1984,26.8,9,,34,,,1.27,,0.21,,2,2
142,MartÌn Demichelis,ar ARG,"DF,MF",M·laga,29,1980,16.4,1,,2,,,0.12,,0.5,,0,0
143,Vadim Demidov,no NOR,"DF,MF",Real Sociedad,23,1986,12.2,0,,0,,,0,,,,0,0
144,Yves Desmarets,ht HAI,MF,La CoruÒa,31,1979,7.6,0,,5,,,0.66,,0,,0,0
145,¡Ångel Di MarÌa,ar ARG,"FW,MF",Real Madrid,22,1988,25.5,6,,34,,,1.33,,0.18,,0,0
146,Lassana Diarra,fr FRA,MF,Real Madrid,25,1985,19.3,0,,4,,,0.21,,0,,0,0
147,Mahamadou Diarra,ml MLI,MF,Real Madrid,29,1981,0.3,0,,0,,,0,,,,0,0
148,Cata DÌaz,ar ARG,DF,Getafe,31,1979,34.5,1,,2,,,0.06,,0.5,,0,0
149,Ayoze DÌaz DÌaz,es ESP,"DF,MF",Mallorca,28,1982,19,0,,3,,,0.16,,0,,0,0
150,Carlos Diogo,uy URU,"DF,MF",Zaragoza,27,1983,32.8,0,,3,,,0.09,,0,,0,0
151,Dioni,es ESP,FW,La CoruÒa,20,1989,1.4,0,,0,,,0,,,,0,0
152,Papakouli Diop,sn SEN,MF,Racing Sant,24,1986,11.8,0,,2,,,0.17,,0,,0,0
153,Toni Doblas,es ESP,GK,Zaragoza,29,1980,17.1,0,,0,,,0,,,,0,0
154,¡Ålvaro DomÌnguez,es ESP,DF,AtlÈtico Madrid,21,1989,18,2,,4,,,0.22,,0.5,,0,0
155,Chori DomÌnguez,ar ARG,"FW,MF",Valencia,29,1981,3.6,0,,0,,,0,,,,0,0
156,Juan DomÌnguez,es ESP,MF,La CoruÒa,20,1990,11.2,0,,3,,,0.27,,0,,0,0
157,Ra˙l DomÌnguez,es ESP,GK,Sporting GijÛn,23,1986,1,0,,0,,,0,,,,0,0
158,Giovani dos Santos,mx MEX,"FW,MF",Racing Sant,21,1989,10.6,5,,14,,,1.32,,0.36,,0,0
159,Jonathan dos Santos,mx MEX,MF,Barcelona,20,1990,1,0,,0,,,0,,,,0,0
160,Ivica Dragutinovi?,rs SRB,DF,Sevilla,34,1975,0.1,0,,0,,,0,,,,0,0
161,Royston Drenthe,nl NED,"DF,MF",HÈrcules,23,1987,14.4,4,,10,,,0.7,,0.3,,1,1
162,Duda,pt POR,"DF,FW",M·laga,30,1980,17.5,3,,14,,,0.8,,0.21,,0,0
163,Jerzy Dudek,pl POL,GK,Real Madrid,37,1973,0.8,0,,0,,,0,,,,0,0
164,Aldo Duscher,ar ARG,MF,Espanyol,31,1979,14.1,0,,2,,,0.14,,0,,0,0
165,Edinho,pt POR,"FW,MF",M·laga,28,1982,2.6,0,,4,,,1.51,,0,,0,0
166,EdmÌlson,br BRA,"DF,MF",Zaragoza,34,1976,6.9,1,,2,,,0.29,,0.5,,0,0
167,Sebasti·n Eguren,uy URU,MF,Sporting GijÛn,29,1981,24.7,1,,6,,,0.24,,0.17,,0,0
168,Borja Ekiza,es ESP,DF,Athletic Club,22,1988,21,0,,0,,,0,,,,0,0
169,ElÌas,br BRA,MF,AtlÈtico Madrid,25,1985,7.2,2,,4,,,0.56,,0.5,,0,0
170,Eliseu,pt POR,"DF,MF",M·laga,26,1983,32.6,4,,22,,,0.67,,0.18,,0,1
171,Gorka Elustondo,es ESP,"DF,MF",Real Sociedad,23,1987,13.2,0,,2,,,0.15,,0,,0,0
172,Sergi Enrich,es ESP,"FW,MF",Mallorca,20,1990,1.3,0,,1,,,0.74,,0,,0,0
173,Julien EscudÈ,fr FRA,DF,Sevilla,30,1979,27.1,2,,4,,,0.15,,0.5,,0,0
174,Bernardo Espinosa,co COL,DF,Sevilla,21,1989,1,0,,0,,,0,,,,0,0
175,Esteban,es ESP,GK,AlmerÌa,35,1975,5,0,,0,,,0,,,,0,0
176,Dani Estrada,es ESP,"DF,MF",Real Sociedad,23,1987,18.1,1,,4,,,0.22,,0.25,,0,0
177,LuÌs Fabiano,br BRA,FW,Sevilla,29,1980,15.3,10,,31,,,2.02,,0.23,,3,3
178,Javier FarinÛs,es ESP,MF,HÈrcules,32,1978,9.8,1,,5,,,0.51,,0.2,,0,0
179,Federico Fazio,ar ARG,DF,Sevilla,23,1987,16.7,1,,3,,,0.18,,0.33,,0,0
180,Sofiane Feghouli,dz ALG,"FW,MF",Valencia,20,1989,0.4,0,,0,,,0,,,,0,0
181,Sofiane Feghouli,dz ALG,"FW,MF",AlmerÌa,20,1989,3.8,2,,3,,,0.78,,0.67,,0,0
182,Kiko FemenÌa,es ESP,"DF,FW",HÈrcules,19,1991,23.1,1,,8,,,0.35,,0.13,,0,0
183,Manuel Fernandes,pt POR,MF,Valencia,24,1986,5.4,0,,1,,,0.19,,0,,0,0
184,¡Ålex Fern·ndez,es ESP,"DF,MF",Real Madrid,17,1992,0,0,,0,,,0,,,,0,0
185,Borja Fern·ndez,es ESP,MF,Getafe,29,1981,5.2,0,,1,,,0.19,,0,,0,0
186,Mario Fern·ndez,es ESP,GK,Racing Sant,22,1988,1,0,,0,,,0,,,,0,0
187,Ra˙l Fern·ndez,es ESP,GK,Athletic Club,22,1988,1,0,,0,,,0,,,,0,0
188,Seba Fern·ndez,uy URU,FW,M·laga,25,1985,21.1,7,,16,,,0.76,,0.44,,0,
189,Fernando,es ESP,"FW,MF",M·laga,31,1979,12,2,,2,,,0.17,,1,,0,0
190,Miguel FlaÒo,es ESP,DF,Osasuna,25,1984,28.6,2,,2,,,0.07,,1,,0,0
191,Andreu Font‡s,es ESP,DF,Barcelona,20,1989,5.1,0,,0,,,0,,,,0,0
192,Rui Fonte,pt POR,"FW,MF",Espanyol,20,1990,1.5,0,,2,,,1.35,,0,,0,0
193,Diego Forl·n,uy URU,"FW,MF",AtlÈtico Madrid,31,1979,24.1,8,,31,,,1.29,,0.26,,0,2
194,Juan ForlÌn,ar ARG,"DF,MF",Espanyol,22,1988,19.6,0,,0,,,0,,,,0,0
195,Francis,es ESP,"DF,MF",Racing Sant,28,1981,20.5,0,,2,,,0.1,,0,,0,0
196,Leo Franco,ar ARG,GK,Zaragoza,33,1977,20.8,0,,0,,,0,,,,0,0
197,MatÌas Fritzler,ar ARG,MF,HÈrcules,23,1986,19.9,0,,5,,,0.25,,0,,0,0
198,Gabi,es ESP,MF,Zaragoza,27,1983,35.9,11,,24,,,0.67,,0.21,,6,6
199,Igor Gabilondo,es ESP,MF,Athletic Club,31,1979,11.8,5,,8,,,0.68,,0.63,,0,0
200,Fernando Gago,ar ARG,MF,Real Madrid,24,1986,1.1,0,,0,,,0,,,,0,0
201,Ernesto Gal·n,es ESP,DF,Espanyol,24,1986,20.4,1,,2,,,0.1,,0.5,,0,0
202,Rodrigo Galatto,br BRA,GK,M·laga,27,1983,4,0,,0,,,0,,,,0,0
203,Jes˙s G·mez,es ESP,DF,M·laga,25,1985,28.6,0,,2,,,0.07,,0,,0,0
204,Ezequiel Garay,ar ARG,DF,Real Madrid,23,1986,3.7,0,,0,,,0,,,,0,0
205,Ayoze GarcÌa,es ESP,"DF,MF",Sporting GijÛn,24,1985,6.2,1,,2,,,0.32,,0,,1,1
206,Carlos GarcÌa,es ESP,DF,AlmerÌa,26,1984,32.7,1,,4,,,0.12,,0.25,,0,0
207,David GarcÌa,es ESP,DF,Espanyol,29,1981,14.4,0,,0,,,0,,,,0,0
208,Jorge GarcÌa,es ESP,DF,Sporting GijÛn,26,1984,2.4,0,,0,,,0,,,,0,0
209,Luis GarcÌa,es ESP,"FW,MF",Espanyol,29,1981,33,6,,28,,,0.85,,0.07,,4,4
210,Ra˙l GarcÌa,es ESP,"FW,MF",AtlÈtico Madrid,24,1986,17.6,1,,4,,,0.23,,0.25,,0,0
211,Sergio GarcÌa,es ESP,"FW,MF",Espanyol,27,1983,13,3,,10,,,0.77,,0.3,,0,0
212,Manolo Gaspar,es ESP,DF,M·laga,29,1981,8.1,0,,0,,,0,,,,0,0
213,Mario Gaspar,es ESP,DF,Villarreal,19,1990,20.4,1,,4,,,0.2,,0.25,,0,0
214,Jaime Gavil·n,es ESP,MF,Getafe,25,1985,13.9,2,,11,,,0.79,,0.18,,0,0
215,David de Gea,es ESP,GK,AtlÈtico Madrid,19,1990,38,0,,0,,,0,,,,0,0
216,Diego GodÌn,uy URU,DF,AtlÈtico Madrid,24,1986,24.8,0,,6,,,0.24,,0,,0,0
217,Henok Goitom,er ERI,FW,AlmerÌa,25,1984,9.6,1,,10,,,1.04,,0.1,,0,0
218,Tiago Gomes,pt POR,MF,HÈrcules,24,1985,23.4,2,,14,,,0.6,,0.14,,0,0
219,Ibai GÛmez,es ESP,"FW,MF",Athletic Club,20,1989,0.4,0,,0,,,0,,,,0,0
220,Adri·n Gonz·lez,es ESP,MF,Racing Sant,22,1988,14.6,0,,12,,,0.82,,0,,0,1
221,¡Ålvaro Gonz·lez,es ESP,DF,Racing Sant,20,1990,2.9,0,,0,,,0,,,,0,0
222,Carmelo Gonz·lez,es ESP,MF,Sporting GijÛn,27,1983,10.2,0,,1,,,0.1,,0,,0,0
223,Iv·n Gonz·lez,es ESP,DF,M·laga,22,1988,3.6,0,,0,,,0,,,,0,0
224,Mikel Gonz·lez,es ESP,DF,Real Sociedad,24,1985,29.7,0,,2,,,0.07,,0,,0,0
225,Nacho Gonz·lez,uy URU,MF,Levante,28,1982,1.3,0,,1,,,0.77,,0,,0,0
226,Esteban Granero,es ESP,MF,Real Madrid,23,1987,8.7,1,,1,,,0.11,,1,,0,0
227,Antoine Griezmann,fr FRA,"FW,MF",Real Sociedad,19,1991,31.5,7,,24,,,0.76,,0.29,,0,0
228,Vicente Guaita,es ESP,GK,Valencia,23,1987,19.9,0,,0,,,0,,,,0,0
229,AndrÈs Guardado,mx MEX,"DF,FW",La CoruÒa,23,1986,16.3,2,,11,,,0.67,,0,,2,2
230,Tiberio Guarente,it ITA,MF,Sevilla,24,1985,3.4,0,,1,,,0.29,,0,,0,0
231,Marcos GullÛn,es ESP,MF,Villarreal,21,1989,0.8,0,,0,,,0,,,,0,0
232,Carlos Gurpegui,es ESP,"DF,MF",Athletic Club,29,1980,25.2,2,,9,,,0.36,,0.22,,0,0
233,Jonathan de Guzm·n,nl NED,MF,Mallorca,22,1987,31.7,5,,28,,,0.88,,0.14,,1,1
234,Henrique,br BRA,DF,Racing Sant,23,1986,34.2,2,,4,,,0.12,,0.5,,0,0
235,Iv·n Hern·ndez,es ESP,DF,Sporting GijÛn,30,1980,24.1,0,,0,,,0,,,,0,0
236,Pablo Hern·ndez,es ESP,"FW,MF",Valencia,25,1985,19.7,5,,20,,,1.02,,0.25,,0,0
237,Ander Herrera,es ESP,MF,Zaragoza,20,1989,28.9,2,,13,,,0.45,,0.15,,0,0
238,Cristian Hidalgo,es ESP,"FW,MF",HÈrcules,26,1983,6.8,0,,6,,,0.88,,0,,0,0
239,Gonzalo HiguaÌn,ar ARG,"FW,MF",Real Madrid,22,1987,14.3,10,,23,,,1.61,,0.43,,0,0
240,Vicente Iborra,es ESP,MF,Levante,22,1988,14,0,,4,,,0.29,,0,,0,0
241,Akihiro Ienaga,jp JPN,"FW,MF",Mallorca,24,1986,5.2,2,,10,,,1.91,,0.2,,0,0
242,Diego Ifr·n,uy URU,FW,Real Sociedad,23,1987,3.7,2,,6,,,1.63,,0.33,,0,0
243,Asier Illarramendi,es ESP,MF,Real Sociedad,20,1990,2.1,0,,0,,,0,,,,0,0
244,AndrÈs Iniesta,es ESP,"FW,MF",Barcelona,26,1984,31,8,,24,,,0.78,,0.33,,0,0
245,Natxo Insa,my MAS,MF,Villarreal,24,1986,0.1,0,,,,,,,,,0,
246,Gorka Iraizoz,es ESP,GK,Athletic Club,29,1981,37,0,,0,,,0,,,,0,0
247,Andoni Iraola,es ESP,"DF,MF",Athletic Club,28,1982,36.5,4,,10,,,0.27,,0.2,,2,2
248,Isco,es ESP,"FW,MF",Valencia,18,1992,0.8,0,,0,,,0,,,,0,0
249,Ander Iturraspe,es ESP,MF,Athletic Club,21,1989,6.3,0,,1,,,0.16,,0,,0,0
250,Michael Jakobsen,dk DEN,DF,AlmerÌa,24,1986,13.3,0,,1,,,0.07,,0,,0,0
