,,,,,,,,,Standard,,,,,,,,Performance,
28,Ion Ansotegi,es ESP,DF,Eibar,33,1982,6,0,4,1,25,0.66,0.17,0,0,,0,0
29,JosÈ Antonio Reyes,es ESP,MF,Sevilla,31,1983,13.1,1,21,9,42.9,1.6,0.69,0.05,0.11,,0,0
30,Youssef El-Arabi,ma MAR,FW,Granada,28,1987,27.9,16,70,34,48.6,2.51,1.22,0.13,0.26,,7,7
31,Sergio Araujo,ar ARG,FW,Las Palmas,23,1992,20.2,5,61,25,41,3.02,1.24,0.08,0.2,,0,0
32,¡Ålvaro Arbeloa,es ESP,DF,Real Madrid,32,1983,2.9,0,0,0,,0,0,,,,0,0
33,Anaitz Arbilla,es ESP,DF,Espanyol,28,1987,7,0,7,2,28.6,1,0.29,0,0,,0,0
34,Alphonse Areola,fr FRA,GK,Villarreal,22,1993,32,0,0,0,,0,0,,,,0,0
35,Giedrius Arlauskis,lt LTU,GK,Espanyol,27,1987,2.5,0,0,0,,0,0,,,,0,0
36,Alejandro Arribas,es ESP,DF,La CoruÒa,26,1989,30.4,2,12,4,33.3,0.4,0.13,0.17,0.5,,0,0
37,Mikel Arruabarrena,es ESP,FW,Eibar,32,1983,0.7,1,1,1,100,1.45,1.45,1,1,,0,0
38,Aythami Artiles,es ESP,DF,Las Palmas,29,1986,29.3,0,9,2,22.2,0.31,0.07,0,0,,0,0
39,Sergio Asenjo,es ESP,GK,Villarreal,26,1989,4,0,0,0,,0,0,,,,0,0
40,Marco Asensio,es ESP,"MF,FW",Espanyol,19,1996,31.4,4,60,22,36.7,1.91,0.7,0.07,0.18,,0,0
41,Iago Aspas,es ESP,"FW,MF",Celta Vigo,27,1987,29.5,13,80,34,42.5,2.71,1.15,0.15,0.35,,1,1
42,Christian Atsu,gh GHA,MF,M·laga,23,1992,4.4,2,9,6,66.7,2.07,1.38,0.22,0.33,,0,0
43,Jean-Sylvain Babin,mq MTQ,DF,Granada,28,1986,24.8,3,13,5,38.5,0.52,0.2,0.23,0.6,,0,0
44,Ra˙l Baena,es ESP,MF,Rayo Vallecano,26,1989,20.4,1,10,3,30,0.49,0.15,0.1,0.33,,0,0
45,Eric Bailly,ci CIV,DF,Villarreal,21,1994,22.4,0,4,1,25,0.18,0.04,0,0,,0,0
46,CÈdric Bakambu,cd COD,FW,Villarreal,24,1991,20.7,12,48,28,58.3,2.32,1.36,0.25,0.43,,0,0
47,Zakaria Bakkali,be BEL,"MF,FW",Valencia,19,1996,6.3,1,13,2,15.4,2.07,0.32,0.08,0.5,,0,0
48,Gareth Bale,wls WAL,"FW,MF",Real Madrid,26,1989,19.3,19,81,36,44.4,4.21,1.87,0.23,0.53,,0,0
49,Mikel Balenziaga,es ESP,DF,Athletic Club,27,1988,32.3,0,8,0,0,0.25,0,0,,,0,0
50,…ver Banega,ar ARG,MF,Sevilla,27,1988,19.1,5,39,19,48.7,2.04,1,0.1,0.21,,1,1
51,Lass Bangoura,gn GUI,MF,Rayo Vallecano,23,1992,8.9,0,18,5,27.8,2.01,0.56,0,0,,0,0
52,LÈo Baptist„o,br BRA,FW,Villarreal,22,1992,14.1,3,32,9,28.1,2.27,0.64,0.09,0.33,,0,0
53,Danilo Barbosa,br BRA,MF,Valencia,19,1996,15.1,0,15,3,20,0.99,0.2,0,0,,0,0
54,Mariano Barbosa,ar ARG,GK,Villarreal,31,1984,2,0,0,0,,0,0,,,,0,0
55,Antonio Barrag·n,es ESP,DF,Valencia,28,1987,18.4,0,0,0,,0,0,,,,0,0
56,David Barral,es ESP,FW,Granada,32,1983,4.1,0,18,5,27.8,4.37,1.21,0,0,,0,0
57,IÒigo Barrenetxea,es ESP,MF,Eibar,21,1994,0.1,0,0,0,,0,0,,,,0,0
58,¡Ålex Barrera,es ESP,MF,Sporting GijÛn,24,1991,0.7,0,2,1,50,2.9,1.45,0,0,,0,0
59,Marc Bartra,es ESP,DF,Barcelona,24,1991,5.6,2,5,2,40,0.89,0.36,0.4,1,,0,0
60,Borja BastÛn,es ESP,FW,Eibar,22,1992,28.6,18,93,42,45.2,3.26,1.47,0.16,0.36,,3,3
61,Jon Bautista,es ESP,FW,Real Sociedad,20,1995,1.3,1,4,2,50,3.05,1.53,0.25,0.5,,0,0
62,Claudio Beauvue,gp GLP,"MF,FW",Celta Vigo,27,1988,5.6,1,11,4,36.4,1.96,0.71,0.09,0.25,,0,0
63,BebÈ,cv CPV,MF,Rayo Vallecano,25,1990,24.9,3,80,21,26.3,3.22,0.84,0.04,0.14,,0,0
64,Karim Benzema,fr FRA,FW,Real Madrid,27,1987,22,24,98,51,52,4.46,2.32,0.24,0.47,,0,0
65,Yuri Berchiche,es ESP,DF,Real Sociedad,25,1990,20.5,0,14,2,14.3,0.68,0.1,0,0,,0,0
66,¡Ålex BergantiÒos,es ESP,MF,La CoruÒa,30,1985,19.4,2,15,3,20,0.77,0.15,0.13,0.67,,0,0
67,Markel Bergara,es ESP,MF,Real Sociedad,29,1986,15,1,12,4,33.3,0.8,0.27,0.08,0.25,,0,0
68,Sa˙l BerjÛn,es ESP,MF,Eibar,29,1986,15.6,4,34,14,41.2,2.19,0.9,0.03,0.07,,3,4
69,Beto,pt POR,GK,Sevilla,33,1982,4,0,0,0,,0,0,,,,0,0
70,Thievy Bifouma,cg CGO,"FW,MF",Granada,23,1992,2.1,0,2,1,50,0.96,0.48,0,0,,0,0
71,Pedro Bigas,es ESP,DF,Las Palmas,24,1990,26.1,3,15,5,33.3,0.57,0.19,0.2,0.6,,0,0
72,Cristiano Biraghi,it ITA,DF,Granada,22,1992,31.3,0,11,1,9.1,0.35,0.03,0,0,,0,0
73,RubÈn Blanco,es ESP,GK,Celta Vigo,20,1995,7.6,0,0,0,,0,0,,,,0,0
74,Arthur Boka,ci CIV,DF,M·laga,32,1983,11.6,0,7,2,28.6,0.6,0.17,0,0,,0,0
75,Daniele Bonera,it ITA,DF,Villarreal,34,1981,10.8,0,3,1,33.3,0.28,0.09,0,0,,0,0
76,Theo Bongonda,cd COD,"MF,FW",Celta Vigo,19,1995,13.3,2,18,6,33.3,1.36,0.45,0.11,0.33,,0,0
77,Celso Borges,cr CRC,MF,La CoruÒa,27,1988,21.2,3,20,9,45,0.94,0.42,0.15,0.33,,0,0
78,Eneko BÛveda,es ESP,DF,Athletic Club,26,1988,16.3,0,5,0,0,0.31,0,0,,,0,0
79,Claudio Bravo,cl CHI,GK,Barcelona,32,1983,32,0,0,0,,0,0,,,,0,0
80,Bruma,pt POR,"MF,FW",Real Sociedad,20,1994,16.2,2,46,21,45.7,2.85,1.3,0.04,0.1,,0,0
81,Emi BuendÌa,ar ARG,"MF,DF",Getafe,18,1996,8.3,1,13,4,30.8,1.57,0.48,0.08,0.25,,0,0
82,Burgui,es ESP,"MF,FW",Espanyol,21,1993,10.9,1,31,12,38.7,2.84,1.1,0.03,0.08,,0,1
83,Sergio Busquets,es ESP,MF,Barcelona,27,1988,32.2,0,6,2,33.3,0.19,0.06,0,0,,0,0
84,Gustavo Cabral,ar ARG,DF,Celta Vigo,29,1985,29.7,0,6,2,33.3,0.2,0.07,0,0,,0,0
85,Felipe Caicedo,ec ECU,FW,Espanyol,26,1988,23.7,8,40,18,45,1.69,0.76,0.2,0.44,,0,1
86,Cala,es ESP,DF,Getafe,25,1989,21.2,1,7,2,28.6,0.33,0.09,0.14,0.5,,0,0
87,Ignacio Camacho,es ESP,MF,M·laga,25,1990,22.3,2,23,7,30.4,1.03,0.31,0.09,0.29,,0,0
88,VÌctor Camarasa,es ESP,MF,Levante,21,1994,23.5,2,28,8,28.6,1.19,0.34,0.07,0.25,,0,0
89,Sergio Canales,es ESP,"MF,FW",Real Sociedad,24,1991,10,0,24,5,20.8,2.4,0.5,0,0,,0,0
90,JosÈ CaÒas,es ESP,MF,Espanyol,28,1987,7.7,0,0,0,,0,0,,,,0,0
91,Jo„o Cancelo,pt POR,"DF,FW",Valencia,21,1994,23.5,1,9,2,22.2,0.38,0.08,0.11,0.5,,0,0
92,Roberto Canella,es ESP,DF,Sporting GijÛn,27,1988,7.8,0,0,0,,0,0,,,,0,0
93,Cani,es ESP,MF,La CoruÒa,33,1981,9.8,0,10,5,50,1.02,0.51,0,0,,0,0
94,Ander Capa,es ESP,DF,Eibar,23,1992,34.7,2,16,5,31.3,0.46,0.14,0.13,0.4,,0,0
95,Eneko Capilla,es ESP,MF,Real Sociedad,20,1995,0.1,0,1,1,100,10,10,0,0,,0,0
96,Miguel Filipe Nunes Cardoso,pt POR,"FW,MF",La CoruÒa,21,1994,0.5,0,4,0,0,8.18,0,0,,,0,0
97,Juan Carlos,es ESP,GK,Rayo Vallecano,27,1988,20,0,0,0,,0,0,,,,0,0
98,Juan Carlos ValerÛn,es ESP,MF,Las Palmas,40,1975,4.3,0,1,0,0,0.23,0,0,,,0,0
99,Carlos Carmona,es ESP,MF,Sporting GijÛn,28,1987,13.5,2,14,5,35.7,1.04,0.37,0.14,0.4,,0,0
100,David Carmona,es ESP,DF,Sevilla,18,1997,1,0,1,0,0,1,0,0,,,0,0
101,Yannick Carrasco,be BEL,"MF,FW",AtlÈtico Madrid,21,1993,16.6,4,54,17,31.5,3.25,1.02,0.07,0.24,,0,0
102,Daniel CarriÁo,pt POR,"DF,MF",Sevilla,26,1988,11.7,1,7,3,42.9,0.6,0.26,0.14,0.33,,0,0
103,Federico Cartabia,ar ARG,"MF,FW",La CoruÒa,22,1993,15,3,51,18,35.3,3.39,1.2,0.06,0.17,,0,0
104,Dani Carvajal,es ESP,DF,Real Madrid,23,1992,18.1,0,8,0,0,0.44,0,0,,,0,0
105,VÌctor Casades˙s,es ESP,"FW,MF",Levante,30,1985,10.6,3,12,3,25,1.14,0.28,0.25,1,,0,0
106,Casemiro,br BRA,MF,Real Madrid,23,1992,17,1,20,3,15,1.18,0.18,0.05,0.33,,0,0
107,Nacho Cases,es ESP,MF,Sporting GijÛn,27,1987,21.8,1,21,4,19,0.96,0.18,0.05,0.25,,0,0
108,Kiko Casilla,es ESP,GK,Real Madrid,28,1986,4,0,0,0,,0,0,,,,0,0
109,Dani Castellano,es ESP,DF,Las Palmas,27,1987,24.9,0,8,2,25,0.32,0.08,0,0,,0,0
110,Javi Castellano,es ESP,MF,Las Palmas,27,1987,1,0,1,0,0,1,0,0,,,0,0
111,Samu Castillejo,es ESP,MF,Villarreal,20,1995,18.8,1,24,6,25,1.27,0.32,0.04,0.17,,0,0
112,Carlos Castro,es ESP,FW,Sporting GijÛn,20,1995,11.3,7,25,12,48,2.2,1.06,0.28,0.58,,0,0
113,Chory Castro,uy URU,MF,Real Sociedad,30,1984,1.8,0,1,0,0,0.57,0,0,,,0,0
114,Chory Castro,uy URU,MF,M·laga,30,1984,13.8,1,20,8,40,1.45,0.58,0.05,0.13,,0,0
115,Jonny Castro,es ESP,DF,Celta Vigo,21,1994,32.8,1,14,4,28.6,0.43,0.12,0.07,0.25,,0,0
116,RubÈn Castro,es ESP,FW,Betis,34,1981,37.5,19,103,48,46.6,2.75,1.28,0.16,0.33,,3,4
117,ZÈ Castro,pt POR,DF,Rayo Vallecano,32,1983,19,2,10,3,30,0.53,0.16,0.2,0.67,,0,0
118,Dani Ceballos,es ESP,MF,Betis,18,1996,23.7,0,17,3,17.6,0.72,0.13,0,0,,0,0
119,¡Ålvaro Cejudo,es ESP,MF,Betis,31,1984,20.8,1,36,11,30.6,1.73,0.53,0.03,0.09,,0,0
120,Charles,br BRA,FW,M·laga,31,1984,33.4,12,84,43,51.2,2.52,1.29,0.13,0.26,,1,1
121,Chechu,es ESP,DF,Rayo Vallecano,33,1982,5.2,0,1,1,100,0.19,0.19,0,0,,0,0
122,Pape Cheikh Diop,sn SEN,MF,Celta Vigo,17,1997,0.7,0,0,0,,0,0,,,,0,0
123,Zhang Chengdong,cn CHN,"DF,FW",Rayo Vallecano,26,1989,0.1,0,0,0,,0,0,,,,0,0
124,Denis Cheryshev,ru RUS,"MF,FW",Valencia,24,1990,5.3,3,13,5,38.5,2.45,0.94,0.23,0.6,,0,0
125,Denis Cheryshev,ru RUS,"FW,MF",Real Madrid,24,1990,0.4,0,1,0,0,2.57,0,0,,,0,0
126,MichaÎl Ciani,fr FRA,DF,Espanyol,31,1984,1.5,0,0,0,,0,0,,,,0,0
127,Coke,es ESP,DF,Sevilla,28,1987,19.3,1,31,10,32.3,1.6,0.52,0.03,0.1,,0,0
128,Duje ?op,hr CRO,"FW,MF",M·laga,25,1990,22.7,7,49,26,53.1,2.15,1.14,0.12,0.23,,1,1
129,Imanol Corral,es ESP,DF,Eibar,21,1994,0,0,0,0,,0,0,,,,0,0
130,¡Ångel Correa,ar ARG,"MF,FW",AtlÈtico Madrid,20,1995,10.6,5,31,14,45.2,2.91,1.32,0.16,0.36,,0,0
131,Rober Correa,es ESP,DF,Espanyol,22,1992,5.2,0,0,0,,0,0,,,,0,0
132,Jaume Costa,es ESP,DF,Villarreal,27,1988,17.1,1,4,2,50,0.23,0.12,0.25,0.5,,0,0
133,Ricardo Costa,pt POR,DF,Granada,34,1981,13.9,1,9,3,33.3,0.65,0.22,0.11,0.33,,0,0
134,Antonio Cot·n,es ESP,MF,Sevilla,19,1995,1,0,0,0,,0,0,,,,0,0
135,Sebasti·n CristÛforo,uy URU,MF,Sevilla,21,1993,16.1,0,3,1,33.3,0.19,0.06,0,0,,0,0
136,Iv·n CuÈllar,es ESP,GK,Sporting GijÛn,31,1984,32,0,0,0,,0,0,,,,0,0
137,Isaac Cuenca,es ESP,"MF,FW",Granada,24,1991,8.8,2,10,3,30,1.14,0.34,0.2,0.67,,0,0
138,Mauricio Cuero,co COL,"MF,FW",Levante,22,1993,5.4,0,11,4,36.4,2.05,0.75,0,0,,0,0
139,Emmanuel Culio,ar ARG,MF,Las Palmas,31,1983,6.2,0,5,0,0,0.8,0,0,,,0,0
140,Curro,es ESP,MF,Sevilla,19,1996,3.3,0,3,1,33.3,0.9,0.3,0,0,,0,0
141,Leandro Dami„o,br BRA,FW,Betis,26,1989,1.4,0,6,1,16.7,4.15,0.69,0,0,,0,0
142,Danilo,br BRA,DF,Real Madrid,24,1991,22.7,2,18,6,33.3,0.79,0.26,0.11,0.33,,0,0
143,Sergi Darder,es ESP,MF,M·laga,21,1993,0.9,0,3,1,33.3,3.21,1.07,0,0,,0,0
144,Rodrigo De Paul,ar ARG,"MF,FW",Valencia,21,1994,5.8,0,10,2,20,1.73,0.35,0,0,,0,0
145,Rafael van der Vaart,nl NED,MF,Betis,32,1983,2,0,6,1,16.7,3,0.5,0,0,,0,0
146,Deyverson,br BRA,FW,Levante,24,1991,24,9,69,30,43.5,2.87,1.25,0.13,0.3,,0,0
147,Marcelo DÌaz,cl CHI,MF,Celta Vigo,28,1986,10.9,0,12,1,8.3,1.1,0.09,0,0,,0,0
148,NÈstor DÌaz,es ESP,GK,Celta Vigo,23,1992,0.1,0,0,0,,0,0,,,,0,0
149,Didier Digard,fr FRA,MF,Betis,29,1986,3.3,0,2,1,50,0.6,0.3,0,0,,0,0
150,Papakouli Diop,sn SEN,MF,Espanyol,29,1986,27.6,3,22,8,36.4,0.8,0.29,0.14,0.38,,0,0
151,Jaume DomÈnech,es ESP,GK,Valencia,24,1990,17,0,0,0,,0,0,,,,0,0
152,Juan DomÌnguez,es ESP,MF,La CoruÒa,25,1990,2.1,0,3,1,33.3,1.46,0.49,0,0,,0,0
153,DÛria,br BRA,DF,Granada,20,1994,6.9,0,2,0,0,0.29,0,0,,,0,0
154,Jonathan dos Santos,mx MEX,MF,Villarreal,25,1990,19.5,0,17,6,35.3,0.87,0.31,0,0,,0,0
155,Mauro dos Santos,ar ARG,DF,Eibar,26,1989,29.8,0,12,5,41.7,0.4,0.17,0,0,,0,0
156,Abdoulaye DoucourÈ,ml MLI,MF,Granada,22,1993,12.9,0,10,0,0,0.78,0,0,,,0,0
157,Douglas,br BRA,DF,Barcelona,24,1990,0.1,0,0,0,,0,0,,,,0,0
158,Dejan Draûi?,rs SRB,MF,Celta Vigo,19,1995,1.2,0,1,0,0,0.86,0,0,,,0,0
159,”scar Duarte,cr CRC,"DF,MF",Espanyol,26,1989,13.3,1,8,3,37.5,0.6,0.23,0.13,0.33,,0,0
160,RubÈn Duarte,es ESP,DF,Espanyol,19,1995,20.7,0,11,2,18.2,0.53,0.1,0,0,,0,0
161,Duda,pt POR,MF,M·laga,35,1980,11.9,1,23,8,34.8,1.93,0.67,0.04,0.13,,0,1
162,Patrick Ebert,de GER,MF,Rayo Vallecano,28,1987,6.2,0,10,4,40,1.62,0.65,0,0,,0,0
163,Borja Ekiza,es ESP,DF,Eibar,27,1988,2.1,0,0,0,,0,0,,,,0,0
164,Aritz Elustondo,es ESP,DF,Real Sociedad,21,1994,28.8,1,16,5,31.3,0.56,0.17,0.06,0.2,,0,0
165,Gorka Elustondo,es ESP,"MF,DF",Athletic Club,28,1987,5.2,1,3,2,66.7,0.57,0.38,0.33,0.5,,0,0
166,Adri Embarba,es ESP,MF,Rayo Vallecano,23,1992,20.4,2,41,15,36.6,2.01,0.74,0.05,0.13,,0,0
167,Sergi Enrich,es ESP,FW,Eibar,25,1990,26.9,9,44,23,52.3,1.64,0.85,0.2,0.39,,0,0
168,Javier Eraso,es ESP,MF,Athletic Club,25,1990,8.7,2,12,5,41.7,1.38,0.57,0.17,0.4,,0,0
169,Gonzalo Escalante,ar ARG,MF,Eibar,22,1993,31.3,3,24,5,20.8,0.77,0.16,0.13,0.6,,0,0
170,Sergio Escudero,es ESP,"DF,MF",Sevilla,25,1989,13,1,13,6,46.2,1,0.46,0.08,0.17,,0,0
171,F·bio Espinho,pt POR,MF,M·laga,29,1985,1,0,2,1,50,2.02,1.01,0,0,,0,0
172,Bernardo Espinosa,co COL,DF,Sporting GijÛn,26,1989,14.8,1,13,6,46.2,0.88,0.4,0.08,0.17,,0,0
173,BeÒat Etxebarria,es ESP,MF,Athletic Club,28,1987,32.2,1,29,9,31,0.9,0.28,0.03,0.11,,0,0
174,Xabier Etxeita,es ESP,DF,Athletic Club,27,1987,27.6,0,10,1,10,0.36,0.04,0,0,,0,0
175,FayÁal Fajr,ma MAR,MF,La CoruÒa,26,1988,31.6,5,46,19,41.3,1.46,0.6,0.11,0.26,,0,0
176,Luis FariÒa,ar ARG,"FW,MF",Rayo Vallecano,24,1991,0.6,0,0,0,,0,0,,,,0,0
177,Federico Fazio,ar ARG,DF,Sevilla,28,1987,3.3,0,1,1,100,0.31,0.31,0,0,,0,0
178,Zouhair Feddal,ma MAR,DF,Levante,26,1989,28,1,13,3,23.1,0.46,0.11,0.08,0.33,,0,0
179,Sofiane Feghouli,dz ALG,"FW,MF",Valencia,25,1989,14,1,22,8,36.4,1.57,0.57,0.05,0.13,,0,0
180,AndrÈs Fern·ndez,es ESP,GK,Granada,28,1986,37,0,0,0,,0,0,,,,0,0
181,Augusto Fern·ndez,ar ARG,MF,Celta Vigo,29,1986,14.9,1,9,3,33.3,0.61,0.2,0.11,0.33,,0,0
182,Augusto Fern·ndez,ar ARG,MF,AtlÈtico Madrid,29,1986,9.5,0,4,1,25,0.42,0.11,0,0,,0,0
183,Borja Fern·ndez,es ESP,MF,Celta Vigo,19,1995,1.5,0,0,0,,0,0,,,,0,0
184,Carlos Fern·ndez,es ESP,FW,Sevilla,19,1996,0.3,0,0,0,,0,0,,,,0,0
185,Diogo Figueiras,pt POR,"MF,DF",Sevilla,24,1991,3.1,0,2,0,0,0.65,0,0,,,0,0
186,Egor Filipenko,by BLR,"DF,MF",M·laga,27,1988,6.2,0,8,0,0,1.28,0,0,,,0,0
187,Andreu Font‡s,es ESP,DF,Celta Vigo,25,1989,6,1,2,1,50,0.33,0.17,0.5,1,,0,0
188,Pablo Fornals,es ESP,MF,M·laga,19,1996,14.4,1,22,5,22.7,1.53,0.35,0.05,0.2,,0,0
189,Dimitri Foulquier,fr FRA,DF,Granada,22,1993,17,1,6,1,16.7,0.35,0.06,0.17,1,,0,0
190,Hugo Fraile,es ESP,MF,Sporting GijÛn,28,1987,0.9,0,0,0,,0,0,,,,0,0
191,Javi Fuego,es ESP,MF,Valencia,31,1984,22.7,0,5,1,20,0.22,0.04,0,0,,0,0
192,Gabi,es ESP,MF,AtlÈtico Madrid,32,1983,32,1,17,3,17.6,0.53,0.09,0.06,0.33,,0,0
193,KÈvin Gameiro,fr FRA,FW,Sevilla,28,1987,23.1,16,72,39,54.2,3.11,1.69,0.17,0.31,,4,5
194,Jes˙s G·mez,es ESP,DF,AtlÈtico Madrid,30,1985,8.1,0,2,0,0,0.25,0,0,,,0,0
195,Alberto GarcÌa,es ESP,GK,Sporting GijÛn,30,1985,6,0,0,0,,0,0,,,,0,0
196,Dani GarcÌa,es ESP,MF,Eibar,25,1990,33.9,0,21,5,23.8,0.62,0.15,0,0,,0,1
197,David GarcÌa,es ESP,DF,Las Palmas,33,1982,17.9,2,9,4,44.4,0.5,0.22,0.22,0.5,,0,0
198,Ra˙l GarcÌa,es ESP,MF,Athletic Club,29,1986,26.3,7,77,20,26,2.92,0.76,0.09,0.35,,0,0
199,Ra˙l GarcÌa,es ESP,"FW,MF",AtlÈtico Madrid,29,1986,0.1,0,1,0,0,9,0,0,,,0,0
200,RubÈn GarcÌa,es ESP,"FW,MF",Levante,22,1993,11.3,1,15,7,46.7,1.33,0.62,0.07,0.14,,0,0
201,Samu GarcÌa,es ESP,"MF,FW",Villarreal,25,1990,8.5,2,9,3,33.3,1.06,0.35,0.22,0.67,,0,0
202,Javier Garrido,es ESP,DF,Las Palmas,30,1985,17.5,0,2,1,50,0.11,0.06,0,0,,0,0
203,Mario Gaspar,es ESP,DF,Villarreal,24,1990,31.9,2,33,7,21.2,1.03,0.22,0.06,0.29,,0,0
204,Ander Gayoso,es ESP,DF,Eibar,22,1993,0.1,0,0,0,,0,0,,,,0,0
205,Nabil Ghilas,dz ALG,FW,Levante,25,1990,11.3,0,20,5,25,1.78,0.44,0,0,,0,0
206,Dani GimÈnez,es ESP,GK,Betis,32,1983,2.3,0,0,0,,0,0,,,,0,0
207,Diego GodÌn,uy URU,DF,AtlÈtico Madrid,29,1986,29.4,1,26,6,23.1,0.88,0.2,0.04,0.17,,0,0
208,Henok Goitom,er ERI,FW,Getafe,30,1984,1.4,0,4,0,0,2.88,0,0,,,0,0
209,David Goldar,es ESP,DF,Celta Vigo,20,1994,1,0,1,0,0,1,0,0,,,0,0
210,AndrÈ Gomes,pt POR,MF,Valencia,22,1993,26.4,2,42,15,35.7,1.59,0.57,0.05,0.13,,0,0
211,Ibai GÛmez,es ESP,MF,Athletic Club,25,1989,1.3,0,2,0,0,1.57,0,0,,,0,0
212,Moi GÛmez,es ESP,MF,Getafe,21,1994,10.2,2,15,9,60,1.47,0.88,0.13,0.22,,0,0
213,Sergi GÛmez,es ESP,DF,Celta Vigo,23,1992,29.1,0,2,0,0,0.07,0,0,,,0,0
214,Vicente GÛmez,es ESP,MF,Las Palmas,26,1988,16.3,1,7,3,42.9,0.43,0.18,0.14,0.33,,0,0
215,Abraham Gonz·lez,es ESP,MF,Espanyol,30,1985,12.2,1,15,7,46.7,1.23,0.57,0.07,0.14,,0,0
216,Adri·n Gonz·lez,es ESP,MF,Eibar,27,1988,24.7,4,45,20,44.4,1.82,0.81,0.09,0.2,,0,0
217,¡Ålvaro Gonz·lez,es ESP,DF,Espanyol,25,1990,35.8,0,16,6,37.5,0.45,0.17,0,0,,0,0
218,Bruno Gonz·lez,es ESP,DF,Betis,25,1990,31.1,0,17,4,23.5,0.55,0.13,0,0,,0,0
219,Diego Gonz·lez,es ESP,DF,Sevilla,20,1995,1.2,1,2,2,100,1.67,1.67,0.5,0.5,,0,0
220,Mikel Gonz·lez,es ESP,DF,Real Sociedad,29,1985,17.2,0,5,0,0,0.29,0,0,,,0,0
221,Ian Gonzalez Nieto,es ESP,FW,Getafe,22,1993,0.1,0,1,0,0,6.92,0,0,,,0,0
222,Esteban Granero,es ESP,MF,Real Sociedad,28,1987,9.3,0,6,3,50,0.65,0.32,0,0,,0,0
223,Antoine Griezmann,fr FRA,FW,AtlÈtico Madrid,24,1991,33.8,22,92,43,46.7,2.72,1.27,0.23,0.49,,1,2
