,,,,,,,,,Standard,,,,,,,,Performance,
223,Gerard Gumbau,es ESP,MF,Leganés,22,1994,15.9,1,15,6,40,0.94,0.38,0.07,0.17,25.6,0,0
224,Jon Guridi,es ESP,"MF,FW",Real Sociedad,22,1995,0.6,0,0,0,,0,0,,,,0,0
225,Alejandro Gutiérrez Mozo,es ESP,MF,Leganés,22,1995,0.5,0,0,0,,0,0,,,,0,0
226,Hacen,mr MTN,MF,Levante,19,1997,0.9,0,0,0,,0,0,,,,0,0
227,Munir El Haddadi,ma MAR,FW,Alavés,21,1995,27.2,10,63,23,36.5,2.32,0.85,0.16,0.43,16.5,0,0
228,Achraf Hakimi,ma MAR,DF,Real Madrid,18,1998,8.4,2,3,3,100,0.36,0.36,0.67,0.67,14.1,0,0
229,Alen Halilovi?,hr CRO,"FW,MF",Las Palmas,21,1996,14.5,2,38,15,39.5,2.62,1.04,0.05,0.13,24.2,0,0
230,Mario Hermoso,es ESP,DF,Espanyol,22,1995,21.4,1,12,3,25,0.56,0.14,0.08,0.33,24.1,0,0
231,Hernán,es ESP,MF,Las Palmas,26,1990,3.9,0,6,2,33.3,1.54,0.51,0,0,14.3,0,0
232,Héctor Hernández,es ESP,DF,Alavés,26,1991,0.2,0,0,0,,0,0,,,,0,0
233,Lucas Hernández,fr FRA,DF,Atlético Madrid,21,1996,23.5,0,9,1,11.1,0.38,0.04,0,0,15.2,0,0
234,Luis Hernández,es ESP,DF,Málaga,28,1989,36,0,6,0,0,0.17,0,0,,9.6,0,0
235,Pablo Hernández,cl CHI,MF,Celta Vigo,30,1986,20.2,3,18,3,16.7,0.89,0.15,0.17,1,12.8,0,0
236,Theo Hernández,fr FRA,DF,Real Madrid,19,1997,10.7,0,2,2,100,0.19,0.19,0,0,12.2,0,0
237,Borja Herrera,es ESP,DF,Las Palmas,24,1993,2.7,0,1,0,0,0.37,0,0,,28.3,0,0
238,Iago Herrerín,es ESP,GK,Athletic Club,29,1988,8,0,0,0,,0,0,,,,0,0
239,Andrew Hjulsager,dk DEN,"DF,MF",Celta Vigo,22,1995,0.2,0,1,0,0,6.43,0,0,,21.8,0,0
240,Brown Ideye,ng NGA,FW,Málaga,28,1988,8.1,1,10,3,30,1.23,0.37,0.1,0.33,7,0,0
241,Asier Illarramendi,es ESP,MF,Real Sociedad,27,1990,35.1,7,36,11,30.6,1.02,0.31,0.19,0.64,21.8,0,0
242,Andrés Iniesta,es ESP,MF,Barcelona,33,1984,20.3,1,16,6,37.5,0.79,0.3,0.06,0.17,21,0,0
243,Takashi Inui,jp JPN,"MF,FW",Eibar,29,1988,29.2,5,65,21,32.3,2.22,0.72,0.08,0.24,18.9,0,0
244,Gorka Iraizoz,es ESP,GK,Girona,36,1981,8.5,0,0,0,,0,0,,,,0,0
245,Carlos Isaac,es ESP,DF,Atlético Madrid,19,1998,0.7,0,1,0,0,1.43,0,0,,24.6,0,0
246,Isco,es ESP,MF,Real Madrid,25,1992,19.7,7,50,19,38,2.54,0.96,0.14,0.37,18,0,0
247,Manuel Iturra,cl CHI,MF,Málaga,33,1984,17.6,0,2,1,50,0.11,0.06,0,0,12.7,0,0
248,Ander Iturraspe,es ESP,MF,Athletic Club,28,1989,21.2,0,6,1,16.7,0.28,0.05,0,0,24.6,0,0
249,Ivi,es ESP,"MF,FW",Levante,23,1994,19.6,4,40,11,27.5,2.04,0.56,0.08,0.27,22.4,1,1
250,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,22,1995,17.5,3,60,14,23.3,3.43,0.8,0.05,0.21,18.1,0,0
251,Jason,es ESP,"MF,FW",Levante,23,1994,19.8,1,32,10,31.3,1.61,0.5,0.03,0.1,17.5,0,0
252,Álvaro Jiménez,es ESP,"MF,FW",Getafe,22,1995,5.9,1,9,4,44.4,1.53,0.68,0.11,0.25,21.8,0,0
253,Joaquín,es ESP,"FW,MF",Betis,36,1981,27.5,4,33,15,45.5,1.2,0.54,0.12,0.27,20.3,0,0
254,Jony,es ESP,"MF,FW",Málaga,26,1991,2.4,0,5,2,40,2.07,0.83,0,0,17.7,0,0
255,Joan Jordán,es ESP,MF,Eibar,23,1994,27,6,39,16,41,1.45,0.59,0.13,0.31,19.4,1,2
256,Willian José,br BRA,FW,Real Sociedad,25,1991,30.8,15,86,26,30.2,2.79,0.84,0.14,0.46,16.2,3,4
257,Jozabed,es ESP,MF,Celta Vigo,26,1991,16.4,0,19,5,26.3,1.16,0.31,0,0,16.8,0,0
258,Juanfran,es ESP,DF,La Coruña,28,1988,34,0,25,7,28,0.74,0.21,0,0,23.2,0,0
259,Juanfran,es ESP,DF,Atlético Madrid,32,1985,14.5,0,3,0,0,0.21,0,0,,27,0,0
260,Juankar,es ESP,DF,Málaga,27,1990,8.7,0,2,0,0,0.23,0,0,,26.9,0,0
261,Juanmi,es ESP,"FW,MF",Real Sociedad,24,1993,16.5,8,39,15,38.5,2.36,0.91,0.21,0.53,14.1,0,0
262,Juanpe,es ESP,DF,Girona,26,1991,34.1,5,23,12,52.2,0.68,0.35,0.22,0.42,12.3,0,0
263,Juanpi,ve VEN,"MF,FW",Málaga,23,1994,6.8,0,17,4,23.5,2.51,0.59,0,0,21.1,0,0
264,David Juncà,es ESP,DF,Eibar,23,1993,10,0,3,0,0,0.3,0,0,,30,0,0
265,Aleksandar Katai,rs SRB,"FW,MF",Alavés,26,1991,0.6,0,2,0,0,3.27,0,0,,30.2,0,0
266,Olarenwaju Kayode,ng NGA,FW,Girona,24,1993,4.3,0,10,3,30,2.35,0.7,0,0,14,0,0
267,Keko,es ESP,"MF,FW",Málaga,25,1991,13.4,0,20,7,35,1.49,0.52,0,0,19.1,0,0
268,Kike,es ESP,FW,Eibar,27,1989,27.3,8,70,28,40,2.56,1.02,0.11,0.29,12.2,0,0
269,Simon Kjær,dk DEN,DF,Sevilla,28,1989,17.5,2,9,2,22.2,0.52,0.11,0.22,1,6.4,0,0
270,Koke,es ESP,"MF,FW",Atlético Madrid,25,1992,30.6,4,29,14,48.3,0.95,0.46,0.14,0.29,20.2,0,0
271,Geoffrey Kondogbia,cf CTA,MF,Valencia,24,1993,29,4,30,7,23.3,1.03,0.24,0.13,0.57,19.8,0,0
272,Mateo Kovacic,hr CRO,MF,Real Madrid,23,1994,11,0,9,2,22.2,0.82,0.18,0,0,22.3,0,0
273,Maksym Koval,ua UKR,"GK,MF",La Coruña,24,1992,1.3,0,0,0,,0,0,,,,0,0
274,Bojan Krki?,es ESP,"FW,MF",Alavés,26,1990,4.9,0,5,4,80,1.02,0.82,0,0,16,0,0
275,Michael Krohn-Dehli,dk DEN,"MF,FW",Sevilla,34,1983,6,1,5,2,40,0.84,0.34,0.2,0.5,22.1,0,0
276,Michael Krohn-Dehli,dk DEN,MF,La Coruña,34,1983,8.1,0,6,0,0,0.74,0,0,,21,0,0
277,Toni Kroos,de GER,MF,Real Madrid,27,1990,25.1,5,41,17,41.5,1.63,0.68,0.12,0.29,21.3,0,0
278,Zdravko Kuzmanovi?,rs SRB,MF,Málaga,29,1987,5.3,0,3,0,0,0.56,0,0,,24.8,0,0
279,Alberto de la Bella,es ESP,DF,Real Sociedad,31,1985,17,0,5,1,20,0.29,0.06,0,0,19.5,0,0
280,Mehdi Lacen,dz ALG,MF,Getafe,33,1984,0.7,0,2,1,50,2.9,1.45,0,0,19.7,0,0
281,Mehdi Lacen,dz ALG,MF,Málaga,33,1984,11.7,0,5,0,0,0.43,0,0,,20.5,0,0
282,Víctor Laguardia,es ESP,DF,Alavés,27,1989,17,2,6,2,33.3,0.35,0.12,0.33,1,8.3,0,0
283,Aymeric Laporte,es ESP,DF,Athletic Club,23,1994,19,0,7,2,28.6,0.37,0.11,0,0,9.5,0,0
284,Borja Lasso,es ESP,MF,Sevilla,23,1994,0.6,0,0,0,,0,0,,,,0,0
285,Toni Lato,es ESP,DF,Valencia,19,1997,8.9,0,2,0,0,0.23,0,0,,24.4,0,0
286,Miguel Layún,mx MEX,DF,Sevilla,29,1988,13.2,2,22,5,22.7,1.67,0.38,0.09,0.4,23.9,0,0
287,Iñigo Lekue,es ESP,"DF,FW",Athletic Club,24,1993,23.5,0,19,4,21.1,0.81,0.17,0,0,26,0,0
288,Mauricio Lemos,uy URU,"DF,MF",Las Palmas,21,1995,14,0,16,2,12.5,1.14,0.14,0,0,26.7,0,0
289,Clément Lenglet,fr FRA,DF,Sevilla,22,1995,33.3,3,15,5,33.3,0.45,0.15,0.2,0.6,6.7,0,0
290,Pedro León,es ESP,"FW,MF",Eibar,30,1986,10.3,0,26,8,30.8,2.52,0.78,0,0,24.1,0,0
291,Sergio León,es ESP,FW,Betis,28,1989,22,11,62,25,40.3,2.82,1.14,0.18,0.44,14.4,0,1
292,Jefferson Lerma,co COL,MF,Levante,22,1994,23.7,0,27,1,3.7,1.14,0.04,0,0,22.6,0,0
293,Maxime Lestienne,be BEL,"MF,FW",Málaga,25,1992,7.4,0,10,1,10,1.35,0.13,0,0,13.9,0,0
294,Raúl Lizoain,es ESP,GK,Las Palmas,26,1991,11,0,0,0,,0,0,,,,0,0
295,Diego Llorente,es ESP,DF,Real Sociedad,23,1993,25.8,3,23,7,30.4,0.89,0.27,0.13,0.43,12.9,0,0
296,Marcos Llorente,es ESP,MF,Real Madrid,22,1995,6.1,0,6,0,0,0.99,0,0,,24.4,0,0
297,Stanislav Lobotka,sk SVK,MF,Celta Vigo,22,1994,34,0,7,3,42.9,0.21,0.09,0,0,26.2,0,0
298,David Lombán,es ESP,DF,Eibar,30,1987,11,1,4,1,25,0.36,0.09,0.25,1,11.8,0,0
299,Adrián López,es ESP,"FW,MF",La Coruña,29,1988,26.1,9,61,20,32.8,2.34,0.77,0.15,0.45,12,0,0
300,Alberto López,es ESP,DF,Málaga,22,1995,0.5,0,0,0,,0,0,,,,0,0
301,Andoni López,es ESP,DF,Athletic Club,21,1996,1,0,1,0,0,1,0,0,,21.2,0,0
302,David López,es ESP,"DF,MF",Espanyol,27,1989,37,1,13,5,38.5,0.35,0.14,0.08,0.2,11.9,0,0
303,Diego López,es ESP,GK,Espanyol,35,1981,9.5,0,0,0,,0,0,,,,0,0
304,Iván López,es ESP,DF,Levante,23,1993,1.9,0,1,0,0,0.52,0,0,,25.8,0,0
305,Javi López,es ESP,DF,Espanyol,31,1986,10.7,0,3,0,0,0.28,0,0,,28.2,0,0
306,Pedro López Muñoz,es ESP,DF,Levante,33,1983,17.7,0,3,0,0,0.17,0,0,,26.5,0,0
307,Pau López,es ESP,GK,Espanyol,22,1994,28.5,0,0,0,,0,0,,,,0,0
308,Pedro López,es ESP,GK,Betis,22,1995,4.6,0,0,0,,0,0,,,,0,0
309,Víctor López,es ESP,"MF,FW",Alavés,20,1997,0.7,0,2,0,0,3,0,0,,23.1,0,0
310,Anthony Lozano,hn HON,"FW,MF",Girona,24,1993,5.2,1,18,7,38.9,3.44,1.34,0.06,0.14,14,0,0
311,Filipe Luís,br BRA,DF,Atlético Madrid,31,1985,18.4,1,5,2,40,0.27,0.11,0.2,0.5,21.1,0,0
312,José Luis Gayà,es ESP,DF,Valencia,22,1995,32.4,0,17,6,35.3,0.52,0.19,0,0,20.1,0,0
313,José Luis Morales,es ESP,"MF,FW",Levante,30,1987,34,10,60,22,36.7,1.77,0.65,0.12,0.32,17.6,3,3
314,Luisinho,pt POR,DF,La Coruña,32,1985,29.1,1,16,4,25,0.55,0.14,0.06,0.25,24.3,0,0
315,Douglas Luiz,br BRA,"MF,FW",Girona,19,1998,3.4,0,10,5,50,2.91,1.46,0,0,17.4,0,0
316,Sasa Lukic,rs SRB,MF,Levante,20,1996,11,0,2,1,50,0.18,0.09,0,0,29.5,0,0
317,Antonio Luna,es ESP,DF,Levante,26,1991,22.5,0,5,0,0,0.22,0,0,,22,0,0
318,Pablo Maffeo,es ESP,"DF,MF",Girona,20,1997,29.4,0,24,7,29.2,0.82,0.24,0,0,19.3,0,0
319,Nemanja Maksimovi?,rs SRB,"MF,FW",Valencia,22,1995,6.2,0,7,1,14.3,1.13,0.16,0,0,12.9,0,0
320,Hugo Mallo,es ESP,DF,Celta Vigo,26,1991,33.3,0,24,8,33.3,0.72,0.24,0,0,21.3,0,0
321,Aïssa Mandi,dz ALG,DF,Betis,25,1991,33.6,1,13,2,15.4,0.39,0.06,0.08,0.5,10.5,0,0
322,Martín Mantovani,ar ARG,DF,Leganés,33,1984,11.4,1,5,1,20,0.44,0.09,0.2,1,6.5,0,0
323,José Manuel Jurado,es ESP,"MF,FW",Espanyol,31,1986,16.7,0,13,3,23.1,0.78,0.18,0,0,20.3,0,0
324,Marcelo,br BRA,DF,Real Madrid,29,1988,25.1,2,34,9,26.5,1.35,0.36,0.06,0.22,19.3,0,0
325,Óscar de Marcos,es ESP,"DF,MF",Athletic Club,28,1989,18.4,1,15,7,46.7,0.81,0.38,0.07,0.14,17.1,0,0
326,José María Giménez,uy URU,DF,Atlético Madrid,22,1995,18.8,1,15,2,13.3,0.8,0.11,0.07,0.5,11.9,0,0
327,Adrián Marín,es ESP,DF,Villarreal,20,1997,2.6,0,0,0,,0,0,,,,0,0
328,Guillermo Maripán,cl CHI,DF,Alavés,23,1994,17,0,5,1,20,0.29,0.06,0,0,8.2,0,0
329,Roger Martí,es ESP,FW,Levante,26,1991,10.7,3,25,8,32,2.34,0.75,0.08,0.25,15.1,1,1
330,Aarón Martín,es ESP,DF,Espanyol,20,1997,31.3,0,5,2,40,0.16,0.06,0,0,24.3,0,0
331,Carlos Martínez,es ESP,DF,Real Sociedad,31,1986,0,0,0,0,,0,0,,,,0,0
332,Emiliano Martínez,ar ARG,GK,Getafe,24,1992,5,0,0,0,,0,0,,,,0,0
333,Iñigo Martínez,es ESP,DF,Athletic Club,26,1991,16,0,10,3,30,0.62,0.19,0,0,12.3,0,0
334,Iñigo Martínez,es ESP,DF,Real Sociedad,26,1991,11.7,1,11,3,27.3,0.94,0.26,0.09,0.33,15.7,0,0
335,Roger Martínez,co COL,"FW,MF",Villarreal,23,1994,2.6,1,10,3,30,3.91,1.17,0.1,0.33,16.7,0,0
336,Javier Mascherano,ar ARG,DF,Barcelona,33,1984,6,0,0,0,,0,0,,,,0,0
337,Borja Mayoral,es ESP,"FW,MF",Real Madrid,20,1997,3.8,3,17,10,58.8,4.43,2.61,0.18,0.3,10.2,0,0
338,Róbert Mazá?,sk SVK,DF,Celta Vigo,23,1994,0.9,0,2,1,50,2.22,1.11,0,0,19.7,0,0
339,Álvaro Medrán,es ESP,MF,Alavés,23,1994,10.5,2,17,7,41.2,1.62,0.67,0.12,0.29,22.9,0,0
340,Álvaro Medrán,es ESP,MF,Valencia,23,1994,0.8,0,1,0,0,1.25,0,0,,35.4,0,0
341,Óscar Melendo,es ESP,"MF,FW",Espanyol,19,1997,7.6,1,7,2,28.6,0.92,0.26,0.14,0.5,18.4,0,0
342,Brais Méndez,es ESP,"MF,FW",Celta Vigo,20,1997,10.5,1,22,10,45.5,2.09,0.95,0.05,0.1,17.9,0,0
343,Gabriel Mercado,ar ARG,DF,Sevilla,30,1987,23.5,0,18,6,33.3,0.76,0.25,0,0,13.3,0,0
344,Sabin Merino,es ESP,"FW,MF",Athletic Club,25,1992,4.2,0,8,3,37.5,1.93,0.72,0,0,13.3,0,0
345,Roque Mesa,es ESP,MF,Sevilla,28,1989,3.8,0,1,0,0,0.26,0,0,,27,0,0
346,Lionel Messi,ar ARG,FW,Barcelona,30,1987,33.3,34,194,94,48.5,5.82,2.82,0.16,0.34,18.4,2,4
347,Michel,br BRA,DF,Las Palmas,27,1990,23.7,0,6,3,50,0.25,0.13,0,0,19.6,0,0
348,Santi Mina,es ESP,FW,Valencia,21,1995,17.3,12,42,18,42.9,2.43,1.04,0.26,0.61,11.2,1,1
349,Yerry Mina,co COL,DF,Barcelona,22,1994,4.1,0,3,1,33.3,0.73,0.24,0,0,10.7,0,0
350,Ignasi Miquel,es ESP,DF,Málaga,24,1992,19.7,0,12,3,25,0.61,0.15,0,0,10.5,0,0
351,Luka Modric,hr CRO,MF,Real Madrid,31,1985,21.9,1,35,9,25.7,1.6,0.41,0.03,0.11,19.6,0,0
352,Johan Mojica,co COL,"DF,MF",Girona,24,1992,23.7,0,22,2,9.1,0.93,0.08,0,0,22.1,0,0
353,Jorge Molina,es ESP,FW,Getafe,35,1982,31,7,57,22,38.6,1.84,0.71,0.07,0.18,13,3,6
354,Daniel Molina Orta,es ESP,MF,Celta Vigo,21,1996,0.1,0,0,0,,0,0,,,,0,0
355,Francisco Molinero,es ESP,DF,Getafe,32,1985,6.4,0,4,0,0,0.62,0,0,,23.8,0,0
356,Momo,es ESP,"FW,MF",Las Palmas,35,1982,7.5,0,7,1,14.3,0.94,0.13,0,0,17.3,0,0
357,Jefferson Montero,ec ECU,"FW,MF",Getafe,27,1989,0.6,0,0,0,,0,0,,,,0,0
358,Martín Montoya,es ESP,DF,Valencia,26,1991,23.9,0,8,5,62.5,0.33,0.21,0,0,26.2,0,0
359,Walter Montoya,ar ARG,FW,Sevilla,24,1993,0.8,0,1,0,0,1.18,0,0,,19.9,0,0
360,Shaquell Moore,us USA,DF,Levante,20,1996,4.7,0,3,2,66.7,0.64,0.42,0,0,19.6,0,0
361,Emre Mor,tr TUR,"FW,MF",Celta Vigo,20,1997,7.4,1,12,5,41.7,1.62,0.68,0.08,0.2,21.3,0,0
362,Sergio Mora,es ESP,MF,Getafe,37,1979,9,0,7,0,0,0.77,0,0,,20.5,0,0
363,Erik Morán,es ESP,MF,Leganés,26,1991,2.5,0,0,0,,0,0,,,,0,0
364,Gerard Moreno,es ESP,FW,Espanyol,25,1992,37.9,16,108,46,42.6,2.85,1.21,0.14,0.33,13.3,1,2
365,Héctor Moreno,mx MEX,DF,Real Sociedad,29,1988,8,1,8,4,50,1,0.5,0.13,0.25,7.4,0,0
366,Marlos Moreno,co COL,MF,Girona,20,1996,0.3,0,0,0,,0,0,,,,0,0
367,Loren Morón,es ESP,FW,Betis,23,1993,11.8,7,27,14,51.9,2.29,1.19,0.26,0.5,13.7,0,0
368,Pedro Mosquera,es ESP,MF,La Coruña,29,1988,15.5,0,13,4,30.8,0.84,0.26,0,0,17.3,0,0
369,Toni Moya,es ESP,DF,Atlético Madrid,19,1998,0,0,0,0,,0,0,,,,0,0
370,Álex Mula,es ESP,"MF,FW",Málaga,21,1996,6.2,0,17,6,35.3,2.73,0.96,0,0,19.8,0,0
371,Iker Muniain,es ESP,"MF,FW",Athletic Club,24,1992,8.7,4,17,10,58.8,1.96,1.15,0.24,0.4,15.7,0,0
372,Marc Muniesa,es ESP,DF,Girona,25,1992,12.5,0,3,1,33.3,0.24,0.08,0,0,11.2,0,0
373,Ezequiel Muñoz,ar ARG,DF,Leganés,26,1990,15.6,0,5,2,40,0.32,0.13,0,0,10.1,0,0
374,Sulley Muntari,gh GHA,MF,La Coruña,32,1984,4.5,0,4,1,25,0.89,0.22,0,0,22,0,0
375,Luis Muriel,co COL,FW,Sevilla,26,1991,17.9,7,58,22,37.9,3.25,1.23,0.12,0.32,15.4,0,0
376,Jeison Murillo,co COL,DF,Valencia,25,1992,15.3,0,2,0,0,0.13,0,0,,8,0,0
377,Fahad Al Muwallad,sa KSA,MF,Levante,22,1994,0.3,0,0,0,,0,0,,,,0,0
378,Alfred N'Diaye,sn SEN,"DF,MF",Villarreal,27,1990,1.1,0,0,0,,0,0,,,,0,0
379,Nacho,es ESP,DF,Real Madrid,27,1990,23,3,9,4,44.4,0.39,0.17,0.33,0.75,11.6,0,0
380,Matías Nahuel,es ESP,"FW,MF",Betis,20,1996,2.8,0,2,1,50,0.72,0.36,0,0,18.5,0,0
381,Naldo,br BRA,DF,Espanyol,28,1988,10.2,0,1,0,0,0.1,0,0,,8.5,0,0
382,Nano,es ESP,"FW,MF",Levante,22,1995,3.1,0,7,2,28.6,2.26,0.65,0,0,13.8,0,0
383,Naranjo,es ESP,"FW,MF",Leganés,23,1994,6.2,1,9,3,33.3,1.44,0.48,0.11,0.33,21.8,0,0
384,Juanjo Narváez,co COL,MF,Betis,22,1995,3.4,0,3,0,0,0.89,0,0,,27.4,0,0
385,Fernando Navarro,es ESP,DF,La Coruña,35,1982,11.6,0,0,0,,0,0,,,,0,0
386,Marc Navarro,es ESP,DF,Espanyol,22,1995,12.3,1,21,4,19,1.7,0.32,0.05,0.25,22.1,0,0
387,Rafa Navarro,es ESP,DF,Betis,23,1994,1.5,0,1,1,100,0.67,0.67,0,0,22,0,0
388,Ximo Navarro,es ESP,DF,Las Palmas,27,1990,29,0,3,1,33.3,0.1,0.03,0,0,25.6,0,0
389,Jesús Navas,es ESP,"DF,FW",Sevilla,31,1985,19.6,1,20,6,30,1.02,0.31,0.05,0.17,19.2,0,0
390,Keylor Navas,cr CRC,GK,Real Madrid,30,1986,27,0,0,0,,0,0,,,,0,0
391,Raúl Navas,es ESP,DF,Real Sociedad,29,1988,19.9,0,12,2,16.7,0.6,0.1,0,0,15.8,0,0
392,Merveille Ndockyt,cg CGO,MF,Getafe,19,1998,0.8,0,0,0,,0,0,,,,0,0
393,Neto,br BRA,GK,Valencia,28,1989,33,0,1,0,0,0.03,0,0,,9,0,0
394,Saúl Ñíguez,es ESP,MF,Atlético Madrid,22,1994,35.1,2,54,9,16.7,1.54,0.26,0.04,0.22,21.8,0,0
395,Nolito,es ESP,"FW,MF",Sevilla,30,1986,17.8,4,36,18,50,2.03,1.01,0.11,0.22,16.8,0,1
396,Unai Núñez,es ESP,DF,Athletic Club,20,1997,32.7,1,21,2,9.5,0.64,0.06,0.05,0.5,8.1,0,0
397,Steven Nzonzi,fr FRA,MF,Sevilla,28,1988,24.6,1,22,5,22.7,0.89,0.2,0.05,0.2,18.3,0,0
398,Jan Oblak,si SVN,GK,Atlético Madrid,24,1993,37,0,0,0,,0,0,,,,0,0
399,Álvaro Odriozola,es ESP,DF,Real Sociedad,21,1995,32.4,0,8,5,62.5,0.25,0.15,0,0,17.6,0,0
400,Oier Olazábal,es ESP,GK,Levante,27,1989,26,0,0,0,,0,0,,,,0,0
401,Paulo Oliveira,pt POR,DF,Eibar,25,1992,24.6,0,13,3,23.1,0.53,0.12,0,0,10.1,0,0
402,Mathías Olivera,uy URU,"FW,MF",Getafe,19,1997,1.1,1,1,1,100,0.87,0.87,1,1,6.1,0,0
403,Michael Olunga,ke KEN,FW,Girona,23,1994,4.8,3,17,6,35.3,3.53,1.25,0.18,0.5,13.5,0,0
404,Javier Ontiveros,es ESP,"MF,FW",Málaga,19,1997,4.3,0,8,3,37.5,1.84,0.69,0,0,28.6,0,0
405,Fabián Orellana,cl CHI,"MF,FW",Eibar,31,1986,13.1,3,28,5,17.9,2.14,0.38,0.11,0.6,18.3,0,0
406,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,20,1997,30.8,12,67,31,46.3,2.18,1.01,0.18,0.39,15.9,0,0
407,Daniel Pacheco,es ESP,"MF,FW",Getafe,26,1991,1.9,0,1,0,0,0.51,0,0,,14.3,0,0
408,Fernando Pacheco,es ESP,GK,Alavés,25,1992,37.3,0,0,0,,0,0,,,,0,0
409,Costel Pantilimon,ro ROU,GK,La Coruña,30,1987,6,0,0,0,,0,0,,,,0,0
410,Rubén Pardo,es ESP,MF,Real Sociedad,24,1992,2.5,0,1,0,0,0.41,0,0,,32.7,0,0
411,Nicolás Pareja,ar ARG,DF,Sevilla,33,1984,4.5,0,3,0,0,0.67,0,0,,18.7,0,0
412,Daniel Parejo,es ESP,MF,Valencia,28,1989,33.3,7,39,15,38.5,1.17,0.45,0.03,0.07,26.5,6,6
413,Thomas Partey,gh GHA,"MF,DF",Atlético Madrid,24,1993,26.4,3,22,3,13.6,0.83,0.11,0.14,1,24.1,0,0
414,Paulinho,br BRA,MF,Barcelona,29,1988,21.6,9,44,22,50,2.04,1.02,0.2,0.41,12.2,0,0
415,Gabriel Paulista,br BRA,DF,Valencia,26,1990,28.7,0,16,3,18.8,0.56,0.1,0,0,14.1,0,0
416,Giampaolo Pazzini,it ITA,FW,Levante,32,1984,4.9,1,10,4,40,2.02,0.81,0.1,0.25,13.5,0,0
417,Alfonso Pedraza,es ESP,"MF,DF",Alavés,21,1996,27.1,3,44,14,31.8,1.62,0.52,0.07,0.21,18.9,0,0
418,Rubén Peña,es ESP,"DF,MF",Eibar,26,1991,19.2,1,13,2,15.4,0.68,0.1,0.08,0.5,20.5,0,0
419,Gabriel Peñalba,ar ARG,MF,Las Palmas,32,1984,6.3,0,6,0,0,0.95,0,0,,26.1,0,0
420,Adalberto Peñaranda,ve VEN,"FW,MF",Málaga,20,1997,8.9,0,21,6,28.6,2.36,0.67,0,0,22.2,0,0
421,Andreas Pereira,br BRA,MF,Valencia,21,1996,12,1,14,6,42.9,1.17,0.5,0.07,0.17,19.8,0,0
422,Hernán Pérez,py PAR,"MF,DF",Espanyol,28,1989,1.6,0,0,0,,0,0,,,,0,0
423,Hernán Pérez,py PAR,"MF,FW",Alavés,28,1989,4.2,0,9,2,22.2,2.17,0.48,0,0,19.1,0,0
424,Lucas Pérez,es ESP,FW,La Coruña,28,1988,31.1,8,51,22,43.1,1.64,0.71,0.1,0.23,15.9,3,4
425,Rubén Pérez,es ESP,MF,Leganés,28,1989,28,0,18,1,5.6,0.64,0.04,0,0,34.9,0,0
426,Pablo Piatti,ar ARG,"MF,FW",Espanyol,28,1989,19.3,2,32,6,18.8,1.66,0.31,0.03,0.17,18.8,1,1
427,Tomás Pina Isla,es ESP,MF,Alavés,29,1987,26.5,1,13,3,23.1,0.49,0.11,0.08,0.33,16.5,0,0
428,Gerard Piqué,es ESP,DF,Barcelona,30,1987,29.2,2,17,5,29.4,0.58,0.17,0.12,0.4,9.3,0,0
429,Guido Pizarro,ar ARG,MF,Sevilla,27,1990,19.5,1,12,3,25,0.62,0.15,0.08,0.33,17.2,0,0
430,Carles Planas,es ESP,"DF,MF",Girona,26,1991,2.1,0,1,0,0,0.47,0,0,,4.5,0,0
431,Pere Pons,es ESP,MF,Girona,24,1993,28.4,0,17,6,35.3,0.6,0.21,0,0,22.2,0,0
432,Francisco Portillo,es ESP,"MF,FW",Getafe,27,1990,27.3,2,16,6,37.5,0.59,0.22,0.06,0.17,19.6,1,2
433,Portu,es ESP,"FW,MF",Girona,25,1992,33.3,11,49,25,51,1.47,0.75,0.22,0.44,12.8,0,0
434,Sergio Postigo,es ESP,DF,Levante,28,1988,26.9,1,7,2,28.6,0.26,0.07,0.14,0.5,19.9,0,0
435,Darío Poveda,es ESP,FW,Villarreal,20,1997,0,0,0,0,,0,0,,,,0,0
436,Andrés Prieto,es ESP,GK,Málaga,23,1993,4,0,0,0,,0,0,,,,0,0
437,Xabi Prieto,es ESP,MF,Real Sociedad,33,1983,21.4,3,14,9,64.3,0.65,0.42,0.14,0.22,11.8,1,1
438,Dani Raba,es ESP,"MF,FW",Villarreal,21,1995,12.3,2,22,7,31.8,1.78,0.57,0.09,0.29,17.8,0,0
439,Nemanja Radoja,rs SRB,MF,Celta Vigo,24,1993,12.3,0,6,2,33.3,0.49,0.16,0,0,12.2,0,0
440,Ivan Rakitic,hr CRO,MF,Barcelona,29,1988,31.5,1,28,9,32.1,0.89,0.29,0.04,0.11,20.8,0,0
441,Jonás Ramalho,es ESP,DF,Girona,24,1993,25.5,0,9,1,11.1,0.35,0.04,0,0,7,0,0
442,Benito Ramírez,es ESP,"FW,MF",Las Palmas,22,1995,1.8,0,1,1,100,0.54,0.54,0,0,28.7,0,0
443,Sandro Ramírez,es ESP,"FW,MF",Sevilla,22,1995,8,0,25,10,40,3.14,1.26,0,0,18,0,0
444,Toño Ramírez,es ESP,GK,Real Sociedad,30,1986,3.5,0,0,0,,0,0,,,,0,0
