,,,,,,,,,Standard,,,,,,,,Performance,
444,Iñigo Pérez,es ESP,MF,Osasuna,33,1988,3.8,1,4,1,25,1.07,0.27,0.25,1,26.5,0,0
445,Juan Pérez,es ESP,GK,Osasuna,25,1996,2,0,0,0,,0,0,,,,0,0
446,Kike Pérez,es ESP,"FW,MF",Elche,24,1997,5.8,2,10,5,50,1.73,0.87,0.2,0.4,21.3,0,0
447,Lucas Pérez,es ESP,"FW,MF",Cádiz,32,1988,11.8,3,16,5,31.3,1.36,0.42,0.19,0.6,13.8,0,0
448,Lucas Pérez,es ESP,FW,Elche,32,1988,14.1,2,14,5,35.7,1,0.36,0.14,0.4,14.9,0,0
449,Njegoš Petrovi?,rs SRB,MF,Granada,22,1999,10.2,0,8,2,25,0.78,0.2,0,0,18.7,0,0
450,Alex Petxa,es ESP,"DF,MF",Athletic Club,24,1997,4.6,0,2,1,50,0.44,0.22,0,0,17.2,0,0
451,Germán Pezzella,ar ARG,DF,Betis,30,1991,22.1,1,19,6,31.6,0.86,0.27,0.05,0.17,11.3,0,0
452,Pablo Piatti,ar ARG,"MF,FW",Elche,32,1989,3.5,0,4,2,50,1.15,0.58,0,0,24.5,0,0
453,Cristiano Piccini,it ITA,DF,Valencia,28,1992,3.6,1,3,1,33.3,0.84,0.28,0.33,1,17.7,0,0
454,Tomás Pina Isla,es ESP,MF,Alavés,33,1987,16,0,5,1,20,0.31,0.06,0,0,22,0,0
455,Orbelín Pineda,mx MEX,"MF,FW",Celta Vigo,25,1996,1.1,0,5,1,20,4.55,0.91,0,0,17.1,0,0
456,Yeremi Pino,es ESP,"MF,FW",Villarreal,18,2002,18.6,6,26,15,57.7,1.39,0.8,0.23,0.4,11.4,0,0
457,Gerard Piqué,es ESP,DF,Barcelona,34,1987,23.2,1,19,3,15.8,0.82,0.13,0.05,0.33,12.1,0,0
458,Ezequiel Ponce,ar ARG,FW,Elche,24,1997,7.4,1,15,5,33.3,2.02,0.67,0.07,0.2,12.8,0,0
459,Pere Pons,es ESP,MF,Alavés,28,1993,15.2,1,16,4,25,1.05,0.26,0.06,0.25,15.2,0,0
460,Portu,es ESP,"FW,MF",Real Sociedad,29,1992,17.7,1,24,9,37.5,1.36,0.51,0,0,14.4,1,1
461,Sergio Postigo,es ESP,DF,Levante,32,1988,9.4,0,2,0,0,0.21,0,0,,15.5,0,0
462,Darío Poveda,es ESP,"FW,MF",Getafe,24,1997,4.2,1,4,4,100,0.95,0.95,0.25,0.25,29.8,0,0
463,José Pozo,es ESP,MF,Rayo Vallecano,25,1996,0.8,0,3,0,0,3.75,0,0,,17.5,0,0
464,Abdón Prats,es ESP,FW,Mallorca,28,1992,7.1,3,19,7,36.8,2.67,0.98,0.16,0.43,14.8,0,0
465,Alejandro Primo,es ESP,GK,Levante,17,2004,1,0,0,0,,0,0,,,,0,0
466,Javi Puado,es ESP,"FW,MF",Espanyol,23,1998,24.9,4,40,12,30,1.6,0.48,0.1,0.33,14.6,0,0
467,Pubill,es ESP,DF,Levante,18,2003,5.7,0,6,1,16.7,1.05,0.18,0,0,11.6,0,0
468,Antonio Puertas,es ESP,"MF,FW",Granada,29,1992,25.1,6,33,14,42.4,1.31,0.56,0.18,0.43,13.6,0,0
469,Riqui Puig,es ESP,MF,Barcelona,21,1999,5.4,1,9,3,33.3,1.66,0.55,0.11,0.33,18.5,0,0
470,Yacine Qasmi,ma MAR,MF,Rayo Vallecano,30,1991,0,0,0,0,,0,0,,,,0,0
471,Quini,es ESP,DF,Granada,31,1989,25.6,0,17,2,11.8,0.66,0.08,0,0,22,0,0
472,Dani Raba,es ESP,"MF,FW",Granada,25,1995,0.3,0,0,0,,0,0,,,,0,0
473,Dani Raba,es ESP,"MF,FW",Villarreal,25,1995,1,0,0,0,,0,0,,,,0,0
474,Uros Racic,rs SRB,MF,Valencia,23,1998,13.4,0,16,1,6.3,1.19,0.07,0,0,20.7,0,0
475,Nemanja Radoja,rs SRB,MF,Levante,28,1993,13.5,0,5,0,0,0.37,0,0,,18.3,0,0
476,Rafinha,br BRA,"MF,FW",Real Sociedad,28,1993,11.7,1,14,2,14.3,1.2,0.17,0.07,0.5,16.6,0,0
477,Antonio Raillo,es ESP,DF,Mallorca,29,1991,17,2,9,3,33.3,0.53,0.18,0.22,0.67,10,0,0
478,Ivan Rakitic,hr CRO,MF,Sevilla,33,1988,24.2,4,29,10,34.5,1.2,0.41,0.1,0.3,21.4,1,2
479,Jonás Ramalho,es ESP,DF,Osasuna,28,1993,2.7,0,2,0,0,0.74,0,0,,22.1,0,0
480,Sandro Ramírez,es ESP,FW,Getafe,26,1995,16.2,3,50,14,28,3.08,0.86,0.06,0.21,22.5,0,0
481,Raúl,es ESP,FW,Betis,20,2000,0,0,0,0,,0,0,,,,0,0
482,Lluís Recasens,es ESP,DF,Espanyol,19,2002,0.5,0,0,0,,0,0,,,,0,0
483,Manolo Reina,es ESP,GK,Mallorca,36,1985,21,0,0,0,,0,0,,,,0,0
484,Karim Rekik,nl NED,DF,Sevilla,26,1994,12.2,0,4,0,0,0.33,0,0,,8.3,0,0
485,Álex Remiro,es ESP,GK,Real Sociedad,26,1995,35,0,0,0,,0,0,,,,0,0
486,Nico Ribaudo,es ESP,"MF,FW",Espanyol,20,2001,12.4,2,20,4,20,1.61,0.32,0.1,0.5,21,0,0
487,Diego Rico,es ESP,DF,Real Sociedad,28,1993,18.3,0,10,1,10,0.55,0.05,0,0,24.9,0,0
488,Sergio Rico,es ESP,GK,Mallorca,27,1993,14,0,0,0,,0,0,,,,0,0
489,Luis Rioja,es ESP,"FW,MF",Alavés,27,1993,34.6,1,44,15,34.1,1.27,0.43,0.02,0.07,17.6,0,0
490,Rober,es ESP,DF,Levante,26,1995,22.3,1,8,1,12.5,0.36,0.04,0.13,1,7,0,0
491,Sergi Roberto,es ESP,"MF,DF",Barcelona,29,1992,4.4,2,4,3,75,0.9,0.68,0.5,0.67,9,0,0
492,Rubén Rochina,es ESP,"MF,FW",Granada,30,1991,8.3,1,15,5,33.3,1.82,0.61,0.07,0.2,25.5,0,0
493,Enzo Roco,cl CHI,DF,Elche,28,1992,28.4,1,11,3,27.3,0.39,0.11,0.09,0.33,9.8,0,0
494,Rodrigo,es ESP,FW,Betis,21,2000,9.8,1,15,7,46.7,1.53,0.72,0.07,0.14,16.1,0,0
495,Kévin Rodrigues,pt POR,"DF,FW",Rayo Vallecano,27,1994,4.8,0,4,0,0,0.83,0,0,,25.4,0,0
496,Ángel Rodríguez,es ESP,FW,Mallorca,34,1987,17.2,3,29,11,37.9,1.69,0.64,0.1,0.27,12.1,0,0
497,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,23,1998,10.5,0,25,8,32,2.39,0.76,0,0,25.5,0,0
498,Óscar Rodríguez Arnaiz,es ESP,"FW,MF",Sevilla,23,1998,4.6,0,14,1,7.1,3.02,0.22,0,0,23.9,0,0
499,Dani Rodríguez,es ESP,"MF,FW",Mallorca,33,1988,31.5,3,43,10,23.3,1.37,0.32,0.07,0.3,19.3,0,0
500,Guido Rodríguez,ar ARG,MF,Betis,27,1994,28.1,1,21,8,38.1,0.75,0.28,0.05,0.13,19.8,0,0
501,Rodrygo,br BRA,FW,Real Madrid,20,2001,16.9,4,35,15,42.9,2.07,0.89,0.11,0.27,15.8,0,0
502,Leonardo Román,es ESP,GK,Mallorca,21,2000,2,0,0,0,,0,0,,,,0,0
503,Iván Romero,es ESP,FW,Sevilla,20,2001,2,0,2,1,50,1.01,0.51,0,0,12,0,0
504,Unai Ropero,es ESP,MF,Alavés,19,2001,0.1,0,0,0,,0,0,,,,0,0
505,Rubén,es ESP,DF,Espanyol,20,2001,1.7,0,1,0,0,0.6,0,0,,30.7,0,0
506,Aitor Ruibal,es ESP,"FW,DF",Betis,25,1996,9.5,0,19,3,15.8,2,0.32,0,0,18.9,0,0
507,Isma Ruiz,es ESP,MF,Granada,20,2001,3.1,0,4,1,25,1.27,0.32,0,0,25.8,0,0
508,Víctor Ruiz,es ESP,DF,Betis,32,1989,15.8,0,8,1,12.5,0.51,0.06,0,0,7.1,0,0
509,Gerónimo Rulli,ar ARG,GK,Villarreal,29,1992,32,0,0,0,,0,0,,,,0,0
510,Franco Russo,ar ARG,DF,Mallorca,26,1994,16.3,1,6,2,33.3,0.37,0.12,0.17,0.5,12.4,0,0
511,Mathew Ryan,au AUS,GK,Real Sociedad,29,1992,3,0,0,0,,0,0,,,,0,0
512,Youssouf Sabaly,sn SEN,DF,Betis,28,1993,8.8,0,4,1,25,0.46,0.11,0,0,25.1,0,0
513,Salvi,es ESP,"MF,FW",Cádiz,30,1991,15.5,2,19,8,42.1,1.23,0.52,0.11,0.25,15.8,0,1
514,Fede San Emeterio,es ESP,MF,Cádiz,24,1997,9.2,0,0,0,,0,0,,,,0,0
515,Oihan Sancet,es ESP,FW,Athletic Club,21,2000,15.8,6,31,14,45.2,1.96,0.89,0.19,0.43,14.2,0,0
516,Antonio Sánchez,es ESP,"MF,FW",Mallorca,24,1997,18,1,18,4,22.2,1,0.22,0.06,0.25,21.8,0,0
517,Germán Sánchez,es ESP,DF,Granada,34,1986,25.5,2,13,4,30.8,0.51,0.16,0.15,0.5,8.2,0,0
518,Juan Sánchez,es ESP,MF,Sevilla,17,2003,0.1,0,0,0,,0,0,,,,0,0
519,Manuel Sánchez,es ESP,DF,Osasuna,20,2000,25.1,1,7,3,42.9,0.28,0.12,0.14,0.33,20.2,0,0
520,Oier Sanjurjo,es ESP,MF,Osasuna,35,1986,8.4,1,9,1,11.1,1.07,0.12,0.11,1,15.7,0,0
521,Jesús Santiago,es ESP,MF,Valencia,17,2004,0.9,0,0,0,,0,0,,,,0,0
522,Sergio Santos,es ESP,DF,Real Madrid,20,2001,0.1,0,0,0,,0,0,,,,0,0
523,Alvaro Sanz,es ESP,MF,Barcelona,20,2001,0.3,0,0,0,,0,0,,,,0,0
524,Marcelo Saracchi,uy URU,DF,Levante,23,1998,2.1,0,0,0,,0,0,,,,0,0
525,Joan Sastre Vanrell,es ESP,DF,Mallorca,24,1997,2.9,0,2,0,0,0.7,0,0,,26.8,0,0
526,Esteban Saveljich,me MNE,DF,Rayo Vallecano,30,1991,18.9,0,9,3,33.3,0.48,0.16,0,0,7.5,0,0
527,Stefan Savi?,me MNE,DF,Atlético Madrid,30,1991,27.1,0,16,5,31.3,0.59,0.18,0,0,7.9,0,0
528,Valentino Scotta,es ESP,DF,Sevilla,19,2001,0,0,0,0,,0,0,,,,0,0
529,Aleksandar Sedlar,rs SRB,"DF,MF",Mallorca,29,1991,4.5,0,0,0,,0,0,,,,0,0
530,Javier Serrano,es ESP,MF,Atlético Madrid,18,2003,0.8,0,0,0,,0,0,,,,0,0
531,Nicolás Serrano,es ESP,MF,Athletic Club,18,2003,3.5,1,9,5,55.6,2.56,1.42,0.11,0.2,25.3,0,0
532,Salva Sevilla,es ESP,MF,Mallorca,37,1984,16.7,5,22,4,18.2,1.31,0.24,0.05,0.25,25.9,4,4
533,David Silva,es ESP,MF,Real Sociedad,35,1986,19.1,2,21,6,28.6,1.1,0.31,0.1,0.33,15.9,0,0
534,Jonathan Silva,ar ARG,"DF,MF",Getafe,27,1994,2.5,0,1,1,100,0.4,0.4,0,0,20.9,0,0
535,Rui Silva,pt POR,GK,Betis,27,1994,21.8,0,0,0,,0,0,,,,0,0
536,Giuliano Simeone,ar ARG,DF,Atlético Madrid,18,2002,0,0,0,0,,0,0,,,,0,0
537,Unai Simón,es ESP,GK,Athletic Club,24,1997,34,0,0,0,,0,0,,,,0,0
538,Antonio Sivera,es ESP,GK,Alavés,24,1996,3.1,0,0,0,,0,0,,,,0,0
539,Rubén Sobrino,es ESP,MF,Valencia,29,1992,0.2,0,0,0,,0,0,,,,0,0
540,Rubén Sobrino,es ESP,"FW,MF",Cádiz,29,1992,20.7,4,34,10,29.4,1.64,0.48,0.12,0.4,12,0,0
541,Alex Sola,es ESP,"DF,FW",Real Sociedad,22,1999,0.5,0,1,0,0,2.2,0,0,,19.2,0,0
542,Augusto Solari,ar ARG,"MF,DF",Celta Vigo,29,1992,7.9,0,7,1,14.3,0.88,0.13,0,0,25.1,0,0
543,Roberto Soldado,es ESP,FW,Levante,36,1985,7.4,3,17,8,47.1,2.3,1.08,0.18,0.38,11.8,0,0
544,Carlos Soler,es ESP,MF,Valencia,24,1997,27.5,11,33,14,42.4,1.2,0.51,0.12,0.29,24.1,7,7
545,Son,es ESP,DF,Levante,27,1994,21.9,1,14,7,50,0.64,0.32,0.07,0.14,19.3,0,0
546,David Soria,es ESP,GK,Getafe,28,1993,37.9,0,0,0,,0,0,,,,0,0
547,Alexander Sørloth,no NOR,FW,Real Sociedad,25,1995,19.6,4,37,12,32.4,1.89,0.61,0.11,0.33,11.6,0,0
548,Alberto Soro,es ESP,"MF,FW",Granada,22,1999,6.4,0,7,4,57.1,1.09,0.62,0,0,11.8,0,0
549,Hugo Sotelo,es ESP,MF,Celta Vigo,17,2003,0,0,0,0,,0,0,,,,0,0
550,Damián Suárez,uy URU,DF,Getafe,33,1988,30.1,0,14,4,28.6,0.46,0.13,0,0,30.3,0,0
551,Denis Suárez,es ESP,MF,Celta Vigo,27,1994,31.3,4,21,8,38.1,0.67,0.26,0.19,0.5,20.7,0,0
552,Luis Suárez,uy URU,FW,Atlético Madrid,34,1987,20.4,11,51,23,45.1,2.5,1.13,0.18,0.39,20,2,3
553,Mario Suárez,es ESP,DF,Rayo Vallecano,34,1987,7.9,0,9,3,33.3,1.14,0.38,0,0,12.7,0,0
554,Suso,es ESP,FW,Sevilla,27,1993,4.3,0,6,2,33.3,1.41,0.47,0,0,22.3,0,0
555,Mamadou Sylla,sn SEN,"FW,MF",Rayo Vallecano,27,1994,2.8,0,11,1,9.1,3.91,0.36,0,0,10.2,0,0
556,Mamadou Sylla,sn SEN,FW,Alavés,27,1994,4.4,0,2,0,0,0.46,0,0,,8.4,0,0
557,Tachi,es ESP,DF,Alavés,23,1997,2.7,0,0,0,,0,0,,,,0,0
558,Renato Tapia,pe PER,MF,Celta Vigo,26,1995,15.7,0,12,3,25,0.76,0.19,0,0,24.3,0,0
559,Cristian Tello,es ESP,"FW,MF",Betis,29,1991,9.1,2,29,9,31,3.19,0.99,0.07,0.22,20.3,0,0
560,Nahuel Tenaglia,ar ARG,DF,Alavés,25,1996,11.9,0,6,1,16.7,0.5,0.08,0,0,19,0,0
561,Marc Tenas,es ESP,"FW,MF",Alavés,20,2001,0.6,0,0,0,,0,0,,,,0,0
562,Marc-André ter Stegen,de GER,GK,Barcelona,29,1992,35,0,0,0,,0,0,,,,0,0
563,David Timor,es ESP,MF,Getafe,31,1989,3.8,0,8,0,0,2.11,0,0,,29.7,0,0
564,Raúl de Tomás,es ESP,FW,Espanyol,26,1994,32.4,17,101,40,39.6,3.12,1.24,0.12,0.3,18.2,5,5
565,Raúl Torrente,es ESP,DF,Granada,19,2001,14.2,0,4,0,0,0.28,0,0,,13,0,0
566,Ferrán Torres,es ESP,FW,Barcelona,21,2000,15.7,4,52,18,34.6,3.31,1.15,0.06,0.17,15.6,1,1
567,Óliver Torres,es ESP,"MF,FW",Sevilla,26,1994,11.2,2,14,5,35.7,1.25,0.45,0.14,0.4,17.6,0,0
568,Pau Torres,es ESP,DF,Villarreal,24,1997,31.7,5,25,9,36,0.79,0.28,0.2,0.56,7.1,0,0
569,Roberto Torres,es ESP,"MF,FW",Osasuna,32,1989,9,2,13,3,23.1,1.45,0.33,0,0,24.3,2,2
570,Lucas Torró,es ESP,MF,Osasuna,27,1994,30.3,1,35,9,25.7,1.16,0.3,0.03,0.11,20.3,0,0
571,Adama Traoré,es ESP,"FW,DF",Barcelona,25,1996,4.2,0,9,3,33.3,2.12,0.71,0,0,14.5,0,0
572,Óscar Trejo,ar ARG,MF,Rayo Vallecano,33,1988,22.3,3,20,7,35,0.9,0.31,0,0,24.3,3,3
573,Manu Trigueros,es ESP,"MF,FW",Villarreal,29,1991,24.2,6,40,16,40,1.65,0.66,0.15,0.38,17.4,0,0
574,Kieran Trippier,eng ENG,DF,Atlético Madrid,30,1990,10.8,0,2,0,0,0.18,0,0,,18.6,0,0
575,Beñat Turrientes,es ESP,MF,Real Sociedad,19,2002,2.3,0,7,2,28.6,3.04,0.87,0,0,21.1,0,0
576,Samuel Umtiti,fr FRA,DF,Barcelona,27,1993,1,0,0,0,,0,0,,,,0,0
577,Enes Ünal,tr TUR,FW,Getafe,24,1997,31.1,16,82,24,29.3,2.64,0.77,0.17,0.58,15.8,2,4
578,Myrto Uzuni,al ALB,"MF,FW",Granada,26,1995,9.5,1,11,2,18.2,1.16,0.21,0.09,0.5,20.4,0,0
579,Álvaro Vadillo,es ESP,"MF,DF",Espanyol,26,1994,0.1,0,0,0,,0,0,,,,0,0
580,Óscar Valentín,es ESP,MF,Rayo Vallecano,26,1994,28.5,0,11,1,9.1,0.39,0.04,0,0,19.4,0,0
581,Germán Valera,es ESP,"FW,MF",Real Sociedad,19,2002,0.6,0,1,0,0,1.76,0,0,,22.6,0,0
582,Martin Valjent,sk SVK,DF,Mallorca,25,1995,35.3,0,10,1,10,0.28,0.03,0,0,27.9,0,0
583,Jesús Vallejo,es ESP,DF,Real Madrid,24,1997,3.8,0,0,0,,0,0,,,,0,0
584,Manu Vallejo,es ESP,"MF,FW",Alavés,24,1997,4.1,1,3,2,66.7,0.73,0.49,0.33,0.5,11.9,0,0
585,Manu Vallejo,es ESP,"FW,MF",Valencia,24,1997,1.1,0,3,1,33.3,2.76,0.92,0,0,18.8,0,0
586,Federico Valverde,uy URU,MF,Real Madrid,23,1998,20.4,0,36,9,25,1.77,0.44,0,0,24.1,0,0
587,José Luis García Vayá,es ESP,MF,Levante,22,1998,22.4,0,14,2,14.3,0.63,0.09,0,0,22.9,0,0
588,Jesus Vazquez,es ESP,DF,Valencia,18,2003,9,0,4,1,25,0.44,0.11,0,0,15.6,0,0
589,Kevin Vázquez,es ESP,DF,Celta Vigo,28,1993,14.8,0,3,1,33.3,0.2,0.07,0,0,11,0,0
590,Lucas Vázquez,es ESP,DF,Real Madrid,30,1991,20.4,3,18,5,27.8,0.88,0.25,0.17,0.6,20.2,0,0
591,Gabriel Veiga,es ESP,MF,Celta Vigo,19,2002,1.2,0,2,0,0,1.67,0,0,,26,0,0
592,Unai Vencedor Paris,es ESP,MF,Athletic Club,20,2000,26.5,0,20,1,5,0.76,0.04,0,0,19.7,0,0
593,Gonzalo Verdú,es ESP,DF,Elche,32,1988,15.5,0,3,0,0,0.19,0,0,,18.1,0,0
594,Mikel Vesga,es ESP,MF,Athletic Club,28,1993,15.1,2,14,4,28.6,0.93,0.27,0.14,0.5,16.9,0,0
595,Rúben Vezo,pt POR,DF,Levante,27,1994,26.9,0,17,4,23.5,0.63,0.15,0,0,12.4,0,0
596,Aleix Vidal,es ESP,"DF,MF",Espanyol,31,1989,21.1,2,6,3,50,0.28,0.14,0.33,0.67,17.7,0,0
597,Nacho Vidal,es ESP,DF,Osasuna,26,1995,32.2,0,21,2,9.5,0.65,0.06,0,0,19.1,0,0
598,Dídac Vilà,es ESP,"DF,MF",Espanyol,32,1989,2.3,0,0,0,,0,0,,,,0,0
599,Tonny Vilhena,nl NED,"MF,FW",Espanyol,26,1995,10.3,1,15,3,20,1.45,0.29,0.07,0.33,20.8,0,0
600,Daniel Villahermosa,es ESP,MF,Espanyol,20,2001,0.3,0,0,0,,0,0,,,,0,0
601,Asier Villalibre,es ESP,FW,Athletic Club,23,1997,6.1,2,19,6,31.6,3.12,0.99,0.11,0.33,11.4,0,0
602,Gonzalo Villar,es ESP,MF,Getafe,23,1998,3.3,0,2,2,100,0.6,0.6,0,0,19.7,0,0
603,Vitolo,es ESP,"MF,FW",Getafe,31,1989,2.5,0,1,0,0,0.41,0,0,,22.5,0,0
604,Daniel Vivian,es ESP,DF,Athletic Club,22,1999,22.1,2,17,8,47.1,0.77,0.36,0.12,0.25,11.3,0,0
605,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,29,1992,10.2,1,4,1,25,0.39,0.1,0.25,1,13.9,0,0
606,Nikola Vukcevic,me MNE,MF,Levante,29,1991,1.3,0,1,0,0,0.76,0,0,,27,0,0
607,Daniel Wass,dk DEN,DF,Atlético Madrid,32,1989,0.5,0,0,0,,0,0,,,,0,0
608,Daniel Wass,dk DEN,MF,Valencia,32,1989,17.6,1,28,8,28.6,1.59,0.46,0.04,0.13,23.5,0,0
609,Iñaki Williams,gh GHA,FW,Athletic Club,27,1994,30.9,8,94,34,36.2,3.05,1.1,0.07,0.21,14,1,1
610,Nico Williams,es ESP,MF,Athletic Club,19,2002,14.9,0,33,10,30.3,2.22,0.67,0,0,15.5,0,0
611,Okay Yokuslu,tr TUR,"DF,MF",Celta Vigo,27,1994,1.6,0,2,0,0,1.29,0,0,,8.5,0,0
612,Okay Yokuslu,tr TUR,"DF,MF",Getafe,27,1994,5.2,0,4,1,25,0.77,0.19,0,0,13.6,0,0
613,Joseba Zaldúa,es ESP,DF,Real Sociedad,29,1992,13,0,6,3,50,0.46,0.23,0,0,25.9,0,0
614,Oier Zarraga,es ESP,MF,Athletic Club,22,1999,13,1,17,3,17.6,1.31,0.23,0,0,24,1,1
615,Luca Zidane,fr FRA,"GK,MF",Rayo Vallecano,23,1998,7.2,0,0,0,,0,0,,,,0,0
616,Igor Zubeldia,es ESP,DF,Real Sociedad,24,1997,18.3,0,9,2,22.2,0.49,0.11,0,0,17.8,0,0
617,Martín Zubimendi,es ESP,MF,Real Sociedad,22,1999,28.8,2,21,10,47.6,0.73,0.35,0.1,0.2,13.7,0,0
