,,,,,,,,,Standard,,,,,,,,Performance,
251,Joan Jord·n,es ESP,MF,Espanyol,20,1994,1.3,0,,0,,,0,,,,0,0
252,Jozabed,es ESP,MF,Rayo Vallecano,23,1991,13.2,1,,4,,,0.3,,0.25,,0,0
253,Juanfran,es ESP,"DF,FW",La CoruÒa,25,1988,30.5,1,,9,,,0.3,,0.11,,0,0
254,Juanfran,es ESP,DF,Levante,38,1976,15.9,0,,0,,,0,,,,0,0
255,Juanfran,es ESP,"DF,MF",AtlÈtico Madrid,29,1985,34.5,0,,0,,,0,,,,0,0
256,Juankar,es ESP,"DF,FW",Granada,24,1990,14.9,0,,1,,,0.07,,0,,0,0
257,Juanmi,es ESP,"FW,MF",M·laga,21,1993,24.7,8,,16,,,0.65,,0.5,,0,0
258,Juanpi,ve VEN,MF,M·laga,20,1994,2.3,0,,1,,,0.43,,0,,0,0
259,GaÎl Kakuta,cd COD,"FW,MF",Rayo Vallecano,23,1991,33.9,5,,25,,,0.74,,0.2,,0,0
260,Carlos Kameni,cm CMR,GK,M·laga,30,1984,38,0,,0,,,0,,,,0,0
261,Nikolaos Karabelas,gr GRE,DF,Levante,29,1984,10.5,0,,1,,,0.1,,0,,0,0
262,Sami Khedira,de GER,MF,Real Madrid,27,1987,3.4,0,,1,,,0.29,,0,,0,0
263,Koke,es ESP,MF,AtlÈtico Madrid,22,1992,32,2,,15,,,0.47,,0.13,,0,0
264,TimothÈe Kolodziejczak,fr FRA,DF,Sevilla,22,1991,17.5,1,,1,,,0.06,,1,,0,0
265,Rene Krhin,si SVN,"FW,MF",CÛrdoba,24,1990,13.3,0,,4,,,0.3,,0,,0,0
266,Michael Krohn-Dehli,dk DEN,"FW,MF",Celta Vigo,31,1983,34.2,1,,12,,,0.35,,0.08,,0,0
267,Toni Kroos,de GER,MF,Real Madrid,24,1990,33.9,2,,10,,,0.3,,0.2,,0,0
268,Grzegorz Krychowiak,pl POL,MF,Sevilla,24,1990,30.1,2,,9,,,0.3,,0.22,,0,0
269,Alberto de la Bella,es ESP,DF,Real Sociedad,28,1985,21.2,1,,3,,,0.14,,0.33,,0,0
270,Mehdi Lacen,dz ALG,MF,Getafe,30,1984,28.9,2,,4,,,0.14,,0.5,,0,0
271,¡Ångel Lafita,es ESP,"FW,MF",Getafe,29,1984,11.8,2,,14,,,1.18,,0.14,,0,0
272,Roberto Lago,es ESP,"DF,MF",Getafe,28,1985,11.4,0,,1,,,0.09,,0,,0,0
273,Aymeric Laporte,es ESP,DF,Athletic Club,20,1994,32.9,0,,3,,,0.09,,0,,0,0
274,Javi Lara,es ESP,MF,Eibar,28,1985,19.1,1,,8,,,0.42,,0.13,,0,0
275,JoaquÌn Larrivey,ar ARG,FW,Celta Vigo,29,1984,24.4,11,,32,,,1.31,,0.34,,0,0
276,Daniel Larsson,se SWE,"FW,MF",Granada,27,1987,0.5,0,,0,,,0,,,,0,0
277,Laure,es ESP,DF,La CoruÒa,29,1985,15.2,0,,0,,,0,,,,0,0
278,Dejan Leki?,rs SRB,FW,Eibar,29,1985,4.3,0,,0,,,0,,,,0,0
279,Pedro LeÛn,es ESP,"FW,MF",Getafe,27,1986,16.3,2,,15,,,0.92,,0.13,,0,0
280,Lic·,pt POR,"FW,MF",Rayo Vallecano,25,1988,14.4,0,,7,,,0.49,,0,,0,0
281,Lillo,es ESP,DF,Eibar,25,1989,28.2,0,,2,,,0.07,,0,,0,0
282,David Lomb·n,es ESP,DF,Elche,27,1987,33.2,5,,7,,,0.21,,0.29,,3,3
283,¡Ålex LÛpez,es ESP,MF,Celta Vigo,26,1988,12.5,1,,7,,,0.56,,0.14,,0,0
284,David LÛpez,es ESP,"DF,MF",Espanyol,24,1989,1,0,,1,,,1,,0,,0,0
285,Aritz LÛpez Garai,es ESP,MF,CÛrdoba,33,1980,4.2,0,,0,,,0,,,,0,0
286,¡çÒigo LÛpez,es ESP,DF,CÛrdoba,32,1982,19.9,0,,2,,,0.1,,0,,0,0
287,Iv·n LÛpez,es ESP,DF,Levante,20,1993,23.2,0,,4,,,0.17,,0,,0,0
288,Javi LÛpez,es ESP,"DF,MF",Espanyol,28,1986,24.2,0,,1,,,0.04,,0,,0,0
289,Jonathan LÛpez,es ESP,GK,Getafe,33,1981,4,0,,0,,,0,,,,0,0
290,Pedro LÛpez MuÒoz,es ESP,DF,Levante,30,1983,9.6,0,,0,,,0,,,,0,0
291,Pau LÛpez,es ESP,GK,Espanyol,19,1994,1.6,0,,0,,,0,,,,0,0
292,JosÈ LÛpez Silva,es ESP,MF,CÛrdoba,31,1983,3.9,0,,0,,,0,,,,0,0
293,Unai LÛpez,es ESP,MF,Athletic Club,18,1995,9.2,0,,2,,,0.22,,0,,0,0
294,Alberto Lopo,es ESP,DF,La CoruÒa,34,1980,29.7,2,,4,,,0.13,,0.5,,0,0
295,JosÈ Luis Gay‡,es ESP,"DF,MF",Valencia,19,1995,32.4,1,,5,,,0.15,,0.2,,0,0
296,JosÈ Luis Morales,es ESP,"FW,MF",Levante,27,1987,30.9,3,,13,,,0.42,,0.23,,0,0
297,Luisinho,pt POR,DF,La CoruÒa,29,1985,33.2,0,,2,,,0.06,,0,,0,0
298,Luismi,es ESP,"DF,MF",Sevilla,22,1992,0.1,0,,0,,,0,,,,0,0
299,Juli·n Luque Conde,es ESP,"FW,MF",Espanyol,22,1992,0.3,0,,0,,,0,,,,0,0
300,Luso,es ESP,"DF,MF",CÛrdoba,29,1984,15.5,1,,4,,,0.26,,0.25,,0,0
301,Germ·n Lux,ar ARG,GK,La CoruÒa,32,1982,7,0,,0,,,0,,,,0,0
302,Darwin MachÌs,ve VEN,"FW,MF",Granada,21,1993,2.5,0,,0,,,0,,,,0,0
303,LÈvy Madinda,ga GAB,MF,Celta Vigo,22,1992,0.7,0,,0,,,0,,,,0,0
304,Diego Mainz,es ESP,DF,Granada,31,1982,19.2,3,,5,,,0.26,,0.6,,0,0
305,Hugo Mallo,es ESP,DF,Celta Vigo,23,1991,25.9,1,,5,,,0.19,,0.2,,0,0
306,Mario Mandûuki?,hr CRO,"FW,MF",AtlÈtico Madrid,28,1986,21.4,12,,26,,,1.22,,0.35,,3,3
307,ManÈ,es ESP,"DF,MF",AlmerÌa,32,1981,3.2,0,,0,,,0,,,,0,0
308,Manucho,ao ANG,FW,Rayo Vallecano,31,1983,18.3,5,,19,,,1.04,,0.26,,0,0
309,JosÈ Manuel Casado,es ESP,DF,AlmerÌa,27,1986,4.6,0,,0,,,0,,,,0,0
310,Marcelo,br BRA,"DF,MF",Real Madrid,26,1988,32.5,2,,9,,,0.28,,0.22,,0,0
311,”scar de Marcos,es ESP,"DF,FW",Athletic Club,25,1989,32.8,1,,2,,,0.06,,0.5,,0,0
312,Sergio Marcos,es ESP,MF,Villarreal,22,1992,5.4,0,,3,,,0.56,,0,,0,0
313,JosÈ Mari,es ESP,MF,Levante,26,1987,7.1,0,,2,,,0.28,,0,,0,0
314,JosÈ MarÌa GimÈnez,uy URU,DF,AtlÈtico Madrid,19,1995,19.5,1,,5,,,0.26,,0.2,,0,0
315,Adri·n MarÌn,es ESP,DF,Villarreal,17,1997,3.8,0,,0,,,0,,,,0,0
316,Antonio MarÌn,es ESP,DF,AlmerÌa,18,1996,1.4,0,,0,,,0,,,,0,0
317,Diego MariÒo,es ESP,GK,Levante,24,1990,32,0,,0,,,0,,,,0,0
318,Javi M·rquez,es ESP,MF,Granada,28,1986,15.8,0,,12,,,0.76,,0,,0,0
319,Sulayman Marreh,gm GAM,"DF,MF",Granada,18,1996,0.5,0,,0,,,0,,,,0,0
320,Carlos MartÌnez,es ESP,DF,Real Sociedad,28,1986,13.1,0,,2,,,0.15,,0,,0,0
321,IÒigo MartÌnez,es ESP,DF,Real Sociedad,23,1991,33.6,3,,5,,,0.15,,0.6,,0,0
322,Samu MartÌnez,es ESP,MF,Elche,20,1994,2,0,,0,,,0,,,,0,0
323,LuÌs Martins,pt POR,DF,Granada,22,1992,1.7,0,,0,,,0,,,,0,0
324,Rafael Martins,br BRA,FW,Levante,25,1989,3.7,1,,2,,,0.54,,0.5,,0,0
325,Javier Mascherano,ar ARG,"DF,MF",Barcelona,30,1984,24.5,0,,1,,,0.04,,0,,0,0
326,Jordi Masip,es ESP,GK,Barcelona,25,1989,1,0,,0,,,0,,,,0,0
327,Sim„o Mate Junior,mz MOZ,"DF,MF",Levante,26,1988,22,1,,3,,,0.14,,0.33,,0,0
328,JÈrÈmy Mathieu,fr FRA,DF,Barcelona,30,1983,23.4,2,,6,,,0.26,,0.33,,0,0
329,Ryder Matos,br BRA,"FW,MF",CÛrdoba,21,1993,1.6,0,,1,,,0.62,,0,,0,0
330,Felipe Mattioni,br BRA,DF,Espanyol,25,1988,0.7,0,,0,,,0,,,,0,0
331,StÈphane Mbia,cm CMR,"DF,MF",Sevilla,28,1986,16.4,4,,7,,,0.43,,0.57,,0,0
332,¡Ålvaro Medr·n,es ESP,MF,Real Madrid,20,1994,0.2,0,,1,,,4.74,,0,,0,0
333,Haris Medunjanin,ba BIH,MF,La CoruÒa,29,1985,16.5,2,,8,,,0.49,,0.13,,1,2
334,Tiago Mendes,pt POR,MF,AtlÈtico Madrid,33,1981,29.7,5,,12,,,0.4,,0.42,,0,0
335,Edgar Mendez,es ESP,MF,AlmerÌa,24,1990,21.2,4,,13,,,0.61,,0.31,,0,0
336,Lionel Messi,ar ARG,"FW,MF",Barcelona,27,1987,37.5,43,,104,,,2.77,,0.37,,5,6
337,Michel,br BRA,DF,AlmerÌa,24,1990,13.4,2,,4,,,0.3,,0.5,,0,0
338,MÌchel,es ESP,MF,Getafe,26,1988,8.7,1,,6,,,0.69,,0.17,,0,0
339,Miku,ve VEN,FW,Rayo Vallecano,28,1985,2.5,2,,4,,,1.59,,0.5,,0,0
340,Santi Mina,es ESP,FW,Celta Vigo,18,1995,12.8,7,,18,,,1.41,,0.33,,1,1
341,Abraham Minero,es ESP,"DF,MF",Eibar,28,1986,14.7,1,,1,,,0.07,,1,,0,0
342,Miranda,br BRA,DF,AtlÈtico Madrid,29,1984,22.5,3,,4,,,0.18,,0.75,,0,0
343,Luka Modric,hr CRO,MF,Real Madrid,28,1985,14.3,1,,6,,,0.42,,0.17,,0,0
344,Paco MontaÒÈs,es ESP,"FW,MF",Espanyol,27,1986,12.1,1,,6,,,0.49,,0.17,,0,0
345,MartÌn Montoya,es ESP,DF,Barcelona,23,1991,6.6,0,,1,,,0.15,,0,,0,0
346,Erik Mor·n,es ESP,MF,Athletic Club,23,1991,0.6,0,,0,,,0,,,,0,0
347,Jorge Morcillo,es ESP,DF,Rayo Vallecano,28,1986,8.3,1,,1,,,0.12,,1,,0,0
348,¡Ålex Moreno,es ESP,"DF,MF",Rayo Vallecano,21,1993,5.1,0,,4,,,0.78,,0,,0,0
349,Gerard Moreno,es ESP,FW,Villarreal,22,1992,17.9,7,,22,,,1.23,,0.32,,0,0
350,HÈctor Moreno,mx MEX,DF,Espanyol,26,1988,17.7,1,,3,,,0.17,,0.33,,0,0
351,Jairo Morillas,es ESP,FW,Espanyol,21,1993,0.7,0,,0,,,0,,,,0,0
352,Pedro Mosquera,es ESP,MF,Elche,26,1988,23.8,1,,7,,,0.29,,0.14,,0,0
353,Iker Muniain,es ESP,"FW,MF",Athletic Club,21,1992,22.2,1,,7,,,0.32,,0.14,,0,0
354,Juan MuÒoz,es ESP,"FW,MF",Sevilla,18,1995,0.4,0,,0,,,0,,,,0,0
355,Jeison Murillo,co COL,DF,Granada,22,1992,17.7,0,,3,,,0.17,,0,,0,0
356,Mateo Musacchio,ar ARG,DF,Villarreal,23,1990,12.7,3,,4,,,0.32,,0.75,,0,0
357,Shkodran Mustafi,de GER,DF,Valencia,22,1992,32.3,4,,7,,,0.22,,0.57,,0,0
358,Nacho,es ESP,DF,Rayo Vallecano,25,1989,10.4,0,,2,,,0.19,,0,,0,0
359,Nacho,es ESP,DF,Real Madrid,24,1990,7.4,1,,1,,,0.13,,1,,0,0
360,Naldo,br BRA,DF,Getafe,25,1988,28.6,0,,1,,,0.03,,0,,0,0
361,David Navarro,es ESP,DF,Levante,34,1980,19.8,0,,3,,,0.15,,0,,0,0
362,Fernando Navarro,es ESP,DF,Sevilla,32,1982,15.3,0,,3,,,0.2,,0,,0,0
363,Ximo Navarro,es ESP,DF,AlmerÌa,24,1990,26.7,0,,6,,,0.22,,0,,0,0
364,Keylor Navas,cr CRC,GK,Real Madrid,27,1986,6,0,,0,,,0,,,,0,0
365,Ra˙l Navas,es ESP,DF,Eibar,26,1988,27.3,2,,7,,,0.26,,0.29,,0,0
366,¡Ålvaro Negredo,es ESP,FW,Valencia,28,1985,17.2,5,,21,,,1.22,,0.19,,1,1
367,Neymar,br BRA,"FW,MF",Barcelona,22,1992,28.5,22,,47,,,1.65,,0.45,,1,1
368,Dani Nieto,es ESP,"FW,MF",Eibar,23,1991,2.5,0,,2,,,0.81,,0,,0,0
369,AarÛn —Ìguez,es ESP,"FW,MF",Elche,25,1989,12.9,0,,7,,,0.54,,0,,0,1
370,Sa˙l —Ìguez,es ESP,"DF,MF",AtlÈtico Madrid,19,1994,11.9,4,,12,,,1.01,,0.33,,0,0
371,Nolito,es ESP,"FW,MF",Celta Vigo,27,1986,33,13,,34,,,1.03,,0.29,,3,4
372,Allan Nyom,cm CMR,"DF,MF",Granada,26,1988,33.2,1,,5,,,0.15,,0.2,,0,0
373,Jan Oblak,si SVN,GK,AtlÈtico Madrid,21,1993,11,0,,0,,,0,,,,0,0
374,Martin ¡òdegaard,no NOR,"FW,MF",Real Madrid,15,1998,0.4,0,,0,,,0,,,,0,0
375,Oier Olaz·bal,es ESP,GK,Granada,24,1989,14,0,,0,,,0,,,,0,0
376,Weligton Oliveira,br BRA,DF,M·laga,34,1979,30.4,0,,0,,,0,,,,0,0
377,Lucas Orb·n,ar ARG,DF,Valencia,25,1989,10.1,1,,1,,,0.1,,1,,0,0
378,Fabi·n Orellana,cl CHI,"FW,MF",Celta Vigo,28,1986,32.8,5,,31,,,0.94,,0.16,,0,1
379,Alfredo OrtuÒo,es ESP,"DF,FW",Granada,23,1991,2.7,0,,2,,,0.73,,0,,0,0
380,Nicol·s Otamendi,ar ARG,DF,Valencia,26,1988,34.4,6,,9,,,0.26,,0.67,,0,0
381,Manuel Pablo,es ESP,DF,La CoruÒa,38,1976,3.8,0,,0,,,0,,,,0,0
382,Gaspar Panadero,es ESP,MF,AlmerÌa,16,1997,0.1,0,,0,,,0,,,,0,0
383,Aleksandar Panti?,rs SRB,DF,CÛrdoba,22,1992,26.8,0,,3,,,0.11,,0,,0,0
384,RubÈn Pardo,es ESP,MF,Real Sociedad,21,1992,21.3,1,,5,,,0.23,,0.2,,0,0
385,Nicol·s Pareja,ar ARG,DF,Sevilla,30,1984,25.3,1,,5,,,0.2,,0.2,,0,0
386,Daniel Parejo,es ESP,MF,Valencia,25,1989,32.4,12,,22,,,0.68,,0.41,,3,5
387,Thomas Partey,gh GHA,MF,AlmerÌa,21,1993,26.2,4,,9,,,0.34,,0.44,,0,0
388,Mario Pasalic,hr CRO,"FW,MF",Elche,19,1995,24.3,3,,8,,,0.33,,0.38,,0,0
389,Gabriel Paulista,br BRA,DF,Villarreal,23,1990,17.6,0,,5,,,0.28,,0,,0,0
390,Alfonso Pedraza,es ESP,"DF,FW",Villarreal,18,1996,0.5,0,,0,,,0,,,,0,0
391,Pedro,es ESP,"FW,MF",Barcelona,27,1987,17.3,6,,18,,,1.04,,0.33,,0,0
392,Sergio PelegrÌn,es ESP,DF,Elche,35,1979,8.1,0,,0,,,0,,,,0,0
393,Pepe,pt POR,"DF,MF",Real Madrid,31,1983,24.7,2,,2,,,0.08,,1,,0,0
394,Jonathan Pereira,es ESP,FW,Rayo Vallecano,27,1987,1.3,0,,1,,,0.78,,0,,0,0
395,Enzo PÈrez,ar ARG,MF,Valencia,28,1986,11.5,0,,0,,,0,,,,0,0
396,Lucas PÈrez,es ESP,"FW,MF",La CoruÒa,25,1988,17.1,6,,18,,,1.05,,0.28,,1,2
397,RubÈn PÈrez,es ESP,MF,Granada,25,1989,12.3,0,,1,,,0.08,,0,,0,0
398,VÌctor PÈrez,es ESP,MF,Levante,26,1988,3.2,0,,0,,,0,,,,0,0
399,Pablo Piatti,ar ARG,"FW,MF",Valencia,25,1989,20.9,7,,15,,,0.72,,0.47,,0,0
400,Tom·s Pina Isla,es ESP,MF,Villarreal,26,1987,16.1,0,,3,,,0.19,,0,,0,0
401,Daniel Pinillos,es ESP,DF,CÛrdoba,21,1992,9.6,0,,0,,,0,,,,0,0
402,Federico Piovaccari,it ITA,FW,Eibar,29,1984,17.7,6,,17,,,0.96,,0.35,,0,0
403,Gerard PiquÈ,es ESP,DF,Barcelona,27,1987,26.5,5,,10,,,0.38,,0.5,,0,0
404,Piti,es ESP,"FW,MF",Granada,33,1981,25.6,1,,19,,,0.74,,0.05,,0,0
405,Carles Planas,es ESP,DF,Celta Vigo,23,1991,9.1,0,,0,,,0,,,,0,0
406,HÈlder Postiga,pt POR,FW,La CoruÒa,31,1982,8,1,,6,,,0.75,,0.17,,0,0
407,Alejandro Pozuelo,es ESP,"FW,MF",Rayo Vallecano,22,1991,4.8,0,,3,,,0.62,,0,,0,0
408,Xabi Prieto,es ESP,MF,Real Sociedad,30,1983,33.1,4,,9,,,0.27,,0.22,,2,2
409,Quini,es ESP,"DF,MF",Rayo Vallecano,24,1989,12.8,0,,2,,,0.16,,0,,0,0
410,Quique,es ESP,"FW,MF",AlmerÌa,24,1990,0.4,0,,0,,,0,,,,0,0
411,Nemanja Radoja,rs SRB,"DF,MF",Celta Vigo,21,1993,22.3,0,,2,,,0.09,,0,,0,0
412,Rafa,es ESP,"DF,MF",Getafe,29,1985,1,0,,0,,,0,,,,0,0
413,Juan Rafael Fuentes,es ESP,DF,Espanyol,24,1990,20.8,0,,0,,,0,,,,0,0
414,Rafinha,br BRA,MF,Barcelona,21,1993,12.9,1,,5,,,0.39,,0.2,,0,0
415,Ivan Rakitic,hr CRO,MF,Barcelona,26,1988,22.6,5,,13,,,0.58,,0.38,,0,0
416,Sandro RamÌrez,es ESP,FW,Barcelona,19,1995,1.8,2,,3,,,1.71,,0.67,,0,0
417,Iv·n Ramis,es ESP,DF,Levante,29,1984,12.4,0,,1,,,0.08,,0,,0,0
418,HÈldon Ramos,cv CPV,"FW,MF",CÛrdoba,25,1988,5.9,0,,3,,,0.51,,0,,0,0
419,Sergio Ramos,es ESP,DF,Real Madrid,28,1986,24.8,4,,12,,,0.48,,0.33,,0,0
420,Recio,es ESP,MF,M·laga,23,1991,16.6,1,,7,,,0.42,,0.14,,0,0
421,Ezequiel Rescaldani,ar ARG,FW,M·laga,22,1992,0.4,0,,0,,,0,,,,0,0
422,Fran Rico,es ESP,MF,Granada,26,1987,28.3,3,,8,,,0.28,,0.13,,2,2
423,Mikel Rico,es ESP,MF,Athletic Club,29,1984,31,3,,13,,,0.42,,0.23,,0,0
424,Sergio Rico,es ESP,GK,Sevilla,20,1993,20.1,0,,0,,,0,,,,0,0
425,Oriol Riera,es ESP,FW,La CoruÒa,28,1986,16.7,4,,15,,,0.9,,0.27,,0,0
426,Riki,es ESP,FW,Granada,33,1980,2.4,0,,0,,,0,,,,0,0
427,Roberto,es ESP,GK,Granada,35,1979,23,0,,0,,,0,,,,0,0
428,Sergi Roberto,es ESP,"DF,MF",Barcelona,22,1992,5.7,0,,0,,,0,,,,0,0
429,RubÈn Rochina,es ESP,"FW,MF",Granada,23,1991,12.6,2,,14,,,1.11,,0.14,,0,0
430,Enzo Roco,cl CHI,DF,Elche,21,1992,32,0,,5,,,0.16,,0,,0,0
431,HÈctor Rodas,es ESP,DF,Levante,26,1988,6.3,0,,0,,,0,,,,0,0
432,Rodrigo,es ESP,"FW,MF",Valencia,23,1991,23,3,,25,,,1.09,,0.08,,1,1
433,Garry Rodrigues,cv CPV,"FW,MF",Elche,23,1990,17.3,2,,7,,,0.4,,0.29,,0,0
434,¡Ångel RodrÌguez,es ESP,FW,Eibar,27,1987,5.9,0,,1,,,0.17,,0,,0,0
435,Cristian RodrÌguez,uy URU,MF,AtlÈtico Madrid,28,1985,0.8,0,,0,,,0,,,,0,0
436,James RodrÌguez,co COL,"FW,MF",Real Madrid,23,1991,25.2,13,,29,,,1.15,,0.45,,0,0
437,JosÈ RodrÌguez,es ESP,MF,La CoruÒa,19,1994,16.6,2,,9,,,0.54,,0.22,,0,0
438,Juan RodrÌguez,es ESP,MF,Getafe,32,1982,30.2,1,,6,,,0.2,,0.17,,0,0
439,Ra˙l RodrÌguez,es ESP,DF,Espanyol,26,1987,0,0,,0,,,0,,,,0,0
440,VÌctor RodrÌguez,es ESP,"FW,MF",Elche,25,1989,31.6,4,,11,,,0.35,,0.36,,0,0
441,Dani Romera,es ESP,FW,AlmerÌa,18,1995,0.7,0,,1,,,1.48,,0,,0,0
442,Cristiano Ronaldo,pt POR,"FW,MF",Real Madrid,29,1985,34.4,48,,106,,,3.08,,0.36,,10,12
443,Roberto Rosales,ve VEN,"DF,MF",M·laga,25,1988,33.7,0,,4,,,0.12,,0,,0,0
444,Fausto Rossi,it ITA,MF,CÛrdoba,23,1990,16.3,0,,1,,,0.06,,0,,0,0
445,RubÈn,es ESP,GK,AlmerÌa,30,1984,23,0,,0,,,0,,,,0,0
446,VÌctor Ruiz,es ESP,"DF,MF",Villarreal,25,1989,24.5,0,,3,,,0.12,,0,,0,0
447,Antonio Rukavina,rs SRB,DF,Villarreal,30,1984,15.7,0,,0,,,0,,,,0,0
448,GerÛnimo Rulli,ar ARG,GK,Real Sociedad,22,1992,22,0,,0,,,0,,,,0,0
449,Mikel Saizar,es ESP,GK,CÛrdoba,31,1983,6,0,,0,,,0,,,,0,0
450,Diogo Salom„o,pt POR,"FW,MF",La CoruÒa,25,1988,3.2,1,,1,,,0.31,,1,,0,0
451,Sammir,hr CRO,"FW,MF",Getafe,27,1987,15.8,1,,7,,,0.44,,0.14,,0,0
452,Mikel San JosÈ,es ESP,"DF,MF",Athletic Club,25,1989,23.8,5,,7,,,0.29,,0.71,,0,0
453,Sergio S·nchez,es ESP,DF,M·laga,28,1986,19,0,,1,,,0.05,,0,,0,0
454,VÌctor S·nchez,es ESP,"DF,MF",Espanyol,26,1987,28.5,3,,7,,,0.25,,0.43,,0,0
455,Roque Santa Cruz,py PAR,FW,M·laga,32,1981,10.1,4,,10,,,0.99,,0.3,,1,1
456,Pablo Sarabia,es ESP,"FW,MF",Getafe,22,1992,28.8,2,,19,,,0.66,,0.11,,0,0
457,Carlos Selfa,es ESP,MF,AlmerÌa,22,1992,0.4,0,,0,,,0,,,,0,0
458,Fran Serrano,es ESP,DF,CÛrdoba,19,1995,1.6,0,,0,,,0,,,,0,0
459,Salva Sevilla,es ESP,MF,Espanyol,30,1984,15.8,0,,7,,,0.44,,0,,0,0
460,Sidnei,br BRA,DF,La CoruÒa,24,1989,32,0,,6,,,0.19,,0,,0,0
461,Lucas Silva,br BRA,MF,Real Madrid,21,1993,3.8,0,,0,,,0,,,,0,0
462,Wellington Silva,br BRA,"FW,MF",AlmerÌa,21,1993,22,0,,5,,,0.23,,0,,0,0
464,Guilherme Siqueira,br BRA,"DF,MF",AtlÈtico Madrid,28,1986,23.1,1,,5,,,0.22,,0.2,,0,1
465,Abdoul Sissoko,fr FRA,MF,Granada,24,1990,8.4,0,,0,,,0,,,,0,0
466,Mohamed Sissoko,ml MLI,MF,Levante,29,1985,12.1,0,,1,,,0.08,,0,,0,0
467,Fran Sol,es ESP,FW,Villarreal,22,1992,0.2,0,,0,,,0,,,,0,0
468,Enrique Sola,es ESP,FW,Athletic Club,28,1986,1.3,0,,0,,,0,,,,0,0
469,Bruno Soriano,es ESP,MF,Villarreal,30,1984,23.1,2,,7,,,0.3,,0.14,,1,1
470,Fernando Soriano,es ESP,MF,AlmerÌa,34,1979,16,3,,10,,,0.62,,0.3,,0,0
471,Cristhian Stuani,uy URU,"FW,MF",Espanyol,27,1986,19.7,12,,27,,,1.37,,0.37,,2,2
472,Dami·n Su·rez,uy URU,DF,Elche,26,1988,33.8,1,,6,,,0.18,,0.17,,0,0
473,Denis Su·rez,es ESP,MF,Sevilla,20,1994,18,2,,12,,,0.67,,0.17,,0,0
474,Luis Su·rez,uy URU,FW,Barcelona,27,1987,24,16,,38,,,1.58,,0.42,,0,0
475,Mario Su·rez,es ESP,MF,AtlÈtico Madrid,27,1987,12.7,1,,3,,,0.24,,0.33,,0,0
476,Isaac Success,ng NGA,"FW,MF",Granada,18,1996,10.4,1,,2,,,0.19,,0.5,,0,0
477,Markel Susaeta,es ESP,"FW,MF",Athletic Club,26,1987,19.7,1,,11,,,0.56,,0.09,,0,0
478,Fernando Tissone,ar ARG,MF,M·laga,28,1986,3.7,0,,1,,,0.27,,0,,0,0
479,Tito,es ESP,DF,Rayo Vallecano,29,1985,31.5,0,,2,,,0.06,,0,,0,0
480,TochÈ,es ESP,FW,La CoruÒa,31,1983,11,4,,12,,,1.1,,0.33,,0,0
481,ToÒo,es ESP,"DF,MF",Levante,24,1989,19.4,0,,2,,,0.1,,0,,0,0
482,ToÒo,es ESP,GK,Rayo Vallecano,34,1979,19.2,0,,0,,,0,,,,0,0
483,Gaizka Toquero,es ESP,"FW,MF",Athletic Club,29,1984,0.4,0,,0,,,0,,,,0,0
484,Fernando Torres,es ESP,FW,AtlÈtico Madrid,30,1984,9.8,3,,13,,,1.33,,0.23,,0,0
485,Miguel Torres,es ESP,DF,M·laga,28,1986,13,0,,0,,,0,,,,0,0
486,Roberto Trashorras,es ESP,MF,Rayo Vallecano,33,1981,32,1,,11,,,0.34,,0.09,,0,0
487,BenoÓt TrÈmoulinas,fr FRA,DF,Sevilla,28,1985,18.2,0,,3,,,0.16,,0,,0,0
488,Manu Trigueros,es ESP,MF,Villarreal,22,1991,26.8,1,,12,,,0.45,,0.08,,0,0
489,Tropi,es ESP,MF,Valencia,19,1995,0,0,,0,,,0,,,,0,0
490,¡Ångel Trujillo,es ESP,DF,AlmerÌa,26,1987,35.6,0,,1,,,0.03,,0,,0,0
491,Arda Turan,tr TUR,"FW,MF",AtlÈtico Madrid,27,1987,25.7,2,,12,,,0.47,,0.17,,0,0
492,Przemyslaw Tyton,pl POL,GK,Elche,27,1987,31.7,0,,0,,,0,,,,0,0
493,Ikechukwu Uche,ng NGA,FW,Villarreal,30,1984,15.1,6,,19,,,1.25,,0.26,,1,1
494,Kalu Uche,ng NGA,"FW,MF",Levante,31,1982,9.7,5,,11,,,1.13,,0.45,,0,0
495,Juan Valera EspÌn,es ESP,"DF,MF",Getafe,29,1984,10.9,0,,0,,,0,,,,0,0
496,RaphaÎl Varane,fr FRA,"DF,MF",Real Madrid,21,1993,22.7,0,,2,,,0.09,,0,,0,0
497,¡Ålvaro V·zquez,es ESP,FW,Getafe,23,1991,19.3,7,,17,,,0.88,,0.35,,1,1
498,Lucas V·zquez,es ESP,"DF,FW",Espanyol,23,1991,30.5,3,,20,,,0.66,,0.15,,0,0
499,Carlos Vela,mx MEX,"FW,MF",Real Sociedad,25,1989,22.8,9,,30,,,1.31,,0.27,,1,1
500,Emiliano Vel·zquez,uy†URU,DF,Getafe,20,1994,26.1,1,,4,,,0.15,,0.25,,0,0
501,Fran VÈlez,es†ESP,"DF,MF",AlmerÌa,23,1991,13.5,0,,0,,,0,,,,0,0
502,Thomas Vermaelen,be†BEL,DF,Barcelona,28,1985,0.7,0,,0,,,0,,,,0,0
503,Verza,es†ESP,MF,AlmerÌa,27,1986,31.6,4,,7,,,0.22,,0.14,,3,4
504,R˙ben Vezo,pt†POR,DF,Valencia,20,1994,6.2,0,,0,,,0,,,,0,0
