Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee
4,Sat,9/19/2015,22:00 (20:00),Real Sociedad,2@3,Espanyol,"17,481",Estadio Municipal de Anoeta,Pedro PÈrez
4,Sun,9/20/2015,12:00 (10:00),Sevilla,1@2,Celta Vigo,"35,744",Estadio RamÛn S·nchez Pizju·n,Santiago Jaime
4,Sun,9/20/2015,16:00 (14:00),La CoruÒa,2@3,Sporting GijÛn,"25,801",Estadio Municipal de Riazor,Eduardo Prieto
4,Sun,9/20/2015,18:15 (16:15),Villarreal,3@1,Athletic Club,"19,832",Estadio de la Cer·mica,Carlos Clos GÛmez
4,Sun,9/20/2015,19:30 (18:30),Las Palmas,0@1,Rayo Vallecano,"19,324",Estadio de Gran Canaria,JosÈ Gonz·lez
4,Sun,9/20/2015,20:30 (18:30),Barcelona,4@1,Levante,"76,013",Camp Nou,David Fern·ndez
5,Tue,9/22/2015,20:00 (18:00),AtlÈtico Madrid,2@0,Getafe,"41,152",Estadio Vicente CalderÛn,Alfonso ¡Ålvarez
5,Tue,9/22/2015,20:00 (18:00),Espanyol,1@0,Valencia,"18,231",RCDE Stadium,Ignacio Iglesias
5,Tue,9/22/2015,22:00 (20:00),Granada,0@3,Real Sociedad,"12,668",Estadio Nuevo Los C·rmenes,Javier Estrada
5,Wed,9/23/2015,20:00 (18:00),Celta Vigo,4@1,Barcelona,"23,311",Estadio de BalaÌdos,Alberto Undiano
5,Wed,9/23/2015,20:00 (18:00),Rayo Vallecano,2@1,Sporting GijÛn,"11,067",Estadio del Rayo Vallecano,IÒaki Bikandi
5,Wed,9/23/2015,20:00 (18:00),Levante,2@2,Eibar,"10,929",Estadio Ciudad de Valencia,Carlos Velasco
5,Wed,9/23/2015,21:00 (20:00),Las Palmas,2@0,Sevilla,"19,733",Estadio de Gran Canaria,Carlos del Cerro
5,Wed,9/23/2015,21:00 (19:00),Athletic Club,1@2,Real Madrid,"43,387",San MamÈs,Antonio MatÈu Lahoz
5,Wed,9/23/2015,22:00 (20:00),M·laga,0@1,Villarreal,"18,647",Estadio La Rosaleda,Ricardo de Burgos
5,Thu,9/24/2015,22:00 (20:00),Betis,1@2,La CoruÒa,"37,051",Estadio Benito VillamarÌn,Jes˙s Gil
6,Fri,9/25/2015,20:30 (18:30),Valencia,1@0,Granada,"41,124",Estadio de Mestalla,Carlos Clos GÛmez
6,Sat,9/26/2015,16:00 (14:00),Barcelona,2@1,Las Palmas,"74,196",Camp Nou,Ricardo de Burgos
6,Sat,9/26/2015,18:15 (16:15),Real Madrid,0@0,M·laga,"75,361",Estadio Santiago BernabÈu,JosÈ Gonz·lez
6,Sat,9/26/2015,20:30 (18:30),Sevilla,3@2,Rayo Vallecano,"33,709",Estadio RamÛn S·nchez Pizju·n,Alejandro Hern·ndez
6,Sat,9/26/2015,20:30 (18:30),Villarreal,1@0,AtlÈtico Madrid,"20,087",Estadio de la Cer·mica,David Fern·ndez
6,Sat,9/26/2015,22:00 (20:00),Eibar,1@1,Celta Vigo,"4,880",Estadio Municipal de Ipur˙a,Pedro PÈrez
6,Sun,9/27/2015,12:00 (10:00),Sporting GijÛn,1@2,Betis,"23,250",Estadio Municipal El MolinÛn,Juan MartÌnez
6,Sun,9/27/2015,16:00 (14:00),La CoruÒa,3@0,Espanyol,"21,753",Estadio Municipal de Riazor,JosÈ S·nchez
6,Sun,9/27/2015,18:15 (16:15),Getafe,3@0,Levante,"5,934",Coliseum Alfonso PÈrez,Santiago Jaime
6,Sun,9/27/2015,20:30 (18:30),Real Sociedad,0@0,Athletic Club,"26,310",Estadio Municipal de Anoeta,Carlos Velasco
7,Fri,10/2/2015,20:30 (18:30),Celta Vigo,0@0,Getafe,"18,154",Estadio de BalaÌdos,Eduardo Prieto
7,Sat,10/3/2015,16:00 (14:00),Sevilla,2@1,Barcelona,"39,374",Estadio RamÛn S·nchez Pizju·n,Jes˙s Gil
7,Sat,10/3/2015,18:15 (16:15),Granada,1@1,La CoruÒa,"14,168",Estadio Nuevo Los C·rmenes,IÒaki Bikandi
7,Sat,10/3/2015,20:30 (18:30),Espanyol,1@2,Sporting GijÛn,"16,947",RCDE Stadium,Carlos Clos GÛmez
7,Sat,10/3/2015,21:00 (20:00),Las Palmas,0@2,Eibar,"18,577",Estadio de Gran Canaria,Antonio MatÈu Lahoz
7,Sat,10/3/2015,22:05 (20:05),M·laga,3@1,Real Sociedad,"17,175",Estadio La Rosaleda,Carlos del Cerro
7,Sun,10/4/2015,12:00 (10:00),Rayo Vallecano,0@2,Betis,"11,820",Estadio del Rayo Vallecano,Ignacio Iglesias
7,Sun,10/4/2015,16:00 (14:00),Athletic Club,3@1,Valencia,"41,412",San MamÈs,Javier Estrada
7,Sun,10/4/2015,18:15 (16:15),Levante,1@0,Villarreal,"20,038",Estadio Ciudad de Valencia,Alfonso ¡Ålvarez
7,Sun,10/4/2015,20:30 (18:30),AtlÈtico Madrid,1@1,Real Madrid,"53,079",Estadio Vicente CalderÛn,Alberto Undiano
8,Sat,10/17/2015,16:00 (14:00),Real Madrid,3@0,Levante,"74,779",Estadio Santiago BernabÈu,JosÈ S·nchez
8,Sat,10/17/2015,18:15 (16:15),Eibar,1@1,Sevilla,"5,568",Estadio Municipal de Ipur˙a,Juan MartÌnez
8,Sat,10/17/2015,20:30 (18:30),Barcelona,5@2,Rayo Vallecano,"75,472",Camp Nou,Pedro PÈrez
8,Sat,10/17/2015,22:00 (20:00),Valencia,3@0,M·laga,"35,756",Estadio de Mestalla,Alejandro Hern·ndez
8,Sat,10/17/2015,22:05 (20:05),Betis,1@3,Espanyol,"31,652",Estadio Benito VillamarÌn,Ricardo de Burgos
8,Sun,10/18/2015,12:00 (10:00),Villarreal,1@2,Celta Vigo,"18,219",Estadio de la Cer·mica,JosÈ Gonz·lez
8,Sun,10/18/2015,16:00 (14:00),Real Sociedad,0@2,AtlÈtico Madrid,"25,644",Estadio Municipal de Anoeta,Ignacio Iglesias
8,Sun,10/18/2015,18:15 (16:15),Getafe,4@0,Las Palmas,"5,875",Coliseum Alfonso PÈrez,David Fern·ndez
8,Sun,10/18/2015,20:30 (18:30),La CoruÒa,2@2,Athletic Club,"26,239",Estadio Municipal de Riazor,Santiago Jaime
8,Mon,10/19/2015,20:30 (18:30),Sporting GijÛn,3@3,Granada,"19,905",Estadio Municipal El MolinÛn,Alfonso ¡Ålvarez
9,Fri,10/23/2015,20:30 (18:30),Rayo Vallecano,3@0,Espanyol,"10,480",Estadio del Rayo Vallecano,Eduardo Prieto
9,Sat,10/24/2015,16:00 (14:00),Celta Vigo,1@3,Real Madrid,"25,494",Estadio de BalaÌdos,Carlos Clos GÛmez
9,Sat,10/24/2015,18:15 (16:15),Granada,1@1,Betis,"18,293",Estadio Nuevo Los C·rmenes,Antonio MatÈu Lahoz
9,Sat,10/24/2015,20:30 (18:30),Sevilla,5@0,Getafe,"34,595",Estadio RamÛn S·nchez Pizju·n,IÒaki Bikandi
9,Sat,10/24/2015,22:05 (20:05),M·laga,2@0,La CoruÒa,"20,664",Estadio La Rosaleda,Carlos Velasco
9,Sun,10/25/2015,12:00 (11:00),Levante,0@4,Real Sociedad,"14,270",Estadio Ciudad de Valencia,Alberto Undiano
9,Sun,10/25/2015,15:00,Las Palmas,0@0,Villarreal,"18,517",Estadio de Gran Canaria,Javier Estrada
9,Sun,10/25/2015,18:15 (17:15),Barcelona,3@1,Eibar,"78,228",Camp Nou,Carlos del Cerro
9,Sun,10/25/2015,20:30 (19:30),AtlÈtico Madrid,2@1,Valencia,"47,075",Estadio Vicente CalderÛn,Jes˙s Gil
9,Mon,10/26/2015,20:30 (19:30),Athletic Club,3@0,Sporting GijÛn,"40,477",San MamÈs,Ignacio Iglesias
10,Fri,10/30/2015,20:30 (19:30),La CoruÒa,1@1,AtlÈtico Madrid,"24,608",Estadio Municipal de Riazor,Pedro PÈrez
10,Sat,10/31/2015,16:00 (15:00),Real Madrid,3@1,Las Palmas,"72,387",Estadio Santiago BernabÈu,Santiago Jaime
10,Sat,10/31/2015,18:15 (17:15),Villarreal,2@1,Sevilla,"16,730",Estadio de la Cer·mica,JosÈ S·nchez
10,Sat,10/31/2015,18:15 (17:15),Valencia,3@0,Levante,"39,069",Estadio de Mestalla,Ricardo de Burgos
10,Sat,10/31/2015,20:30 (19:30),Getafe,0@2,Barcelona,"10,089",Coliseum Alfonso PÈrez,Juan MartÌnez
10,Sat,10/31/2015,22:05 (21:05),Real Sociedad,2@3,Celta Vigo,"19,927",Estadio Municipal de Anoeta,David Fern·ndez
10,Sun,11/1/2015,12:00 (11:00),Eibar,1@0,Rayo Vallecano,"5,353",Estadio Municipal de Ipur˙a,Alfonso ¡Ålvarez
10,Sun,11/1/2015,16:00 (15:00),Espanyol,1@1,Granada,"18,890",RCDE Stadium,Alejandro Hern·ndez
10,Sun,11/1/2015,18:15 (17:15),Sporting GijÛn,1@0,M·laga,"22,506",Estadio Municipal El MolinÛn,Antonio MatÈu Lahoz
10,Sun,11/1/2015,20:30 (19:30),Betis,1@3,Athletic Club,"25,872",Estadio Benito VillamarÌn,JosÈ Gonz·lez
11,Fri,11/6/2015,19:30,Las Palmas,2@0,Real Sociedad,"18,461",Estadio de Gran Canaria,Carlos Velasco
11,Sat,11/7/2015,16:00 (15:00),Celta Vigo,1@5,Valencia,"22,131",Estadio de BalaÌdos,IÒaki Bikandi
11,Sat,11/7/2015,18:15 (17:15),Levante,1@1,La CoruÒa,"13,771",Estadio Ciudad de Valencia,Carlos del Cerro
11,Sat,11/7/2015,20:30 (19:30),Rayo Vallecano,2@1,Granada,"10,142",Estadio del Rayo Vallecano,Jes˙s Gil
11,Sat,11/7/2015,20:30 (19:30),Eibar,3@1,Getafe,"5,327",Estadio Municipal de Ipur˙a,Ignacio Iglesias
11,Sat,11/7/2015,22:05 (21:05),M·laga,0@1,Betis,"23,699",Estadio La Rosaleda,Eduardo Prieto
11,Sun,11/8/2015,12:00 (11:00),Athletic Club,2@1,Espanyol,"44,082",San MamÈs,Alberto Undiano
11,Sun,11/8/2015,16:00 (15:00),Barcelona,3@0,Villarreal,"74,109",Camp Nou,Carlos Clos GÛmez
11,Sun,11/8/2015,18:15 (17:15),AtlÈtico Madrid,1@0,Sporting GijÛn,"49,323",Estadio Vicente CalderÛn,Javier Estrada
11,Sun,11/8/2015,20:30 (19:30),Sevilla,3@2,Real Madrid,"40,377",Estadio RamÛn S·nchez Pizju·n,JosÈ Gonz·lez
12,Sat,11/21/2015,16:00 (15:00),Real Sociedad,2@0,Sevilla,"19,865",Estadio Municipal de Anoeta,Antonio MatÈu Lahoz
12,Sat,11/21/2015,18:15 (17:15),Real Madrid,0@4,Barcelona,"80,500",Estadio Santiago BernabÈu,David Fern·ndez
12,Sat,11/21/2015,20:30 (19:30),Espanyol,2@0,M·laga,"13,293",RCDE Stadium,Juan MartÌnez
12,Sat,11/21/2015,22:00 (21:00),Valencia,1@1,Las Palmas,"32,078",Estadio de Mestalla,Pedro PÈrez
12,Sat,11/21/2015,22:05 (21:05),La CoruÒa,2@0,Celta Vigo,"30,666",Estadio Municipal de Riazor,Alfonso ¡Ålvarez
12,Sun,11/22/2015,12:00 (11:00),Sporting GijÛn,0@3,Levante,"19,870",Estadio Municipal El MolinÛn,Mario Melero
12,Sun,11/22/2015,16:00 (15:00),Villarreal,1@1,Eibar,"16,770",Estadio de la Cer·mica,Eduardo Prieto
12,Sun,11/22/2015,18:15 (17:15),Granada,2@0,Athletic Club,"12,979",Estadio Nuevo Los C·rmenes,Carlos del Cerro
12,Sun,11/22/2015,20:30 (19:30),Betis,0@1,AtlÈtico Madrid,"41,976",Estadio Benito VillamarÌn,Santiago Jaime
12,Mon,11/23/2015,20:30 (19:30),Getafe,1@1,Rayo Vallecano,"5,088",Coliseum Alfonso PÈrez,Ricardo de Burgos
13,Fri,11/27/2015,20:30 (19:30),Levante,0@1,Betis,"13,957",Estadio Ciudad de Valencia,JosÈ S·nchez
13,Sat,11/28/2015,16:00 (15:00),Barcelona,4@0,Real Sociedad,"74,020",Camp Nou,Ignacio Iglesias
13,Sat,11/28/2015,18:15 (17:15),AtlÈtico Madrid,1@0,Espanyol,"44,893",Estadio Vicente CalderÛn,IÒaki Bikandi
13,Sat,11/28/2015,20:30 (19:30),M·laga,2@2,Granada,"22,931",Estadio La Rosaleda,Javier Estrada
13,Sat,11/28/2015,21:00,Las Palmas,0@2,La CoruÒa,"19,146",Estadio de Gran Canaria,Carlos Clos GÛmez
13,Sat,11/28/2015,22:05 (21:05),Celta Vigo,2@1,Sporting GijÛn,"18,039",Estadio de BalaÌdos,Santiago Jaime
13,Sun,11/29/2015,12:00 (11:00),Getafe,2@0,Villarreal,"5,903",Coliseum Alfonso PÈrez,JosÈ Gonz·lez
13,Sun,11/29/2015,16:00 (15:00),Eibar,0@2,Real Madrid,"5,892",Estadio Municipal de Ipur˙a,Jes˙s Gil
13,Sun,11/29/2015,18:15 (17:15),Rayo Vallecano,0@3,Athletic Club,"13,100",Estadio del Rayo Vallecano,Alejandro Hern·ndez
13,Sun,11/29/2015,20:30 (19:30),Sevilla,1@0,Valencia,"34,914",Estadio RamÛn S·nchez Pizju·n,Carlos Velasco
14,Sat,12/5/2015,16:00 (15:00),Real Madrid,4@1,Getafe,"64,897",Estadio Santiago BernabÈu,Antonio MatÈu Lahoz
14,Sat,12/5/2015,18:15 (17:15),Granada,0@2,AtlÈtico Madrid,"15,872",Estadio Nuevo Los C·rmenes,Eduardo Prieto
14,Sat,12/5/2015,20:30 (19:30),Valencia,1@1,Barcelona,"46,799",Estadio de Mestalla,Santiago Jaime
14,Sat,12/5/2015,22:00 (21:00),La CoruÒa,1@1,Sevilla,"25,013",Estadio Municipal de Riazor,Ricardo de Burgos
14,Sat,12/5/2015,22:05 (21:05),Betis,1@1,Celta Vigo,"33,762",Estadio Benito VillamarÌn,Alejandro Hern·ndez
14,Sun,12/6/2015,12:00 (11:00),Real Sociedad,2@1,Eibar,"23,461",Estadio Municipal de Anoeta,Mario Melero
14,Sun,12/6/2015,16:00 (15:00),Villarreal,2@1,Rayo Vallecano,"16,101",Estadio de la Cer·mica,Javier Estrada
14,Sun,12/6/2015,18:15 (17:15),Sporting GijÛn,3@1,Las Palmas,"22,665",Estadio Municipal El MolinÛn,Alberto Undiano
14,Sun,12/6/2015,20:30 (19:30),Athletic Club,0@0,M·laga,"41,835",San MamÈs,Alfonso ¡Ålvarez
14,Mon,12/7/2015,20:30 (19:30),Espanyol,1@1,Levante,"14,875",RCDE Stadium,Carlos Velasco
15,Fri,12/11/2015,20:30 (19:30),Getafe,1@1,Real Sociedad,"5,567",Coliseum Alfonso PÈrez,Pedro PÈrez
15,Sat,12/12/2015,16:00 (15:00),Barcelona,2@2,La CoruÒa,"67,194",Camp Nou,JosÈ S·nchez
15,Sat,12/12/2015,18:15 (17:15),Celta Vigo,1@0,Espanyol,"17,154",Estadio de BalaÌdos,David Fern·ndez
15,Sat,12/12/2015,18:15 (17:15),Levante,1@2,Granada,"12,466",Estadio Ciudad de Valencia,IÒaki Bikandi
15,Sat,12/12/2015,20:30 (19:30),Sevilla,2@0,Sporting GijÛn,"29,127",Estadio RamÛn S·nchez Pizju·n,Carlos del Cerro
15,Sat,12/12/2015,21:05,Las Palmas,1@0,Betis,"16,762",Estadio de Gran Canaria,Jes˙s Gil
15,Sun,12/13/2015,12:00 (11:00),Rayo Vallecano,1@2,M·laga,"9,423",Estadio del Rayo Vallecano,Carlos Clos GÛmez
15,Sun,12/13/2015,16:00 (15:00),Eibar,1@1,Valencia,"5,182",Estadio Municipal de Ipur˙a,JosÈ Gonz·lez
15,Sun,12/13/2015,18:15 (17:15),AtlÈtico Madrid,2@1,Athletic Club,"50,137",Estadio Vicente CalderÛn,Juan MartÌnez
15,Sun,12/13/2015,20:30 (19:30),Villarreal,1@0,Real Madrid,"20,468",Estadio de la Cer·mica,Alberto Undiano
16,Sat,12/19/2015,16:00 (15:00),Valencia,2@2,Getafe,"31,598",Estadio de Mestalla,David Fern·ndez
16,Sat,12/19/2015,18:15 (17:15),Espanyol,1@0,Las Palmas,"17,121",RCDE Stadium,Mario Melero
16,Sat,12/19/2015,20:30 (19:30),Betis,0@0,Sevilla,"50,073",Estadio Benito VillamarÌn,Carlos Clos GÛmez
16,Sat,12/19/2015,22:05 (21:05),La CoruÒa,2@0,Eibar,"19,281",Estadio Municipal de Riazor,Javier Estrada
16,Sun,12/20/2015,16:00 (15:00),Real Madrid,10@2†,Rayo Vallecano,"61,564",Estadio Santiago BernabÈu,Ignacio Iglesias
16,Sun,12/20/2015,18:15 (17:15),Real Sociedad,0@2,Villarreal,"21,949",Estadio Municipal de Anoeta,Carlos del Cerro
16,Sun,12/20/2015,18:15 (17:15),Athletic Club,2@0,Levante,"39,380",San MamÈs,Alejandro Hern·ndez
16,Sun,12/20/2015,18:15 (17:15),Granada,0@2,Celta Vigo,"14,537",Estadio Nuevo Los C·rmenes,Juan MartÌnez
16,Sun,12/20/2015,20:30 (19:30),M·laga,1@0,AtlÈtico Madrid,"19,086",Estadio La Rosaleda,Antonio MatÈu Lahoz
17,Wed,12/30/2015,16:00 (15:00),Real Madrid,3@1,Real Sociedad,"69,896",Estadio Santiago BernabÈu,JosÈ Gonz·lez
17,Wed,12/30/2015,16:00 (15:00),Levante,0@1,M·laga,"12,094",Estadio Ciudad de Valencia,Jes˙s Gil
17,Wed,12/30/2015,18:15 (17:15),Rayo Vallecano,0@2,AtlÈtico Madrid,"12,315",Estadio del Rayo Vallecano,JosÈ S·nchez
17,Wed,12/30/2015,18:15 (17:15),Sevilla,2@0,Espanyol,"35,544",Estadio RamÛn S·nchez Pizju·n,Ignacio Iglesias
17,Wed,12/30/2015,18:30 (17:30),Eibar,2@0,Sporting GijÛn,"5,471",Estadio Municipal de Ipur˙a,Carlos Velasco
17,Wed,12/30/2015,20:00,Las Palmas,4@1,Granada,"18,973",Estadio de Gran Canaria,Santiago Jaime
17,Wed,12/30/2015,20:30 (19:30),Celta Vigo,0@1,Athletic Club,"19,092",Estadio de BalaÌdos,Pedro PÈrez
17,Wed,12/30/2015,20:30 (19:30),Getafe,0@0,La CoruÒa,"5,667",Coliseum Alfonso PÈrez,Alberto Undiano
17,Wed,12/30/2015,20:30 (19:30),Barcelona,4@0,Betis,"83,630",Camp Nou,IÒaki Bikandi
17,Thu,12/31/2015,16:00 (15:00),Villarreal,1@0,Valencia,"18,526",Estadio de la Cer·mica,Alfonso ¡Ålvarez
18,Sat,1/2/2016,16:00 (15:00),Espanyol,0@0,Barcelona,"28,975",RCDE Stadium,JosÈ Gonz·lez
18,Sat,1/2/2016,20:30 (19:30),AtlÈtico Madrid,1@0,Levante,"43,417",Estadio Vicente CalderÛn,Carlos Clos GÛmez
18,Sat,1/2/2016,22:05 (21:05),M·laga,2@0,Celta Vigo,"17,635",Estadio La Rosaleda,IÒaki Bikandi
18,Sun,1/3/2016,12:00 (11:00),Rayo Vallecano,2@2,Real Sociedad,"10,756",Estadio del Rayo Vallecano,Antonio MatÈu Lahoz
18,Sun,1/3/2016,16:00 (15:00),Granada,2@1,Sevilla,"13,469",Estadio Nuevo Los C·rmenes,Alberto Undiano
18,Sun,1/3/2016,16:00 (15:00),Betis,0@4,Eibar,"33,609",Estadio Benito VillamarÌn,Eduardo Prieto
18,Sun,1/3/2016,18:15 (17:15),Athletic Club,2@2,Las Palmas,"41,474",San MamÈs,Carlos del Cerro
18,Sun,1/3/2016,18:15 (17:15),La CoruÒa,1@2,Villarreal,"23,815",Estadio Municipal de Riazor,David Fern·ndez
18,Sun,1/3/2016,20:30 (19:30),Valencia,2@2,Real Madrid,"47,185",Estadio de Mestalla,JosÈ S·nchez
18,Mon,1/4/2016,20:30 (19:30),Sporting GijÛn,1@2,Getafe,"20,948",Estadio Municipal El MolinÛn,Javier Estrada
19,Sat,1/9/2016,16:00 (15:00),Barcelona,4@0,Granada,"70,720",Camp Nou,Carlos Velasco
19,Sat,1/9/2016,18:15 (17:15),Sevilla,2@0,Athletic Club,"35,388",Estadio RamÛn S·nchez Pizju·n,Eduardo Prieto
19,Sat,1/9/2016,18:15 (17:15),Getafe,1@0,Betis,"6,940",Coliseum Alfonso PÈrez,Alfonso ¡Ålvarez
19,Sat,1/9/2016,20:30 (19:30),Real Madrid,5@0,La CoruÒa,"71,267",Estadio Santiago BernabÈu,Pedro PÈrez
19,Sat,1/9/2016,22:05 (21:05),Levante,2@1,Rayo Vallecano,"10,589",Estadio Ciudad de Valencia,Mario Melero
19,Sun,1/10/2016,12:00 (11:00),Villarreal,2@0,Sporting GijÛn,"16,705",Estadio de la Cer·mica,Jes˙s Gil
19,Sun,1/10/2016,16:00 (15:00),Real Sociedad,2@0,Valencia,"24,217",Estadio Municipal de Anoeta,Alejandro Hern·ndez
19,Sun,1/10/2016,17:15,Las Palmas,1@1,M·laga,"21,760",Estadio de Gran Canaria,Ignacio Iglesias
19,Sun,1/10/2016,18:15 (17:15),Eibar,2@1,Espanyol,"4,587",Estadio Municipal de Ipur˙a,Santiago Jaime
19,Sun,1/10/2016,20:30 (19:30),Celta Vigo,0@2,AtlÈtico Madrid,"13,550",Estadio de BalaÌdos,Ricardo de Burgos
20,Sat,1/16/2016,16:00 (15:00),Sevilla,2@1,M·laga,"34,371",Estadio RamÛn S·nchez Pizju·n,Javier Estrada
20,Sat,1/16/2016,18:15 (17:15),Celta Vigo,4@3,Levante,"16,943",Estadio de BalaÌdos,Carlos del Cerro
20,Sat,1/16/2016,20:30 (19:30),Villarreal,0@0,Betis,"16,405",Estadio de la Cer·mica,JosÈ Gonz·lez
20,Sat,1/16/2016,22:05 (21:05),Real Sociedad,1@1,La CoruÒa,"16,783",Estadio Municipal de Anoeta,Juan MartÌnez
20,Sun,1/17/2016,12:00 (11:00),Valencia,2@2,Rayo Vallecano,"35,042",Estadio de Mestalla,Eduardo Prieto
20,Sun,1/17/2016,16:00 (15:00),Real Madrid,5@1,Sporting GijÛn,"70,365",Estadio Santiago BernabÈu,Alberto Undiano
20,Sun,1/17/2016,17:15,Las Palmas,0@3,AtlÈtico Madrid,"28,515",Estadio de Gran Canaria,IÒaki Bikandi
20,Sun,1/17/2016,18:15 (17:15),Getafe,3@1,Espanyol,"6,540",Coliseum Alfonso PÈrez,Carlos Clos GÛmez
20,Sun,1/17/2016,20:30 (19:30),Barcelona,6@0,Athletic Club,"68,019",Camp Nou,Antonio MatÈu Lahoz
20,Mon,1/18/2016,20:30 (19:30),Eibar,5@1,Granada,"4,215",Estadio Municipal de Ipur˙a,JosÈ S·nchez
21,Fri,1/22/2016,20:30 (19:30),Sporting GijÛn,5@1,Real Sociedad,"23,320",Estadio Municipal El MolinÛn,David Fern·ndez
21,Sat,1/23/2016,16:00 (15:00),M·laga,1@2,Barcelona,"27,559",Estadio La Rosaleda,Carlos Clos GÛmez
21,Sat,1/23/2016,18:15 (17:15),Espanyol,2@2,Villarreal,"16,251",RCDE Stadium,Pedro PÈrez
