,,,,,,Tackles,,,,,Vs Dribbles,,,,Blocks,,,,,,
Rk,Player,Nation,Pos,Squad,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
437,Xabi Prieto,es ESP,"MF,FW",Real Sociedad,21.4,18,14,5,9,4,2,10,20,8,8,2,6,7,25,20,0
438,Dani Raba,es ESP,"MF,FW",Villarreal,12.3,25,21,9,12,4,9,45,20,36,21,1,20,17,42,10,0
439,Nemanja Radoja,rs SRB,MF,Celta Vigo,12.3,18,16,6,8,4,3,8,37.5,5,8,2,6,10,28,11,0
440,Ivan Rakitic,hr CRO,MF,Barcelona,31.5,52,31,16,30,6,15,45,33.3,30,42,7,35,44,96,16,0
441,Jonás Ramalho,es ESP,DF,Girona,25.5,25,16,20,5,0,15,24,62.5,9,25,11,14,35,60,115,0
442,Benito Ramírez,es ESP,"FW,DF",Las Palmas,1.8,6,3,2,3,1,1,5,20,4,0,0,0,2,8,3,0
443,Sandro Ramírez,es ESP,"FW,MF",Sevilla,8,8,8,1,5,2,1,7,14.3,6,2,0,2,4,12,2,0
444,Toño Ramírez,es ESP,GK,Real Sociedad,3.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3
445,Iván Ramis,es ESP,DF,Eibar,14.5,20,14,8,12,0,8,19,42.1,11,12,5,7,25,45,51,2
446,Omar Ramos,es ESP,"FW,MF",Leganés,16.1,22,14,6,8,8,9,22,40.9,13,16,1,15,14,36,15,0
447,Sergio Ramos,es ESP,DF,Real Madrid,25.4,40,29,22,18,0,19,28,67.9,9,22,12,10,47,87,91,0
448,Recio,es ESP,MF,Málaga,20.4,54,42,26,23,5,17,62,27.4,45,15,3,12,30,84,17,0
449,Alberto Redondo,es ESP,DF,Getafe,1,4,3,4,0,0,2,4,50,2,2,1,1,0,4,1,0
450,Xesc Regis,es ESP,FW,Eibar,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
451,Loïc Rémy,fr FRA,FW,Las Palmas,8.5,4,3,1,3,0,0,1,0,1,0,0,0,1,5,2,0
452,Loïc Rémy,fr FRA,"FW,MF",Getafe,5.1,4,2,1,3,0,1,5,20,4,4,0,4,1,5,2,0
453,Federico Ricca,uy URU,DF,Málaga,12.3,43,24,32,9,2,23,33,69.7,10,10,2,8,24,67,46,0
454,Diego Rico,es ESP,DF,Leganés,24.8,68,43,37,21,10,36,53,67.9,17,30,6,24,76,144,61,0
455,Mikel Rico,es ESP,MF,Athletic Club,13,24,13,7,16,1,12,34,35.3,22,15,5,10,23,47,12,1
456,Sergio Rico,es ESP,GK,Sevilla,24,1,1,1,0,0,0,2,0,2,0,0,0,1,2,5,3
457,Asier Riesgo,es ESP,GK,Eibar,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
458,Cristian Rivera,es ESP,MF,Eibar,2.7,13,10,4,8,1,5,7,71.4,2,2,2,0,3,16,2,0
459,Rober,es ESP,"DF,MF",Levante,21.2,35,22,27,8,0,17,32,53.1,15,29,18,11,41,76,75,1
460,Roberto,es ESP,GK,Málaga,34,0,0,0,0,0,0,0,,0,0,0,0,2,2,15,0
461,Sergi Roberto,es ESP,DF,Barcelona,24.7,63,40,30,25,8,25,49,51,24,18,8,10,39,102,30,1
462,Álex Robles,es ESP,DF,Málaga,1,2,1,1,1,0,0,0,,0,1,0,1,3,5,4,0
463,Marc Roca,es ESP,MF,Espanyol,2.9,8,7,3,5,0,3,4,75,1,4,2,2,4,12,10,0
464,Rubén Rochina,es ESP,"MF,DF",Levante,1.7,8,5,5,2,1,4,6,66.7,2,0,0,0,2,10,0,0
465,Rodri,es ESP,MF,Villarreal,35.9,104,71,50,48,6,30,86,34.9,56,49,21,28,52,156,100,1
466,Rodrigo,es ESP,FW,Valencia,29.8,23,13,9,12,2,3,21,14.3,18,14,2,12,17,40,11,1
467,Kévin Rodrigues,pt POR,DF,Real Sociedad,18.2,44,32,18,20,6,19,34,55.9,15,22,6,16,27,71,39,0
468,Ángel Rodríguez,es ESP,FW,Getafe,25.5,28,19,3,19,6,3,26,11.5,23,18,3,15,6,34,14,0
469,Iván Rodríguez,es ESP,DF,Málaga,0.2,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,0
470,Diego Rolán,uy URU,"FW,MF",Málaga,21.6,33,25,7,13,13,9,44,20.5,35,18,1,17,12,45,9,0
471,Esteban Rolón,ar ARG,MF,Málaga,4.6,6,4,4,2,0,2,4,50,2,7,1,6,9,15,8,1
472,Óscar Romero,py PAR,"MF,FW",Alavés,2.8,5,2,4,1,0,0,3,0,3,3,0,3,3,8,2,0
473,Cristiano Ronaldo,pt POR,FW,Real Madrid,25.4,7,4,3,3,1,1,6,16.7,5,10,3,7,6,13,14,0
474,Facundo Roncaglia,ar ARG,DF,Celta Vigo,16.6,35,25,30,5,0,22,36,61.1,14,18,6,12,31,66,50,1
475,Roberto Rosales,ve VEN,DF,Málaga,34.7,104,69,52,40,12,50,84,59.5,34,37,13,24,58,162,104,1
476,Rubén,es ESP,GK,La Coruña,27.5,1,0,1,0,0,1,3,33.3,2,0,0,0,1,2,5,4
477,Aitor Ruibal,es ESP,MF,Betis,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
478,Fabián Ruiz Peña,es ESP,MF,Betis,29.5,83,53,34,40,9,26,73,35.6,47,35,3,32,42,125,36,1
479,Víctor Ruiz,es ESP,DF,Villarreal,26.8,33,22,29,4,0,13,25,52,12,27,18,9,58,91,134,1
480,Antonio Rukavina,rs SRB,DF,Villarreal,14.1,25,22,12,9,4,17,25,68,8,11,3,8,16,41,68,0
481,Gerónimo Rulli,ar ARG,GK,Real Sociedad,26,2,1,2,0,0,2,6,33.3,4,0,0,0,0,2,10,2
482,Enric Saborit,es ESP,DF,Athletic Club,15.9,50,27,31,17,2,19,29,65.5,10,17,5,12,24,74,55,0
483,Mujaid Sadick,es ESP,DF,La Coruña,1.2,4,2,2,2,0,2,3,66.7,1,3,2,1,1,5,4,0
484,Armando Sadiku,al ALB,FW,Levante,3,1,1,0,1,0,0,1,0,1,4,2,2,2,3,2,0
485,Sergi Samper,es ESP,MF,Las Palmas,1.6,10,4,4,6,0,2,3,66.7,1,0,0,0,0,10,0,0
486,Jairo Samperio,es ESP,"FW,MF",Las Palmas,6.2,9,6,2,6,1,3,13,23.1,10,5,1,4,1,10,5,0
487,Mikel San José,es ESP,MF,Athletic Club,23.9,52,37,19,23,10,19,73,26,54,43,13,30,41,93,30,0
488,Antonio Sanabria,py PAR,FW,Betis,9.5,8,8,0,4,4,0,3,0,3,5,0,5,4,12,6,0
489,Carlos Sánchez,co COL,MF,Espanyol,12.5,25,12,6,16,3,9,24,37.5,15,13,5,8,18,43,24,2
490,Sergio Sánchez,es ESP,DF,Espanyol,1.1,4,3,4,0,0,3,4,75,1,1,0,1,3,7,3,0
491,Víctor Sánchez,es ESP,"MF,DF",Espanyol,27.3,106,72,56,45,5,49,113,43.4,64,38,14,24,79,185,73,1
492,Arona Sané,sn SEN,"MF,FW",Atlético Madrid,0.7,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,0
493,Nicola Sansone,it ITA,"FW,MF",Villarreal,7.1,8,4,2,4,2,2,17,11.8,15,1,0,1,1,9,2,0
494,Christian Santos,ve VEN,FW,Alavés,4.8,2,0,1,0,1,0,4,0,4,2,1,1,2,4,9,0
495,Pablo Sarabia,es ESP,"FW,MF",Sevilla,26.6,27,19,10,13,4,11,49,22.4,38,39,1,38,30,57,34,1
496,Imanol Sarriegi,es ESP,"MF,FW",Eibar,0.5,2,2,1,0,1,2,3,66.7,1,2,0,2,1,3,0,0
497,Stefan Savi?,me MNE,DF,Atlético Madrid,25.5,30,20,23,7,0,16,39,41,23,38,23,15,45,75,150,1
498,Fabian Schär,ch SUI,DF,La Coruña,24.7,59,45,45,14,0,32,61,52.5,29,36,20,16,45,104,141,1
499,Sergio Segura García,es ESP,DF,Leganés,0.3,,2,,,,,,,,,,,1,,,
500,Nélson Semedo,pt POR,DF,Barcelona,16.6,34,25,19,11,4,17,29,58.6,12,16,2,14,22,56,26,1
501,Rúben Semedo,pt POR,"DF,MF",Villarreal,2.6,6,5,6,0,0,4,6,66.7,2,5,1,4,5,11,13,2
502,Gaku Shibasaki,jp JPN,"MF,FW",Getafe,11.1,21,10,8,10,3,6,21,28.6,15,6,1,5,19,40,9,0
503,Sidnei,br BRA,DF,La Coruña,19.8,41,28,30,11,0,18,25,72,7,26,9,17,31,72,101,1
504,Jaime Sierra Mateos,es ESP,"FW,MF",Leganés,0.3,1,1,1,0,0,0,1,0,1,0,0,0,1,2,0,0
505,David Simón,es ESP,DF,Las Palmas,8,24,17,11,10,3,9,16,56.3,7,13,4,9,22,46,11,1
506,Dimitris Siovas,gr GRE,DF,Leganés,22.9,48,33,43,5,0,29,46,63,17,27,12,15,62,110,89,0
507,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,28,18,12,8,6,4,9,33,27.3,24,12,1,11,12,30,7,1
508,Antonio Sivera,es ESP,GK,Alavés,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
509,Rubén Sobrino,es ESP,"FW,MF",Alavés,16.3,33,24,12,16,5,6,27,22.2,21,19,2,17,18,51,10,0
510,Carlos Soler,es ESP,MF,Valencia,26.3,51,32,21,21,9,22,53,41.5,31,25,1,24,5,56,19,0
511,Kévin Soni,cm CMR,MF,Girona,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
512,David Soria,es ESP,GK,Sevilla,14,1,0,1,0,0,1,1,100,0,0,0,0,2,3,13,2
513,Roberto Soriano,it ITA,"MF,FW",Villarreal,12.7,30,20,10,16,4,3,16,18.8,13,14,0,14,4,34,9,0
514,Cristhian Stuani,uy URU,FW,Girona,30.1,22,14,2,17,3,3,29,10.3,26,10,0,10,5,27,32,0
515,Damián Suárez,uy URU,DF,Getafe,32,86,64,54,21,11,44,90,48.9,46,34,8,26,46,132,76,1
516,Denis Suárez,es ESP,"MF,FW",Barcelona,6.6,11,9,3,8,0,3,8,37.5,5,7,0,7,2,13,3,0
517,Leonardo Suárez,ar ARG,MF,Villarreal,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
518,Luis Suárez,uy URU,FW,Barcelona,32.2,17,10,4,5,8,4,19,21.1,15,4,3,1,8,25,31,0
519,Isaac Success,ng NGA,"MF,FW",Málaga,5.5,9,7,4,4,1,3,8,37.5,5,2,0,2,5,14,0,0
520,Markel Susaeta,es ESP,"FW,MF",Athletic Club,25.2,42,29,16,15,11,16,65,24.6,49,17,0,17,18,60,13,0
521,Tana,es ESP,"MF,FW",Las Palmas,17.2,31,24,13,14,4,12,36,33.3,24,8,0,8,23,54,5,0
522,Oussama Tannane,ma MAR,FW,Las Palmas,6.4,15,13,6,8,1,7,12,58.3,5,5,0,5,5,20,0,0
523,Cristian Tello,es ESP,"FW,MF",Betis,18.8,32,24,12,14,6,7,37,18.9,30,19,0,19,16,48,4,1
524,Marc-André ter Stegen,de GER,GK,Barcelona,37,1,0,1,0,0,1,3,33.3,2,1,0,1,4,5,12,1
525,David Timor,es ESP,"MF,DF",Girona,10.3,17,10,7,7,3,7,18,38.9,11,10,5,5,20,37,30,1
526,Tito,es ESP,DF,Leganés,6.8,8,5,5,3,0,6,18,33.3,12,12,5,7,12,20,16,0
527,Hernán Toledo,ar ARG,"FW,MF",Las Palmas,6.9,5,5,2,2,1,1,11,9.1,10,2,0,2,5,10,5,0
528,Toño,es ESP,DF,Levante,12,12,11,11,1,0,5,10,50,5,4,0,4,6,18,29,0
529,Daniel Torres,co COL,MF,Alavés,13.5,19,11,14,5,0,7,31,22.6,24,15,7,8,19,38,32,2
530,Fernando Torres,es ESP,FW,Atlético Madrid,10.9,11,8,3,7,1,2,6,33.3,4,4,1,3,2,13,9,0
531,Ferrán Torres,es ESP,MF,Valencia,3.5,8,7,3,5,0,2,6,33.3,4,1,0,1,3,11,1,0
532,Miguel Torres,es ESP,DF,Málaga,7.5,16,13,13,3,0,6,14,42.9,8,9,7,2,13,29,35,0
533,Pau Torres,es ESP,DF,Villarreal,0.6,0,0,0,0,0,0,1,0,1,1,1,0,0,0,4,0
534,Alin Tosca,ro ROU,DF,Betis,4.7,12,9,7,5,0,5,9,55.6,4,7,1,6,5,17,17,1
535,Manu Trigueros,es ESP,MF,Villarreal,30,61,41,23,34,4,21,71,29.6,50,38,13,25,22,83,44,0
536,Przemyslaw Tyton,pl POL,GK,La Coruña,1.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
537,Samuel Umtiti,fr FRA,DF,Barcelona,24.3,50,35,35,15,0,20,29,69,9,25,17,8,37,87,72,3
538,Enes Ünal,tr TUR,FW,Villarreal,12.5,9,5,0,4,5,0,12,0,12,16,3,13,4,13,11,0
539,Enes Ünal,tr TUR,FW,Levante,6.6,6,6,2,2,2,1,10,10,9,7,1,6,2,8,5,0
540,Francis Uzoho,ng NGA,GK,La Coruña,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
541,Gerard Valentín,es ESP,"DF,FW",La Coruña,1.8,5,4,4,0,1,1,2,50,1,1,0,1,3,8,3,0
542,Borja Valle,es ESP,"FW,MF",La Coruña,5.4,6,6,3,3,0,1,4,25,3,2,0,2,3,9,4,0
543,Jesús Vallejo,es ESP,DF,Real Madrid,7,8,7,6,2,0,2,5,40,3,6,5,1,16,24,21,1
544,Federico Valverde,uy URU,"MF,FW",La Coruña,13.7,25,16,12,10,3,8,15,53.3,7,12,1,11,21,46,17,0
545,Raphaël Varane,fr FRA,DF,Real Madrid,25.8,28,19,20,7,1,8,15,53.3,7,27,10,17,33,61,109,2
546,Franco Vázquez,ar ARG,MF,Sevilla,20.4,39,32,16,15,8,6,34,17.6,28,20,2,18,11,50,11,0
547,Lucas Vázquez,es ESP,"MF,FW",Real Madrid,18.7,48,33,16,21,11,12,42,28.6,30,28,2,26,7,55,9,0
548,Koke Vegas,es ESP,GK,Levante,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
549,Carlos Vela,mx MEX,FW,Real Sociedad,4.2,12,7,5,3,4,6,7,85.7,1,2,0,2,0,12,1,0
550,Thomas Vermaelen,be BEL,DF,Barcelona,11.3,13,9,7,5,1,5,11,45.5,6,10,3,7,18,31,28,0
551,Mikel Vesga,es ESP,MF,Athletic Club,9,17,8,6,11,0,4,25,16,21,14,3,11,8,25,15,0
552,Rúben Vezo,pt POR,DF,Valencia,17.3,43,24,30,12,1,16,32,50,16,25,9,16,23,66,83,0
553,Aleix Vidal,es ESP,"MF,FW",Barcelona,5.1,6,4,2,3,1,1,10,10,9,4,0,4,9,15,1,0
554,Nacho Vidal,es ESP,DF,Valencia,5,17,14,15,1,1,14,22,63.6,8,5,2,3,10,27,18,0
555,Jonathan Viera,es ESP,MF,Las Palmas,22.1,36,25,10,22,4,3,28,10.7,25,21,0,21,11,47,2,0
556,Luciano Vietto,ar ARG,FW,Atlético Madrid,3,5,4,1,2,2,0,3,0,3,3,0,3,3,8,3,0
557,Luciano Vietto,ar ARG,FW,Valencia,5.9,8,6,2,3,3,1,4,25,3,3,0,3,2,10,5,0
558,Carlos Vigaray,es ESP,DF,Alavés,9.9,27,16,16,9,2,11,16,68.8,5,5,1,4,14,41,13,0
559,Dídac Vilà,es ESP,"DF,MF",Espanyol,8.1,29,26,15,9,5,13,18,72.2,5,14,3,11,14,43,27,0
560,Vitolo,es ESP,"FW,MF",Las Palmas,7.7,15,12,9,5,1,4,17,23.5,13,10,3,7,6,21,9,0
561,Vitolo,es ESP,"MF,FW",Atlético Madrid,6.9,9,6,4,3,2,3,15,20,12,10,1,9,6,15,5,0
562,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,18.8,48,30,25,17,6,26,40,65,14,24,8,16,36,84,63,0
563,Wakaso,gh GHA,MF,Alavés,12.2,43,30,25,15,3,13,39,33.3,26,22,1,21,35,78,21,0
564,Daniel Wass,dk DEN,"MF,DF",Celta Vigo,32.6,30,21,8,18,4,8,25,32,17,23,3,20,30,60,47,0
565,Axel Werner,ar ARG,GK,Atlético Madrid,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
566,Iñaki Williams,gh GHA,"FW,MF",Athletic Club,31.7,28,17,11,15,2,8,41,19.5,33,24,2,22,17,45,13,0
567,Yoel,es ESP,GK,Eibar,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
568,Joseba Zaldúa,es ESP,DF,Leganés,28.4,68,52,31,31,6,39,62,62.9,23,28,5,23,61,129,85,0
569,Simone Zaza,it ITA,FW,Valencia,23.1,21,14,4,10,7,1,20,5,19,26,1,25,8,29,34,0
570,Nabil El Zhar,ma MAR,"FW,MF",Leganés,22,11,6,4,6,1,3,18,16.7,15,14,1,13,18,29,3,0
571,Luca Zidane,fr FRA,GK,Real Madrid,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
572,Igor Zubeldia,es ESP,MF,Real Sociedad,17.6,39,29,17,16,6,14,42,33.3,28,20,5,15,32,71,31,0
573,David Zurutuza,es ESP,MF,Real Sociedad,24.9,49,36,22,25,2,20,49,40.8,29,32,10,22,41,90,24,1
